Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Sudeste;Centro-oeste;Nordeste;Norte;Sul;Região não Informada;Total Exterior;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;06/2016;682.450.985;340.431.143;80.858.145;106.241.933;27.943.045;125.285.163;1.691.556;0
BB;49.906;b1;C;1;;199;BRASILIA;DF;06/2016;674.641.980;317.022.536;81.526.882;77.480.526;29.639.033;121.376.416;1.958.703;45.637.885
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;06/2016;548.819.286;200.659.173;19.796.818;38.779.732;10.256.697;42.937.315;8.268.346;228.121.205
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;06/2016;390.116.711;170.156.638;24.096.223;42.521.657;13.864.042;42.018.607;6.172.893;91.286.649
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;06/2016;368.819.835;227.149.545;34.582.356;44.108.628;6.294.280;27.726.033;28.958.993;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;06/2016;243.676.610;145.010.852;13.977.266;21.006.592;5.606.275;31.506.610;1.944.445;24.624.570
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;06/2016;66.068.476;31.694.926;5.103.609;4.874.887;1.902.845;13.636.748;1.237.739;7.617.722
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;06/2016;46.773.851;23.380.517;3.595.612;7.348.447;1.622.012;8.923.693;297.778;1.605.793
BTG PACTUAL;49.944;b1;C;2;;199;RIO DE JANEIRO;RJ;06/2016;46.182.955;4.017.529;2.747.028;259.952;31.325;260.573;0;38.866.548
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;06/2016;44.733.902;24.054.913;2.726.780;3.235.758;902.531;6.113.853;39.514;7.660.552
BANRISUL;30.173;b1;C;1;;199;PORTO ALEGRE;RS;06/2016;28.618.906;3.389.827;443.544;958.867;341.701;23.093.228;221.478;170.262
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;06/2016;20.252.033;14.780.551;693.253;1.148.382;413.052;3.059.703;157.093;0
PAN;31.323;b1;C;2;;199;SAO PAULO;SP;06/2016;17.906.106;8.407.718;2.149.829;3.429.822;1.284.180;2.371.772;262.785;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;;8;SAO PAULO;SP;06/2016;16.239.430;7.275.809;1.523.359;3.017.980;1.025.903;3.385.239;11.138;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;;8;SAO PAULO;SP;06/2016;14.119.160;5.124.287;6.296.540;1.125.379;39.358;1.533.596;0;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;;8;FORTALEZA;CE;06/2016;13.187.647;2.262.916;635.709;10.008.309;138.829;90.524;51.360;0
DAYCOVAL;51.987;b1;C;2;;199;SAO PAULO;SP;06/2016;12.960.748;6.843.916;1.251.396;2.325.567;622.724;1.725.553;67.250;124.343
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;;11;PORTO ALEGRE;RS;06/2016;12.950.387;54.688;3.051.150;4.163;45.370;9.787.405;7.610;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;;5;PORTO ALEGRE;RS;06/2016;12.782.689;394.814;302.420;18.889;2.693;12.062.323;1.551;0
BNP PARIBAS;51.516;b1;C;3;;199;SAO PAULO;SP;06/2016;11.314.926;6.223.579;873.159;1.484.620;260.974;2.001.441;471.154;0
ABC-BRASIL;41.856;b1;C;3;;199;SAO PAULO;SP;06/2016;10.985.953;5.301.314;732.233;657.382;189.622;1.758.123;251;2.347.028
BANCOOB;51.750;b1;C;2;;199;BRASILIA;DF;06/2016;10.915.671;6.611.763;874.519;157.353;616.312;2.528.147;127.576;0
BRB;31.976;b1;C;1;;199;BRASILIA;DF;06/2016;9.557.987;460.104;8.932.709;73.756;57.372;22.954;11.092;0
BANCO GMAC S.A.;59.274.605;b2;I;3;;8;SAO PAULO;SP;06/2016;9.265.487;3.841.983;1.016.380;1.941.145;729.183;1.726.207;10.589;0
MERCEDES-BENZ;51.262;b2;C;3;;198;SAO PAULO;SP;06/2016;8.847.447;4.992.305;608.682;1.229.777;245.860;1.770.710;112;0
BMG;30.290;b1;C;2;;199;SAO PAULO;SP;06/2016;8.499.674;4.509.089;1.006.334;1.167.197;595.102;1.045.938;176.013;0
CREDIT SUISSE;30.771;b1;C;3;;199;SAO PAULO;SP;06/2016;7.555.149;2.949.337;425.951;105.931;0;269.978;0;3.803.953
MERCANTIL DO BRASIL;20.152;b1;C;2;;199;BELO HORIZONTE;MG;06/2016;7.362.774;5.576.508;285.215;811.247;102.220;430.121;157.462;0
ALFA;51.293;b1;C;2;;199;SAO PAULO;SP;06/2016;6.900.845;4.261.018;870.850;588.500;143.272;1.004.549;32.657;0
