Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;06/2015;16.591.009;351.122.452;107.995.576;634.507.003;-26.728.946;607.778.057;450.050;812.864;303.076;-28.854;1.537.136;180.457.298;66.231.285;34.320.240;1.366.033.053;303.076;1.365.729.977
ITAU;10069;b1;;C;2;SAO PAULO;SP;06/2015;17.794.507;186.198.057;219.096.293;400.468.981;-25.693.049;374.775.932;1.407.299;9.813.651;6.008.543;-211.900;17.017.593;184.727.741;67.703.212;83.164.337;1.150.477.672;6.008.543;1.144.469.129
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;06/2015;12.848.323;125.713.522;169.971.869;637.354.089;-29.057.375;608.296.714;0;0;0;0;0;62.807.147;126.559.044;12.863.350;1.119.059.970;0;1.119.059.970
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;06/2015;3.464;13.650.223;112.602.627;356.961.479;-2.706.670;354.254.809;0;0;0;0;0;23.852.424;325.802.277;79.262.252;909.428.077;0;909.428.077
BRADESCO;10045;b1;;C;2;OSASCO;SP;06/2015;11.211.088;176.147.205;172.070.601;322.572.063;-22.173.715;300.398.348;62.034;6.833.187;3.373.709;-223.229;10.045.701;96.026.745;53.626.438;51.102.184;870.628.310;3.373.709;867.254.601
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;06/2015;5.519.448;56.849.936;149.400.445;217.116.973;-14.445.579;202.671.394;30.477;5.921.722;2.967.936;-70.274;8.849.862;139.335.770;36.950.981;16.533.312;616.111.149;2.967.936;613.143.213
HSBC;51152;b1;;C;3;CURITIBA;PR;06/2015;2.647.466;24.940.726;38.165.459;57.207.614;-4.095.077;53.112.537;12.873;987.059;158.819;-78.112;1.080.640;43.932.550;11.022.388;3.466.660;178.368.428;158.819;178.209.608
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;06/2015;1.312.110;43.250.589;62.471.920;17.179.182;-1.009.376;16.169.806;0;0;0;0;0;20.544.643;1.463.687;14.314.971;159.527.727;0;159.527.727
SAFRA;10083;b1;;C;2;SAO PAULO;SP;06/2015;789.313;38.632.601;42.846.005;47.109.710;-2.082.233;45.027.477;103.847;2.149.173;1.044.029;-22.384;3.274.665;9.364.479;1.079.720;2.766.390;143.780.651;1.044.029;142.736.622
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;06/2015;220.552;18.207.687;25.752.917;49.491.947;-3.023.288;46.468.658;13.443;365.277;139.791;-26.424;492.087;11.353.360;701.077;419.303;103.615.642;139.791;103.475.851
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;06/2015;604.506;14.188.480;21.014.863;12.245.870;-843.122;11.402.748;1.781;189.506;18.517;-5.112;204.693;19.700.871;2.669.271;920.840;70.706.272;18.517;70.687.755
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;06/2015;712.460;1.506.216;19.491.396;29.279.471;-1.853.738;27.425.733;239;130.160;63.141;-7.220;186.320;5.128.408;7.782.650;812.736;63.045.920;63.141;62.982.779
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;06/2015;201.214;9.606.779;14.949.940;13.080.587;-1.091.896;11.988.690;0;0;0;0;0;3.254.114;343.371;228.907;40.573.015;0;40.573.015
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;06/2015;2.433;3.273.057;2.625.109;1.689.450;-142.983;1.546.467;2.739;789.037;80.143;-10.344;861.574;29.625.515;45.852;116.128;38.096.136;80.143;38.015.993
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;06/2015;1.042.230;14.362.715;7.849.516;5.311.335;-328.800;4.982.536;0;0;0;0;0;7.045.107;29.397;847.186;36.158.687;0;36.158.687
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;06/2015;23.861;4.296.187;6.794.971;6.636.220;-287.576;6.348.644;0;77.817;0;0;77.817;17.365.912;463.566;77.188;35.448.146;0;35.448.146
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;06/2015;126.747;2.349.568;3.853.412;2.596.944;-9.108;2.587.835;0;0;0;0;0;22.933.302;100.013;31.909;31.982.785;0;31.982.785
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;06/2015;208.997;5.416.674;12.869.359;1.025.737;-3.576;1.022.161;0;0;0;0;0;11.886.904;111.946;122.716;31.638.758;0;31.638.758
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;06/2015;54.879;10.007.815;4.660.503;12.665.056;-4.997;12.660.059;0;0;0;0;0;765.128;527.526;134.362;28.810.271;0;28.810.271
PAN;31323;b1;;C;2;SAO PAULO;SP;06/2015;64.400;1.283.094;1.765.055;17.033.409;-903.962;16.129.447;990;83.512;63.948;-3.933;144.516;5.135.017;801.777;979.187;26.302.492;63.948;26.238.544
BANCOOB;51750;b1;;C;2;BRASILIA;DF;06/2015;8.035;5.584.654;8.664.371;8.911.225;-36.396;8.874.829;0;0;0;0;0;1.309.077;874.542;95.386;25.410.893;0;25.410.893
