Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BB;49906;b1;;C;1;BRASILIA;DF;12/2014;1.288.485.170;667.973.423;1.217.809.707;1.021.639.342;70.675.464;5.833.139;126.588.485;16,11%;22,18%;5.529;1.505
ITAU;10069;b1;;C;2;SAO PAULO;SP;12/2014;1.117.848.197;451.704.454;1.014.769.134;792.219.479;103.079.063;10.311.204;129.790.456;16,90%;49,11%;3.938;948
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;12/2014;1.064.674.796;605.023.197;1.038.452.030;912.739.354;26.222.766;3.702.318;79.402.212;16,07%;14,43%;3.393;816
BRADESCO;10045;b1;;C;2;OSASCO;SP;12/2014;883.438.773;346.302.628;801.850.758;692.013.192;81.588.015;7.880.304;98.604.523;16,51%;47,25%;4.675;1.272
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;12/2014;871.410.178;333.442.254;840.672.684;581.938.103;30.737.494;3.122.228;99.093.586;16,02%;45,94%;4;0
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;12/2014;598.224.807;245.373.361;539.999.882;376.789.701;58.224.926;1.218.969;63.553.854;17,47%;29,39%;2.743;1.164
HSBC;51152;b1;;C;3;CURITIBA;PR;12/2014;167.971.558;66.075.753;158.239.252;112.100.167;9.732.307;-532.785;14.051.412;13,10%;24,98%;856;455
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;12/2014;154.593.402;19.341.167;139.914.535;84.625.407;14.678.867;1.561.384;21.282.355;17,46%;39,27%;13;0
SAFRA;10083;b1;;C;2;SAO PAULO;SP;12/2014;140.675.131;55.461.856;131.941.576;115.112.635;8.733.555;830.183;11.609.774;13,99%;21,83%;110;6
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;12/2014;99.106.714;53.633.417;91.552.839;61.372.036;7.553.875;210.010;11.276.250;14,96%;4,01%;111;0
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;12/2014;60.860.588;16.826.314;54.153.851;30.647.439;6.706.737;17.268;6.544.522;14,66%;12,23%;134;19
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;12/2014;58.933.772;30.486.981;53.263.741;45.634.699;5.670.031;463.545;7.062.312;17,77%;10,17%;529;208
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;12/2014;38.204.992;13.213.985;34.837.183;18.912.689;3.367.809;421.338;5.861.912;16,11%;3,75%;292;4
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;12/2014;36.444.406;1.573.803;32.686.070;20.921.354;3.758.337;90.992;3.706.116;17,86%;2,77%;8;0
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;12/2014;34.587.267;8.775.527;31.796.792;13.857.570;2.790.475;116.396;2.816.034;13,11%;2,93%;10;0
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;12/2014;30.251.097;5.806.393;26.834.053;19.429.798;3.417.044;46.498;4.478.855;16,27%;19,01%;10;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;12/2014;28.929.333;13.431.068;27.867.210;26.909.938;1.062.123;52.893;1.190.044;20,60%;10,53%;5;0
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;12/2014;27.971.057;2.861.216;26.315.141;6.276.434;1.655.917;139.245;1.655.917;15,01%;2,10%;3;0
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;12/2014;26.051.454;22.955.788;23.430.084;19.166.156;2.621.370;276.212;3.464.935;14,91%;6,58%;1;0
PAN;31323;b1;;C;2;SAO PAULO;SP;12/2014;25.722.546;17.512.020;21.936.331;18.029.021;3.786.214;106.107;3.797.725;18,69%;26,64%;4;0
