Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BB;49906;b1;S1;C;1;BRASILIA;DF;06/2018;12.864.400;428.739.720;151.476.835;582.133.210;-33.812.531;548.320.679;172.177;255.699;140.978;-11.778;557.077;191.974.609;79.162.816;36.020.005;1.449.116.141;140.978;1.448.975.163
ITAU;10069;b1;S1;C;2;SAO PAULO;SP;06/2018;25.171.769;269.783.194;267.536.488;461.789.590;-32.459.765;429.329.825;7.511.828;2.533.331;1.707.872;-356.297;11.396.735;204.347.238;91.837.308;89.859.597;1.389.262.153;1.707.872;1.387.554.281
CAIXA ECONOMICA FEDERAL;360305;b1;S1;I;1;BRASILIA;DF;06/2018;9.642.456;198.309.544;178.850.367;685.546.005;-35.672.695;649.873.310;0;0;0;0;0;80.674.735;142.014.615;13.067.880;1.272.432.907;0;1.272.432.907
BRADESCO;10045;b1;S1;C;2;OSASCO;SP;06/2018;15.082.125;108.442.269;303.101.728;338.587.661;-33.161.078;305.426.583;29.886;3.565.990;1.572.199;-89.833;5.078.242;171.575.895;80.802.752;83.437.059;1.072.946.654;1.572.199;1.071.374.455
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;S2;I;1;RIO DE JANEIRO;RJ;06/2018;293;99.926.127;102.225.667;298.892.155;-11.802.146;287.090.008;0;0;0;0;0;22.987.929;222.920.711;101.055.193;836.205.929;0;836.205.929
SANTANDER;30379;b1;S1;C;3;SAO PAULO;SP;06/2018;11.877.551;53.294.603;183.519.519;238.659.152;-16.864.256;221.794.897;18.028;4.712.693;2.127.776;-73.869;6.784.628;156.164.935;81.821.445;15.426.859;730.684.436;2.127.776;728.556.661
BTG PACTUAL;49944;b1;S1;C;2;RIO DE JANEIRO;RJ;06/2018;2.352.781;49.078.636;53.975.966;17.626.205;-820.687;16.805.519;0;1.399;0;0;1.399;38.225.452;2.451.706;9.264.743;172.156.201;0;172.156.201
SAFRA;10083;b1;S2;C;2;SAO PAULO;SP;06/2018;1.027.464;44.083.473;37.623.845;54.366.288;-2.564.546;51.801.742;27.914;1.565.989;753.177;-29.129;2.317.951;13.143.958;7.042.009;4.723.699;161.764.141;753.177;161.010.964
VOTORANTIM;51011;b1;S2;C;2;SAO PAULO;SP;06/2018;92.029;20.657.522;19.959.290;44.750.933;-2.848.146;41.902.787;1;242.222;590;-1.268;241.545;12.411.950;1.486.257;1.404.233;98.155.612;590;98.155.022
CIELO S.A.;1027058;n4;;I;2;BARUERI;SP;06/2018;15.155;12.146;8.811.263;0;0;0;0;0;0;0;0;2.788.138;58.030.412;9.698.575;79.355.688;0;79.355.688
BANRISUL;30173;b1;S2;C;1;PORTO ALEGRE;RS;06/2018;668.334;1.255.100;24.133.735;28.840.965;-2.553.487;26.287.478;297;86.569;48.563;-4.037;131.392;6.884.913;12.843.835;2.581.594;74.786.381;48.563;74.737.818
CITIBANK;30403;b1;S2;C;3;SAO PAULO;SP;06/2018;932.783;18.718.856;24.336.989;6.847.212;-122.953;6.724.259;2.382;51.897;6.404;-499;60.184;19.842.213;2.982.328;301.086;73.898.699;6.404;73.892.295
REDECARD S.A.;1425787;n4;;I;2;SAO PAULO;SP;06/2018;4.315;9.192.323;1.796.072;0;0;0;0;0;0;0;0;1.168.416;46.971.562;1.750.965;60.883.653;0;60.883.653
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;S2;I;1;FORTALEZA;CE;06/2018;101.607;13.160.630;30.500.541;9.543.428;-722.717;8.820.711;0;0;0;0;0;4.363.641;707.329;171.686;57.826.144;0;57.826.144
BNP PARIBAS;51516;b1;S3;C;3;SAO PAULO;SP;06/2018;201.255;3.341.105;11.811.318;12.185.857;-548.798;11.637.059;0;0;0;0;0;22.682.848;270.639;544.338;50.488.561;0;50.488.561
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;S3;I;2;PORTO ALEGRE;RS;06/2018;60.849;20.399.316;4.474.057;9.114.377;-700;9.113.677;0;0;0;0;0;1.659.424;11.631.810;194.401;47.533.534;0;47.533.534
BANCOOB;51750;b1;S3;C;2;BRASILIA;DF;06/2018;8.761;15.316.985;12.576.776;3.640.326;-38.775;3.601.552;0;0;0;0;0;2.877.598;12.478.076;193.457;47.053.205;0;47.053.205
JP MORGAN CHASE;20107;b1;S3;C;3;SAO PAULO;SP;06/2018;70.349;17.538.584;15.302.755;1.188.780;-3.736;1.185.044;0;0;0;0;0;9.892.377;109.979;109.241;44.208.329;0;44.208.329
CREDIT SUISSE;30771;b1;S3;C;3;SAO PAULO;SP;06/2018;5.330.922;7.376.280;11.888.371;3.354.630;-232.484;3.122.147;0;0;0;0;0;16.187.872;13.762;218.220;44.137.574;0;44.137.574
BANCO MUFG BRASIL S.A.;60498557;b1;S3;I;3;SAO PAULO;SP;06/2018;30.589;5.187.026;3.034.804;1.141.100;-13.377;1.127.723;0;0;0;0;0;25.928.223;9.257;62.012;35.379.634;0;35.379.634
ABC-BRASIL;41856;b1;S3;C;3;SAO PAULO;SP;06/2018;33.926;5.558.239;8.852.262;11.149.234;-214.280;10.934.954;0;0;0;0;0;5.075.279;317.854;150.024;30.922.538;0;30.922.538
PAN;31323;b1;S3;C;2;SAO PAULO;SP;06/2018;6.109;1.078.240;1.718.169;18.235.592;-1.227.153;17.008.438;8;958;822;-144;1.643;5.796.197;512.979;823.185;26.944.960;822;26.944.138
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;S3;I;3;SAO PAULO;SP;06/2018;325.715;2.846.469;2.903.269;16.518.530;-850.017;15.668.514;0;0;0;0;0;4.971.224;1.693;19.412;26.736.296;0;26.736.296
DAYCOVAL;51987;b1;S3;C;2;SAO PAULO;SP;06/2018;144.669;5.415.118;2.285.465;12.045.404;-918.357;11.127.047;23.259;677.598;76.703;-11.501;766.059;5.661.325;295.423;875.918;26.571.024;76.703;26.494.321
