Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;03/2017;701.198.444;355.084.505;92.810.491;106.708.023;79.191.198;32.833.306;7.785.519;3.879.946;5.211.335;17.694.119;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;03/2017;622.171.502;274.403.614;84.297.200;103.283.118;66.754.619;16.391.721;14.150.417;6.433.423;6.484.916;16.739.702;33.232.770
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;03/2017;525.772.633;124.982.718;121.003.616;16.647.454;13.884.837;8.664.986;6.888.215;4.112.407;3.826.852;13.022.449;212.739.100
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;03/2017;421.050.975;96.078.542;121.090.478;41.776.380;33.555.767;10.402.482;6.445.667;3.338.934;2.879.742;22.316.010;83.166.972
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;03/2017;333.189.240;49.915.736;92.874.439;138.612.645;28.830.801;8.889.898;8.409.007;1.179.894;116.138;4.360.681;0
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;03/2017;255.829.247;81.093.201;90.676.785;18.813.323;13.105.907;11.801.422;3.552.173;2.884.966;2.096.447;8.015.039;23.789.983
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;03/2017;52.095.049;28.909.483;8.621.559;2.081.653;1.035.436;245.180;78.739;177.518;31.366;1.247.853;9.666.263
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;03/2017;46.364.428;2.371.106;21.289.117;7.800.781;8.530.938;1.678.271;583.912;416.007;436.108;1.746.597;1.511.591
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;03/2017;29.473.641;2.639.185;16.277.487;4.833.872;1.716.757;1.033.927;448.136;364.664;305.486;1.718.228;135.899
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;03/2017;20.266.416;6.586.932;8.453.900;2.377.751;301.081;1.123.387;346.756;111.792;126.197;838.619;0
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;03/2017;19.840.200;0;15.013.530;1.635.976;1.010.535;693.724;322.099;180.594;193.316;790.425;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;S3;11;PORTO ALEGRE;RS;03/2017;16.853.045;16.119.392;679.236;41.892;2.299;369;207;208;216;9.224;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;03/2017;15.893.599;1.817.969;3.841.761;7.355.140;1.026.303;1.203.591;265.040;12.265;18.680;352.850;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;03/2017;13.874.551;367.651;8.335.468;2.111.094;1.367.073;585.127;276.356;188.304;114.264;529.214;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;03/2017;13.500.448;6.007.518;6.085.351;519.026;278.710;169.168;60.643;113.038;73.772;193.223;0
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;03/2017;12.890.447;148;5.837.495;4.563.426;1.117.109;224.177;125.900;172.339;207.471;423.976;218.408
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;03/2017;12.359.893;1.727.294;8.498.846;1.097.140;235.271;96.807;60.736;182.243;58.021;403.535;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;03/2017;12.356.113;5.110.003;3.435.400;718.141;683.477;650.851;322.765;202.334;142.607;1.090.536;0
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;03/2017;11.962.646;406.953;3.733.997;3.652.655;1.470.556;198.984;149.498;129.599;34.723;62.532;2.123.148
BANCOOB;51.750;b1;C;2;S3;199;BRASILIA;DF;03/2017;11.773.113;6.011.992;5.222.053;291.287;214.821;13.118;4.068;4.613;1.183;9.980;0
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;03/2017;11.508.848;1.157.883;2.663.440;1.077.245;616.000;1.335.001;122.833;401.475;2.284;575.522;3.557.167
BRB;31.976;b1;C;1;S3;199;BRASILIA;DF;03/2017;9.303.579;5.326.696;1.224.566;1.392.621;544.198;218.916;71.464;56.594;44.200;424.311;11
BANCO GMAC S.A.;59.274.605;b2;I;3;S3;8;SAO PAULO;SP;03/2017;8.199.203;130.285;6.503.968;479.631;759.960;105.796;38.255;27.672;24.887;128.750;0
BMG;30.290;b1;C;2;S3;199;SAO PAULO;SP;03/2017;7.799.195;0;6.684.103;279.520;114.193;192.873;68.508;103.488;56.347;300.163;0
MERCEDES-BENZ;51.262;b2;C;3;S3;198;SAO PAULO;SP;03/2017;7.752.138;134.261;3.299.891;2.778.168;611.529;396.226;223.808;48.586;49.140;210.530;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;03/2017;7.336.079;817.842;2.416.926;1.579.775;1.206.260;999.070;38.126;44.128;52.721;181.229;0
JOHN DEERE;50.071;b1;C;3;S4;199;INDAIATUBA;SP;03/2017;7.162.814;388.137;3.007.645;2.142.327;1.059.130;185.540;109.838;56.921;60.150;153.126;0
CCB;32.119;b1;C;3;S3;199;SAO PAULO;SP;03/2017;7.101.120;256.257;2.970.995;433.732;597.752;184.696;383.223;178.362;74.420;263.831;1.757.852
ALFA;51.293;b1;C;2;S3;199;SAO PAULO;SP;03/2017;6.718.258;1.049.071;3.784.960;1.323.211;334.691;96.226;58.880;13.259;4.880;53.080;0
MERCANTIL DO BRASIL;20.152;b1;C;2;S3;199;BELO HORIZONTE;MG;03/2017;6.303.975;513.152;3.388.658;468.416;469.173;579.353;246.753;98.399;83.885;456.185;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;S3;5;BELO HORIZONTE;MG;03/2017;5.995.060;2.128.846;724.048;1.230.826;1.160.100;261.237;353.828;37.069;12.428;86.679;0
CREDIT SUISSE;30.771;b1;C;3;S2;199;SAO PAULO;SP;03/2017;5.382.997;0;2.305.525;318.779;70.931;99.884;149.912;0;37.516;226.042;2.174.409
BANCO CSF S.A.;8.357.240;b2;I;3;S3;8;SAO PAULO;SP;03/2017;5.367.099;0;4.022.254;123.986;118.434;163.959;117.726;107.061;94.057;619.623;0
PORTO SEGURO;51.444;n1;C;2;S4;197;SAO PAULO;SP;03/2017;5.008.137;31.657;4.402.561;109.392;96.710;63.900;61.299;37.534;26.514;178.569;0
ORIGINAL;51.781;b1;C;2;S3;199;SAO PAULO;SP;03/2017;4.859.573;860.124;2.076.474;663.456;341.676;113.157;169.745;75.577;125.702;236.020;197.642
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;S4;8;PORTO ALEGRE;RS;03/2017;4.669.424;0;3.088.781;905.252;436.805;34.984;41.136;32.603;16.880;112.983;0
