Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Capital de Giro;;;;;;;;Investimento;;;;;;;;Capital de Giro Rotativo;;;;;;;;Operações com Recebíveis;;;;;;;;Comércio Exterior;;;;;;;;Outros Créditos;;;;;;;;Financiamento de Infraestrutura/Desenvolvimento/Projeto e Outros Créditos;;;;;;;;Rural e Agroindustrial;;;;;;;;Habitacional;;;;;;;;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;09/2019;11.619.855;7.899;230.360;832.890;766.346;203.885;12.254;0;2.053.634;13.900;191.352;418.078;513.928;62.034;192;0;1.199.485;0;0;1.489;0;0;0;0;1.489;0;983.288;429.433;102.641;79.073;0;0;1.594.435;60.729;623.524;1.100.779;919.332;214.341;2.062;0;2.920.766;56.592;53.499;179.447;39.681;52.521;158.548;670.316;1.210.604;8.263;93.728;236.550;455.076;264.232;91.543;0;1.149.392;7.856;34.923;257.435;96.871;18.132;18.103;0;433.321;0;0;0;0;0;0;0;0;1.056.729
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;09/2019;11.300.072;551;1.327.133;673.212;490.390;435.169;16.689;0;2.943.144;0;6.127;16.965;30.907;8.202;0;0;62.202;0;260.724;224.134;0;0;0;0;484.858;6.769;3.005.628;679.032;14.952;961;0;0;3.707.342;0;1.018.591;1.396.929;649.251;138.223;0;0;3.202.994;18.418;293.226;74.324;0;0;0;8;385.976;0;328;983;684;0;0;0;1.995;0;156.591;353.721;1.250;0;0;0;511.562;0;0;0;0;0;0;0;0;0
MERCEDES-BENZ;51.262;b2;C;3;S3;198;SAO PAULO;SP;09/2019;10.761.870;5.851;36.833;86.553;126.774;26.019;0;0;282.032;6.526;378.739;1.068.581;2.509.420;1.192.377;55.654;0;5.211.297;0;0;0;0;0;0;0;0;178;873.255;1.265.371;0;0;0;0;2.138.804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.936;391.020;952.767;1.377.162;361.615;37.238;0;3.129.738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;09/2019;10.090.049;0;0;0;0;0;0;0;0;0;90;6;181;109;0;0;387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.942;286.118;791.233;1.676.164;999.434;1.424.055;60.104;5.256.050;2.462;160.326;905.349;1.551.444;1.064.481;1.149.477;74;4.833.612;0;0;0;0;0;0;0;0;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;09/2019;9.335.348;5.980;36.615;91.219;116.383;21.253;3.593;0;275.043;16.813;446.440;1.175.519;1.710.602;524.663;3.062;0;3.877.100;0;0;0;0;0;0;0;0;721;446.205;2.244.431;16.262;90;0;0;2.707.709;0;0;0;0;0;0;0;0;0;53.500;0;0;0;0;0;53.500;22.354;323.821;737.916;1.052.601;283.025;2.280;0;2.421.996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;09/2019;8.822.205;45.809;453.509;1.164.957;1.535.781;455.467;182.567;28.114;3.866.204;474;10.576;29.368;52.716;26.953;27.646;0;147.732;28.218;344.396;271.907;0;0;0;0;644.522;3.868;103.915;12.930;0;0;0;0;120.712;46.546;287.855;544.455;4.646;999;0;0;884.500;114.288;234.637;318.407;350.984;237.220;250.200;104.363;1.610.098;10.159;52.532;136.779;269.683;130.360;86.665;0;686.179;1.209;63.053;194.001;31.860;21.262;20.672;0;332.057;13.546;17.590;58.384;217.508;100.809;2.765;0;410.602;119.599
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;09/2019;8.775.065;15.132;145.814;456.609;777.605;156.276;39.988;0;1.591.424;0;0;0;0;0;0;0;0;0;3.809;25.214;0;0;0;0;29.023;2.436;19.484;0;0;0;0;0;21.920;92.674;1.778.522;1.989.859;1.759.856;595.399;64.367;0;6.280.676;33.895;66.723;55.948;29.571;15.341;15.568;0;217.046;0;3.645;5.877;4.836;0;0;0;14.357;10.228;65.517;169.361;192.014;116.115;67.381;0;620.617;0;0;0;0;0;0;0;0;0
CCB;32.119;b1;C;3;S3;199;SAO PAULO;SP;09/2019;6.958.014;2.700;39.432;126.077;110.819;3.253;0;0;282.282;195;7.652;20.982;45.361;316;0;0;74.506;0;3;6.662;0;0;0;0;6.666;325;1.107;2.119;4.672;1.980;359;0;10.562;22.768;729.893;808.515;552.379;15.000;0;0;2.128.556;113.191;177.170;140.152;144.482;21.888;1.515;34.874;633.273;0;0;0;0;0;0;0;0;0;2.022;134.421;15.040;0;0;0;151.482;0;0;0;0;0;0;0;0;3.670.688
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;09/2019;6.624.309;0;161.190;202.386;368.167;7.333;0;0;739.077;0;0;0;0;0;0;0;0;0;140.876;56.950;4.037;0;0;0;201.862;0;420.874;60.803;5.462;2.290;0;0;489.430;0;928.017;2.195.920;210.787;0;0;0;3.334.723;0;106.723;143.234;1.475.055;0;0;0;1.725.012;0;266;786;214;0;0;0;1.267;0;13.843;101.487;17.609;0;0;0;132.939;0;0;0;0;0;0;0;0;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;09/2019;5.805.110;22.454;52.007;118.624;208.727;79.245;104.305;24.385;609.746;14.856;93.461;198.145;265.543;47.605;53.817;22;673.449;1.406;2.469;4.626;138;0;0;0;8.640;483;5.000;284;0;0;0;0;5.766;76.262;137.102;648.644;0;0;0;0;862.007;4.957;13.078;32.123;47.995;19.948;83.769;76.931;278.802;4.106;80.928;151.446;410.318;378.542;1.416.390;506.625;2.948.355;9.646;6.676;36.526;108.348;257.149;0;0;418.345;0;0;0;0;0;0;0;0;0
BANCO FIDIS S/A;62.237.425;b2;I;3;S4;8;BETIM;MG;09/2019;5.590.302;0;44.521;233.540;2.715;0;0;0;280.777;0;31.677;83.607;27.475;3.228;0;0;145.987;0;0;0;0;0;0;0;0;15.555;2.739.143;2.240.390;87.894;34.191;46.366;0;5.163.538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ORIGINAL;51.781;b1;C;2;S3;199;SAO PAULO;SP;09/2019;4.627.645;2.232;116.455;347.372;473.925;9.266;0;40.845;990.094;0;0;0;0;0;0;0;0;29;66.395;30.203;0;0;0;0;96.627;14.009;1.928.412;127.125;0;0;0;3.172;2.072.718;14.560;161.642;245.835;90.121;8.121;0;0;520.280;991;7.268;45.880;10.182;201;0;37.593;102.115;0;7.180;52.289;119.417;0;0;0;178.886;0;0;6.098;0;0;0;0;6.098;0;0;0;0;0;0;0;0;660.827
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;09/2019;4.328.709;8.101;1.573.070;717.287;22;0;0;0;2.298.479;4.639;86.626;217.089;370.742;151.137;745;0;830.978;0;0;0;0;0;0;0;0;7.053;88.347;14.469;73;0;0;0;109.942;0;0;0;0;0;0;0;0;10.130;1.856;9.112;2.909;1.085;0;0;25.092;3.642;75.605;185.040;346.167;146.073;125;0;756.652;374;22.983;51.045;115.290;88.757;29.117;0;307.566;0;0;0;0;0;0;0;0;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;S3;5;BELO HORIZONTE;MG;09/2019;4.277.043;6.880;52.938;113.347;158.857;166.246;14.365;109.181;621.814;6.619;55.943;139.451;248.928;111.065;44.607;768;607.380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.533;38.795;43.185;63.241;12.001;0;0;159.755;27.212;149.503;382.783;839.096;558.781;372.408;33.940;2.363.723;2.590;68.387;135.972;137.737;102.591;77.093;0;524.371;0;0;0;0;0;0;0;0;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;S4;8;CURITIBA;PR;09/2019;4.128.773;543;10.359;15.052;29.878;14.106;20.347;0;90.286;4.658;167.230;469.580;877.338;309.844;1.688;0;1.830.338;0;0;0;0;0;0;0;0;1;108.615;98.458;0;0;0;0;207.074;0;0;0;0;0;0;0;0;289;1.320;4.019;6.971;926;0;0;13.525;6.854;226.357;553.628;871.318;300.581;28.811;0;1.987.550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOCOM;52.003;b1;C;3;S4;199;SALVADOR;BA;09/2019;4.117.417;596;125.260;313.912;461.923;94.733;12.568;5.751;1.014.743;0;69.379;2.998;1.511;0;0;0;73.888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.016;290.313;475.697;314.676;46.915;0;0;1.138.618;567;61.024;159.132;344.058;55.789;7.615;0;628.185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.261.983
ALFA;51.293;b1;C;2;S3;199;SAO PAULO;SP;09/2019;4.064.501;1.896;251.050;205.125;275.611;12.275;0;0;745.956;558;129.087;260.367;261.819;29.189;40;0;681.060;0;112.841;135.517;0;0;0;0;248.358;0;759.880;331.117;4.749;0;0;0;1.095.746;0;111.309;216.488;112.404;0;0;0;440.201;10.516;3;0;0;0;0;0;10.519;40;48.546;143.165;352.221;285.029;12.364;0;841.365;0;70;218;635;373;0;0;1.296;0;0;0;0;0;0;0;0;0
ING;51.073;b1;C;3;S3;199;SAO PAULO;SP;09/2019;3.962.846;0;0;31.087;106.785;0;0;0;137.872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.130.286;2.004.570;269.524;0;0;0;3.404.380;0;0;0;0;420.594;0;0;420.594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SCANIA BANCO S.A.;11.417.016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;09/2019;3.632.369;0;1.723;3.801;2.317;0;0;0;7.841;1.443;175.628;481.322;1.025.200;382.364;828;0;2.066.784;0;0;0;0;0;0;0;0;0;82.193;0;0;0;0;0;82.193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.952;138.616;382.350;713.325;237.784;1.523;0;1.475.550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOFISA;31.873;b1;C;2;S4;199;SAO PAULO;SP;09/2019;3.564.503;9.482;489.956;644.791;570.214;66.006;83;0;1.780.533;65;132;344;856;91;0;0;1.487;9.305;361.177;234.752;37.993;0;0;0;643.227;5.935;256.158;11.107;0;0;0;0;273.200;4.701;298.872;268.095;109.643;14.790;0;0;696.100;430;64.625;46.114;8.564;1.972;272;0;121.978;0;0;0;0;0;0;0;0;0;0;10.000;0;0;0;0;10.000;0;0;0;0;0;0;0;0;37.977
BANCO FIBRA S.A.;58.616.418;b1;I;2;S3;8;SAO PAULO;SP;09/2019;3.263.695;73.220;172.242;304.162;208.359;14.796;6.097;0;778.875;0;0;0;0;0;0;0;0;547;22.149;20.798;1.474;0;0;0;44.967;520;436.866;319.292;137.572;0;0;0;894.250;40.475;251.310;298.527;32.921;83;0;0;623.317;43.440;12.029;1.433;9.402;0;0;0;66.304;0;0;0;0;0;0;0;0;1.663;30.753;112.525;7.525;0;0;0;152.466;0;0;0;0;0;0;0;0;703.516
CREDIT SUISSE;30.771;b1;C;3;S3;199;SAO PAULO;SP;09/2019;3.253.494;699;50.107;211.079;307.289;0;0;0;569.175;0;98.973;57.131;90.642;115.388;576.938;346.052;1.285.125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57.800;875.696;101.852;75.870;0;0;1.111.218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;287.975
PINE;50.304;b1;C;2;S3;199;SAO PAULO;SP;09/2019;3.127.056;43.622;259.340;625.780;573.279;50.364;84.399;0;1.636.784;0;3.981;3.758;8.392;0;0;0;16.132;4;8.242;31.019;28.953;0;0;0;68.218;7.692;288.554;100.233;0;0;0;0;396.480;19.403;208.130;293.335;135.132;0;0;0;656.001;860;13.245;30.166;49.122;41.980;68.178;0;203.551;3.375;10.925;20.908;21.853;14.748;938;0;72.748;0;2.733;321;0;0;0;0;3.054;0;0;0;0;0;0;0;0;74.088
JOHN DEERE;50.071;b1;C;3;S3;199;INDAIATUBA;SP;09/2019;2.870.550;0;11.673;0;0;0;0;0;11.673;4.229;54.543;105.743;163.173;35.027;15.201;0;377.916;0;0;0;0;0;0;0;0;0;1.523.364;32.248;6.877;0;0;0;1.562.489;0;0;0;0;0;0;0;0;338;32.190;22.884;83.514;49.728;28.936;0;217.589;1.696;7.847;17.164;16.899;971;0;0;44.578;899;44.987;155.288;265.053;147.739;42.340;0;656.304;0;0;0;0;0;0;0;0;0
BANCO GMAC S.A.;59.274.605;b2;I;3;S3;8;SAO PAULO;SP;09/2019;2.789.481;0;0;0;0;0;0;0;0;3.163;348.128;262.820;281.247;17.030;10;0;912.398;0;0;0;0;0;0;0;0;0;756.070;1.103.878;0;0;0;0;1.859.948;0;0;0;0;0;0;0;0;10;8.109;6.919;1.736;362;0;0;17.136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCOOB;51.750;b1;C;2;S3;199;BRASILIA;DF;09/2019;2.211.410;0;44.608;144.249;181.057;89.144;256;0;459.314;556;18.920;52.094;110.370;57.320;8.678;343;248.281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.223;196.928;803.336;2.181;185;185;35;1.015.074;64;29.219;68.075;170.284;93.059;25.309;115;386.125;0;2.593;7.255;31.986;21.954;38.828;0;102.616;0;0;0;0;0;0;0;0;0
JP MORGAN CHASE;20.107;b1;C;3;S3;199;SAO PAULO;SP;09/2019;2.202.584;0;34.356;204.198;99.002;44.297;0;0;381.853;0;0;0;362.523;0;0;0;362.523;0;0;0;0;0;0;174.966;174.966;0;242.325;15.662;0;0;0;0;257.987;0;248.882;713.749;29.843;30.457;0;0;1.022.932;0;2.227;95;0;0;0;0;2.322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CREDIT AGRICOLE;51.066;b1;C;3;S3;199;SAO PAULO;SP;09/2019;2.032.129;0;10.069;41.600;0;0;0;0;51.669;0;0;0;0;0;0;0;0;0;19.782;75.078;0;0;0;0;94.859;0;0;0;0;0;0;0;0;0;653.566;823.982;408.052;0;0;0;1.885.601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29.030.467;b1;I;3;S4;8;SAO PAULO;SP;09/2019;1.993.071;0;87.184;30.891;30.000;0;0;0;148.075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;247.008;974.182;623.805;0;0;0;1.844.996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
