Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BB;49906;b1;;C;1;BRASILIA;DF;09/2003;215.133.930;72.561.696;203.446.581;164.985.410;11.687.349;664.784;16.520.197;14,23%;22,00%;3.274;1.586
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;09/2003;144.237.465;53.825.739;134.118.399;59.318.147;10.119.066;454.880;15.165.278;14,08%;72,99%;4;0
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;09/2003;141.147.208;25.767.916;135.447.141;125.867.057;5.700.067;494.632;5.700.067;18,85%;39,94%;1.709;415
BRADESCO;10045;b1;;C;2;OSASCO;SP;09/2003;139.021.585;52.644.276;126.043.596;102.591.965;12.977.989;564.472;16.394.123;18,37%;44,68%;3.516;757
ITAU;10069;b1;;C;2;SAO PAULO;SP;09/2003;113.208.053;37.060.854;100.010.705;71.941.676;13.197.348;779.409;17.692.726;20,74%;49,62%;2.274;794
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;09/2003;62.692.084;25.335.994;55.487.730;45.881.620;7.204.354;278.757;8.036.422;17,33%;46,18%;925;481
SANTANDER BANESPA;30379;b1;;C;3;SAO PAULO;SP;09/2003;57.392.972;15.828.271;49.332.379;35.576.971;8.060.593;410.042;8.060.593;17,40%;24,67%;1.029;664
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;09/2003;39.653.098;18.118.898;33.336.118;24.680.921;6.316.981;69.391;6.316.981;17,89%;29,06%;850;799
SAFRA;10083;b1;;C;2;SAO PAULO;SP;09/2003;30.583.993;13.109.679;27.340.428;19.725.764;3.243.565;159.992;3.243.565;16,11%;16,76%;88;12
BANCO NOSSA CAIXA S.A.;43073394;b1;;I;1;SAO PAULO;SP;09/2003;24.088.088;3.808.856;22.389.908;20.204.205;1.698.181;101.209;1.698.181;25,12%;20,65%;504;318
HSBC;51152;b1;;C;3;CURITIBA;PR;09/2003;22.154.537;9.511.427;20.741.276;16.272.748;1.413.261;16.665;1.940.482;14,20%;43,32%;935;397
BANKBOSTON;30300;b1;;C;3;SAO PAULO;SP;09/2003;21.754.497;7.603.140;19.293.785;12.087.821;2.460.712;174.363;3.001.896;18,86%;18,78%;98;9
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;09/2003;21.321.430;3.449.124;18.800.966;16.024.006;2.520.464;154.824;2.520.464;24,43%;0,86%;7;0
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;09/2003;20.509.217;6.082.786;16.967.133;6.824.342;3.542.084;44.414;3.542.084;22,34%;4,56%;59;4
SUDAMERIS;31330;b1;;C;3;SAO PAULO;SP;09/2003;14.871.430;7.295.752;13.417.808;10.664.097;1.453.621;33.457;2.055.097;20,45%;22,78%;303;47
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;09/2003;12.278.491;4.690.551;11.486.292;10.035.959;792.199;47.039;792.199;16,50%;22,36%;379;221
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;09/2003;11.932.886;3.810.323;10.732.235;5.794.906;1.200.652;858;1.200.652;24,29%;12,21%;174;4
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;09/2003;7.985.528;144.764;7.279.512;5.159.939;706.016;14.592;827.199;30,51%;5,06%;6;0
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;09/2003;6.920.214;147.897;5.361.366;1.903.644;1.558.848;55.558;1.558.848;18,21%;4,86%;7;1
PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;09/2003;6.792.064;178.667;6.285.746;5.355.010;506.318;41.334;506.318;16,13%;5,06%;7;0
ALFA;51293;b1;;C;2;SAO PAULO;SP;09/2003;6.530.703;3.365.152;5.545.193;4.933.259;985.510;29.626;985.510;21,81%;21,10%;35;0
SANTOS;50177;b1;;C;2;SAO PAULO;SP;09/2003;6.314.788;2.481.456;5.795.039;4.238.578;519.748;32.229;519.748;12,19%;29,56%;6;2
LLOYDS;20121;b1;;C;3;SAO PAULO;SP;09/2003;5.449.356;2.826.957;4.559.975;2.271.242;889.381;30.058;889.381;20,06%;15,64%;5;0
RURAL;31244;b1;;C;2;RIO DE JANEIRO;RJ;09/2003;5.390.343;3.164.971;4.735.622;4.182.935;654.721;30.847;654.721;16,13%;30,53%;62;18
BANCO BNP PARIBAS BRASIL S.A.;1522368;b1;;I;3;SAO PAULO;SP;09/2003;5.082.447;517.808;4.598.088;1.583.081;484.359;43.802;568.410;17,45%;5,76%;4;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;09/2003;4.218.667;955.099;4.070.588;2.001.603;148.078;3.056;186.860;11,92%;0,86%;1;0
