Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Capital de Giro;;;;;;;;Investimento;;;;;;;;Capital de Giro Rotativo;;;;;;;;Operações com Recebíveis;;;;;;;;Comércio Exterior;;;;;;;;Outros Créditos;;;;;;;;Financiamento de Infraestrutura/Desenvolvimento/Projeto e Outros Créditos;;;;;;;;Rural e Agroindustrial;;;;;;;;Habitacional;;;;;;;;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;03/2018;10.329.704;14.170;1.354.036;661.610;428.205;14.628;0;0;2.472.649;759;9.364;13.074;15.467;5.440;96;0;44.200;0;193.718;140.218;0;0;0;0;333.936;1.215;2.288.488;391.666;7.275;1.927;0;0;2.690.571;129;1.094.333;1.254.996;565.108;308.836;0;0;3.223.402;18.256;541.265;41.713;17.483;0;0;2;618.718;0;149.991;60.641;2.864;207;0;0;213.704;0;192.202;495.047;45.276;0;0;0;732.524;0;0;0;0;0;0;0;0;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;03/2018;10.275.721;0;0;0;0;0;0;0;0;138;870;1.414;899;472;0;0;3.793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84.905;327.868;853.206;1.933.570;1.113.924;1.141.760;30.045;5.485.279;1.682;163.808;641.987;1.580.770;1.145.523;1.252.636;242;4.786.649;0;0;0;0;0;0;0;0;0
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;03/2018;9.934.497;91.149;632.048;1.452.938;1.663.233;342.905;209.457;36.209;4.427.940;1.770;11.842;26.394;35.033;14.698;22.058;0;111.795;35.916;416.920;288.591;512;469;0;0;742.408;13.551;176.606;30.391;0;0;0;0;220.548;15.486;346.803;526.975;8.635;199;0;0;898.098;66.547;270.013;323.812;324.008;200.479;269.050;52.937;1.506.844;11.508;87.367;206.369;305.317;161.212;148.235;0;920.008;24;66.221;174.955;35.529;25.808;30.642;544;333.722;4.503;29.198;191.093;276.194;146.395;13.616;0;660.999;112.135
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;03/2018;9.052.183;78.473;493.879;957.321;963.621;100.779;332;0;2.594.404;1.257;87.746;205.764;252.056;47.453;324;15.275;609.875;33.496;865.502;562.330;4.959;0;0;0;1.466.286;34.344;1.996.996;304.710;12.856;25;0;0;2.348.930;147.359;443.707;537.825;179.246;103;0;0;1.308.240;19.982;27.079;51.251;7.703;1.680;0;0;107.695;237;65.950;193.639;154.953;24.515;1.634;0;440.929;0;16.696;27.750;0;0;0;0;44.446;0;0;0;0;0;0;0;0;131.377
MERCEDES-BENZ;51.262;b2;C;3;S3;198;SAO PAULO;SP;03/2018;7.782.714;12.946;59.508;143.927;197.174;31.932;1;0;445.488;4.087;113.361;340.371;559.750;207.659;16.919;0;1.242.146;0;0;0;0;0;0;0;0;31.672;1.409.682;72.621;0;0;0;0;1.513.974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.245;567.529;1.390.675;1.926.209;590.795;83.651;0;4.581.105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;03/2018;7.771.044;13.488;53.534;136.701;198.783;41.983;7.712;0;452.201;21.235;311.793;667.066;755.579;120.296;805;0;1.876.774;0;0;0;0;0;0;0;0;14.642;356.952;1.464.151;32.890;9.606;0;0;1.878.242;0;0;0;0;0;0;0;0;0;44.790;0;0;0;0;0;44.790;54.252;532.300;1.209.874;1.391.471;320.136;11.004;0;3.519.036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;03/2018;6.773.917;9.348;127.086;257.965;760.181;143.684;22.065;0;1.320.329;0;0;0;0;0;0;0;0;0;3.025;8.191;0;0;0;0;11.216;394;135.322;56.387;0;0;0;0;192.103;65.265;1.632.588;1.363.353;1.045.086;355.638;7.281;0;4.469.212;2.859;60.853;85.553;40.793;8.357;14.177;0;212.591;0;1.905;9.830;4.981;3.592;0;0;20.308;26;38.797;75.625;201.336;139.238;93.136;0;548.157;0;0;0;0;0;0;0;0;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;03/2018;6.526.766;178.489;101.190;240.131;348.424;119.737;83.425;69.686;1.141.081;37.418;104.822;271.368;259.792;13.409;18.598;5;705.411;4.520;2.812;8.400;47;0;0;0;15.780;4.523;13.536;2.146;7;0;0;0;20.213;0;142.831;763.353;0;0;0;0;906.185;7.365;21.952;61.787;99.983;33.206;58.263;77.320;359.876;686;83.115;234.598;567.525;437.850;1.508.837;140.526;2.973.137;11.305;2.098;11.226;62.541;309.131;8.783;0;405.084;0;0;0;0;0;0;0;0;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;S3;5;BELO HORIZONTE;MG;03/2018;5.597.446;9.089;67.702;149.300;179.306;130.454;1.055;125.887;662.793;18.167;77.733;205.741;372.178;96.602;19.592;448;790.461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;253;291;0;0;0;0;544;11;5.332;24.185;33.263;9.852;360;0;73.002;76.244;219.405;594.323;1.234.397;723.502;584.894;19.627;3.452.392;253;42.615;214.603;168.521;75.110;117.153;0;618.255;0;0;0;0;0;0;0;0;0
CCB;32.119;b1;C;3;S3;199;SAO PAULO;SP;03/2018;5.180.848;52.099;100.635;181.876;151.980;29.832;0;0;516.421;483;5.287;13.380;14.014;2.254;0;0;35.418;0;0;0;0;0;0;0;0;236;19.556;3.854;8.169;5.178;1.507;0;38.500;319;198.771;612.097;196.246;14.833;0;0;1.022.267;24.838;40.047;120.172;74.534;54.798;14.239;34.874;363.502;0;0;0;0;0;0;0;0;0;15.620;50.734;0;0;0;0;66.354;0;0;0;0;0;0;0;0;3.138.386
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;03/2018;4.829.609;0;217.434;82.549;55.986;8.000;0;0;363.969;0;10.045;0;0;0;0;0;10.045;0;107.322;332.345;23.947;0;0;0;463.614;0;366.694;13.932;0;0;0;0;380.626;19.370;408.573;862.751;269.168;0;0;0;1.559.863;0;19.083;80.717;1.697.619;0;0;0;1.797.419;0;3.800;212.687;3.519;22;0;0;220.027;0;6.526;11.958;15.561;0;0;0;34.046;0;0;0;0;0;0;0;0;0
ALFA;51.293;b1;C;2;S3;199;SAO PAULO;SP;03/2018;4.602.657;51;116.843;431.153;150.222;18.824;0;0;717.093;773;104.333;229.597;206.570;18.465;1;0;559.739;0;50.074;51.396;0;0;0;0;101.470;29;815.930;431.530;98;0;0;0;1.247.586;0;214.367;320.471;53.395;0;0;0;588.233;0;605;1.414;1.621;0;0;0;3.640;269;457.247;331.142;368.036;184.678;31.687;0;1.373.059;0;4.285;3.777;3.777;0;0;0;11.838;0;0;0;0;0;0;0;0;0
BANCO FIDIS S/A;62.237.425;b2;I;3;S4;8;BETIM;MG;03/2018;3.945.653;1.898;69.354;181.798;3.038;52;0;0;256.139;8;19.961;35.864;26.954;0;0;0;82.787;0;0;0;0;0;0;0;0;11.055;2.082.852;1.461.691;24.267;0;0;0;3.579.866;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.612;12.585;12.604;60;0;0;0;26.861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CREDIT SUISSE;30.771;b1;C;3;S3;199;SAO PAULO;SP;03/2018;3.825.751;6.404;89.025;259.440;39.532;100.575;0;0;494.976;0;0;316.741;109.058;109.058;545.290;381.599;1.461.746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;327.946;138.542;108.671;110.157;11.631;0;696.947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.172.081
ORIGINAL;51.781;b1;C;2;S3;199;SAO PAULO;SP;03/2018;3.370.446;34.683;134.858;402.057;357.126;15.988;0;0;944.712;0;0;0;0;0;0;0;0;0;39.237;0;0;0;0;0;39.237;54.224;1.546.896;139.515;83.852;44.509;40.542;0;1.909.537;0;128.158;102.915;58.785;4.943;0;0;294.801;14.430;27.222;18.642;8.765;0;0;0;69.059;1.449;7.538;11.404;56.086;0;0;0;76.477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.624
PINE;50.304;b1;C;2;S3;199;SAO PAULO;SP;03/2018;3.293.305;106.678;558.703;328.116;513.371;81.107;49.732;0;1.637.708;0;8.701;3.355;5.677;0;0;0;17.733;0;51.553;13.495;107;0;0;0;65.156;0;0;0;0;0;0;0;0;10.369;138.619;320.636;240.264;12.554;63.135;0;785.576;10.672;36.807;33.418;108.851;50.127;37.599;0;277.474;0;18.962;44.851;86.908;27.185;12.112;0;190.017;0;11.102;47.613;6.039;0;0;0;64.754;0;0;0;0;0;0;0;0;254.886
BANCO FIBRA S.A.;58.616.418;b1;I;2;S3;8;SAO PAULO;SP;03/2018;3.219.356;105.884;141.167;478.289;292.221;13.264;0;0;1.030.824;9;0;0;0;0;0;0;9;0;2.841;433;0;0;0;0;3.273;704;707.160;99.088;0;0;0;0;806.952;43.942;143.935;108.014;60.699;20.889;0;0;377.479;34.679;39.948;39.790;11.527;1.733;0;0;127.676;0;0;0;0;0;0;0;0;0;22.526;139.480;7.831;0;0;0;169.837;0;0;0;0;0;0;0;0;703.305
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;03/2018;3.051.465;9.192;1.243.621;395.179;0;0;0;0;1.647.992;5.369;45.654;99.189;117.962;15.437;52;0;283.663;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.727;5.291;8.680;7.663;0;0;0;23.361;14.465;183.467;261.887;329.013;78.726;122;0;867.680;258;37.290;21.839;95.255;56.301;17.825;0;228.768;0;0;0;0;0;0;0;0;0
BOCOM;52.003;b1;C;3;S4;199;SALVADOR;BA;03/2018;2.985.925;12.974;130.009;379.160;348.873;46.182;0;5.751;922.950;0;12.492;16.362;1.686;832;0;0;31.373;0;0;0;0;0;0;0;0;0;29.168;5.218;0;0;0;0;34.386;15.990;224.283;522.162;184.537;16.129;0;0;963.101;26.042;15.039;183.384;330.070;91.812;7.727;0;654.075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;380.041
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;S4;8;CURITIBA;PR;03/2018;2.899.981;1.032;8.533;15.257;9.887;352;0;0;35.061;21.372;46.598;123.898;174.029;53.473;402;0;419.773;0;0;0;0;0;0;0;0;97;58.349;42.732;0;0;0;0;101.178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31.977;300.051;791.439;1.043.763;171.413;5.325;0;2.343.969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOFISA;31.873;b1;C;2;S4;199;SAO PAULO;SP;03/2018;2.746.370;16.453;309.343;388.125;366.011;36.311;4.398;0;1.120.642;0;0;0;226;261;22;0;508;3.800;579.228;164.185;0;0;0;0;747.212;37;158.025;23.008;5.732;0;0;0;186.802;0;336.026;201.271;60.321;4.640;0;0;602.259;1.739;38.464;44.986;2.965;520;272;0;88.946;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ING;51.073;b1;C;3;S3;199;SAO PAULO;SP;03/2018;2.406.662;0;15.097;58.123;33.488;0;0;0;106.708;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.104.462;1.011.255;166.344;0;0;0;2.282.062;0;0;0;0;17.893;0;0;17.893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO IBM S.A.;34.270.520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;03/2018;2.351.971;0;0;0;0;0;0;0;0;12.429;996.404;619.837;392.986;33.579;6.789;501;2.062.524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.357;243.204;38.431;1.243;142;71;0;289.448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;03/2018;2.267.556;120.562;160.298;244.115;209.662;14.457;9.656;0;758.751;169.372;113.423;110.154;82.683;3.039;803;0;479.475;1.413;0;0;0;0;583.976;0;585.389;3;560;1.269;2.245;488;761;0;5.326;73.675;77.002;58.872;26.579;0;0;0;236.129;103.701;49.619;10.593;35.205;3.368;0;0;202.486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOCIETE GENERALE;31.859;b1;C;3;S3;199;SAO PAULO;SP;03/2018;2.055.953;0;86.425;89.176;9.868;6;0;0;185.475;2.129;93.524;250.968;401.760;54.511;0;0;802.891;0;0;0;0;0;0;0;0;753;3.587;14.690;11.880;1.631;0;0;32.540;4;477.501;234.536;314.231;0;0;0;1.026.272;4.713;0;0;0;0;0;0;4.713;147;795;1.977;1.143;0;0;0;4.062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62.331.228;b1;I;3;S3;8;SAO PAULO;SP;03/2018;2.053.273;0;63.962;192.258;32.628;1.678;0;0;290.526;0;0;0;0;0;0;0;0;0;158.210;95.437;0;0;0;0;253.647;0;97.129;44.797;39.639;0;0;0;181.565;1.137;364.390;208.097;0;610.754;0;0;1.184.378;537;99.483;39.738;397;3.002;0;0;143.157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;S3;2;BELEM;PA;03/2018;1.998.943;32.415;136.799;368.770;191.056;8.833;2.314;83.572;823.760;13;865;1.749;11.442;36;0;0;14.105;1.697;1.304;2.823;76;0;0;0;5.901;6;2.258;26;0;0;0;0;2.291;0;8.888;76.792;115.117;52.571;0;0;253.367;9.801;185;2.063;2.230;0;0;0;14.280;6.514;32.197;75.824;150.995;121.267;385.430;22.556;794.783;1.441;5.442;46.598;18.946;8.042;9.988;0;90.457;0;0;0;0;0;0;0;0;0
MERCANTIL DO BRASIL;20.152;b1;C;2;S3;199;BELO HORIZONTE;MG;03/2018;1.909.813;28.264;105.427;216.075;273.396;87.487;15.089;0;725.738;552;1.228;3.755;3.359;4;0;0;8.898;39.424;178.985;5.184;0;0;0;0;223.593;307;2.596;241;0;0;0;0;3.144;0;0;85.055;0;0;0;0;85.055;52.910;85.868;119.400;218.224;67.949;7.523;0;551.875;0;0;0;0;0;0;0;0;0;509;93.439;129.476;36.397;0;0;259.821;710;9.594;28.065;9.795;3.484;42;0;51.690;0
BANCO GMAC S.A.;59.274.605;b2;I;3;S3;8;SAO PAULO;SP;03/2018;1.905.559;0;0;0;0;0;0;0;0;4.159;313.672;199.642;214.898;22.995;5;0;755.370;0;0;0;0;0;0;0;0;0;334.266;808.752;0;0;0;0;1.143.017;0;0;0;0;0;0;0;0;0;385;3.755;1.731;1.253;47;0;7.172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
