Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Capital de Giro;;;;;;;;Investimento;;;;;;;;Capital de Giro Rotativo;;;;;;;;Operações com Recebíveis;;;;;;;;Comércio Exterior;;;;;;;;Outros Créditos;;;;;;;;Financiamento de Infraestrutura/Desenvolvimento/Projeto e Outros Créditos;;;;;;;;Rural e Agroindustrial;;;;;;;;Habitacional;;;;;;;;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
COOPERATIVA DE CRÉDITO DO TRIÂNGULO MINEIRO E SÃO FRANCISCO LTDA. - SICOOB ARACOOP;3.320.525;b3S;I;2;S5;9;ARAGUARI;MG;03/2018;131.503;965;8.824;22.162;36.438;8.924;1.240;0;78.553;30;615;1.718;2.533;153;29;0;5.079;0;2.724;4.736;0;0;0;0;7.459;262;21.090;2.433;0;0;0;0;23.784;0;0;0;0;0;0;0;0;121;501;1.162;721;0;0;0;2.505;1;30;61;56;0;0;0;147;0;1.482;9.173;3.320;0;0;0;13.975;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS REGIÃO DAS CULTURAS - SICREDI DAS CULTURAS RS;90.729.369;b3S;I;2;S5;9;IJUI;RS;03/2018;130.712;1.736;11.666;27.548;32.642;4.954;20;0;78.566;26;2.948;9.060;1.636;397;156;0;14.222;417;7.071;8.142;45;0;0;0;15.676;203;7.333;558;0;0;0;0;8.094;0;0;0;0;0;0;0;0;349;2.271;3.357;5.489;1.700;421;20;13.607;0;0;0;0;0;0;0;0;0;224;322;0;0;0;0;547;0;0;0;0;0;0;0;0;0
DEUTSCHE SPARKASSEN LEASING DO BRASIL S.A. - SOCIEDADE DE ARRENDAMENTO MERCANTIL;23.511.655;n1;I;3;S4;19;SAO PAULO;SP;03/2018;129.266;0;0;0;0;0;0;0;0;226;11.443;31.540;61.975;23.468;594;0;129.247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED INTEGRAÇÃO LTDA.;73.750.424;b3S;I;2;S5;9;CAXIAS DO SUL;RS;03/2018;127.814;169;2.116;4.642;3.637;744;538;0;11.846;2.620;10.632;25.430;43.542;10.702;1.734;0;94.660;162;1.781;5.655;0;0;0;0;7.598;235;1.576;387;0;0;0;0;2.198;0;0;0;0;0;0;0;0;30;803;1.937;4.070;2.600;2.071;0;11.512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO AGROEMPRESARIAL - SICREDI AGROEMPRESARIAL PR/SP;79.457.883;b3S;I;2;S4;9;MANDAGUARI;PR;03/2018;126.154;646;8.348;19.292;21.563;2.047;0;0;51.897;11;1.014;3.456;3.839;603;7;0;8.929;2.359;16.497;8.799;0;0;0;0;27.654;120;22.895;1.735;0;0;0;0;24.750;0;0;0;0;0;0;0;0;862;4.284;3.411;3.262;382;0;103;12.304;0;0;0;0;0;0;0;0;0;165;455;0;0;0;0;620;0;0;0;0;0;0;0;0;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80.230.774;b3C;I;2;S3;9;CURITIBA;PR;03/2018;125.175;0;0;125.175;0;0;0;0;125.175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ALTO URUGUAI CATARINENSE - SICOOB - CREDIAUC/SC;78.840.071;b3S;I;2;S5;9;CONCORDIA;SC;03/2018;124.434;1.415;15.278;31.673;30.129;6.876;2.827;0;88.199;62;972;2.367;4.795;2.203;418;0;10.818;0;1.276;2.517;0;0;0;0;3.793;343;16.197;1.037;0;0;0;0;17.578;0;0;0;0;0;0;0;0;353;323;7;18;23;0;0;722;0;0;0;0;0;0;0;0;0;2.538;726;59;0;0;0;3.323;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO PIRACICABA E DO CIRCUITO DO OURO LTDA. - SICOOB CREDIMEPI;1.644.264;b3S;I;2;S5;9;JOAO MONLEVADE;MG;03/2018;123.539;455;18.917;23.946;29.312;20.339;8.062;0;101.031;21;900;2.139;2.913;522;5;0;6.501;0;1.155;4.537;21;0;0;0;5.713;21;9.658;439;0;0;0;0;10.118;0;0;0;0;0;0;0;0;60;116;0;0;0;0;0;176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE;66.463.407;b3S;I;2;S5;9;ITAUNA;MG;03/2018;123.053;963;24.483;24.610;30.248;8.518;7;0;88.828;0;116;205;210;24;0;0;555;0;4.368;82;0;0;0;0;4.450;495;27.097;1.161;6;0;0;0;28.758;0;0;0;0;0;0;0;0;193;269;0;0;0;0;0;462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO VINHO - SICOOB VALE DO VINHO;81.016.131;b3S;I;2;S5;9;VIDEIRA;SC;03/2018;123.048;823;10.179;24.109;15.486;3.696;3.544;0;57.836;117;3.055;8.082;17.020;6.501;669;0;35.445;0;0;5.150;973;0;0;0;6.124;2.144;15.225;331;0;0;0;0;17.700;0;0;0;0;0;0;0;0;170;9;0;0;254;0;0;433;0;0;0;0;0;0;0;0;0;2.106;1.373;2.031;0;0;0;5.510;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO CENTRO LESTE - SICREDI CENTRO LESTE RS;88.471.024;b3S;I;2;S4;9;CACHOEIRA DO SUL;RS;03/2018;120.577;217;6.753;16.270;25.029;7.670;6.914;0;62.854;16;372;3.149;881;216;0;0;4.634;346;2.908;6.893;1.107;0;0;0;11.254;117;9.440;1.030;0;0;0;0;10.587;0;0;0;0;0;0;0;0;884;2.740;6.612;11.559;5.476;3.838;17;31.125;1;3;6;0;0;0;0;10;0;113;0;0;0;0;0;113;0;0;0;0;0;0;0;0;0
BANCO A.J. RENNER S.A.;92.874.270;b1;I;2;S4;8;PORTO ALEGRE;RS;03/2018;119.546;489;25.482;43.839;34.576;8.385;0;0;112.771;155;557;1.119;249;14;0;0;2.094;0;0;0;0;0;0;0;0;38;4.549;94;0;0;0;0;4.681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO DO CENTRO DO ESTADO DE RONDONIA - SICOOB CENTRO;8.044.854;b3S;I;2;S5;9;JI-PARANA;RO;03/2018;119.104;895;19.586;28.807;21.031;3.103;171;0;73.592;6;598;1.422;2.208;424;0;0;4.659;0;4.113;46;0;0;0;0;4.159;338;28.290;1.392;19;0;0;0;30.039;0;0;0;0;0;0;0;0;227;139;0;54;0;0;0;419;0;0;0;0;0;0;0;0;0;6.236;0;0;0;0;0;6.236;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE MATO-GROSSENSE – SICREDI NORTE MT/PA;37.442.605;b3S;I;2;S4;9;COLIDER;MT;03/2018;118.350;387;7.263;15.020;14.324;939;0;0;37.933;74;1.749;4.394;7.492;1.786;0;0;15.494;2.210;9.282;12.885;0;0;0;0;24.377;281;17.553;2.116;0;0;0;0;19.950;0;0;0;0;0;0;0;0;810;4.561;5.104;6.574;1.769;157;88;19.063;19;85;120;23;0;0;0;248;0;1.285;0;0;0;0;0;1.285;0;0;0;0;0;0;0;0;0
BANCO KOMATSU DO BRASIL S.A.;23.903.068;b2;I;3;S4;8;SAO PAULO;SP;03/2018;118.098;0;0;0;0;0;0;0;0;208;12.540;32.787;53.398;8.877;3;0;107.812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;349;1.211;1.105;0;0;0;2.665;0;550;1.579;3.798;1.694;0;0;7.620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE GOIANO;2.282.709;b3S;I;2;S5;9;ANAPOLIS;GO;03/2018;116.273;373;14.220;29.028;36.700;3.624;147;0;84.092;10;687;1.814;3.415;904;0;0;6.830;3.896;4.711;601;6;0;0;0;9.214;147;11.587;941;2;0;0;0;12.677;0;0;0;0;0;0;0;0;446;2.440;172;268;135;0;0;3.460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAIPU SICOOB CREDITAIPU;81.014.060;b3S;I;2;S5;9;PINHALZINHO;SC;03/2018;114.346;667;6.210;14.988;31.495;12.200;10.729;0;76.288;58;1.838;3.821;6.495;1.983;67;0;14.260;0;837;552;1.509;548;0;0;3.447;1.151;13.344;1.407;0;0;0;0;15.901;0;0;0;0;0;0;0;0;1.614;70;189;0;30;0;0;1.903;0;0;0;0;0;0;0;0;0;0;1.277;1.270;0;0;0;2.547;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CELEIRO - SICREDI CELEIRO RS/SC;88.099.247;b3S;I;2;S4;9;CAMPO NOVO;RS;03/2018;114.095;32;1.161;3.431;3.699;838;0;0;9.161;103;3.468;8.401;11.101;1.209;10;0;24.293;330;10.347;15.594;1.237;0;0;0;27.508;207;12.233;1.594;0;0;0;0;14.033;0;0;0;0;0;0;0;0;685;8.957;9.005;12.140;5.495;1.744;20;38.046;0;0;0;0;0;0;0;0;0;0;1.053;0;0;0;0;1.053;0;0;0;0;0;0;0;0;0
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70.119.680;b3C;I;2;S4;9;CABEDELO;PB;03/2018;113.798;0;17.517;34.676;40.913;15.347;5.346;0;113.798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO;32.983.165;b3S;I;2;S4;9;CAMPO VERDE;MT;03/2018;111.389;136;4.620;10.408;14.152;1.294;151;0;30.762;18;2.707;10.410;7.968;3.646;4;0;24.753;955;5.097;9.025;1.013;0;0;0;16.090;13;15.654;1.270;0;0;0;0;16.937;0;0;0;0;0;0;0;0;666;2.595;4.429;5.719;2.679;113;38;16.240;0;0;0;0;0;0;0;0;0;1.703;4.903;0;0;0;0;6.606;0;0;0;0;0;0;0;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DAS REGIÕES METROPOLITANAS DA BAIXADA SANTISTA E GRANDE SÃO PAULO LTDA. - SICOOB UNIMAIS METROPOLITANA;259.231;b3S;I;2;S5;9;SANTOS;SP;03/2018;108.587;1.228;11.187;29.574;38.952;8.075;1.805;0;90.821;147;792;2.050;3.745;379;5;0;7.119;257;2.600;5;0;0;0;0;2.862;100;6.378;717;0;0;0;0;7.196;0;0;0;0;0;0;0;0;516;74;0;0;0;0;0;590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DO IGUAÇU INTEGRADO - SICOOB INTEGRADO;7.122.321;b3S;I;2;S5;9;PATO BRANCO;PR;03/2018;107.269;1.634;13.833;33.993;29.779;3.374;46;0;82.660;15;65;140;146;0;0;0;366;0;3.025;242;0;0;0;0;3.267;119;12.284;877;1;0;0;0;13.280;0;0;0;0;0;0;0;0;260;330;1.131;396;114;0;0;2.231;0;0;0;0;0;0;0;0;0;2.057;2.571;837;0;0;0;5.464;0;0;0;0;0;0;0;0;0
BANCO KEB HANA DO BRASIL S.A.;2.318.507;b1;I;3;S4;2;SAO PAULO;SP;03/2018;106.704;0;16.977;4.740;0;0;0;0;21.717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43.622;41.365;0;0;0;0;84.987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL RIOGRANDENSE - SICREDI UNIÃO METROPOLITANA RS;92.796.564;b3S;I;2;S4;9;PORTO ALEGRE;RS;03/2018;106.303;133;8.041;16.230;11.221;2.400;5;0;38.030;84;1.616;4.014;6.024;1.562;1;0;13.300;644;8.799;5.653;0;0;0;0;15.096;58;21.290;3.290;0;0;0;0;24.637;0;0;0;0;0;0;0;0;528;3.889;4.378;4.522;1.107;191;78;14.693;0;0;0;0;0;0;0;0;0;463;85;0;0;0;0;548;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE CAMPINA GRANDE - SICREDI CENTRO PARAIBANA;1.151.186;b3S;I;2;S5;9;CAMPINA GRANDE;PB;03/2018;106.272;1.230;8.709;15.926;16.239;4.363;1.596;0;48.064;339;2.788;6.987;10.847;4.096;1.418;0;26.475;0;10.773;18.483;0;0;0;0;29.256;38;1.838;444;0;0;0;0;2.321;0;0;0;0;0;0;0;0;99;57;0;0;0;0;0;156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CHAPECOZINHO - SICOOB VALCREDI SUL;2.090.126;b3S;I;2;S5;9;PASSOS MAIA;SC;03/2018;106.178;3.122;7.330;19.150;27.060;15.859;5.279;28;77.828;136;674;1.577;2.495;787;24;0;5.694;0;1.549;2.661;2;0;0;0;4.212;1.333;13.421;867;0;0;0;0;15.621;0;0;0;0;0;0;0;0;464;182;78;192;0;0;0;916;6;25;28;12;0;0;0;71;724;84;979;50;0;0;0;1.837;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE VARGINHA LTDA - SICOOB CREDIVAR;25.798.596;b3S;I;2;S5;9;VARGINHA;MG;03/2018;103.920;572;6.400;20.110;19.216;5.665;0;0;51.964;17;681;1.685;2.207;642;0;0;5.232;0;1.769;12;23;622;11.070;0;13.496;380;13.481;2.756;0;0;0;0;16.618;0;0;0;0;0;0;0;0;154;375;27;3;0;0;0;558;0;0;0;0;0;0;0;0;0;4.524;7.402;4.046;31;49;0;16.053;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOSSA TERRA - SICREDI NOSSA TERRA PR/SP;81.192.106;b3S;I;2;S4;9;CAFELANDIA;PR;03/2018;103.877;153;5.504;13.846;17.595;2.173;479;0;39.750;18;1.295;3.787;2.313;398;2;0;7.814;881;6.732;11.424;11;0;0;0;19.048;66;11.364;1.260;0;0;0;0;12.691;0;0;0;0;0;0;0;0;863;2.820;4.568;8.824;5.301;2.181;17;24.575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE, EMPRESÁRIOS, PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DAS REGIÕES SERRANAS E DO MÉDIO VALE DO PARAÍBA;71.698.674;b3S;I;2;S5;9;TAUBATE;SP;03/2018;101.802;883;7.889;16.788;26.975;10.097;3.224;0;65.857;169;1.293;3.179;6.696;2.766;4.696;0;18.799;0;4.342;89;0;0;0;9;4.440;252;7.797;310;0;0;0;0;8.360;0;0;0;0;0;0;0;0;709;450;582;1.469;735;400;0;4.346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OURINVEST;51.901;b1;C;2;S4;199;SAO PAULO;SP;03/2018;101.790;0;4.759;3.078;513;0;0;0;8.349;89;170;641;1.339;0;0;0;2.239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68.347;22.854;0;0;0;0;91.202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO CREDIGUAÇU - SICOOB CREDIGUAÇU;67.960.229;b3S;I;2;S4;9;DESCALVADO;SP;03/2018;99.775;865;16.922;31.774;12.239;1.459;16;0;63.274;109;933;2.317;2.669;17;0;0;6.045;0;7.517;1.918;0;0;0;0;9.434;183;11.211;513;0;0;0;0;11.907;0;0;0;0;0;0;0;0;304;827;7.291;609;84;0;0;9.115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-LITORÂNEA DO ESPÍRITO SANTO;32.474.884;b3S;I;2;S5;9;ALFREDO CHAVES;ES;03/2018;99.234;1.902;14.217;27.108;27.673;6.676;896;0;78.472;50;519;1.174;2.027;609;0;0;4.379;0;1.949;1.375;0;0;0;0;3.324;272;11.057;966;0;0;0;0;12.295;0;0;0;0;0;0;0;0;276;161;17;13;7;0;0;473;0;0;0;0;0;0;0;0;0;0;176;42;42;30;0;291;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO SICREDI ARACAJU;2.923.389;b3S;I;2;S5;9;ARACAJU;SE;03/2018;98.664;1.663;6.924;16.097;24.571;9.741;6.794;0;65.791;45;1.261;2.773;3.810;707;1.283;2;9.880;0;6.854;11.483;0;0;0;0;18.338;0;2.116;10;0;0;0;0;2.126;0;0;0;0;0;0;0;0;119;354;151;348;314;1.244;0;2.530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIVALES – SICREDI UNIVALES MT/RO;70.431.630;b3S;I;2;S4;9;JUINA;MT;03/2018;98.202;56;7.423;14.675;8.427;226;0;0;30.807;6;685;2.328;2.197;441;14;0;5.671;723;8.532;15.279;5;0;0;0;24.540;46;24.724;2.076;317;0;0;0;27.163;0;0;0;0;0;0;0;0;522;2.890;3.560;2.443;344;0;51;9.810;0;5;1;0;0;0;0;5;0;0;206;0;0;0;0;206;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO COCRE;54.401.286;b3S;I;2;S4;9;PIRACICABA;SP;03/2018;98.136;468;8.977;31.015;25.034;6.340;0;0;71.834;125;385;926;1.505;129;0;0;3.070;0;972;6.243;53;0;0;0;7.268;207;10.411;183;0;0;0;0;10.800;0;0;0;0;0;0;0;0;384;1.429;177;0;0;0;0;1.990;0;0;0;0;0;0;0;0;0;0;1.859;1.314;0;0;0;3.173;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44.469.161;b3S;I;2;S4;9;GUARIBA;SP;03/2018;97.946;9.662;3.851;15.159;28.116;7.080;33;0;63.900;14;150;292;202;0;0;0;657;0;1.635;5.802;0;0;0;0;7.437;3.362;14.132;799;0;0;0;0;18.292;0;0;0;0;0;0;0;0;341;257;6.368;65;61;85;0;7.177;0;0;0;0;0;0;0;0;0;0;482;0;0;0;0;482;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO MÚTUO DOS TRANSPORTADORES RODOVIÁRIOS DE VEÍCULOS DO ABCD, MAÚA, RIBEIRÃO PIRES E VALE DO PARAÍBA - SICOOB CREDCEG;7.789.195;b3S;I;2;S5;9;SAO BERNARDO DO CAMPO;SP;03/2018;97.629;439;14.685;16.471;13.539;1.439;0;0;46.572;165;4.756;13.512;20.299;1.705;0;0;40.438;0;952;2.674;0;0;0;0;3.625;15;4.670;1.769;59;0;0;0;6.513;0;0;0;0;0;0;0;0;228;253;0;0;0;0;0;481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MINEIRO LTDA. - SICOOB CREDICOPA;71.297.899;b3S;I;2;S5;9;PATOS DE MINAS;MG;03/2018;97.583;192;8.103;15.274;20.941;9.578;88;0;54.177;8;476;1.197;897;7;0;0;2.586;0;1.128;4.637;7.062;172;0;0;13.000;636;16.298;1.092;0;0;0;0;18.026;0;0;0;0;0;0;0;0;271;26;0;497;0;0;0;794;0;0;0;0;0;0;0;0;0;6.282;2.718;0;0;0;0;9.001;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO CANOINHAS - SICOOB CREDICANOINHAS/SC;78.834.975;b3S;I;2;S5;9;CANOINHAS;SC;03/2018;95.889;2.229;14.372;25.180;16.453;2.669;0;0;60.903;39;1.093;2.503;2.946;67;0;0;6.648;0;745;2.780;0;0;0;0;3.525;169;18.329;805;0;0;0;0;19.303;0;0;0;0;0;0;0;0;254;209;6;0;0;0;0;468;0;0;0;0;0;0;0;0;0;4.146;894;0;0;0;0;5.041;0;0;0;0;0;0;0;0;0
BANCO WOORI BANK DO BRASIL S.A.;15.357.060;b1;I;3;S4;8;SAO PAULO;SP;03/2018;95.796;0;8.124;24.000;0;0;0;0;32.124;0;0;0;0;0;0;0;0;0;7.078;4.854;0;0;0;0;11.933;417;46.151;111;0;0;0;0;46.679;0;0;0;0;0;0;0;0;0;5.059;0;0;0;0;0;5.059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO METROPOLITANA DE GOIÂNIA LTDA. - SECOVICRED;7.599.206;b3S;I;2;S5;9;GOIANIA;GO;03/2018;95.658;527;7.182;17.608;37.433;17.595;7.051;0;87.396;1;208;615;1.368;46;0;0;2.238;0;4.543;37;0;0;0;0;4.580;0;1.116;121;0;0;0;0;1.237;0;0;0;0;0;0;0;0;46;160;0;0;0;0;0;206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AGENCIA DE FOMENTO DE GOIAS S/A;3.918.382;n1;I;1;S4;30;GOIANIA;GO;03/2018;95.463;1.017;3.720;6.785;5.174;287;3;0;16.986;991;5.232;14.585;19.256;1.355;150;0;41.569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;652;1.863;5.814;13.343;9.389;5.848;0;36.908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SANTINVEST S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS;122.327;n1;I;2;S4;14;FLORIANOPOLIS;SC;03/2018;95.304;2.496;9.502;21.526;42.417;7.874;0;0;83.815;0;3.334;679;0;0;0;0;4.013;0;0;0;0;0;0;0;0;941;3.822;2.712;0;0;0;0;7.475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DAS MICRO-REGIÕES DE GOIÂNIA E ANÁPOLIS LTDA;2.935.307;b3S;I;2;S5;9;GOIANIA;GO;03/2018;94.816;2.621;12.858;14.356;29.949;13.071;362;0;73.218;17;983;2.460;4.766;624;0;0;8.850;0;3.366;3.927;0;0;0;0;7.293;424;4.223;159;0;0;0;0;4.806;0;0;0;0;0;0;0;0;210;439;0;0;0;0;0;649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DE MINAS GERAIS E NORDESTE DE SÃO PAULO LTDA - SICOOB AGROCREDI;42.873.828;b3S;I;2;S4;9;GUAXUPE;MG;03/2018;94.653;1.019;5.428;10.867;6.264;621;0;0;24.199;2;526;1.299;1.512;12;0;0;3.353;0;31.557;7.702;0;0;0;0;39.258;157;8.233;328;0;0;0;0;8.718;0;0;0;0;0;0;0;0;1.016;319;0;329;0;0;0;1.664;0;0;0;0;0;0;0;0;0;0;17.445;17;0;0;0;17.462;0;0;0;0;0;0;0;0;0
