Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;Total não Individualizado;Total Exterior;
BANCO FIDIS S/A;62.237.425;b2;I;3;;8;BETIM;MG;03/2015;4.274.035;4.106.124;0;0;0;136.901;31.004;0;0;0;0;0;0;0;6;0
PORTO SEGURO;51.444;n1;C;2;;197;SAO PAULO;SP;03/2015;4.236.016;4.095.926;0;0;0;0;0;0;0;0;0;0;0;0;140.089;0
BANCO CSF S.A.;8.357.240;b2;I;3;;8;SAO PAULO;SP;03/2015;4.230.567;3.521.995;0;0;0;0;0;0;0;0;0;0;0;0;708.572;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;;8;CURITIBA;PR;03/2015;4.047.095;3.836.886;0;210.205;0;0;0;0;0;0;0;0;0;0;4;0
BANCO IBM S.A.;34.270.520;b2;I;3;;8;RIO DE JANEIRO;RJ;03/2015;3.991.561;422.832;0;0;0;0;3.428.194;0;0;0;0;0;0;140.532;2;0
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;;8;SAO PAULO;SP;03/2015;3.791.014;3.790.452;0;0;0;0;0;0;0;0;0;0;0;0;562;0
J.MALUCELLI;30.881;b1;C;2;;199;CURITIBA;PR;03/2015;3.764.057;3.001.887;0;16.342;0;1.121;539.123;25.964;0;51.439;0;0;0;40.571;87.610;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;;30;PORTO ALEGRE;RS;03/2015;3.708.593;2.447.444;32.083;915.741;0;0;0;249.779;0;493;1.413;0;0;61.632;8;0
BANCO CATERPILLAR S.A.;2.658.435;b2;I;3;;8;SAO PAULO;SP;03/2015;3.671.498;3.519.421;0;52.845;0;0;71.854;0;0;0;0;0;0;27.378;0;0
SOCIETE GENERALE;31.859;b1;C;3;;199;SAO PAULO;SP;03/2015;3.665.273;3.107.327;0;0;0;91.707;442.917;0;0;0;0;0;0;0;23.323;0
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;;2;BELEM;PA;03/2015;3.554.106;1.293.762;644.026;370.252;0;463.168;718.210;8.670;729;29.207;0;0;22;22.946;3.113;0
DEUTSCHE;51.183;b1;C;3;;199;SAO PAULO;SP;03/2015;3.496.375;1.979.310;0;0;0;0;85.748;0;188.375;0;0;0;0;0;2;1.242.940
HONDA;51.396;b2;C;3;;198;SAO PAULO;SP;03/2015;3.231.226;3.215.860;0;0;0;0;0;0;0;0;0;0;0;0;15.366;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60.518.222;b1;I;3;;8;SAO PAULO;SP;03/2015;2.835.851;623.758;0;0;88.923;0;409.097;0;0;0;0;0;0;0;2;1.714.071
INDUSVAL;50.531;b1;C;2;;199;SAO PAULO;SP;03/2015;2.775.758;664.733;86;32.236;0;53.364;1.530.355;643;22.461;0;152;0;27;270.063;6;201.632
ORIGINAL;51.781;b1;C;2;;199;SAO PAULO;SP;03/2015;2.674.476;806.670;0;0;0;0;953.394;0;0;5.392;0;0;0;904.467;4.554;0
ING;51.073;b1;C;3;;199;SAO PAULO;SP;03/2015;2.381.447;1.676.158;0;0;0;0;705.288;0;0;0;0;0;0;0;0;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;;14;SAO PAULO;SP;03/2015;2.181.951;1.053.872;0;0;0;0;0;0;0;0;0;0;0;0;1.128.079;0
SCANIA BANCO S.A.;11.417.016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;03/2015;2.042.859;1.872.743;0;170.117;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54.037.916;b3S;I;2;;9;BEBEDOURO;SP;03/2015;2.006.447;1.682.469;1.024;24;0;0;322.496;0;0;0;0;0;0;0;435;0
PSA FINANCE;51.365;b2;C;3;;198;SAO PAULO;SP;03/2015;1.896.462;1.896.214;0;0;0;0;0;0;0;0;0;0;0;0;249;0
SOFISA;31.873;b1;C;2;;199;SAO PAULO;SP;03/2015;1.894.131;421.403;0;25;0;0;1.344.834;0;7.046;6.825;0;0;0;113.187;811;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60.498.557;b1;I;3;;8;SAO PAULO;SP;03/2015;1.854.498;1.339.022;0;0;0;3.022;254.156;0;0;0;0;0;0;258.298;0;0
BANCO CARGILL S.A.;3.609.817;b1;I;3;;8;SAO PAULO;SP;03/2015;1.840.737;784.093;0;0;0;0;4.071;0;0;0;0;0;0;1.052.573;0;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;;8;ARACAJU;SE;03/2015;1.830.764;1.240.469;312.495;8.941;0;0;145.631;0;0;4.600;0;0;0;20.125;98.502;0
JP MORGAN CHASE;20.107;b1;C;3;;199;SAO PAULO;SP;03/2015;1.806.157;255.997;0;0;813.548;0;736.613;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;;9;BLUMENAU;SC;03/2015;1.743.434;1.645.504;88.458;0;0;0;0;0;0;0;0;0;0;0;9.472;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60.779.196;n1;I;2;;14;SAO PAULO;SP;03/2015;1.711.765;1.611.640;0;0;0;0;0;0;0;0;0;0;0;0;100.124;0
BANCO RODOBENS S.A.;33.603.457;b1;I;2;;8;SAO PAULO;SP;03/2015;1.658.284;1.272.700;14.565;73.828;NI;15.946;674;789;NI;NI;22.114;NI;NI;257.461;208;0
INTERMEDIUM;51.884;b1;C;2;;199;BELO HORIZONTE;MG;03/2015;1.637.315;873.472;197.907;0;0;511.815;0;0;0;0;0;0;0;0;54.121;0
BANCO FORD S.A.;90.731.688;b2;I;3;;8;SAO PAULO;SP;03/2015;1.566.029;175;0;0;0;1.565.854;0;0;0;0;0;0;0;0;0;0
INDUSTRIAL DO BRASIL;50.988;b1;C;2;;199;SAO PAULO;SP;03/2015;1.498.270;841.870;0;1.527;0;3.153;25.734;491.317;0;6.845;0;0;0;115.670;12.153;0
BANCO TRIANGULO S.A.;17.351.180;b1;I;2;;8;UBERLANDIA;MG;03/2015;1.435.985;913.122;0;16.372;0;0;266.554;14.917;0;0;0;0;0;0;225.020;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71.328.769;b3S;I;2;;9;SERTAOZINHO;SP;03/2015;1.419.621;978.410;2.347;35.543;0;3.951;336.910;0;0;29.320;0;0;0;32.992;148;0
BES;51.482;b2;C;3;;198;SAO PAULO;SP;03/2015;1.417.553;76.328;0;271.919;0;0;750.898;0;0;7.617;1.546;328;0;0;0;308.917
CREDIT AGRICOLE;51.066;b1;C;3;;199;SAO PAULO;SP;03/2015;1.390.837;0;0;0;0;0;573.604;0;0;0;0;0;0;817.233;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26.529.420;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;03/2015;1.251.297;608.253;0;55;0;418.712;221.292;0;0;0;0;0;0;0;2.984;0
BBM;30.207;b1;C;2;;199;SALVADOR;BA;03/2015;1.250.745;38.525;0;0;0;0;924.318;0;69.383;505;0;0;0;196.084;14;21.917
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;;9;BRASILIA;DF;03/2015;1.180.961;45.371;1.135.036;0;0;0;0;0;0;0;0;0;0;0;554;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97.406.706;n1;I;3;;19;BARUERI;SP;03/2015;1.160.162;498.404;0;0;0;0;624.758;0;0;0;0;0;0;36.996;3;0
BMW;51.420;n1;C;3;;197;SAO PAULO;SP;03/2015;1.153.228;1.153.167;0;0;0;0;0;0;0;0;0;0;0;0;60;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28.145.829;b4;I;1;;5;VITORIA;ES;03/2015;1.073.610;994.723;15.403;63.103;0;218;0;0;0;0;0;0;0;0;162;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;;25;BRASILIA;DF;03/2015;1.058.111;219.528;838.311;0;0;0;0;0;0;0;0;0;0;88;184;0
OMNI;50.940;n1;C;2;;197;SAO PAULO;SP;03/2015;1.038.140;861.549;0;0;0;0;0;0;0;0;0;0;0;0;176.592;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10.663.610;n1;I;1;;30;SAO PAULO;SP;03/2015;1.020.162;171.182;0;189.775;0;0;0;5.433;0;0;0;0;653.771;0;1;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79.342.069;b3S;I;2;;9;MARINGA;PR;03/2015;973.730;751.776;0;0;0;26.318;190.326;0;0;0;0;0;611;0;4.699;0
MIZUHO;51.554;b1;I;3;;199;SAO PAULO;SP;03/2015;940.132;520.367;0;0;0;0;412.655;0;0;0;0;0;0;0;0;7.110
BANCO ABN AMRO S.A.;3.532.415;b1;I;3;;8;SAO PAULO;SP;03/2015;909.938;0;0;0;0;0;0;0;0;0;0;0;0;909.938;0;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3.584.906;n1;I;1;;30;CURITIBA;PR;03/2015;865.660;99.490;16.122;737.864;0;0;0;6.349;0;0;5.247;0;280;0;308;0
BANCO MONEO S.A.;7.441.209;b2;I;2;;8;CAXIAS DO SUL;RS;03/2015;860.760;753.086;0;107.673;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78.414.067;b3S;I;2;;9;MEDIANEIRA;PR;03/2015;818.614;632.640;0;0;0;30.922;151.143;0;0;0;0;0;0;0;3.908;0
CAIXA GERAL;51.815;b1;C;3;;199;SAO PAULO;SP;03/2015;781.206;82.813;0;27.343;0;1.417;637.799;1.850;0;0;0;0;0;29.980;4;0
BANCO A.J. RENNER S.A.;92.874.270;b1;I;2;;8;PORTO ALEGRE;RS;03/2015;750.087;737.566;0;0;0;0;0;0;0;0;0;0;0;0;12.520;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81.723.108;b3S;I;2;;9;CAMPO MOURAO;PR;03/2015;721.940;719.903;6;0;0;0;0;0;0;0;0;0;1.677;0;354;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88.894.548;b3S;I;2;;9;CERRO LARGO;RS;03/2015;706.243;553.261;0;0;0;38.934;110.418;0;0;0;0;0;0;0;3.631;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82.937.293;n1;I;1;;30;FLORIANOPOLIS;SC;03/2015;694.948;513.539;838;136.562;0;4.697;0;15.938;0;18.489;0;0;4.886;0;0;0
BANCO BONSUCESSO S.A.;71.027.866;b1;I;2;;8;BELO HORIZONTE;MG;03/2015;655.088;408.250;0;0;0;29.145;187.202;0;0;0;0;0;0;0;30.490;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO   SICREDI PLANALTO RS/SC;88.038.260;b3S;I;2;;9;CRUZ ALTA;RS;03/2015;628.807;423.588;0;0;0;4.693;199.003;0;0;0;0;0;22;4;1.497;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91.586.982;b3S;I;2;;9;NOVA PETROPOLIS;RS;03/2015;626.174;208.718;0;103;0;6.877;405.561;0;0;0;0;0;511;0;4.404;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37.395.399;b3S;I;2;;9;GOIANIA;GO;03/2015;619.862;265.242;0;5;0;0;354.434;0;0;0;0;0;0;0;181;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32.430.233;b3S;I;2;;9;LINHARES;ES;03/2015;609.115;480.455;757;0;0;0;127.261;0;0;0;0;0;0;0;641;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26.555.235;b3S;I;2;;9;SORRISO;MT;03/2015;606.908;425.396;0;0;0;69.273;110.418;0;0;0;0;0;0;0;1.820;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78.825.270;b3S;I;2;;9;CHAPECO;SC;03/2015;604.166;570.059;1.171;0;0;0;32.519;0;0;0;0;0;0;0;417;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53.923.116;b3S;I;2;;9;RIBEIRAO PRETO;SP;03/2015;573.318;570.289;0;0;0;0;278;0;0;2.428;0;0;0;0;323;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81.099.491;b3S;I;2;;9;PALOTINA;PR;03/2015;572.098;518.272;0;0;0;15.397;35.713;0;0;0;0;0;0;0;2.717;0
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35.571.249;b3S;I;2;;9;JOAO PESSOA;PB;03/2015;570.198;374.703;0;0;0;0;195.139;0;0;0;0;0;0;0;356;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15.163.587;n1;I;1;;30;SALVADOR;BA;03/2015;566.977;344.263;0;220.174;0;0;0;0;0;0;0;0;0;353;2.186;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26.408.161;b3S;I;2;;9;DOURADOS;MS;03/2015;565.146;473.915;0;0;0;11.420;77.461;0;0;0;0;0;0;0;2.350;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10.371.492;b2;I;3;;8;GUARULHOS;SP;03/2015;557.639;553.773;0;0;0;0;0;0;0;0;0;0;0;0;3.866;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95.594.941;b3S;I;2;;9;SANTA MARIA;RS;03/2015;549.063;366.078;0;21;0;33.178;143.449;0;0;0;0;0;3.583;0;2.754;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33.021.064;b3S;I;2;;9;CANARANA;MT;03/2015;519.732;350.489;0;0;0;66.878;101.257;0;0;0;0;0;0;0;1.107;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31.815.293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;03/2015;514.375;415.521;576;0;0;0;97.841;0;0;0;0;0;0;0;438;0
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2.398.976;b3S;I;2;;9;LONDRINA;PR;03/2015;503.126;259.227;0;14.227;0;0;229.383;0;0;0;0;0;105;0;185;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815.319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;03/2015;502.201;368.852;1.813;0;0;0;130.627;0;0;0;0;0;0;0;909;0
BANCO MODAL S.A.;30.723.886;b1;I;2;;8;RIO DE JANEIRO;RJ;03/2015;500.901;66.590;0;0;0;0;423.981;0;0;10.330;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87.780.268;b3S;I;2;;9;ERECHIM;RS;03/2015;500.426;360.597;0;0;0;18.003;119.878;0;0;0;0;0;0;0;1.948;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29.030.467;b1;I;3;;8;SAO PAULO;SP;03/2015;497.227;369.884;0;0;0;0;127.343;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81.607.046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;03/2015;490.054;441.130;0;230;0;0;48.345;0;0;0;0;0;0;0;350;0
BOFA MERRILL LYNCH;51.255;b1;C;3;;199;SAO PAULO;SP;03/2015;489.324;17;0;0;0;0;489.304;0;0;0;0;0;0;0;3;0
BANCO LUSO BRASILEIRO S.A.;59.118.133;b1;I;2;;8;SAO PAULO;SP;03/2015;487.073;221.963;1.504;0;0;0;206.793;0;0;13.420;0;0;19.683;22.910;801;0
BANCO RANDON S.A.;11.476.673;b1;I;2;;8;CAXIAS DO SUL;RS;03/2015;451.110;419.625;0;12.331;0;0;19.151;0;0;0;0;0;0;0;3;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87.733.077;b3S;I;2;;9;ITAQUI;RS;03/2015;448.240;262.957;0;0;0;2.668;179.668;0;0;0;0;0;575;0;2.372;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90.608.712;b3S;I;2;;9;CARLOS BARBOSA;RS;03/2015;441.866;209.067;0;32;0;13.362;217.385;0;0;0;0;0;0;0;2.019;0
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43.818.780;b2;I;3;;8;BARUERI;SP;03/2015;430.349;383.253;0;0;0;0;30.939;0;0;0;0;0;0;16.150;7;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DO LITORAL E NORTE CATARINENSE LTDA;74.114.042;b3S;I;2;;9;ITAJAI;SC;03/2015;429.320;17.465;0;0;0;0;411.529;0;0;0;0;0;0;0;327;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32.467.086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;03/2015;429.164;332.603;222;0;0;0;96.001;0;0;0;0;0;0;0;338;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74.064.502;b3S;I;2;;9;FLORIANOPOLIS;SC;03/2015;428.031;42.865;84;0;0;0;384.732;0;0;0;0;0;0;0;350;0
