Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA;RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;03/2018;110.335.671;74.791;110.410.462;15.867.761;126.278.223;665.358.348;2.818.727;1.463.475;15.987.173;4.043.141;24.312.517;70.467.973;760.138.837;1.380.093.405;14,52%;14,53%;16,61%;8,00%;23,84%
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;03/2018;66.996.341;20.690.655;87.686.996;38.896.493;126.583.489;599.855.725;15.064.781;1.945;7.458.225;2.144;22.527.095;64.186.019;686.568.838;1.137.836.858;9,76%;12,77%;18,44%;7,71%;14,46%
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;03/2018;73.101.239;5.104.783;78.206.022;21.963.699;100.169.721;567.175.775;2.855.241;41.688;7.465.613;279.290;10.641.832;53.509.834;631.327.441;1.108.003.150;11,58%;12,39%;15,87%;7,06%;43,13%
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;03/2018;108.751.839;0;108.751.839;54.375.919;163.127.758;480.102.136;20.400.810;0;3.412.357;0;23.813.167;37.748.803;541.664.106;979.839.082;20,08%;20,08%;30,12%;11,10%;7,70%
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;03/2018;63.867.479;0;63.867.479;33.968.476;97.835.956;449.706.807;3.316.070;1.710.734;10.136.205;183.542;15.346.551;69.051.696;534.105.053;1.317.178.250;11,96%;11,96%;18,32%;4,85%;10,13%
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;03/2018;53.590.190;4.209.117;57.799.307;4.197.563;61.996.870;335.323.007;5.343.513;0;25.202.725;1.921.728;32.467.965;37.372.300;405.163.272;658.701.849;13,23%;14,27%;15,30%;8,77%;13,21%
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;03/2018;9.988.838;991.670;10.980.509;2.015.152;12.995.660;85.136.064;563.228;0;1.463.849;1.188.557;3.215.634;8.845.122;97.196.819;178.067.076;10,28%;11,30%;13,37%;6,17%;32,10%
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;03/2018;10.680.146;2.984.227;13.664.373;2.294.593;15.958.966;55.429.646;1.208.209;4.926.690;14.535.803;11.877.206;32.547.907;8.934.201;96.911.754;152.937.955;11,02%;14,10%;16,47%;8,93%;30,16%
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;03/2018;6.479.410;1.023.644;7.503.054;1.964.193;9.467.247;50.072.703;461.148;0;960.524;464;1.422.137;5.639.602;57.134.442;112.009.862;11,34%;13,13%;16,57%;6,70%;18,33%
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;03/2018;7.991.335;0;7.991.335;0;7.991.335;31.239.957;821.553;82.898;14.170.977;372.795;15.448.222;4.722.119;51.410.298;69.913.616;15,54%;15,54%;15,54%;11,43%;1,71%
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;03/2018;4.125.863;0;4.125.863;2.222.909;6.348.772;30.673.291;302.845;5.067;282.725;0;590.637;9.201.449;40.465.376;79.370.303;10,20%;10,20%;15,69%;5,20%;2,49%
