Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;09/2019;1.529.608.885;576.019.706;1.391.127.754;1.003.541.541;138.481.131;5.655.200;136.754.555;15,41%;27,74%;3.193;897
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;09/2019;1.499.244.529;626.064.885;1.404.780.526;1.162.066.660;94.464.003;4.235.601;134.283.463;18,93%;13,90%;4.425;1.001
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;09/2019;1.299.720.335;683.186.416;1.251.177.828;1.067.691.592;48.542.507;7.336.912;102.515.467;20,12%;9,96%;3.375;747
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;09/2019;1.127.121.643;441.991.930;988.743.707;777.815.387;138.377.936;5.841.512;134.333.865;18,15%;33,74%;4.597;1.418
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;09/2019;834.535.026;331.508.369;758.282.575;535.178.491;76.252.451;3.700.733;76.867.108;16,24%;9,89%;2.741;1.446
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;09/2019;750.299.388;293.958.159;649.379.677;274.032.568;100.919.711;2.702.037;187.723.136;36,11%;4,53%;5;0
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;09/2019;190.181.765;72.818.247;177.376.152;154.393.787;12.805.613;543.475;17.508.768;15,33%;32,77%;119;5
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;09/2019;165.163.771;26.515.485;144.396.136;78.280.081;20.767.636;1.002.558;19.867.221;14,57%;49,56%;14;0
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;09/2019;100.943.586;53.141.829;90.798.000;66.249.412;10.145.586;354.938;10.383.256;15,66%;17,29%;97;0
CIELO - PRUDENCIAL;1000084710;n4;;I;2;BARUERI;SP;09/2019;86.537.798;66.798;73.584.914;10.084.341;12.952.884;407.656;NA;NA%;NA%;0;0
