Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e) = (c) + (d);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;09/2013;NA;NA;75.972.957;45.807.226;118.377.268;725.288.153;10.074.912;11.354;1.022.082;7.212;11.115.560;36.951.723;773.355.436;NA;NA%;NA%;15,31%;NA%;21,75%
ITAU;10069;b1;;C;2;SAO PAULO;SP;09/2013;NA;NA;85.658.857;37.770.727;122.937.961;621.386.228;0;1.774.609;19.571.164;1.974.173;23.319.945;36.847.149;681.553.323;NA;NA%;NA%;18,04%;NA%;49,82%
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;09/2013;NA;NA;62.025.935;41.076.535;102.882.514;538.894.185;0;0;17.188.321;0;17.188.321;11.036.368;567.118.874;NA;NA%;NA%;18,14%;NA%;41,94%
BRADESCO;10045;b1;;C;2;OSASCO;SP;09/2013;NA;NA;71.631.970;21.233.625;92.733.723;490.011.580;9.331.233;93.890;39.862.867;2.072.831;51.360.822;23.334.834;564.707.235;NA;NA%;NA%;16,42%;NA%;45,09%
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;09/2013;NA;NA;40.910.253;33.556.468;73.462.946;410.136.623;0;0;1.419.102;0;1.419.102;19.752.990;431.308.715;NA;NA%;NA%;17,03%;NA%;11,05%
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;09/2013;NA;NA;64.590.027;2.692.424;67.278.237;292.584.151;0;0;16.689.410;584.600;17.274.010;15.354.431;325.212.592;NA;NA%;NA%;20,69%;NA%;32,10%
HSBC;51152;b1;;C;3;CURITIBA;PR;09/2013;NA;NA;10.048.699;2.279.756;12.328.455;78.725.701;0;0;7.201.459;313.418;7.514.877;9.909.117;96.149.695;NA;NA%;NA%;12,82%;NA%;35,02%
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;09/2013;NA;NA;11.586.427;5.793.214;16.608.586;54.476.389;6.201.924;1.163.226;17.931.241;4.890.820;30.187.211;3.626.438;88.290.037;NA;NA%;NA%;18,81%;NA%;37,95%
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;09/2013;NA;NA;7.338.313;3.390.009;10.728.322;71.327.516;0;88.045;1.877.117;166.173;2.131.335;3.640.726;77.099.577;NA;NA%;NA%;13,91%;NA%;3,48%
SAFRA;10083;b1;;C;2;SAO PAULO;SP;09/2013;NA;NA;7.154.360;2.264.885;9.419.245;62.324.873;0;18.436;1.857.631;225.087;2.101.154;3.272.323;67.698.350;NA;NA%;NA%;13,91%;NA%;23,91%
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;09/2013;NA;NA;7.871.656;-188.957;7.682.699;39.096.203;1.002.499;38.012;7.767.696;18.619;8.826.826;5.042.275;52.965.303;NA;NA%;NA%;14,51%;NA%;15,44%
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;09/2013;NA;NA;4.983.839;1.833.502;6.654.722;29.165.877;0;0;8.167;20.216;28.383;4.746.018;33.940.278;NA;NA%;NA%;19,61%;NA%;8,63%
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;09/2013;NA;NA;2.727.811;2.370.258;5.044.842;25.275.845;0;3.282;45.700;0;48.982;5.010.213;30.335.040;NA;NA%;NA%;16,63%;NA%;4,65%
BMG;30290;b1;;C;2;SAO PAULO;SP;09/2013;NA;NA;3.101.176;1.294.984;4.074.869;28.604.954;445.556;0;0;0;445.556;864.294;29.914.805;NA;NA%;NA%;13,62%;NA%;4,99%
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;09/2013;NA;NA;2.182.884;964.828;3.147.711;22.217.795;0;0;0;0;0;720.610;22.938.405;NA;NA%;NA%;13,72%;NA%;5,19%
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;09/2013;NA;NA;3.180.391;1.105.993;4.256.314;13.181.912;2.145.825;0;3.440.917;429.665;6.016.406;2.583.163;21.781.481;NA;NA%;NA%;19,54%;NA%;27,05%
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;09/2013;NA;NA;3.470.333;0;3.470.333;7.599.223;2.550.903;61.399;7.249.915;129.757;9.991.974;1.274.757;18.865.953;NA;NA%;NA%;18,39%;NA%;2,09%
PANAMERICANO;31323;b1;;C;2;SAO PAULO;SP;09/2013;NA;NA;1.742.203;881.844;2.624.047;15.407.015;0;0;367.461;0;367.461;1.525.266;17.299.741;NA;NA%;NA%;15,17%;NA%;45,98%
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;09/2013;NA;NA;2.750.774;128.189;2.878.962;11.175.300;246.980;3.039;3.687.663;34.621;3.972.303;1.818.670;16.966.273;NA;NA%;NA%;16,97%;NA%;3,16%
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;09/2013;NA;NA;1.867.276;900.587;2.767.863;14.400.553;353.822;38.127;452.445;109;844.504;737.247;15.982.303;NA;NA%;NA%;17,32%;NA%;3,08%
BIC;32119;b1;;C;2;SAO PAULO;SP;09/2013;NA;NA;1.922.724;930.727;2.853.451;13.189.179;468.767;0;33.354;14.730;516.852;1.415.066;15.121.097;NA;NA%;NA%;18,87%;NA%;5,55%
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;09/2013;NA;NA;2.379.804;-14.527;2.365.276;11.891.974;219.371;0;1.040.273;7.988;1.267.632;557.427;13.717.032;NA;NA%;NA%;17,24%;NA%;8,05%
