Instituição financeira;Código;TCB;TD;TC;Cidade;UF;Data;Instituição Sujeita à Apuração da Exposição Total;Instituição Sujeita à Apuração do Patrimônio de Referência;Instituição Utiliza Metodologia Simplificada;Exposição Total ou Ativo Total (R$ mil);Total de Ativos Consolidados no Exterior (US$ mil);Data da Última Alteração de Segmento;SR;
BRADESCO - PRUDENCIAL;1000080075;b1;C;2;OSASCO;SP;09/2018;Sim;Sim;Não;1.140.599.563;31.354.034;01/2017;S1
ITAU - PRUDENCIAL;1000080099;b1;C;2;SAO PAULO;SP;09/2018;Sim;Sim;Não;1.445.916.778;130.840.329;01/2017;S1
SANTANDER - PRUDENCIAL;1000080185;b1;C;3;SAO PAULO;SP;09/2018;Sim;Sim;Não;690.917.102;29.095.244;01/2017;S1
BB - PRUDENCIAL;1000080329;b1;C;1;BRASILIA;DF;09/2018;Sim;Sim;Não;1.169.932.517;45.249.291;01/2017;S1
BTG PACTUAL - PRUDENCIAL;1000080336;b1;C;2;RIO DE JANEIRO;RJ;09/2018;Sim;Sim;Não;181.341.093;13.407.471;01/2017;S1
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;C;1;BRASILIA;DF;09/2018;Sim;Sim;Não;1.329.671.192;NI;01/2017;S1
SAFRA - PRUDENCIAL;1000080109;b1;C;2;SAO PAULO;SP;09/2018;Sim;Sim;Não;202.625.973;6.132.702;01/2017;S2
BANRISUL - PRUDENCIAL;1000080154;b1;C;1;PORTO ALEGRE;RS;09/2018;Sim;Sim;Não;78.563.681;130.644;01/2017;S2
CITIBANK - PRUDENCIAL;1000080192;b1;C;3;SAO PAULO;SP;09/2018;Sim;Sim;Não;79.579.943;NI;01/2017;S2
VOTORANTIM - PRUDENCIAL;1000080484;b1;C;2;SAO PAULO;SP;09/2018;Sim;Sim;Não;116.434.743;1.643.236;01/2017;S2
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;I;1;FORTALEZA;CE;09/2018;Sim;Sim;Não;84.954.709;NI;01/2017;S2
BNDES - PRUDENCIAL;1000081847;b4;C;1;RIO DE JANEIRO;RJ;09/2018;Sim;Sim;Não;896.130.702;NI;01/2017;S2
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;I;2;CURITIBA;PR;09/2018;Sim;Sim;Não;7.971.354;NI;01/2017;S3
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;I;2;PORTO ALEGRE;RS;09/2018;Sim;Sim;Não;12.720.724;NI;01/2017;S3
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;C;3;SAO PAULO;SP;09/2018;Sim;Sim;Não;36.298.501;NI;01/2017;S3
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;C;2;BELO HORIZONTE;MG;09/2018;Sim;Sim;Não;9.855.266;14.915;01/2017;S3
BANESTES - PRUDENCIAL;1000080147;b1;C;1;VITORIA;ES;09/2018;Sim;Sim;Não;24.615.299;NI;01/2017;S3
BMG - PRUDENCIAL;1000080178;b1;C;2;SAO PAULO;SP;09/2018;Sim;Sim;Não;15.952.997;76.993;01/2017;S3
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;C;3;SAO PAULO;SP;09/2018;Sim;Sim;Não;16.293.531;NI;01/2017;S3
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;C;3;SAO PAULO;SP;09/2018;Sim;Sim;Não;43.222.368;4.851.003;01/2018;S3
PAN - PRUDENCIAL;1000080257;b1;C;2;SAO PAULO;SP;09/2018;Sim;Sim;Não;26.380.864;NI;01/2017;S3
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;C;3;SAO PAULO;SP;09/2018;Sim;Sim;Não;10.868.971;NI;01/2017;S3
