Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e) = (c) + (d);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
ITAU;10069;b1;;C;2;SAO PAULO;SP;06/2010;NA;NA;54.182.613;15.357.919;69.520.662;410.722.069;0;911.459;4.657.640;3.245.400;8.814.498;24.201.690;443.738.257;NA;NA%;NA%;15,67%;NA%;38,95%
BB;49906;b1;;C;1;BRASILIA;DF;06/2010;NA;NA;41.551.720;18.801.179;56.438.421;395.189.800;0;22.682;356.377;31.072;410.130;26.692.711;422.292.641;NA;NA%;NA%;13,36%;NA%;20,26%
BRADESCO;10045;b1;;C;2;OSASCO;SP;06/2010;NA;NA;45.853.225;6.855.920;52.619.552;316.586.882;0;7.517;1.037.450;181.404;1.226.370;15.252.325;333.065.577;NA;NA%;NA%;15,80%;NA%;48,03%
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;06/2010;NA;NA;34.658.206;25.624.882;58.276.298;318.576.172;0;0;1.871.143;0;1.871.143;6.536.294;326.983.609;NA;NA%;NA%;17,82%;NA%;0,56%
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;06/2010;NA;NA;65.193.490;8.211.323;73.402.718;219.914.361;0;13.618;5.952.634;433.609;6.399.861;13.090.138;239.404.360;NA;NA%;NA%;30,66%;NA%;39,78%
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;06/2010;NA;NA;15.286.397;15.286.397;30.571.675;164.148.712;0;0;352.257;0;352.257;14.451.515;178.952.484;NA;NA%;NA%;17,08%;NA%;15,53%
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;06/2010;NA;NA;7.995.951;3.219.549;11.215.500;69.143.595;0;17.143;7.581.263;121.279;7.719.685;4.790.138;81.653.418;NA;NA%;NA%;13,74%;NA%;1,35%
HSBC;51152;b1;;C;3;CURITIBA;PR;06/2010;NA;NA;7.029.085;2.129.063;9.158.148;55.640.559;0;0;1.126.136;31.032;1.157.168;6.136.398;62.934.125;NA;NA%;NA%;14,55%;NA%;35,07%
SAFRA;10083;b1;;C;2;SAO PAULO;SP;06/2010;NA;NA;5.035.520;696.151;5.731.671;39.571.709;0;0;556.524;57.864;614.388;909.489;41.095.586;NA;NA%;NA%;13,95%;NA%;24,80%
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;06/2010;NA;NA;5.144.088;511.160;5.655.248;25.411.674;7.023.559;65.022;1.392.105;16.911;8.497.597;5.454.651;39.363.922;NA;NA%;NA%;14,37%;NA%;15,16%
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;06/2010;NA;NA;2.019.760;1.048.086;3.067.846;18.992.699;0;180.502;10.864;0;191.367;2.930.253;22.114.319;NA;NA%;NA%;13,87%;NA%;6,15%
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;06/2010;NA;NA;3.587.154;-6.323;3.455.891;16.293.416;0;0;2.806.318;20.112;2.826.431;2.928.614;22.048.461;NA;NA%;NA%;15,67%;NA%;8,16%
BMG;30290;b1;;C;2;BELO HORIZONTE;MG;06/2010;NA;NA;2.141.520;540.237;2.681.757;17.368.112;530.918;0;1.243.209;0;1.774.127;175.401;19.317.640;NA;NA%;NA%;13,88%;NA%;1,97%
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;06/2010;NA;NA;3.418.660;0;3.374.279;11.083.809;1.729.841;130.163;1.762.504;1.491.281;5.113.789;2.563.416;18.761.015;NA;NA%;NA%;17,99%;NA%;3,60%
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;06/2010;NA;NA;3.109.331;93.044;3.093.050;9.802.843;4.409.493;0;1.008.012;417.461;5.834.966;2.806.425;18.444.234;NA;NA%;NA%;16,77%;NA%;14,22%
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;06/2010;NA;NA;1.700.919;257.909;1.958.828;15.738.041;0;0;0;0;0;445.192;16.183.233;NA;NA%;NA%;12,10%;NA%;7,68%
BIC;32119;b1;;C;2;SAO PAULO;SP;06/2010;NA;NA;1.854.322;979.881;2.834.203;14.012.725;0;0;69.379;32.775;102.154;812.719;14.927.597;NA;NA%;NA%;18,99%;NA%;2,29%
PANAMERICANO;31323;b1;;C;2;SAO PAULO;SP;06/2010;NA;NA;1.597.574;225.188;1.822.762;9.242.852;0;0;594.193;0;594.193;2.934.630;12.771.676;NA;NA%;NA%;14,27%;NA%;8,20%
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;06/2010;NA;NA;1.279.024;542.782;1.821.806;9.753.478;0;0;25.773;5.864;31.636;521.733;10.306.848;NA;NA%;NA%;17,68%;NA%;3,61%
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;06/2010;NA;NA;2.260.490;258.232;2.518.722;8.007.111;0;0;833.612;0;833.612;1.421.590;10.262.313;NA;NA%;NA%;24,54%;NA%;14,50%
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;06/2010;NA;NA;1.773.815;137.900;1.911.715;7.654.071;0;0;73;0;73;1.137.665;8.791.808;NA;NA%;NA%;21,74%;NA%;5,60%
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;06/2010;NA;NA;1.573.551;2.194;1.555.261;4.799.809;956.400;84.898;1.293.468;396.972;2.731.738;771.598;8.303.145;NA;NA%;NA%;18,73%;NA%;3,23%
ALFA;51293;b1;;C;2;SAO PAULO;SP;06/2010;NA;NA;1.685.098;0;1.683.866;7.231.485;30.922;0;107.364;10.659;148.946;679.475;8.059.906;NA;NA%;NA%;20,89%;NA%;11,08%
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;06/2010;NA;NA;956.672;54.629;1.011.300;4.353.787;1.150.288;530.883;773.752;0;2.454.923;696.511;7.505.221;NA;NA%;NA%;13,47%;NA%;8,92%
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;06/2010;NA;NA;1.666.589;1.426;1.668.015;4.886.817;1.413.162;0;238.112;18.882;1.670.156;912.205;7.469.178;NA;NA%;NA%;22,33%;NA%;3,96%
FIBRA;49951;b1;;C;2;SAO PAULO;SP;06/2010;NA;NA;677.085;327.500;983.747;7.088.433;0;0;109.439;0;109.439;251.211;7.449.082;NA;NA%;NA%;13,21%;NA%;52,07%
BANCO GMAC S.A.;59274605;b2;;I;3;SAO PAULO;SP;06/2010;NA;NA;1.022.265;0;1.022.265;6.327.653;0;0;311.525;0;311.525;769.151;7.408.329;NA;NA%;NA%;13,80%;NA%;21,47%
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;06/2010;NA;NA;861.912;82.371;944.283;6.970.553;0;0;0;0;0;296.302;7.266.855;NA;NA%;NA%;12,99%;NA%;0,16%
CRUZEIRO DO SUL;50720;b1;;C;2;SAO PAULO;SP;06/2010;NA;NA;1.094.240;13.762;1.108.002;5.939.749;36.185;0;353.763;171.013;560.961;714.142;7.214.851;NA;NA%;NA%;15,36%;NA%;8,63%
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;06/2010;NA;NA;587.576;293.788;881.365;4.893.274;1.647.440;36.274;288.294;0;1.972.008;297.660;7.162.942;NA;NA%;NA%;12,30%;NA%;0,76%
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;06/2010;NA;NA;658.286;298.098;956.384;6.422.199;0;0;228;0;228;310.753;6.733.180;NA;NA%;NA%;14,20%;NA%;10,94%
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;06/2010;NA;NA;1.122.017;1.919;1.123.936;5.932.795;0;0;0;19.114;19.114;343.912;6.295.821;NA;NA%;NA%;17,85%;NA%;1,78%
