Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA;RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;06/2019;113.235.285;11.621.096;124.856.381;11.898.175;136.754.555;759.357.599;12.296.299;4.089.892;20.359.292;9.841.169;46.586.652;81.567.796;887.512.047;1.509.171.735;12,76%;14,07%;15,41%;8,27%;27,74%
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;06/2019;99.030.693;9.787.447;108.818.140;25.515.725;134.333.865;659.400.626;6.387.679;2.092.550;6.827.473;902.447;16.210.150;64.572.141;740.182.917;1.220.473.085;13,38%;14,70%;18,15%;8,92%;33,74%
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;06/2019;72.644.690;25.853.147;98.497.837;35.785.626;134.283.463;613.363.972;13.757.524;282.553;4.752.831;0;18.792.908;77.379.504;709.536.384;1.137.616.323;10,24%;13,88%;18,93%;8,66%;13,90%
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;06/2019;135.044.152;0;135.044.152;52.678.983;187.723.136;457.221.249;17.032.215;0;1.762.399;0;18.794.615;43.896.228;519.912.092;823.861.445;25,97%;25,97%;36,11%;16,39%;4,53%
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;06/2019;69.853.872;0;69.853.872;32.661.595;102.515.467;419.832.750;5.145.840;1.962.681;2.711.598;230.666;10.050.785;79.510.550;509.394.085;1.416.419.612;13,71%;13,71%;20,12%;4,93%;9,96%
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;06/2019;66.181.481;5.354.363;71.535.844;5.331.263;76.867.108;398.430.045;7.285.734;4.214;14.463.477;5.312.075;27.065.500;47.965.481;473.461.025;770.468.009;13,98%;15,11%;16,24%;9,28%;9,89%
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;06/2019;16.125.645;0;16.125.645;3.741.576;19.867.221;65.670.485;2.454.495;6.114.900;45.797.763;10.343.300;64.710.458;5.938.507;136.319.449;163.678.921;11,83%;11,83%;14,57%;9,85%;49,56%
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;06/2019;12.643.250;1.272.506;13.915.755;3.593.012;17.508.768;102.344.798;1.749.450;0;1.516.288;1.194.800;4.460.538;7.408.475;114.213.810;210.147.410;11,07%;12,18%;15,33%;6,62%;32,77%
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;06/2019;8.040.329;1.281.268;9.321.597;1.061.659;10.383.256;55.841.031;2.036.715;0;2.088.075;49.113;4.173.903;6.303.616;66.318.549;117.557.546;12,12%;14,06%;15,66%;7,93%;17,29%
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;06/2019;5.634.370;801.040;6.435.410;2.282.604;8.718.015;44.170.823;208.605;4.125;86.413;0;299.143;10.673.448;55.143.414;95.875.995;10,22%;11,67%;15,81%;6,71%;2,65%
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;06/2019;9.107.829;0;9.107.829;0;9.107.829;29.014.930;908.476;191.464;16.716.207;149.383;17.965.531;7.258.725;54.239.186;86.010.774;16,79%;16,79%;16,79%;10,59%;1,44%
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;06/2019;6.207.761;0;6.207.761;532.973;6.740.734;30.675.457;997.400;0;21.930;28.010;1.047.340;9.962.740;41.685.537;83.394.285;14,89%;14,89%;16,17%;7,44%;6,53%
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;06/2019;5.085.923;0;5.085.923;0;5.085.923;10.549.663;1.193.097;110.733;18.633.527;1.648.639;21.585.994;2.977.509;35.113.166;46.999.139;14,48%;14,48%;14,48%;10,82%;1,81%
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;06/2019;4.203.358;0;4.203.358;782.835;4.986.193;21.110.997;264.252;0;4.880.331;23.755;5.168.338;4.549.457;30.828.793;43.540.818;13,63%;13,63%;16,17%;9,65%;1,64%
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;06/2019;3.886.328;472.820;4.359.148;940.354;5.299.502;25.941.906;283.260;1.023.588;1.078.425;16.913;2.402.185;2.098.979;30.443.070;43.256.429;12,77%;14,32%;17,41%;10,08%;0,53%
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;06/2019;3.460.542;0;3.460.542;1.838.688;5.299.230;25.112.466;534.397;1.164.620;1.981.370;0;3.680.387;1.582.092;30.374.945;39.311.309;11,39%;11,39%;17,45%;8,80%;0,32%
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;06/2019;4.180.256;0;4.180.256;1.249.320;5.429.576;8.996.504;1.119.919;0;10.721.064;834.759;12.675.741;3.137.448;24.809.693;43.837.739;16,85%;16,85%;21,88%;9,54%;1,62%
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;06/2019;3.736.067;0;3.736.067;155.733;3.891.799;21.542.850;910.068;0;548.559;101.581;1.560.208;1.570.878;24.673.937;30.855.136;15,14%;15,14%;15,77%;12,11%;24,19%
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;06/2019;2.411.631;0;2.411.631;0;2.411.631;15.643.394;405;0;34.250;0;34.655;4.011.723;19.689.772;30.528.817;12,25%;12,25%;12,25%;7,90%;5,74%
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;06/2019;2.465.269;0;2.465.269;0;2.465.269;16.865.248;1.090;0;4;0;1.094;2.309.501;19.175.843;30.170.011;12,86%;12,86%;12,86%;8,17%;17,93%
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;I;2;RIO DE JANEIRO;RJ;06/2019;7.482.657;0;7.482.657;0;7.482.657;540.917;0;0;674.579;15.901.232;16.575.811;304.725;17.421.452;10.611.334;42,95%;42,95%;42,95%;70,52%;4,56%
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;06/2019;2.956.099;0;2.956.099;864.914;3.821.012;16.026.561;0;0;0;0;0;1.157.766;17.184.327;19.835.106;17,20%;17,20%;22,24%;14,90%;0,23%
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;06/2019;3.505.957;0;3.505.957;0;3.505.957;5.904.731;697.190;313.988;1.648.250;6.052.188;8.711.615;2.187.942;16.804.288;31.871.175;20,86%;20,86%;20,86%;11,00%;0,51%
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;I;1;PORTO ALEGRE;RS;06/2019;2.830.802;0;2.830.802;0;2.830.802;14.292.146;9.014;0;0;2.855;11.869;1.255.538;15.559.554;14.814.775;18,19%;18,19%;18,19%;19,11%;1,40%
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;06/2019;2.840.902;0;2.840.902;0;2.840.902;3.927.651;668.898;87.591;6.359.173;0;7.115.662;2.148.851;13.192.164;18.316.615;21,53%;21,53%;21,53%;15,51%;2,22%
