Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e) = (c) + (d);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;09/2017;120.259.592;51.501;120.311.093;19.791.232;140.102.325;637.757.646;3.314.777;351.604;13.150.730;2.047.008;18.864.119;63.012.661;719.634.427;1.335.503.861;16,71%;16,72%;19,47%;9,01%;23,47%
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;09/2017;67.709.672;21.938.400;89.648.072;39.504.316;129.152.387;602.883.522;10.614.746;660;5.307.024;40.720;15.963.150;55.737.907;674.584.579;1.115.421.391;10,04%;13,29%;19,15%;8,04%;16,50%
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;09/2017;75.363.103;5.526.102;80.889.205;25.792.690;106.681.895;547.411.237;3.275.666;125.323;5.619.566;543.704;9.564.259;47.605.162;604.580.658;1.088.996.728;12,47%;13,38%;17,65%;7,43%;38,91%
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;09/2017;53.062.912;0;53.062.912;31.673.710;84.736.623;485.079.635;3.401.455;1.740.608;4.231.590;192.490;9.566.143;61.489.448;556.135.226;1.353.105.626;9,54%;9,54%;15,24%;3,92%;11,58%
BNDES - PRUDENCIAL;1000081847;b4;S2;I;1;RIO DE JANEIRO;RJ;09/2017;93.748.450;0;93.748.450;46.874.225;140.622.675;488.948.355;14.614.580;0;4.046.625;0;18.661.205;35.384.881;542.994.440;934.716.967;17,27%;17,27%;25,90%;10,03%;9,27%
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;09/2017;56.416.831;4.010.866;60.427.697;4.000.031;64.427.728;329.534.401;6.504.917;0;28.417.308;1.829.114;36.751.338;32.579.126;398.864.866;641.776.185;14,14%;15,15%;16,15%;9,42%;15,58%
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;09/2017;12.306.879;4.082.753;16.389.632;2.632.934;19.022.566;54.478.444;6.918.435;3.929.427;30.282.022;10.024.486;51.154.370;4.615.858;110.248.672;123.707.859;11,16%;14,87%;17,25%;13,25%;25,44%
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;09/2017;9.894.124;952.215;10.846.339;2.174.772;13.021.111;74.957.205;278.543;0;2.318.270;486.919;3.083.732;6.946.190;84.987.127;171.483.687;11,64%;12,76%;15,32%;6,32%;31,30%
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;09/2017;6.591.647;0;6.591.647;2.216.083;8.807.730;53.266.713;723.736;0;725.043;107.947;1.556.726;5.389.580;60.213.018;118.982.575;10,95%;10,95%;14,63%;5,54%;18,79%
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;09/2017;8.523.748;0;8.523.748;0;8.523.748;33.072.125;1.441.948;99.022;9.619.118;205.198;11.365.285;6.054.902;50.492.311;80.607.963;16,88%;16,88%;16,88%;10,57%;4,12%
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;09/2017;4.084.673;0;4.084.673;2.144.638;6.229.311;30.571.743;467.001;5.859;131.135;0;603.996;8.308.261;39.484.000;74.328.311;10,35%;10,35%;15,78%;5,50%;2,98%
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;09/2017;5.432.275;0;5.432.275;888.288;6.320.563;28.648.851;1.178.370;0;1.638;41.302;1.221.310;8.334.820;38.204.981;74.145.540;14,22%;14,22%;16,54%;7,33%;8,89%
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S2;C;3;SAO PAULO;SP;09/2017;3.512.922;0;3.512.922;1.584.219;5.097.141;15.654.291;1.817.900;0;7.228.616;1.119.861;10.166.377;2.701.575;28.522.243;53.850.499;12,32%;12,32%;17,87%;6,52%;2,68%
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;09/2017;3.170.287;0;3.170.287;812.110;3.982.397;17.550.259;138.288;0;3.652.432;1.546;3.792.266;3.299.751;24.642.275;34.106.754;12,87%;12,87%;16,16%;9,30%;1,65%
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;09/2017;3.126.374;0;3.126.374;505.096;3.631.470;19.270.424;283.568;55.059;411.114;1.189;750.930;1.273.324;21.294.678;36.309.307;14,68%;14,68%;17,05%;8,61%;0,92%
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;09/2017;4.800.511;0;4.800.511;0;4.800.511;9.710.637;415.910;0;6.458.790;642.934;7.517.634;2.652.849;19.881.120;31.350.199;24,15%;24,15%;24,15%;15,31%;2,37%
PAN;1000080257;b1;S3;C;2;SAO PAULO;SP;09/2017;1.762.776;0;1.762.776;630.567;2.393.343;16.956.561;40.684;0;263.673;0;304.357;2.359.044;19.619.962;25.900.317;8,98%;8,98%;12,20%;6,81%;19,76%
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;09/2017;2.358.298;0;2.358.298;457.545;2.815.843;16.192.924;416.397;250.570;785.587;0;1.452.554;1.575.798;19.221.276;24.338.326;12,27%;12,27%;14,65%;9,69%;0,57%
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;09/2017;2.918.862;0;2.918.862;0;2.918.862;13.555.141;1.591.021;0;878.636;63.298;2.532.955;2.331.875;18.419.971;22.532.015;15,85%;15,85%;15,85%;12,95%;29,09%
