Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e) = (c) + (d);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
ITAU;10069;b1;;C;2;SAO PAULO;SP;06/2011;NA;NA;65.618.646;17.482.326;83.008.666;484.707.578;0;1.180.618;10.663.568;566.091;12.410.277;27.936.625;525.054.481;NA;NA%;NA%;15,81%;NA%;48,65%
BB;49906;b1;;C;1;BRASILIA;DF;06/2011;NA;NA;56.505.313;22.335.844;74.807.517;466.843.734;0;5.727;545.983;35.472;587.182;28.102.332;495.533.248;NA;NA%;NA%;15,10%;NA%;21,32%
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;06/2011;NA;NA;50.907.021;50.907.021;101.087.764;416.527.331;0;0;935.558;0;935.558;7.471.353;424.934.242;NA;NA%;NA%;23,79%;NA%;0,29%
BRADESCO;10045;b1;;C;2;OSASCO;SP;06/2011;NA;NA;54.769.401;7.543.902;62.216.474;392.809.892;0;27.395;7.066.965;601.707;7.696.067;17.121.745;417.627.705;NA;NA%;NA%;14,90%;NA%;47,13%
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;06/2011;NA;NA;64.561.700;7.209.367;71.745.865;236.679.869;0;47.764;11.087.513;819.191;11.954.467;15.341.370;263.975.706;NA;NA%;NA%;27,18%;NA%;38,15%
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;06/2011;NA;NA;20.031.001;15.280.658;34.629.441;221.747.542;0;0;720.542;0;720.542;15.760.697;238.228.781;NA;NA%;NA%;14,54%;NA%;14,90%
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;06/2011;NA;NA;8.825.463;3.766.577;12.592.040;82.784.531;0;27.482;4.251.896;544.630;4.824.008;3.299.924;90.908.463;NA;NA%;NA%;13,85%;NA%;1,64%
HSBC;51152;b1;;C;3;CURITIBA;PR;06/2011;NA;NA;8.040.604;2.381.790;10.422.393;71.542.683;0;0;2.214.888;37.138;2.252.026;7.119.387;80.914.096;NA;NA%;NA%;12,88%;NA%;40,58%
SAFRA;10083;b1;;C;2;SAO PAULO;SP;06/2011;NA;NA;5.917.730;1.837.377;7.755.107;49.446.445;0;43.381;1.097.953;66.725;1.208.059;1.501.751;52.156.255;NA;NA%;NA%;14,87%;NA%;19,09%
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;06/2011;NA;NA;5.812.969;2.906.484;8.247.113;22.912.566;7.848.125;1.718.008;4.863.444;1.655.803;16.085.380;2.101.978;41.099.924;NA;NA%;NA%;20,07%;NA%;8,04%
