Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;03/2019;1.516.147.949;627.729.399;1.421.567.824;1.200.440.820;94.580.125;3.999.507;134.936.789;19,26%;14,84%;4.727;1.087
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;03/2019;1.451.854.665;543.654.452;1.319.531.871;982.551.009;132.322.794;6.763.712;132.056.336;16,03%;28,29%;3.374;925
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;03/2019;1.292.902.487;685.841.878;1.247.527.332;1.069.720.334;45.375.156;3.622.870;106.354.389;20,08%;9,75%;3.376;781
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;03/2019;1.096.209.380;419.784.203;969.459.110;776.315.049;126.750.269;5.823.356;123.411.887;18,08%;35,30%;4.654;1.397
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;03/2019;835.083.571;311.472.116;734.887.066;369.877.796;100.196.504;11.077.784;186.898.041;32,87%;4,26%;5;0
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;03/2019;801.337.799;310.799.648;730.482.253;504.016.625;70.855.546;3.462.367;70.164.231;15,43%;10,52%;2.712;1.320
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;03/2019;208.952.840;21.261.100;189.557.254;110.359.643;19.395.585;674.972;17.605.922;17,43%;41,32%;15;0
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;03/2019;163.345.743;66.412.782;151.217.822;132.316.308;12.127.922;544.049;16.048.399;15,06%;31,51%;116;5
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;03/2019;93.538.606;51.009.218;83.751.506;61.691.272;9.787.100;336.000;9.902.915;16,03%;20,34%;94;0
CIELO - PRUDENCIAL;1000084710;n4;;C;2;BARUERI;SP;03/2019;82.622.140;0;69.929.198;7.202.912;12.692.942;588.859;NA;NA%;NA%;0;0
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;03/2019;78.166.925;11.421.328;69.094.767;36.134.513;9.072.158;306.661;8.833.688;16,16%;1,34%;129;22
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;03/2019;77.923.438;34.301.890;70.554.697;60.106.619;7.368.741;319.957;6.322.026;15,58%;5,94%;526;142
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;03/2019;64.056.942;2.864.422;59.152.877;30.596.724;4.904.065;43.473;4.768.209;13,20%;2,02%;11;1
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;03/2019;59.771.516;10.306.452;55.272.784;17.821.842;4.498.732;286.439;6.954.363;14,11%;2,46%;297;2
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;03/2019;50.696.926;7.910.651;48.872.052;41.946.692;1.824.874;41.705;1.817.199;17,09%;9,64%;7;0
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;03/2019;49.459.609;10.828.821;48.226.620;45.117.835;1.232.989;17.782;1.389.524;16,97%;9,24%;7;0
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;03/2019;42.477.631;2.052.742;40.975.455;6.421.950;1.502.176;3.234;1.469.190;26,69%;1,73%;2;0
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;03/2019;41.291.199;16.951.983;37.186.390;20.022.427;4.104.809;82.450;4.145.521;13,58%;1,86%;7;0
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;03/2019;38.143.235;3.715.211;34.252.625;16.417.997;3.890.610;204.713;4.990.332;24,41%;1,69%;10;0
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;03/2019;34.441.401;21.560.276;31.144.829;22.011.791;3.296.573;112.168;4.924.829;17,63%;0,36%;18;0
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;03/2019;33.844.741;13.064.854;30.020.378;22.691.800;3.824.362;119.554;4.772.226;17,31%;0,51%;9;0
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;03/2019;31.432.539;3.114.513;29.804.835;5.369.739;1.627.704;-223;1.595.820;22,23%;1,39%;5;0
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;03/2019;30.044.048;3.426.531;29.118.596;9.405.946;925.452;15.887;910.068;16,11%;0,90%;4;0
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;03/2019;29.109.323;18.225.079;25.702.157;21.416.963;3.407.166;215.638;3.556.461;16,02%;25,86%;46;0
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;03/2019;28.756.925;1.624.505;25.568.681;10.806.045;3.188.244;42.798;3.045.799;17,56%;0,58%;4;0
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;03/2019;28.628.208;21.454.436;24.474.126;19.459.935;4.154.082;96.107;2.654.699;13,79%;15,68%;5;0
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;03/2019;25.413.832;4.046.124;23.890.340;23.094.205;1.523.492;63.366;1.465.912;17,70%;14,14%;125;35
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;03/2019;23.534.379;7.864.971;21.951.214;18.332.911;1.583.165;-13.654;1.971.820;20,16%;2,20%;14;0
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;03/2019;19.539.737;3.090.267;17.552.535;5.441.764;1.987.202;-8.730;2.357.259;12,31%;6,21%;121;1
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;03/2019;19.123.608;820.303;16.456.087;9.206.956;2.667.520;70.884;2.657.150;18,75%;2,38%;4;0
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;S4;I;2;RIO DE JANEIRO;RJ;03/2019;18.419.712;0;17.121.743;10.423.039;1.297.969;66.674;841.771;16,38%;11,75%;4;0
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;03/2019;17.553.977;2.078.464;16.153.141;5.252.226;1.400.836;53.486;1.400.638;25,89%;0,25%;4;0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;03/2019;17.071.265;13.531.772;14.330.741;13.247.864;2.740.523;63.857;2.726.248;17,86%;1,52%;4;0
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;03/2019;16.872.630;9.852.905;14.158.898;10.467.258;2.713.732;76.825;1.442.163;12,40%;23,22%;36;0
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;03/2019;16.842.560;14.490.957;14.159.702;10.525.052;2.682.858;146.025;3.551.785;23,82%;0,12%;3;0
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;03/2019;16.205.066;362.446;14.439.315;4.490.600;1.765.751;28.151;1.681.902;21,08%;1,13%;4;0
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;03/2019;15.522.952;9.206.003;13.930.854;11.339.321;1.592.098;71.074;1.378.984;15,61%;11,94%;127;6
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;03/2019;14.894.979;7.704.227;12.424.465;11.643.690;2.470.514;30.550;2.431.790;20,04%;14,49%;45;1
