Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BB - PRUDENCIAL;1000080329;b1;;C;1;BRASILIA;DF;06/2016;1.446.930.323;690.418.170;1.373.831.399;1.139.961.125;73.098.924;4.917.839;125.073.657;16,45%;15,59%;5.443;1.424
ITAU - PRUDENCIAL;1000080099;b1;;C;2;SAO PAULO;SP;06/2016;1.258.692.129;497.948.916;1.131.817.839;835.325.512;126.874.290;9.338.480;135.835.372;17,99%;24,36%;3.647;930
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;;C;1;BRASILIA;DF;06/2016;1.214.147.230;691.578.123;1.188.251.937;1.046.426.550;25.895.293;1.991.846;72.076.198;12,78%;15,39%;3.413;835
BNDES - PRUDENCIAL;1000081847;b4;;C;1;RIO DE JANEIRO;RJ;06/2016;935.223.082;382.813.060;898.347.132;588.748.748;36.875.950;-2.173.927;105.390.222;16,07%;11,66%;4;0
BRADESCO - PRUDENCIAL;1000080075;b1;;C;2;OSASCO;SP;06/2016;916.875.029;341.814.958;820.501.878;603.218.031;96.373.151;8.257.367;102.547.823;17,60%;33,81%;4.526;1.170
SANTANDER - PRUDENCIAL;1000080185;b1;;C;3;SAO PAULO;SP;06/2016;655.438.139;244.683.831;593.322.095;431.844.518;62.116.044;2.624.443;61.520.915;17,67%;17,46%;2.764;1.196
BTG PACTUAL - PRUDENCIAL;1000080336;b1;;C;2;RIO DE JANEIRO;RJ;06/2016;203.305.592;42.365.419;182.471.133;98.236.749;20.834.459;1.849.663;25.452.344;14,00%;37,67%;11;0
HSBC - PRUDENCIAL;1000080525;b1;;C;3;CURITIBA;PR;06/2016;149.147.743;65.972.766;139.245.696;105.308.244;9.902.046;-739.875;14.202.442;13,74%;14,01%;853;429
SAFRA - PRUDENCIAL;1000080109;b1;;C;2;SAO PAULO;SP;06/2016;136.171.486;45.221.983;126.707.641;104.876.132;9.463.846;830.265;12.355.134;16,43%;25,95%;112;5
VOTORANTIM - PRUDENCIAL;1000080484;b1;;C;2;SAO PAULO;SP;06/2016;108.103.896;46.631.147;99.821.477;67.262.660;8.282.419;194.410;9.665.099;14,92%;4,38%;95;0
