Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BB - PRUDENCIAL;1000080329;b1;;C;1;BRASILIA;DF;03/2015;16.218.781;351.531.505;127.672.299;658.271.447;-27.725.380;630.546.067;371.519;1.084.919;412.559;-41.991;1.827.006;181.244.902;65.563.103;31.296.904;1.405.900.567;412.559;1.405.488.008
ITAU - PRUDENCIAL;1000080099;b1;;C;2;SAO PAULO;SP;03/2015;18.506.690;220.977.205;207.026.333;407.716.172;-26.484.697;381.231.475;1.492.057;11.021.350;6.722.644;-253.770;18.982.281;235.787.572;70.271.183;60.427.141;1.213.209.880;6.722.644;1.206.487.236
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;;C;1;BRASILIA;DF;03/2015;13.019.623;105.620.795;173.273.980;617.183.913;-28.058.672;589.125.241;0;0;0;0;0;58.834.252;126.410.708;12.255.324;1.078.539.923;0;1.078.539.923
BNDES - PRUDENCIAL;1000081847;b4;;C;1;RIO DE JANEIRO;RJ;03/2015;518.122;5.349.017;149.291.000;364.173.334;-2.652.933;361.520.401;0;0;0;0;0;52.063.666;311.365.083;16.351.437;896.458.725;0;896.458.725
BRADESCO - PRUDENCIAL;1000080075;b1;;C;2;OSASCO;SP;03/2015;13.567.417;195.740.613;152.074.122;320.302.240;-21.864.159;298.438.081;70.402;7.394.876;3.585.100;-238.365;10.812.014;99.618.774;51.540.466;48.123.189;869.914.675;3.585.100;866.329.574
SANTANDER - PRUDENCIAL;1000080185;b1;;C;3;SAO PAULO;SP;03/2015;4.958.817;48.766.167;126.880.646;222.252.075;-13.490.963;208.761.112;34.119;6.256.126;3.190.521;-65.021;9.415.745;162.116.154;36.450.951;18.538.323;615.887.916;3.190.521;612.697.395
HSBC - PRUDENCIAL;1000080525;b1;;C;3;CURITIBA;PR;03/2015;3.236.906;27.282.771;39.858.954;58.468.867;-4.204.698;54.264.169;10.136;1.045.166;205.326;-60.835;1.199.793;43.508.469;13.682.803;3.556.779;186.590.644;205.326;186.385.319
BTG PACTUAL - PRUDENCIAL;1000080336;b1;;C;2;RIO DE JANEIRO;RJ;03/2015;1.773.609;35.732.225;55.723.582;16.471.621;-794.612;15.677.009;0;0;0;0;0;31.917.527;1.350.528;11.403.541;153.578.020;0;153.578.020
SAFRA - PRUDENCIAL;1000080109;b1;;C;2;SAO PAULO;SP;03/2015;835.421;44.464.949;44.095.990;48.725.820;-2.010.454;46.715.366;79.161;1.775.884;922.538;-21.447;2.756.136;10.205.239;1.355.844;2.438.589;152.867.534;922.538;151.944.996
VOTORANTIM - PRUDENCIAL;1000080484;b1;;C;2;SAO PAULO;SP;03/2015;123.713;14.743.556;29.397.232;52.024.793;-3.391.705;48.633.088;14.529;530.719;222.539;-27.561;740.227;11.127.658;788.590;384.440;105.938.502;222.539;105.715.963
