Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e) = (c) + (d);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;03/2017;1.230.630;146.976;1.377.606;0;1.377.606;4.598.608;14.650;0;20.830;0;35.479;1.125.023;5.759.111;37.099.372;21,37%;23,92%;23,92%;3,71%;8,27%
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;03/2017;814.587;0;814.587;0;814.587;4.492.041;46.154;0;728.465;0;774.618;308.463;5.575.122;15.264.915;14,61%;14,61%;14,61%;5,34%;2,71%
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;I;3;SAO PAULO;SP;03/2017;816.323;0;816.323;615.655;1.431.978;4.779.233;102.474;0;182.335;0;284.809;336.860;5.400.902;10.010.342;15,11%;15,11%;26,51%;8,15%;0,35%
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;03/2017;1.379.919;0;1.379.919;0;1.379.919;3.536.757;29.479;0;873.654;0;903.133;607.919;5.047.809;22.571.304;27,34%;27,34%;27,34%;6,11%;3,10%
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;03/2017;1.291.818;0;1.291.818;0;1.291.818;4.708.076;7.577;0;0;0;7.577;273.217;4.988.871;7.146.480;25,89%;25,89%;25,89%;18,08%;15,35%
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;03/2017;510.268;0;510.268;0;510.268;4.160.727;5.457;54.476;171.503;0;231.436;323.202;4.715.364;6.780.214;10,82%;10,82%;10,82%;7,53%;1,88%
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;03/2017;608.627;0;608.627;0;608.627;3.917.513;0;0;66.464;0;66.464;306.169;4.290.147;0;14,19%;14,19%;14,19%;NI%;0,40%
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;03/2017;845.861;0;845.861;0;845.861;4.059.251;4.182;0;0;0;4.182;158.646;4.222.078;5.507.280;20,03%;20,03%;20,03%;15,36%;0,80%
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;S4;C;2;SAO PAULO;SP;03/2017;430.451;0;430.451;0;430.451;3.129.810;462;0;696.385;0;696.847;335.206;4.161.863;0;10,34%;10,34%;10,34%;NI%;13,07%
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;03/2017;1.320.609;0;1.320.609;0;1.320.609;2.582.710;248.886;0;913.124;238;1.162.249;317.800;4.062.759;7.367.034;32,51%;32,51%;32,51%;17,93%;3,65%
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;03/2017;976.447;0;976.447;0;976.447;3.744.931;0;0;0;0;0;254.997;3.999.928;5.717.312;24,41%;24,41%;24,41%;17,08%;1,10%
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S4;I;1;BELEM;PA;03/2017;799.406;0;799.406;0;799.406;3.556.808;5.951;0;5.588;0;11.539;401.003;3.969.349;6.277.140;20,14%;20,14%;20,14%;12,74%;9,45%
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;03/2017;772.571;0;772.571;0;772.571;2.981.334;3.246;26;11.565;23;14.861;830.673;3.826.868;5.072.344;20,19%;20,19%;20,19%;15,23%;27,67%
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;03/2017;1.245.145;0;1.245.145;0;1.245.145;3.129.110;0;0;0;0;0;563.853;3.692.963;5.188.110;33,72%;33,72%;33,72%;24,00%;6,47%
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;03/2017;725.375;0;725.375;0;725.375;3.244.748;0;0;0;0;0;422.548;3.667.295;3.845.880;19,78%;19,78%;19,78%;18,86%;1,63%
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;03/2017;1.038.733;0;1.038.733;0;1.038.733;2.793.323;0;0;0;0;0;816.622;3.609.944;2.791.904;28,77%;28,77%;28,77%;37,21%;26,98%
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;03/2017;526.238;0;526.238;0;526.238;3.494.996;0;0;0;0;0;20.882;3.515.878;4.993.795;14,97%;14,97%;14,97%;10,54%;2,07%
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;03/2017;589.729;0;589.729;0;589.729;2.132.662;8.246;0;1.058.929;5.663;1.072.838;275.679;3.481.178;11.413.962;16,94%;16,94%;16,94%;5,17%;3,75%
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;03/2017;794.427;0;794.427;0;794.427;2.457.000;13.868;0;699.953;0;713.820;280.428;3.451.248;8.579.172;23,02%;23,02%;23,02%;9,26%;0,25%
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;03/2017;480.347;0;480.347;0;480.347;3.017.025;8.385;0;0;0;8.385;394.741;3.420.151;0;14,04%;14,04%;14,04%;NI%;6,37%
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;03/2017;813.996;0;813.996;36.487;850.484;3.114.570;42.203;0;0;0;42.203;250.710;3.407.483;3.227.078;23,89%;23,89%;24,96%;25,22%;0,64%
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;S4;C;2;RIO DE JANEIRO;RJ;03/2017;629.998;0;629.998;0;629.998;1.880.838;31.697;14.264;252.447;75.764;374.172;1.083.646;3.338.656;0;18,87%;18,87%;18,87%;NI%;8,56%
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;03/2017;653.823;0;653.823;0;653.823;2.790.300;9.776;967;163.212;925;174.881;269.187;3.234.368;4.083.121;20,21%;20,21%;20,21%;16,01%;12,39%
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;03/2017;970.690;0;970.690;0;970.690;3.101.501;NA;NA;NA;NA;NA;NA;3.101.501;0;31,30%;31,30%;31,30%;NI%;1,62%
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;03/2017;501.876;0;501.876;0;501.876;2.562.969;83.359;0;153.541;0;236.900;250.151;3.050.020;2.987.906;16,45%;16,45%;16,45%;16,80%;6,77%
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;03/2017;721.839;0;721.839;0;721.839;2.544.458;0;0;0;0;0;455.129;2.999.586;0;24,06%;24,06%;24,06%;NI%;0,06%
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;03/2017;345.724;0;345.724;0;345.724;1.640.896;166.197;6.357;827.859;36.832;1.037.245;195.845;2.873.986;2.805.342;12,03%;12,03%;12,03%;12,32%;2,50%
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;03/2017;315.794;0;315.794;96.932;412.725;2.362.330;88;40;7.000;41;7.168;358.849;2.728.347;4.931.696;11,57%;11,57%;15,13%;6,40%;21,26%
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;03/2017;611.940;0;611.940;0;611.940;2.426.675;0;0;0;0;0;298.047;2.724.722;4.128.901;22,46%;22,46%;22,46%;14,82%;0,96%
OMNI - PRUDENCIAL;1000080460;n1;S4;C;2;SAO PAULO;SP;03/2017;270.693;95.033;365.726;0;365.726;2.014.065;0;0;0;0;0;671.404;2.685.469;0;10,08%;13,62%;13,62%;NI%;0,67%
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;03/2017;422.410;0;422.410;0;422.410;1.670.462;0;0;209;0;209;835.518;2.506.189;2.274.605;16,85%;16,85%;16,85%;18,57%;15,65%
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;03/2017;465.757;0;465.757;0;465.757;1.941.968;161.851;0;150.351;0;312.201;251.975;2.506.145;4.503.439;18,58%;18,58%;18,58%;10,34%;0,06%
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;03/2017;502.464;0;502.464;0;502.464;1.667.577;15.610;0;549.289;0;564.899;227.940;2.460.417;2.892.325;20,42%;20,42%;20,42%;17,37%;0,61%
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;S4;I;2;SERTAOZINHO;SP;03/2017;338.497;0;338.497;0;338.497;2.161.123;4.943;2.084;22.617;1.852;31.496;230.859;2.423.477;2.832.433;13,97%;13,97%;13,97%;11,95%;3,13%
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;03/2017;556.012;0;556.012;0;556.012;2.048.097;3.596;0;94.724;0;98.320;232.863;2.379.281;4.659.074;23,37%;23,37%;23,37%;11,93%;2,04%
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;03/2017;622.802;0;622.802;0;622.802;1.765.521;0;0;81.824;0;81.824;466.393;2.313.738;0;26,92%;26,92%;26,92%;NI%;7,41%
INDUSVAL - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;03/2017;244.731;0;244.731;0;244.731;2.031.190;1.109;34.036;16.190;53;51.388;169.785;2.252.363;3.962.286;10,87%;10,87%;10,87%;6,18%;27,88%
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;03/2017;551.219;0;551.219;0;551.219;1.610.451;21.582;0;324.214;0;345.795;202.068;2.158.314;4.096.544;25,54%;25,54%;25,54%;13,46%;0,80%
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;03/2017;276.711;0;276.711;51.123;327.834;1.842.063;0;0;0;0;0;264.871;2.106.934;1.944.285;13,13%;13,13%;15,56%;14,23%;2,27%
BONSUCESSO - PRUDENCIAL;1000080422;b1;S4;I;2;BELO HORIZONTE;MG;03/2017;173.921;0;173.921;95.345;269.266;1.091.402;49.063;15.980;287.612;47.936;400.590;555.168;2.047.160;2.244.079;8,50%;8,50%;13,15%;7,75%;22,94%
INTERMEDIUM - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;03/2017;344.954;0;344.954;0;344.954;1.594.745;5.341;0;3.105;0;8.446;340.590;1.943.781;3.342.169;17,75%;17,75%;17,75%;10,32%;2,26%
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;I;3;RIO DE JANEIRO;RJ;03/2017;456.859;0;456.859;0;456.859;1.536.284;50.714;0;0;0;50.714;277.668;1.864.666;1.728.923;24,50%;24,50%;24,50%;26,42%;0,00%
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;03/2017;267.057;0;267.057;0;267.057;1.546.396;0;0;0;0;0;119.483;1.665.880;2.515.939;16,03%;16,03%;16,03%;10,61%;19,67%
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;03/2017;434.618;0;434.618;0;434.618;1.642.387;NA;NA;NA;NA;NA;NA;1.642.387;0;26,46%;26,46%;26,46%;NI%;1,31%
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;03/2017;287.875;0;287.875;4.453;292.329;1.492.954;0;0;0;0;0;96.545;1.589.499;2.587.160;18,11%;18,11%;18,39%;11,13%;16,66%
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;03/2017;239.659;0;239.659;0;239.659;946.109;50.652;0;26.600;0;77.252;520.426;1.543.787;1.670.533;15,52%;15,52%;15,52%;14,35%;5,65%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;03/2017;447.595;0;447.595;1.781;449.376;1.288.725;9.367;0;0;0;9.367;224.726;1.522.818;2.202.112;29,39%;29,39%;29,51%;20,33%;5,48%
CAIXA GERAL - PRUDENCIAL;1000080927;b1;S4;C;3;SAO PAULO;SP;03/2017;341.321;0;341.321;0;341.321;1.134.975;54.305;0;114.886;6.303;175.494;184.327;1.494.796;1.999.748;22,83%;22,83%;22,83%;17,07%;1,48%
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;03/2017;253.408;0;253.408;0;253.408;1.339.255;0;0;8.485;0;8.485;96.271;1.444.011;5.571.679;17,55%;17,55%;17,55%;4,55%;20,71%
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;S4;I;1;SAO PAULO;SP;03/2017;716.232;0;716.232;0;716.232;1.118.948;0;0;0;0;0;248.964;1.367.912;0;52,36%;52,36%;52,36%;NI%;4,63%
