Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;03/2017;1.399.745.843;638.333.502;1.320.714.322;1.098.352.615;79.031.521;2.483.630;124.049.367;18,15%;16,87%;4.954;1.349
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;03/2017;1.282.074.216;715.042.745;1.253.991.185;1.094.066.125;28.083.031;1.486.997;79.000.042;13,59%;13,52%;3.414;829
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;03/2017;1.255.125.062;478.095.380;1.126.350.572;843.418.755;128.774.490;5.490.096;130.394.071;18,13%;24,60%;3.453;969
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;03/2017;998.852.464;381.367.455;894.277.135;715.229.900;104.575.329;4.071.044;92.919.650;15,29%;42,29%;5.330;1.486
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;03/2017;872.707.223;348.943.738;817.112.543;495.472.079;55.594.680;372.550;135.864.426;22,88%;9,45%;4;0
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;03/2017;713.380.964;257.168.854;650.217.927;448.508.459;63.163.038;1.901.665;61.870.834;15,72%;16,61%;2.763;1.192
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;03/2017;148.691.153;52.346.096;139.253.126;119.356.478;9.438.027;487.179;12.239.800;14,61%;30,26%;112;5
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;03/2017;124.826.919;12.003.616;106.537.940;52.918.281;18.288.979;726.328;19.364.394;19,45%;36,52%;11;0
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;03/2017;103.770.813;46.359.116;95.632.784;68.450.564;8.138.029;85.837;8.010.400;13,16%;17,19%;90;0
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;03/2017;79.404.873;20.271.969;70.633.061;41.025.632;8.771.812;295.833;8.525.957;16,20%;4,10%;134;14
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;03/2017;68.939.584;30.540.012;62.454.819;53.336.275;6.484.765;128.530;6.038.021;15,78%;9,10%;537;200
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;03/2017;48.351.787;12.356.113;44.920.995;15.967.029;3.430.792;-17.760;6.123.101;15,97%;3,33%;318;2
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S2;C;3;SAO PAULO;SP;03/2017;48.263.902;5.028.532;44.565.101;28.856.587;3.698.801;-38.684;4.840.903;18,48%;4,55%;6;0
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;03/2017;37.912.511;11.773.346;36.520.523;32.489.715;1.391.988;51.272;1.382.681;17,22%;7,06%;4;0
