Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA;RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;12/2018;123.358.036;7.796.428;131.154.464;15.873.670;147.028.135;714.968.649;10.785.315;529.027;9.014.556;9.941.420;30.270.317;72.833.293;818.072.260;1.458.731.726;15,08%;16,03%;17,97%;8,99%;25,89%
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;12/2018;71.169.072;24.120.630;95.289.702;38.888.783;134.178.484;624.018.657;22.272.231;4.102;4.113.905;0;26.390.238;61.081.334;711.490.229;1.159.264.623;10,00%;13,39%;18,86%;8,22%;14,63%
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;12/2018;81.090.060;9.232.087;90.322.147;27.618.027;117.940.174;598.057.619;3.715.736;636.105;5.141.858;913.559;10.407.258;53.150.786;661.615.663;1.153.552.286;12,26%;13,65%;17,83%;7,83%;36,30%
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;12/2018;114.126.114;0;114.126.114;52.678.983;166.805.098;468.555.493;59.542.034;0;10.567.641;0;70.109.676;36.290.499;574.955.668;875.871.247;19,85%;19,85%;29,01%;13,03%;6,23%
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;12/2018;66.503.842;0;66.503.842;34.711.716;101.215.559;432.975.408;4.571.472;1.820.391;5.481.208;168.630;12.041.702;71.516.630;516.533.740;1.302.894.275;12,88%;12,88%;19,60%;5,10%;9,60%
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;12/2018;56.545.248;4.895.198;61.440.446;4.887.176;66.327.621;359.412.704;6.057.621;40.702;24.915.738;8.217.713;39.231.773;42.375.553;441.020.030;706.682.609;12,82%;13,93%;15,04%;8,69%;12,20%
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;12/2018;11.617.023;1.162.377;12.779.400;2.994.569;15.773.969;99.236.597;703.462;0;794.354;805.832;2.303.648;7.753.550;109.293.795;192.117.809;10,63%;11,69%;14,43%;6,65%;31,57%
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;12/2018;9.519.308;3.553.922;13.073.230;1.813.130;14.886.360;52.997.712;1.597.663;3.532.104;17.863.571;9.516.522;32.509.860;4.370.623;89.878.194;140.122.724;10,59%;14,55%;16,56%;9,33%;48,26%
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;12/2018;6.894.915;1.163.237;8.058.152;1.300.077;9.358.229;52.202.224;104.928;0;1.521.375;27.397;1.653.699;5.596.622;59.452.546;128.107.959;11,60%;13,55%;15,74%;6,29%;20,82%
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;12/2018;8.193.401;0;8.193.401;0;8.193.401;32.343.445;249.242;184.604;13.030.848;189.735;13.654.428;5.709.367;51.707.240;78.362.128;15,85%;15,85%;15,85%;10,46%;1,47%
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;12/2018;4.279.871;0;4.279.871;2.261.814;6.541.685;37.903.465;75.752;4.812;106.481;0;187.045;9.462.647;47.553.157;90.347.459;9,00%;9,00%;13,76%;4,74%;2,65%
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;12/2018;5.434.907;0;5.434.907;710.630;6.145.537;29.909.619;856.300;0;2.402;48.733;907.435;9.563.873;40.380.928;80.105.649;13,46%;13,46%;15,22%;6,78%;5,89%
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;12/2018;4.759.570;0;4.759.570;0;4.759.570;12.395.205;830.121;16.418;13.049.377;770.622;14.666.537;2.890.452;29.952.194;37.988.156;15,89%;15,89%;15,89%;12,53%;2,10%
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;12/2018;3.305.242;0;3.305.242;840.423;4.145.665;20.766.372;209.212;0;3.662.723;14.196;3.886.131;3.910.945;28.563.449;38.592.228;11,57%;11,57%;14,51%;8,56%;1,94%
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;12/2018;3.639.934;0;3.639.934;1.011.347;4.651.280;23.316.278;185.387;1.050.701;928.441;209;2.164.737;1.617.034;27.098.050;41.216.454;13,43%;13,43%;17,16%;8,83%;0,53%
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;12/2018;3.030.021;0;3.030.021;1.644.618;4.674.638;22.277.460;221.797;330.336;1.793.675;0;2.345.808;1.171.871;25.795.140;33.945.586;11,75%;11,75%;18,12%;8,93%;0,41%
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;12/2018;3.235.637;0;3.235.637;147.314;3.382.951;18.725.498;1.564.403;0;629.771;87.783;2.281.956;2.009.298;23.016.752;27.748.387;14,06%;14,06%;14,70%;11,66%;26,89%
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;12/2018;3.578.930;0;3.578.930;1.162.440;4.741.370;10.113.149;2.052.883;0;5.743.798;311.267;8.107.949;3.477.896;21.698.994;46.488.327;16,49%;16,49%;21,85%;7,70%;1,48%
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;12/2018;2.273.783;0;2.273.783;358.113;2.631.896;16.104.753;32.220;0;279.407;0;311.628;2.278.425;18.694.805;25.887.574;12,16%;12,16%;14,08%;8,78%;15,56%
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;12/2018;2.470.933;0;2.470.933;0;2.470.933;14.838.555;346;171.483;28.800;0;200.629;3.476.396;18.515.579;28.465.036;13,35%;13,35%;13,35%;8,68%;6,16%
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;12/2018;6.245.695;0;6.245.695;0;6.245.695;677.398;0;0;296.718;14.992.066;15.288.784;272.460;16.238.641;8.509.889;38,46%;38,46%;38,46%;73,39%;5,46%
