Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA;RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;06/2018;1.136.578;0;1.136.578;290.283;1.426.861;7.705.399;84.799;662;92.218;40.533;218.212;939.362;8.862.974;16.436.863;12,82%;12,82%;16,10%;6,91%;10,12%
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;06/2018;1.683.231;0;1.683.231;0;1.683.231;7.004.448;25.331;0;100.841;0;126.172;1.490.311;8.620.932;49.214.015;19,52%;19,52%;19,52%;3,42%;9,84%
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;06/2018;4.656.683;0;4.656.683;0;4.656.683;3.640.776;1.455;0;0;0;1.455;4.932.682;8.574.912;5.076.370;54,31%;54,31%;54,31%;91,73%;0,67%
GMAC - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;06/2018;1.952.635;0;1.952.635;0;1.952.635;7.971.496;92;0;0;0;92;600.917;8.572.505;11.265.079;22,78%;22,78%;22,78%;17,33%;5,72%
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;06/2018;1.309.993;0;1.309.993;0;1.309.993;7.891.280;6.770;0;0;0;6.770;608.442;8.506.492;10.711.566;15,40%;15,40%;15,40%;12,23%;2,53%
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;06/2018;1.228.199;0;1.228.199;0;1.228.199;6.420.206;105.351;0;178.909;572.356;856.617;850.721;8.127.544;9.715.772;15,11%;15,11%;15,11%;12,64%;6,01%
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;06/2018;1.367.909;0;1.367.909;0;1.367.909;6.233.449;9.667;0;178.540;0;188.207;1.701.190;8.122.846;20.447.505;16,84%;16,84%;16,84%;6,69%;15,61%
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;06/2018;1.402.206;0;1.402.206;0;1.402.206;6.998.768;0;0;0;0;0;802.846;7.801.614;8.151.478;17,97%;17,97%;17,97%;17,20%;1,03%
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;06/2018;785.332;0;785.332;0;785.332;4.614.537;152.992;0;1.967.758;0;2.120.750;367.959;7.103.246;27.133.581;11,06%;11,06%;11,06%;2,89%;2,77%
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;06/2018;1.720.167;0;1.720.167;0;1.720.167;2.291.104;67.756;123.584;2.888.822;93.372;3.173.533;1.177.995;6.642.633;10.287.584;25,90%;25,90%;25,90%;16,72%;1,31%
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;06/2018;719.804;0;719.804;26.252;746.056;5.509.749;9.804;52.301;447.757;51.223;561.085;504.165;6.574.999;9.281.641;10,95%;10,95%;11,35%;7,76%;21,92%
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;06/2018;1.259.839;156.220;1.416.059;0;1.416.059;5.013.078;16.438;0;30.074;0;46.512;1.398.999;6.458.589;47.941.055;19,51%;21,93%;21,93%;2,95%;8,84%
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;06/2018;569.028;1.320;570.348;458.553;1.028.902;5.101.854;3.072;0;417;0;3.489;1.283.155;6.388.498;9.214.096;8,91%;8,93%;16,11%;6,19%;20,72%
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;06/2018;1.043.276;0;1.043.276;0;1.043.276;5.511.314;106.986;0;70.875;0;177.861;670.337;6.359.512;6.903.807;16,40%;16,40%;16,40%;15,11%;1,83%
JOHN DEERE - PRUDENCIAL;1000080343;b1;S4;C;3;INDAIATUBA;SP;06/2018;1.054.944;0;1.054.944;0;1.054.944;5.747.348;162.521;0;0;0;162.521;380.566;6.290.435;6.773.796;16,77%;16,77%;16,77%;15,57%;0,08%
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;06/2018;1.395.855;0;1.395.855;0;1.395.855;3.804.341;39.198;0;1.117.646;0;1.156.844;533.549;5.494.734;10.677.851;25,40%;25,40%;25,40%;13,07%;0,25%
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;06/2018;1.460.111;0;1.460.111;0;1.460.111;3.652.639;22.169;0;846.850;0;869.019;862.754;5.384.412;9.782.266;27,12%;27,12%;27,12%;14,93%;0,48%
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;06/2018;931.995;0;931.995;776.687;1.708.682;4.291.344;152.705;0;598.574;0;751.279;336.928;5.379.550;9.698.002;17,32%;17,32%;31,76%;9,61%;0,20%
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;06/2018;512.706;0;512.706;88.683;601.390;4.081.352;52.573;181.507;321.183;0;555.263;459.059;5.095.674;6.116.113;10,06%;10,06%;11,80%;8,38%;1,98%
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;06/2018;674.945;0;674.945;0;674.945;4.728.720;0;0;322;0;322;340.849;5.069.892;NA;13,31%;13,31%;13,31%;NA%;0,14%
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;06/2018;851.421;0;851.421;0;851.421;3.209.615;45.528;0;1.427.342;0;1.472.870;286.798;4.969.284;14.396.386;17,13%;17,13%;17,13%;5,91%;0,21%
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;06/2018;1.184.122;0;1.184.122;0;1.184.122;4.567.700;0;0;0;0;0;282.642;4.850.343;6.766.408;24,41%;24,41%;24,41%;17,50%;0,24%
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;06/2018;651.401;0;651.401;0;651.401;4.714.086;0;0;0;0;0;100.677;4.814.762;6.567.855;13,53%;13,53%;13,53%;9,92%;1,20%
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;06/2018;1.440.157;0;1.440.157;0;1.440.157;2.664.916;41.202;0;1.205.645;0;1.246.847;674.899;4.586.662;13.811.570;31,40%;31,40%;31,40%;10,43%;1,97%
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;06/2018;886.397;0;886.397;0;886.397;4.282.606;3.537;0;0;0;3.537;170.233;4.456.375;5.404.410;19,89%;19,89%;19,89%;16,40%;1,09%
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S4;I;1;BELEM;PA;06/2018;1.010.649;0;1.010.649;0;1.010.649;3.902.394;11.039;0;13.979;2.594;27.612;470.548;4.400.554;7.525.089;22,97%;22,97%;22,97%;13,43%;7,59%
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;06/2018;1.447.475;0;1.447.475;0;1.447.475;3.600.215;0;0;0;0;0;669.305;4.269.520;5.869.815;33,90%;33,90%;33,90%;24,66%;5,46%
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;06/2018;631.338;0;631.338;0;631.338;3.825.001;0;0;0;0;0;341.876;4.166.877;5.194.267;15,15%;15,15%;15,15%;12,15%;0,21%
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;06/2018;840.690;0;840.690;0;840.690;3.124.853;0;0;0;0;0;888.020;4.012.873;2.849.939;20,95%;20,95%;20,95%;29,50%;32,90%
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;06/2018;575.076;0;575.076;0;575.076;3.581.425;100.758;0;17.867;0;118.625;303.072;4.003.122;6.262.103;14,37%;14,37%;14,37%;9,18%;0,80%
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;06/2018;827.275;0;827.275;0;827.275;2.562.043;27.645;12.440;134.108;11.058;185.251;1.002.115;3.749.409;5.148.455;22,06%;22,06%;22,06%;16,07%;13,55%
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;06/2018;659.678;0;659.678;0;659.678;3.136.899;189;0;0;0;189;574.344;3.711.432;NA;17,77%;17,77%;17,77%;NA%;0,08%
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;S4;C;2;RIO DE JANEIRO;RJ;06/2018;752.019;0;752.019;0;752.019;926.575;162.788;16.812;276.448;403.926;859.974;1.858.636;3.645.185;NA;20,63%;20,63%;20,63%;NA%;7,59%
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;06/2018;1.026.139;0;1.026.139;0;1.026.139;1.106.439;12.008;0;2.200.207;0;2.212.215;279.357;3.598.011;3.549.919;28,52%;28,52%;28,52%;28,91%;0,34%
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;06/2018;392.001;0;392.001;0;392.001;2.904.991;611;0;179.316;0;179.926;426.448;3.511.365;NA;11,16%;11,16%;11,16%;NA%;4,68%
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;06/2018;885.535;0;885.535;0;885.535;2.954.839;0;0;0;0;0;476.781;3.431.620;3.377.334;25,81%;25,81%;25,81%;26,22%;1,11%
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;06/2018;622.611;0;622.611;0;622.611;2.881.222;42.135;3.755;85.145;12.658;143.692;308.435;3.333.349;4.970.987;18,68%;18,68%;18,68%;12,52%;12,53%
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;06/2018;NA;NA;NA;NA;1.220.163;3.111.566;0;NA;NA;NA;0;208.296;3.319.861;NA;NA%;NA%;36,75%;NA%;1,88%
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;06/2018;557.386;0;557.386;0;557.386;2.541.482;39.527;0;0;0;39.527;421.215;3.002.224;NA;18,57%;18,57%;18,57%;NA%;5,18%
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;06/2018;505.517;0;505.517;0;505.517;2.670.377;50.855;0;616;0;51.471;276.460;2.998.307;3.504.931;16,86%;16,86%;16,86%;14,42%;6,47%
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;06/2018;911.353;0;911.353;29.684;941.037;2.601.205;43.587;0;0;0;43.587;320.288;2.965.081;2.649.896;30,74%;30,74%;31,74%;34,39%;0,51%
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;06/2018;350.875;0;350.875;84.192;435.067;2.453.974;4.485;1;17.275;6.922;28.683;393.683;2.876.339;5.516.023;12,20%;12,20%;15,13%;6,36%;17,64%
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;06/2018;300.500;108.330;408.831;0;408.831;1.837.135;2.287;0;0;0;2.287;938.576;2.777.998;2.584.372;10,82%;14,72%;14,72%;15,82%;4,09%
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;06/2018;355.856;0;355.856;0;355.856;1.782.512;0;0;0;0;0;969.846;2.752.357;2.630.260;12,93%;12,93%;12,93%;13,53%;14,82%
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;06/2018;307.907;0;307.907;44.219;352.126;2.395.648;0;0;0;0;0;351.434;2.747.082;2.395.640;11,21%;11,21%;12,82%;12,85%;0,42%
INTER - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;06/2018;926.426;0;926.426;0;926.426;2.207.108;28.687;1.156;32.180;1.156;63.180;457.097;2.727.385;4.695.974;33,97%;33,97%;33,97%;19,73%;1,32%
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;06/2018;397.599;0;397.599;0;397.599;2.337.973;6.932;3.119;33.173;2.773;45.998;311.659;2.695.630;3.120.414;14,75%;14,75%;14,75%;12,74%;3,55%
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;06/2018;719.374;0;719.374;0;719.374;2.121.841;0;0;0;0;0;531.473;2.653.314;NA;27,11%;27,11%;27,11%;NA%;3,26%
HSBC BI - PRUDENCIAL;1000084741;b2;S4;I;3;SAO PAULO;SP;06/2018;1.059.889;0;1.059.889;0;1.059.889;756.374;8.231;0;1.266.649;0;1.274.879;477.968;2.509.221;2.087.769;42,24%;42,24%;42,24%;50,77%;0,91%
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;06/2018;568.305;0;568.305;0;568.305;2.088.349;113.578;0;23.756;0;137.334;158.290;2.383.973;2.395.199;23,84%;23,84%;23,84%;23,73%;0,48%
AGIBANK - PRUDENCIAL;1000083694;b1;S4;C;2;PORTO ALEGRE;RS;06/2018;398.896;0;398.896;0;398.896;1.158.456;5.509;2.468;26.940;2.193;37.109;1.013.314;2.208.880;1.888.254;18,06%;18,06%;18,06%;21,13%;12,80%
BS2 - PRUDENCIAL;1000080422;b1;S4;C;2;BELO HORIZONTE;MG;06/2018;259.802;0;259.802;86.334;346.136;1.666.557;31.278;165;18.177;21.767;71.387;465.655;2.203.599;4.114.201;11,79%;11,79%;15,71%;6,31%;16,09%
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;06/2018;639.710;0;639.710;0;639.710;1.533.132;9.682;0;322.691;0;332.374;241.199;2.106.704;5.023.517;30,37%;30,37%;30,37%;12,73%;1,28%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;06/2018;549.892;0;549.892;1.345;551.236;1.845.256;25.862;0;0;0;25.862;218.127;2.089.245;2.625.700;26,32%;26,32%;26,38%;20,94%;4,46%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;06/2018;326.478;0;326.478;0;326.478;1.885.721;0;0;0;0;0;156.480;2.042.201;2.942.145;15,99%;15,99%;15,99%;11,10%;20,81%
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;06/2018;358.166;0;358.166;0;358.166;1.059.091;12.756;0;689.858;0;702.615;222.206;1.983.912;6.709.627;18,05%;18,05%;18,05%;5,34%;5,13%
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;06/2018;275.443;0;275.443;0;275.443;1.297.930;53.023;0;39.152;0;92.176;531.976;1.922.081;3.078.821;14,33%;14,33%;14,33%;8,95%;5,09%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;06/2018;336.298;0;336.298;3.362;339.660;1.727.767;0;0;0;0;0;132.590;1.860.357;2.654.096;18,08%;18,08%;18,26%;12,67%;18,01%
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;06/2018;232.162;0;232.162;0;232.162;1.360.782;38.915;0;96.951;26.145;162.010;290.633;1.813.425;2.609.541;12,80%;12,80%;12,80%;8,90%;6,34%
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;I;3;RIO DE JANEIRO;RJ;06/2018;519.836;0;519.836;0;519.836;1.483.561;29.229;0;0;0;29.229;279.843;1.792.634;1.683.906;29,00%;29,00%;29,00%;30,87%;0,00%
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;06/2018;NA;NA;NA;NA;493.023;1.645.164;0;NA;NA;NA;0;78.972;1.724.136;NA;NA%;NA%;28,60%;NA%;1,58%
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;06/2018;636.071;0;636.071;0;636.071;1.249.795;37;0;95.735;11.581;107.352;259.482;1.616.629;2.242.189;39,35%;39,35%;39,35%;28,37%;2,22%
SAX S.A. CFI - PRUDENCIAL;1000083515;n1;S4;C;2;BARUERI;SP;06/2018;347.994;0;347.994;0;347.994;1.305.469;0;0;0;0;0;295.425;1.600.894;NA;21,74%;21,74%;21,74%;NA%;0,24%
