Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e) = (c) + (d);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
BB - PRUDENCIAL;1000080329;b1;;C;1;BRASILIA;DF;12/2015;68.677.378;27.036.585;95.713.963;39.837.233;135.551.196;785.773.084;15.923.161;4.649;2.418.956;0;18.346.766;36.389.090;840.508.940;1.262.206.221;8,17%;11,39%;16,13%;7,58%;16,70%
ITAU - PRUDENCIAL;1000080099;b1;;C;2;SAO PAULO;SP;12/2015;100.954.697;45.988;101.000.684;27.464.468;128.465.152;679.593.183;1.536.065;472.600;11.290.673;952.182;14.251.520;28.622.953;722.467.656;1.285.255.152;13,97%;13,98%;17,78%;7,86%;27,72%
BNDES - PRUDENCIAL;1000081847;b4;;C;1;RIO DE JANEIRO;RJ;12/2015;63.331.130;0;63.331.130;31.665.565;94.996.694;601.621.065;8.334.462;0;8.646.699;0;16.981.162;25.729.517;644.331.744;993.545.569;9,83%;9,83%;14,74%;6,37%;15,25%
BRADESCO - PRUDENCIAL;1000080075;b1;;C;2;OSASCO;SP;12/2015;77.506.951;0;77.506.951;25.318.399;102.825.350;556.440.558;7.017.833;500.045;11.151.470;783;18.670.132;37.106.557;612.217.247;988.502.624;12,66%;12,66%;16,80%;7,84%;35,24%
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;;C;1;BRASILIA;DF;12/2015;55.537.057;0;55.537.057;23.425.335;78.962.391;504.257.301;814.019;0;1.715.595;0;2.529.614;40.349.756;547.136.671;1.295.336.604;10,15%;10,15%;14,43%;4,29%;14,34%
SANTANDER - PRUDENCIAL;1000080185;b1;;C;3;SAO PAULO;SP;12/2015;47.837.090;4.944.870;52.781.960;5.182.065;57.964.025;330.657.190;3.152.585;0;17.572.336;192.982;20.917.904;17.039.349;368.614.442;561.967.130;12,98%;14,32%;15,72%;9,39%;21,25%
BTG PACTUAL - PRUDENCIAL;1000080336;b1;;C;2;RIO DE JANEIRO;RJ;12/2015;17.205.070;5.142.708;22.347.779;3.977.264;26.325.043;125.042.996;12.121.216;16.396.582;12.427.318;3.535.964;44.481.080;758.546;170.282.622;272.598.774;10,10%;13,12%;15,46%;8,20%;34,94%
HSBC - PRUDENCIAL;1000080525;b1;;C;3;CURITIBA;PR;12/2015;8.516.392;0;8.516.392;6.851.917;15.368.309;94.552.694;485.519;0;4.813.157;1.639;5.300.315;12.569.554;112.422.563;177.109.131;7,58%;7,58%;13,67%;4,81%;16,01%
SAFRA - PRUDENCIAL;1000080109;b1;;C;2;SAO PAULO;SP;12/2015;8.800.251;1.174.261;9.974.512;2.043.186;12.017.698;75.019.354;2.165.142;0;192.827;63.600;2.421.569;3.763.544;81.204.467;176.710.291;10,84%;12,28%;14,80%;5,64%;23,48%
VOTORANTIM - PRUDENCIAL;1000080484;b1;;C;2;SAO PAULO;SP;12/2015;6.686.016;0;6.686.016;4.056.248;10.742.263;62.926.270;1.207.095;0;1.608.718;27.082;2.842.895;4.779.884;70.549.049;122.722.953;9,48%;9,48%;15,23%;5,45%;4,68%
CITIBANK - PRUDENCIAL;1000080192;b1;;C;3;SAO PAULO;SP;12/2015;7.490.694;0;7.490.694;0;7.490.694;38.683.077;1.159.672;54.194;9.739.774;65.024;11.018.663;5.260.614;54.962.355;97.605.304;13,63%;13,63%;13,63%;7,67%;11,99%
BANRISUL - PRUDENCIAL;1000080154;b1;;C;1;PORTO ALEGRE;RS;12/2015;6.145.573;0;6.145.573;1.243.603;7.389.175;34.689.483;993.751;0;1.079;17.158;1.011.989;5.835.041;41.536.512;72.242.406;14,80%;14,80%;17,79%;8,51%;3,95%
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;;I;1;FORTALEZA;CE;12/2015;2.689.059;0;2.689.059;2.581.194;5.270.254;30.704.853;372.978;14.145;80.718;0;467.842;6.266.595;37.439.290;63.250.106;7,18%;7,18%;14,08%;4,25%;4,38%
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;;C;3;SAO PAULO;SP;12/2015;3.276.777;0;3.276.777;1.952.400;5.229.177;25.264.830;401.791;991;5.063.089;966.294;6.432.165;1.998.893;33.695.888;58.494.335;9,72%;9,72%;15,52%;5,60%;10,01%
BNP PARIBAS - PRUDENCIAL;1000080673;b1;;C;3;SAO PAULO;SP;12/2015;2.677.527;0;2.677.527;670.517;3.348.044;18.879.911;259.530;0;3.809.513;0;4.069.042;2.058.884;25.007.837;32.419.086;10,71%;10,71%;13,39%;8,26%;1,91%
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;;C;3;SAO PAULO;SP;12/2015;4.111.063;0;4.111.063;0;4.111.063;13.332.431;594.818;13.343;7.901.440;914.694;9.424.295;1.919.257;24.675.984;27.106.975;16,66%;16,66%;16,66%;15,17%;2,97%
PAN;1000080257;b1;;C;2;SAO PAULO;SP;12/2015;2.400.644;0;2.400.644;919.813;3.320.457;18.804.777;174.007;0;150.078;0;324.085;971.467;20.100.330;24.208.776;11,94%;11,94%;16,52%;9,92%;16,17%
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;12/2015;2.505.219;0;2.505.219;712.512;3.217.732;18.149.010;162.644;162.209;638.973;0;963.825;774.932;19.887.767;33.189.104;12,60%;12,60%;16,18%;7,55%;1,26%
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;12/2015;2.592.505;0;2.592.505;966.196;3.558.701;17.595.564;0;0;0;0;0;1.199.733;18.795.298;23.579.507;13,79%;13,79%;18,93%;10,99%;0,94%
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;I;3;SAO PAULO;SP;12/2015;1.518.565;0;1.518.565;569.334;2.087.898;15.603.813;318.918;97.200;714.482;0;1.130.600;982.311;17.716.724;20.685.301;8,57%;8,57%;11,78%;7,34%;1,16%
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;12/2015;2.883.142;0;2.883.142;0;2.883.142;15.486.491;1.844;0;39.982;0;41.825;1.253.983;16.782.300;21.901.433;17,18%;17,18%;17,18%;13,16%;8,99%
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;C;2;SAO PAULO;SP;12/2015;2.778.956;0;2.778.956;0;2.778.956;12.845.138;363.448;0;1.061.305;702;1.425.456;1.423.015;15.693.609;23.414.605;17,71%;17,71%;17,71%;11,87%;8,83%
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;C;1;PORTO ALEGRE;RS;12/2015;2.342.917;0;2.342.917;0;2.342.917;13.254.456;19.333;0;0;6.389;25.722;711.980;13.992.157;20.802.891;16,74%;16,74%;16,74%;11,26%;1,44%
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;12/2015;2.374.407;0;2.374.407;0;2.374.407;10.053.620;192.356;77.445;1.335.773;473.155;2.078.729;912.365;13.044.714;17.295.326;18,20%;18,20%;18,20%;13,73%;0,50%
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;12/2015;1.743.439;0;1.743.439;0;1.743.439;9.239.940;81.369;0;2.791.844;0;2.873.212;841.786;12.954.939;19.244.367;13,46%;13,46%;13,46%;9,06%;1,36%
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;12/2015;1.483.992;0;1.483.992;0;1.483.992;10.448.419;81;0;0;0;81;1.252.051;11.700.551;13.978.262;12,68%;12,68%;12,68%;10,62%;3,21%
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;12/2015;1.213.543;0;1.213.543;829.417;2.042.960;10.572.646;26.129;0;0;0;26.129;102.389;10.701.164;15.337.695;11,34%;11,34%;19,09%;7,91%;36,16%
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;12/2015;1.483.208;0;1.483.208;0;1.483.208;6.250.535;214.429;0;2.982.679;0;3.197.109;1.123.149;10.570.793;17.113.598;14,03%;14,03%;14,03%;8,67%;3,45%
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;12/2015;1.475.972;0;1.475.972;80.837;1.556.809;9.637.876;0;0;0;0;0;829.827;10.467.703;10.003.942;14,10%;14,10%;14,87%;14,75%;0,13%
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;12/2015;1.225.055;0;1.225.055;369.368;1.594.423;9.294.288;73.084;462;50.258;17.984;141.787;698.514;10.134.588;13.719.376;12,09%;12,09%;15,73%;8,93%;14,23%
CCB - PRUDENCIAL;1000080295;b1;;C;3;SAO PAULO;SP;12/2015;415.608;0;415.608;1.066.668;1.482.276;8.339.317;32.109;0;21.692;4.466;58.267;1.649.408;10.046.992;12.357.877;4,14%;4,14%;14,75%;3,36%;10,68%
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;12/2015;2.122.056;0;2.122.056;0;2.122.056;7.914.329;61.391;0;256.594;4.222;322.207;799.598;9.036.134;13.894.336;23,48%;23,48%;23,48%;15,27%;11,44%
