Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e) = (c) + (d);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
ITAU - PRUDENCIAL;1000080099;b1;;C;2;SAO PAULO;SP;12/2016;115.408.342;532.392;115.940.734;23.536.939;139.477.673;669.284.246;3.717.331;845.110;18.015.738;1.551.786;24.129.965;37.826.292;731.240.503;1.325.388.942;15,78%;15,86%;19,07%;8,75%;25,41%
BB - PRUDENCIAL;1000080329;b1;;C;1;BRASILIA;DF;12/2016;67.718.439;22.565.113;90.283.551;40.169.657;130.453.208;643.214.021;16.416.423;2.927;2.424.999;0;18.844.349;43.792.910;705.851.279;1.182.912.293;9,59%;12,79%;18,48%;7,63%;15,52%
BRADESCO - PRUDENCIAL;1000080075;b1;;C;2;OSASCO;SP;12/2016;73.747.016;5.015.870;78.762.885;22.363.950;101.126.836;593.241.249;3.384.193;26.195;12.303.005;54.375;15.767.767;50.443.507;659.452.523;1.100.492.792;11,18%;11,94%;15,33%;7,16%;44,76%
BNDES - PRUDENCIAL;1000081847;b4;;C;1;RIO DE JANEIRO;RJ;12/2016;90.413.270;0;90.413.270;45.206.635;135.619.905;534.198.999;53.222.058;0;5.089.554;0;58.311.613;32.338.860;624.849.472;895.263.501;14,47%;14,47%;21,70%;10,10%;8,84%
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;;C;1;BRASILIA;DF;12/2016;54.397.312;0;54.397.312;23.321.987;77.719.299;509.290.815;3.922.153;1.809.534;6.362.640;0;12.094.327;52.781.594;574.166.736;1.336.637.945;9,47%;9,47%;13,54%;4,07%;14,45%
SANTANDER - PRUDENCIAL;1000080185;b1;;C;3;SAO PAULO;SP;12/2016;52.136.783;4.127.184;56.263.966;4.280.864;60.544.831;317.194.537;4.375.121;0;19.528.770;284.729;24.188.620;30.086.072;371.469.229;641.466.559;14,04%;15,15%;16,30%;8,77%;17,89%
BTG PACTUAL - PRUDENCIAL;1000080336;b1;;C;2;RIO DE JANEIRO;RJ;12/2016;11.924.484;4.291.770;16.216.254;3.421.161;19.637.415;55.813.608;2.943.558;4.984.527;18.988.851;5.039.919;31.956.855;3.385.968;91.156.430;118.951.963;13,08%;17,79%;21,54%;13,63%;38,55%
SAFRA - PRUDENCIAL;1000080109;b1;;C;2;SAO PAULO;SP;12/2016;9.433.347;981.133;10.414.479;2.152.926;12.567.405;73.846.219;822.291;0;1.515.210;113.509;2.451.010;5.255.002;81.552.230;167.281.599;11,57%;12,77%;15,41%;6,23%;28,31%
VOTORANTIM - PRUDENCIAL;1000080484;b1;;C;2;SAO PAULO;SP;12/2016;6.836.537;0;6.836.537;2.381.897;9.218.435;55.945.627;136.518;0;430.062;103.286;669.866;4.614.996;61.230.489;129.755.006;11,17%;11,17%;15,06%;5,27%;16,52%
CITIBANK - PRUDENCIAL;1000080192;b1;;C;3;SAO PAULO;SP;12/2016;8.210.245;0;8.210.245;0;8.210.245;35.120.398;482.902;58.104;9.076.903;130.615;9.748.524;4.661.925;49.530.846;79.119.900;16,58%;16,58%;16,58%;10,38%;4,76%
BANRISUL - PRUDENCIAL;1000080154;b1;;C;1;PORTO ALEGRE;RS;12/2016;5.455.579;0;5.455.579;1.065.945;6.521.525;30.172.550;1.021.863;0;929;28.810;1.051.603;7.255.258;38.479.411;72.679.867;14,18%;14,18%;16,95%;7,51%;12,59%
