Instituição financeira;Código;TCB;TD;TC;Cidade;UF;Data;Instituição Sujeita à Apuração da Exposição Total;Instituição Sujeita à Apuração do Patrimônio de Referência;Instituição Utiliza Metodologia Simplificada;Exposição Total ou Ativo Total (R$ mil);Total de Ativos Consolidados no Exterior (US$ mil);Data da Última Alteração de Segmento;SR;
BRADESCO - PRUDENCIAL;1000080075;b1;C;2;OSASCO;SP;03/2018;Sim;Sim;Não;1.108.003.150;29.271.016;01/2017;S1
ITAU - PRUDENCIAL;1000080099;b1;C;2;SAO PAULO;SP;03/2018;Sim;Sim;Não;1.380.093.405;142.482.648;01/2017;S1
SANTANDER - PRUDENCIAL;1000080185;b1;C;3;SAO PAULO;SP;03/2018;Sim;Sim;Não;658.701.849;27.095.301;01/2017;S1
BB - PRUDENCIAL;1000080329;b1;C;1;BRASILIA;DF;03/2018;Sim;Sim;Não;1.137.836.858;47.006.725;01/2017;S1
BTG PACTUAL - PRUDENCIAL;1000080336;b1;C;2;RIO DE JANEIRO;RJ;03/2018;Sim;Sim;Não;152.937.955;15.945.157;01/2017;S1
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;C;1;BRASILIA;DF;03/2018;Sim;Sim;Não;1.317.178.250;NI;01/2017;S1
SAFRA - PRUDENCIAL;1000080109;b1;C;2;SAO PAULO;SP;03/2018;Sim;Sim;Não;178.067.076;5.491.874;01/2017;S2
BANRISUL - PRUDENCIAL;1000080154;b1;C;1;PORTO ALEGRE;RS;03/2018;Sim;Sim;Não;74.334.292;136.533;01/2017;S2
CITIBANK - PRUDENCIAL;1000080192;b1;C;3;SAO PAULO;SP;03/2018;Sim;Sim;Não;69.913.616;NI;01/2017;S2
VOTORANTIM - PRUDENCIAL;1000080484;b1;C;2;SAO PAULO;SP;03/2018;Sim;Sim;Não;112.009.862;1.309.481;01/2017;S2
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;I;1;FORTALEZA;CE;03/2018;Sim;Sim;Não;79.370.303;NI;01/2017;S2
BNDES - PRUDENCIAL;1000081847;b4;C;1;RIO DE JANEIRO;RJ;03/2018;Sim;Sim;Não;979.839.082;NI;01/2017;S2
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;I;2;CURITIBA;PR;03/2018;Sim;Sim;Não;6.706.609;NI;01/2017;S3
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;I;2;PORTO ALEGRE;RS;03/2018;Sim;Sim;Não;11.590.034;NI;01/2017;S3
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;C;3;SAO PAULO;SP;03/2018;Sim;Sim;Não;31.443.311;NI;01/2017;S3
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;C;2;BELO HORIZONTE;MG;03/2018;Sim;Sim;Não;9.456.834;14.757;01/2017;S3
BANESTES - PRUDENCIAL;1000080147;b1;C;1;VITORIA;ES;03/2018;Sim;Sim;Não;17.297.786;NI;01/2017;S3
BMG - PRUDENCIAL;1000080178;b1;C;2;SAO PAULO;SP;03/2018;Sim;Sim;Não;15.163.152;55.669;01/2017;S3
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;C;3;SAO PAULO;SP;03/2018;Sim;Sim;Não;15.177.822;NI;01/2017;S3
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;C;3;SAO PAULO;SP;03/2018;Sim;Sim;Não;41.689.171;2.281.298;01/2018;S3
PAN - PRUDENCIAL;1000080257;b1;C;2;SAO PAULO;SP;03/2018;Sim;Sim;Não;24.499.705;NI;01/2017;S3
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;C;3;SAO PAULO;SP;03/2018;Sim;Sim;Não;11.204.265;NI;01/2017;S3
BRB - PRUDENCIAL;1000080288;b1;C;1;BRASILIA;DF;03/2018;Sim;Sim;Não;15.976.621;NI;01/2017;S3
CCB - PRUDENCIAL;1000080295;b1;C;3;SAO PAULO;SP;03/2018;Sim;Sim;Não;15.864.472;1.361.638;01/2017;S3
ABC-BRASIL - PRUDENCIAL;1000080312;b1;C;3;SAO PAULO;SP;03/2018;Sim;Sim;Não;37.199.958;1.190.362;01/2017;S3
PINE - PRUDENCIAL;1000080374;b1;C;2;SAO PAULO;SP;03/2018;Sim;Sim;Não;9.707.507;91.601;01/2017;S3
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;C;3;SAO PAULO;SP;03/2018;Sim;Sim;Não;21.876.652;NI;01/2017;S3
ING - PRUDENCIAL;1000080501;b1;C;3;SAO PAULO;SP;03/2018;Sim;Sim;Não;6.773.605;NI;01/2017;S3
DEUTSCHE - PRUDENCIAL;1000080532;b1;C;3;SAO PAULO;SP;03/2018;Sim;Sim;Não;9.625.795;0;01/2017;S3
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;C;3;SAO PAULO;SP;03/2018;Sim;Sim;Não;18.213.435;NI;01/2017;S3
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;C;3;SAO PAULO;SP;03/2018;Sim;Sim;Não;8.560.342;NI;01/2017;S3
ALFA - PRUDENCIAL;1000080570;b1;C;2;SAO PAULO;SP;03/2018;Sim;Sim;Não;14.342.497;NI;01/2017;S3
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;C;3;SAO PAULO;SP;03/2018;Sim;Sim;Não;17.386.146;19.725;01/2017;S3
HAITONG - PRUDENCIAL;1000080666;b2;C;3;SAO PAULO;SP;03/2018;Sim;Sim;Não;6.283.059;119.632;01/2017;S3
BNP PARIBAS - PRUDENCIAL;1000080673;b1;C;3;SAO PAULO;SP;03/2018;Sim;Sim;Não;32.716.580;NI;01/2017;S3
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;C;3;SAO PAULO;SP;03/2018;Sim;Sim;Não;7.932.358;NI;01/2017;S3
SICREDI - PRUDENCIAL;1000080745;b1;C;2;PORTO ALEGRE;RS;03/2018;Sim;Sim;Não;44.545.845;NI;01/2017;S3
GMAC - PRUDENCIAL;1000080848;b2;C;3;SAO PAULO;SP;03/2018;Sim;Sim;Não;11.316.206;NI;01/2017;S3
BANCOOB - PRUDENCIAL;1000080879;b1;C;2;BRASILIA;DF;03/2018;Sim;Sim;Não;46.939.064;NI;01/2017;S3
ORIGINAL - PRUDENCIAL;1000080903;b1;C;2;SAO PAULO;SP;03/2018;Sim;Sim;Não;8.123.464;11.019;01/2017;S3
APE POUPEX - PRUDENCIAL;1000081184;n1;I;2;BRASILIA;DF;03/2018;Não;Sim;Não;7.506.919;NI;01/2017;S3
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;I;1;BELEM;PA;03/2018;Sim;Sim;Não;26.467.030;NI;01/2017;S3
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;C;1;PORTO ALEGRE;RS;03/2018;Sim;Sim;Não;17.839.609;NI;01/2017;S3
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;I;1;BELO HORIZONTE;MG;03/2018;Sim;Sim;Não;7.016.968;NI;01/2017;S3
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;I;3;CURITIBA;PR;03/2018;Sim;Sim;Não;8.181.862;NI;01/2017;S3
