Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;12/2017;1.367.922.566;632.446.322;1.279.854.608;1.064.903.913;88.067.958;6.044.872;135.511.422;19,64%;16,02%;4.829;1.282
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;12/2017;1.324.222.212;493.597.595;1.183.874.222;900.415.106;140.347.990;10.550.986;142.251.973;18,80%;23,92%;3.366;1.041
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;12/2017;1.261.489.914;706.275.523;1.227.082.063;1.055.750.795;34.407.851;8.387.663;93.464.469;17,65%;11,03%;3.405;806
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;12/2017;990.312.323;369.474.577;879.836.718;711.895.025;110.475.605;6.676.652;104.672.834;17,12%;43,35%;4.766;1.440
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;12/2017;867.517.060;321.028.294;804.680.753;467.989.887;62.836.307;4.838.496;146.368.386;27,51%;8,60%;4;0
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;12/2017;682.985.479;272.562.232;621.093.433;460.086.970;61.892.046;5.151.886;60.636.448;15,83%;15,15%;2.668;1.217
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;12/2017;152.052.676;59.808.570;142.284.128;126.043.382;9.768.548;1.067.823;12.758.840;13,72%;31,75%;111;5
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;12/2017;126.196.048;14.079.191;107.726.719;58.400.559;18.469.329;1.382.860;17.142.654;18,05%;30,79%;11;0
CIELO - PRUDENCIAL;1000084710;n4;;I;2;BARUERI;SP;12/2017;95.939.956;0;82.133.908;7.919.328;13.806.048;2.140.824;NA;NA%;NA%;0;0
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;12/2017;93.093.338;48.226.370;84.474.764;62.386.462;8.618.574;281.117;9.233.159;15,54%;18,63%;88;0
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;12/2017;73.340.306;31.369.133;66.305.427;56.921.189;7.034.879;736.831;6.578.696;16,98%;8,67%;538;152
