Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e) = (c) + (d);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
BB - PRUDENCIAL;1000080329;b1;;C;1;BRASILIA;DF;06/2016;63.964.567;22.223.710;86.188.277;38.885.380;125.073.657;702.885.694;23.615.602;1.549;1.890.718;0;25.507.869;31.708.475;760.102.037;1.197.242.600;8,42%;11,34%;16,45%;7,20%;15,59%
ITAU - PRUDENCIAL;1000080099;b1;;C;2;SAO PAULO;SP;06/2016;111.464.039;685.032;112.149.072;23.686.301;135.835.372;694.011.103;1.231.214;510.066;15.655.797;312.405;17.709.483;43.447.870;755.168.456;1.305.978.506;14,76%;14,85%;17,99%;8,59%;24,36%
BNDES - PRUDENCIAL;1000081847;b4;;C;1;RIO DE JANEIRO;RJ;06/2016;70.260.148;0;70.260.148;35.130.074;105.390.222;566.301.497;51.514.905;0;8.158.245;0;59.673.150;29.806.020;655.780.667;939.086.033;10,71%;10,71%;16,07%;7,48%;11,66%
BRADESCO - PRUDENCIAL;1000080075;b1;;C;2;OSASCO;SP;06/2016;79.376.906;0;79.376.906;23.170.917;102.547.823;529.475.417;3.337.266;257.125;11.195.993;22.902;14.813.287;38.501.528;582.790.232;976.103.457;13,62%;13,62%;17,60%;8,13%;33,81%
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;;C;1;BRASILIA;DF;06/2016;49.394.585;0;49.394.585;22.681.614;72.076.198;508.456.278;6.133.040;2.018.876;3.069.118;0;11.221.034;44.156.342;563.833.655;1.299.649.750;8,76%;8,76%;12,78%;3,80%;15,39%
SANTANDER - PRUDENCIAL;1000080185;b1;;C;3;SAO PAULO;SP;06/2016;53.241.414;4.064.715;57.306.129;4.214.786;61.520.915;308.197.356;6.037.549;0;16.898.522;216.942;23.153.013;16.779.267;348.129.635;625.451.609;15,29%;16,46%;17,67%;9,16%;17,46%
BTG PACTUAL - PRUDENCIAL;1000080336;b1;;C;2;RIO DE JANEIRO;RJ;06/2016;17.801.456;4.225.260;22.026.716;3.425.628;25.452.344;104.373.564;2.317.051;40.869.195;26.692.122;5.443.959;75.322.327;2.167.323;181.863.214;239.807.445;9,79%;12,11%;14,00%;9,19%;37,67%
HSBC - PRUDENCIAL;1000080525;b1;;C;3;CURITIBA;PR;06/2016;8.509.158;0;8.509.158;5.693.284;14.202.442;86.806.434;54.792;0;4.364.527;0;4.419.319;12.154.379;103.380.131;162.757.424;8,23%;8,23%;13,74%;5,23%;14,01%
SAFRA - PRUDENCIAL;1000080109;b1;;C;2;SAO PAULO;SP;06/2016;9.383.801;985.030;10.368.831;1.986.304;12.355.134;68.542.663;1.357.136;0;564.162;297.377;2.218.675;4.416.457;75.177.795;167.967.033;12,48%;13,79%;16,43%;6,17%;25,95%
VOTORANTIM - PRUDENCIAL;1000080484;b1;;C;2;SAO PAULO;SP;06/2016;6.892.490;0;6.892.490;2.772.609;9.665.099;57.113.833;61.740;0;1.560.351;32.095;1.654.186;6.016.317;64.784.336;128.215.047;10,64%;10,64%;14,92%;5,38%;4,38%
