Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;06/2010;9.259.440;125.340.262;91.155.425;285.253.904;-16.389.468;268.864.436;35.893;4.960.447;2.395.699;-206.804;7.185.234;94.443.823;65.084.460;24.971.027;686.304.108;2.395.699;683.908.409
ITAU;10069;b1;;C;2;SAO PAULO;SP;06/2010;10.495.790;107.627.531;78.294.407;198.581.381;-19.541.011;179.040.370;2.645.238;80.779.572;40.719.844;-2.577.692;121.566.961;78.876.163;65.726.679;29.009.974;670.637.876;40.719.844;629.918.032
BRADESCO;10045;b1;;C;2;OSASCO;SP;06/2010;6.677.182;96.403.486;62.073.012;172.139.303;-13.372.838;158.766.465;209.972;33.912.318;15.277.170;-1.638.158;47.761.302;57.943.628;54.230.582;27.043.765;510.899.422;15.277.170;495.622.252
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;06/2010;1.809;1.589.733;91.098.437;167.005.462;-3.199.252;163.806.211;0;0;0;0;0;8.514.787;153.353.212;44.936.233;463.300.423;0;463.300.423
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;06/2010;3.246.001;31.555.452;110.112.962;149.152.319;-9.704.216;139.448.103;0;0;0;0;0;18.521.982;72.846.173;5.507.269;381.237.941;0;381.237.941
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;06/2010;3.529.977;20.447.136;72.592.124;127.316.158;-7.967.749;119.348.409;290.152;22.288.640;10.264.329;-680.173;32.162.949;68.438.904;29.036.844;30.754.975;376.311.317;10.264.329;366.046.988
HSBC;51152;b1;;C;3;CURITIBA;PR;06/2010;1.693.036;16.141.321;19.755.524;34.221.223;-2.153.068;32.068.156;25.469;6.168.721;2.712.198;-146.117;8.760.272;21.117.352;15.989.097;3.709.540;119.234.297;2.712.198;116.522.099
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;06/2010;93.497;15.788.850;28.187.749;41.903.978;-1.415.896;40.488.082;18.323;6.639.052;2.634.991;-79.260;9.213.106;6.005.210;4.711.697;197.296;104.685.488;2.634.991;102.050.497
SAFRA;10083;b1;;C;2;SAO PAULO;SP;06/2010;746.572;21.233.401;11.892.200;23.501.490;-554.820;22.946.670;549.268;10.819.912;6.445.700;-188.925;17.625.955;4.558.493;1.251.339;1.506.123;81.760.751;6.445.700;75.315.051
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;06/2010;277.451;12.117.249;11.878.820;9.739.987;-1.517.923;8.222.064;792;95.992;26.036;-6.182;116.638;16.473.548;2.098.472;964.922;52.149.163;26.036;52.123.127
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;06/2010;17.589;11.293.212;13.147.039;2.080.260;-71.301;2.008.960;0;0;0;0;0;6.020.691;76.200;140.819;32.704.509;0;32.704.509
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;06/2010;339.839;4.115.619;8.090.367;14.909.392;-1.054.747;13.854.645;271;133.117;49.328;-9.829;172.887;1.772.784;2.388.467;613.033;31.347.640;49.328;31.298.313
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;06/2010;793.404;14.693.468;5.716.641;3.524.042;-254.857;3.269.186;0;0;0;0;0;4.789.225;58.442;442.242;29.762.608;0;29.762.608
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;06/2010;17.990;3.712.738;3.209.142;5.838.133;-240.103;5.598.030;11.471;219.593;144;0;231.208;7.412.897;138.273;367.186;20.687.463;144;20.687.320
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;06/2010;80.485;3.655.329;5.356.595;9.512.286;-548.533;8.963.753;0;0;0;0;0;1.315.645;291.306;191.086;19.854.198;0;19.854.198
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;06/2010;1.527;0;237;14.141.737;-505.428;13.636.308;12.133;3.610.200;1.861.213;-136.194;5.347.352;983.013;196.332;153.178;20.317.947;1.861.213;18.456.734
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;06/2010;114.218;3.163.195;3.094.632;872.034;-6.566;865.468;0;0;0;0;0;9.425.831;174.849;91.882;16.930.076;0;16.930.076
BIC;32119;b1;;C;2;SAO PAULO;SP;06/2010;243.688;1.269.782;791.924;9.841.710;-372.097;9.469.613;6.389;424.880;59.827;-6.847;484.249;1.876.044;222.470;198.757;14.556.526;59.827;14.496.699
