Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j);
;;;;;;;;;Depósito Total;;;;;;Obrigações por Operações Compromissadas (b);Recursos de Aceites e Emissão de Títulos;;;;;;Obrigações por Empréstimos e Repasses (d);Captações (e) = (a) + (b) + (c) + (d);;;;;;;
;;;;;;;;;Depósitos à Vista (a1);Depósitos de Poupança (a2);Depósitos Interfinanceiros (a3);Depósitos a Prazo (a4);Outros Depósitos (a5);Depósito Total (a);;Letras de Crédito Imobiliário (c1);Letras de Crédito do Agronegócio (c2);Letras Financeiras (c3);Obrigações por Títulos e Valores Mobiliários no Exterior (c4);Outros Recursos de Aceites e Emissão de Títulos (c5);Recursos de Aceites e Emissão de Títulos (c);;;;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;06/2011;60.515.366;89.216.638;10.972.727;214.263.285;10.142.840;385.110.856;175.455.771;0;3.310.287;827.063;9.295.434;0;13.432.784;54.735.343;628.734.754;1.835.413;125.263.742;755.833.909;274.197;54.673.851;810.781.957
ITAU;10069;b1;;C;2;SAO PAULO;SP;06/2011;26.662.297;60.008.457;2.795.612;132.471.454;255.936;222.193.756;203.670.666;11.350.056;2.261.182;14.898.786;11.735.982;254.313;40.500.319;50.201.057;516.565.798;7.214.300;177.147.006;700.927.104;625.382;67.111.026;768.663.512
BRADESCO;10045;b1;;C;2;OSASCO;SP;06/2011;33.131.276;54.810.856;699.630;125.401.822;118.250;214.161.835;166.758.492;1.521.421;1.835.033;19.384.633;6.941.484;1.327.042;31.009.612;45.206.909;457.136.848;1.221.345;96.056.382;554.414.574;455.552;53.019.328;607.889.454
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;06/2011;0;0;0;0;21.212.539;21.212.539;0;0;0;0;0;0;0;307.387.974;328.600.513;189.627;167.413.926;496.204.067;0;65.366.032;561.570.099
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;06/2011;20.694.453;136.291.566;2.292.910;65.062.047;10.120.532;234.461.509;62.423.863;12.655.968;0;2.362.676;0;544.320;15.562.964;74.653.402;387.101.738;852;54.855.563;441.958.153;0;18.201.533;460.159.686
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;06/2011;14.063.426;30.299.045;2.283.052;74.995.504;108.387;121.749.414;76.194.023;8.243.196;917.483;14.883.335;7.338.788;800.124;32.182.926;25.012.274;255.138.638;5.180.687;86.332.534;346.651.859;193.348;65.196.894;412.042.101
HSBC;51152;b1;;C;3;CURITIBA;PR;06/2011;8.435.449;3.947.273;1.468.467;62.123.295;152.322;76.126.806;4.889.616;2.366.656;163.937;7.133.651;1.683.093;0;11.347.337;11.082.786;103.446.546;4.840.458;27.997.375;136.284.379;0;8.269.635;144.554.014
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;06/2011;374.282;0;1.160.946;22.097.076;108;23.632.411;39.931.360;2.894;1.582.641;5.705.050;5.376.379;3.008.215;15.675.179;12.699.438;91.938.388;6.336.443;15.212.261;113.487.092;38.871;8.705.606;122.231.569
SAFRA;10083;b1;;C;2;SAO PAULO;SP;06/2011;822.815;978.341;3.131.186;10.355.026;533;15.287.902;26.697.902;0;1.157.094;3.292.880;1.830.119;525.879;6.805.972;11.796.778;60.588.554;2.963.698;14.380.028;77.932.281;36.990;5.926.631;83.895.902
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;06/2011;3.382.309;529.613;98.440;11.072.457;196.466;15.279.285;1.250.610;113.692;330.950;243.222;0;0;687.864;6.693.987;23.911.747;2.767.054;21.125.456;47.804.256;12.827;7.061.880;54.878.963
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;06/2011;1.967.837;0;329.216;10.739.776;0;13.036.829;19.907.308;387.813;1.067.455;4.174.413;8.696;0;5.638.376;1.245.682;39.828.195;1.560.367;5.044.210;46.432.772;33.446;5.826.836;52.293.054
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;06/2011;2.697.778;5.158.770;10.208;12.186.733;3.026;20.056.515;1.778.916;0;0;0;0;0;0;1.837.060;23.672.492;0;7.186.525;30.859.017;4.547;4.118.892;34.982.455
