Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e) = (c) + (d);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
CITIBANK - PRUDENCIAL;1000080192;b1;;C;3;SAO PAULO;SP;06/2015;6.762.640;0;6.762.640;0;6.762.640;37.819.429;2.674.343;47.878;7.896.267;185.130;10.803.617;4.959.101;53.582.147;NA;12,62%;12,62%;12,62%;NA%;13,00%
BANRISUL - PRUDENCIAL;1000080154;b1;;C;1;PORTO ALEGRE;RS;06/2015;5.790.173;0;5.790.173;1.243.603;7.033.776;33.175.273;842.436;0;427;18.550;861.413;5.680.699;39.717.386;NA;14,58%;14,58%;17,71%;NA%;3,80%
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;;I;1;FORTALEZA;CE;06/2015;2.813.862;0;2.813.862;2.480.225;5.294.087;30.701.527;378.887;2.891;70.391;0;452.169;6.129.821;37.283.518;NA;7,55%;7,55%;14,20%;NA%;4,26%
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;;C;3;SAO PAULO;SP;06/2015;2.958.521;0;2.958.521;1.551.300;4.509.821;17.879.098;180.209;3.135;4.199.626;845.576;5.228.546;3.134.098;26.241.742;NA;11,27%;11,27%;17,19%;NA%;12,93%
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;;C;3;SAO PAULO;SP;06/2015;3.807.605;0;3.807.605;0;3.807.605;12.789.493;238.712;1.868;5.794.345;1.636.709;7.671.634;1.798.020;22.259.148;NA;17,11%;17,11%;17,11%;NA%;1,13%
BNP PARIBAS - PRUDENCIAL;1000080673;b1;;C;3;SAO PAULO;SP;06/2015;2.788.313;0;2.788.313;566.914;3.355.227;16.899.899;110.432;6.912;2.193.847;19;2.311.210;2.058.884;21.269.993;NA;13,11%;13,11%;15,77%;NA%;2,03%
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;06/2015;2.331.932;0;2.331.932;713.395;3.045.327;18.832.513;372.538;36.045;623.573;0;1.032.156;712.553;20.577.222;NA;11,33%;11,33%;14,80%;NA%;1,34%
PAN;1000080257;b1;;C;2;SAO PAULO;SP;06/2015;2.376.249;0;2.376.249;914.152;3.290.401;18.538.301;121.469;0;606.056;0;727.525;705.034;19.970.860;NA;11,90%;11,90%;16,48%;NA%;17,10%
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;06/2015;2.775.159;0;2.775.159;1.022.707;3.797.866;18.751.847;0;0;0;0;0;573.548;19.325.396;NA;14,36%;14,36%;19,65%;NA%;0,96%
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;06/2015;2.673.551;0;2.673.551;0;2.673.551;15.329.979;2.040;0;42.427;0;44.467;748.704;16.123.150;NA;16,58%;16,58%;16,58%;NA%;10,09%
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;C;3;SAO PAULO;SP;06/2015;1.513.026;0;1.513.026;569.334;2.082.360;14.129.065;113.773;155.445;577.064;0;846.282;896.446;15.871.793;NA;9,53%;9,53%;13,12%;NA%;1,33%
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;I;2;SAO PAULO;SP;06/2015;2.638.754;0;2.638.754;0;2.638.754;12.067.977;199.420;0;1.233.628;2.538;1.435.586;956.426;14.459.989;NA;18,25%;18,25%;18,25%;NA%;8,74%
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;C;1;PORTO ALEGRE;RS;06/2015;2.166.562;0;2.166.562;0;2.166.562;13.048.554;6.793;0;0;12.418;19.211;711.980;13.779.744;NA;15,72%;15,72%;15,72%;NA%;1,58%
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;06/2015;1.723.175;0;1.723.175;0;1.723.175;7.426.885;917.006;0;3.659.416;0;4.576.422;810.080;12.813.387;NA;13,45%;13,45%;13,45%;NA%;1,85%
CCB - PRUDENCIAL;1000080295;b1;;C;3;SAO PAULO;SP;06/2015;842.272;0;842.272;669.142;1.511.414;11.032.611;52.055;0;18.863;2.347;73.265;989.117;12.094.994;NA;6,96%;6,96%;12,50%;NA%;10,34%
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;06/2015;1.454.760;0;1.454.760;0;1.454.760;10.154.111;645;0;0;0;645;1.178.825;11.333.582;NA;12,84%;12,84%;12,84%;NA%;2,28%
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;06/2015;1.210.536;0;1.210.536;829.417;2.039.954;10.562.439;62.268;0;429.561;0;491.829;157.448;11.211.716;NA;10,80%;10,80%;18,19%;NA%;33,83%
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;06/2015;1.424.566;0;1.424.566;125.262;1.549.828;10.215.341;0;0;0;0;0;783.316;10.998.657;NA;12,95%;12,95%;14,09%;NA%;0,15%
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;06/2015;2.179.627;0;2.179.627;0;2.179.627;7.697.596;19.338;43.409;1.248.791;375.955;1.687.493;912.365;10.297.454;NA;21,17%;21,17%;21,17%;NA%;0,72%
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;06/2015;2.102.480;0;2.102.480;0;2.102.480;8.539.554;8.735;0;740.847;6.173;755.755;766.553;10.061.861;NA;20,90%;20,90%;20,90%;NA%;11,38%
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;;C;2;RIO DE JANEIRO;RJ;06/2015;4.758.667;0;4.758.667;0;4.758.667;941.075;0;0;1.636.128;7.168.722;8.804.850;158.272;9.904.197;NA;48,05%;48,05%;48,05%;NA%;0,00%
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;06/2015;1.450.321;0;1.450.321;17.481;1.467.802;4.805.731;2.482.616;0;1.458.874;73;3.941.563;1.025.929;9.773.224;NA;14,84%;14,84%;15,02%;NA%;3,22%
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;06/2015;1.202.698;0;1.202.698;214.148;1.416.846;8.979.442;54.651;271;48.190;9.963;113.074;674.637;9.767.153;NA;12,31%;12,31%;14,51%;NA%;14,73%
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;06/2015;1.173.917;0;1.173.917;74.501;1.248.418;8.515.069;1.691;292.909;646.718;0;941.318;110.909;9.567.296;NA;12,27%;12,27%;13,05%;NA%;2,39%
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;;C;2;BELO HORIZONTE;MG;06/2015;665.755;855;666.610;397.303;1.063.913;7.615.260;4.834;0;1.250;0;6.084;646.473;8.267.817;NA;8,05%;8,06%;12,87%;NA%;24,97%
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;06/2015;1.106.143;0;1.106.143;0;1.106.143;5.008.944;36.840;0;1.519.036;19.900;1.575.776;143.166;6.727.887;NA;16,44%;16,44%;16,44%;NA%;8,66%
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;;I;3;CURITIBA;PR;06/2015;1.230.352;0;1.230.352;0;1.230.352;6.127.448;0;0;0;0;0;441.669;6.569.117;NA;18,73%;18,73%;18,73%;NA%;2,02%
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;;I;1;BELO HORIZONTE;MG;06/2015;1.061.856;0;1.061.856;0;1.061.856;5.294.089;94.221;0;436.706;0;530.927;421.147;6.246.163;NA;17,00%;17,00%;17,00%;NA%;9,76%
BANESTES - PRUDENCIAL;1000080147;b1;;C;1;VITORIA;ES;06/2015;1.109.531;0;1.109.531;0;1.109.531;5.109.062;21.216;0;66.052;0;87.267;996.589;6.192.919;NA;17,92%;17,92%;17,92%;NA%;19,39%
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;06/2015;1.175.454;0;1.175.454;0;1.175.454;2.596.014;208.923;78.194;2.396.887;111.570;2.795.574;745.771;6.137.358;NA;19,15%;19,15%;19,15%;NA%;1,45%
SICREDI - PRUDENCIAL;1000080745;b1;;C;2;PORTO ALEGRE;RS;06/2015;1.148.325;125.817;1.274.142;0;1.274.142;5.285.511;15.391;0;27.702;168;43.261;792.387;6.121.159;NA;18,76%;20,82%;20,82%;NA%;7,68%
ORIGINAL - PRUDENCIAL;1000080903;b1;;C;2;SAO PAULO;SP;06/2015;1.987.285;0;1.987.285;0;1.987.285;4.403.678;222.033;2.821;438.154;125.946;788.953;393.185;5.585.817;NA;35,58%;35,58%;35,58%;NA%;16,14%
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;;I;3;SAO PAULO;SP;06/2015;733.062;0;733.062;622.636;1.355.698;5.194.891;178.080;0;11.655;0;189.735;182.678;5.567.304;NA;13,17%;13,17%;24,35%;NA%;0,31%
JOHN DEERE - PRUDENCIAL;1000080343;b1;;C;3;INDAIATUBA;SP;06/2015;776.665;0;776.665;80.296;856.961;4.971.475;415.776;0;0;0;415.776;163.877;5.551.128;NA;13,99%;13,99%;15,44%;NA%;0,56%
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;;C;3;SAO PAULO;SP;06/2015;766.085;0;766.085;0;766.085;4.967.292;23.215;0;216.941;0;240.155;210.163;5.417.610;NA;14,14%;14,14%;14,14%;NA%;2,80%
CREFISA S.A. CFI - PRUDENCIAL;1000083632;n1;;I;2;SAO PAULO;SP;06/2015;2.554.510;0;2.554.510;0;2.554.510;2.584.739;0;0;0;0;0;2.729.895;5.314.634;NA;48,07%;48,07%;48,07%;NA%;0,68%
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;06/2015;839.300;0;839.300;0;839.300;4.574.502;12.892;0;75.563;0;88.455;621.948;5.284.905;NA;15,88%;15,88%;15,88%;NA%;9,64%
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;;I;3;SAO PAULO;SP;06/2015;1.223.668;0;1.223.668;0;1.223.668;3.003.232;43.529;0;1.250.482;0;1.294.010;314.427;4.611.669;NA;26,53%;26,53%;26,53%;NA%;4,38%
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;;C;3;SAO PAULO;SP;06/2015;726.015;0;726.015;0;726.015;4.108.630;49.768;0;0;0;49.768;260.743;4.419.141;NA;16,43%;16,43%;16,43%;NA%;0,33%
J.MALUCELLI - PRUDENCIAL;1000080233;b1;;C;2;CURITIBA;PR;06/2015;1.162.291;0;1.162.291;0;1.162.291;3.609.924;11.581;0;24.202;27.605;63.387;634.599;4.307.910;NA;26,98%;26,98%;26,98%;NA%;39,81%
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;;C;2;SAO PAULO;SP;06/2015;468.666;0;468.666;84.969;553.635;4.020.582;22.116;0;46.391;0;68.507;191.145;4.280.235;NA;10,95%;10,95%;12,93%;NA%;2,32%
PORTO SEGURO - PRUDENCIAL;1000080642;n1;;C;2;SAO PAULO;SP;06/2015;590.164;0;590.164;0;590.164;3.260.826;4.334;0;37.015;0;41.349;976.976;4.279.151;NA;13,79%;13,79%;13,79%;NA%;0,83%
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;;I;3;PORTO ALEGRE;RS;06/2015;805.111;0;805.111;0;805.111;3.821.833;4.405;0;0;0;4.405;272.002;4.098.240;NA;19,65%;19,65%;19,65%;NA%;0,51%
VOLVO - PRUDENCIAL;1000080769;b2;;C;3;CURITIBA;PR;06/2015;685.208;0;685.208;24.213;709.421;3.719.735;0;0;0;0;0;317.127;4.036.862;NA;16,97%;16,97%;17,57%;NA%;1,73%
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;;I;1;PORTO ALEGRE;RS;06/2015;564.665;0;564.665;0;564.665;3.748.494;2.262;0;0;0;2.262;275.065;4.025.821;NA;14,03%;14,03%;14,03%;NA%;6,07%
APE POUPEX - PRUDENCIAL;1000081184;n1;;I;2;BRASILIA;DF;06/2015;715.271;0;715.271;0;715.271;3.688.905;0;0;7.223;0;7.223;307.506;4.003.634;NA;17,87%;17,87%;17,87%;NA%;6,12%
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;;I;3;SAO PAULO;SP;06/2015;550.144;0;550.144;0;550.144;3.869.628;0;0;0;0;0;64.550;3.934.178;NA;13,98%;13,98%;13,98%;NA%;3,17%
HAITONG - PRUDENCIAL;1000080666;b2;;C;3;SAO PAULO;SP;06/2015;653.904;0;653.904;0;653.904;2.317.116;47.269;0;1.339.056;0;1.386.325;213.056;3.916.497;NA;16,70%;16,70%;16,70%;NA%;4,95%
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;;I;3;SAO PAULO;SP;06/2015;1.343.223;0;1.343.223;0;1.343.223;3.735.828;9.107;0;0;0;9.107;158.533;3.903.468;NA;34,41%;34,41%;34,41%;NA%;2,56%
HONDA - PRUDENCIAL;1000080611;b2;;C;3;SAO PAULO;SP;06/2015;1.056.322;0;1.056.322;0;1.056.322;3.672.542;0;0;0;0;0;212.900;3.885.441;NA;27,19%;27,19%;27,19%;NA%;1,99%
INDUSVAL - PRUDENCIAL;1000080415;b1;;C;2;SAO PAULO;SP;06/2015;421.550;0;421.550;0;421.550;3.154.661;35.092;21.895;42.264;1.144;100.396;157.693;3.412.749;NA;12,35%;12,35%;12,35%;NA%;22,45%
RODOBENS - PRUDENCIAL;1000080855;b1;;C;2;SAO PAULO;SP;06/2015;895.481;0;895.481;0;895.481;3.233.336;0;0;3.427;0;3.427;67.415;3.304.179;NA;27,10%;27,10%;27,10%;NA%;33,57%
ING - PRUDENCIAL;1000080501;b1;;C;3;SAO PAULO;SP;06/2015;860.530;0;860.530;0;860.530;2.245.059;52.176;0;803.918;0;856.094;167.762;3.268.916;NA;26,32%;26,32%;26,32%;NA%;0,30%
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;;I;1;BELEM;PA;06/2015;599.249;0;599.249;0;599.249;2.881.769;1.548;0;4.367;0;5.915;262.155;3.149.838;NA;19,02%;19,02%;19,02%;NA%;17,74%
BANCO FIDIS - PRUDENCIAL;1000081751;b2;;I;3;BETIM;MG;06/2015;562.864;0;562.864;0;562.864;2.765.281;3.403;0;0;0;3.403;272.851;3.041.535;NA;18,51%;18,51%;18,51%;NA%;1,17%
PSA FINANCE - PRUDENCIAL;1000080594;b2;;C;3;SAO PAULO;SP;06/2015;735.171;0;735.171;0;735.171;2.709.357;2.336;0;0;0;2.336;228.683;2.940.376;NA;25,00%;25,00%;25,00%;NA%;0,72%
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;;I;2;SAO PAULO;SP;06/2015;853.514;0;853.514;0;853.514;2.513.546;0;0;0;0;0;239.869;2.753.415;NA;31,00%;31,00%;31,00%;NA%;0,06%
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;;C;2;SAO PAULO;SP;06/2015;413.377;0;413.377;0;413.377;2.414.340;0;0;96.410;0;96.410;195.940;2.706.691;NA;15,27%;15,27%;15,27%;NA%;10,70%
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;;C;2;SAO PAULO;SP;06/2015;478.880;0;478.880;9.624;488.504;2.273.844;39.581;0;184.553;0;224.134;194.716;2.692.694;NA;17,78%;17,78%;18,14%;NA%;7,20%
BBM - PRUDENCIAL;1000080161;b1;;C;2;SALVADOR;BA;06/2015;559.388;0;559.388;0;559.388;1.720.214;87.659;0;643.039;1;730.699;188.312;2.639.225;NA;21,20%;21,20%;21,20%;NA%;6,23%
SOFISA - PRUDENCIAL;1000080271;b1;;C;2;SAO PAULO;SP;06/2015;609.569;0;609.569;0;609.569;2.395.851;37.672;25;15.445;4.530;57.672;179.614;2.633.137;NA;23,15%;23,15%;23,15%;NA%;18,74%
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;;I;3;RIO DE JANEIRO;RJ;06/2015;386.031;0;386.031;0;386.031;468.266;108.221;29.125;1.506.447;60.794;1.704.587;448.905;2.621.758;NA;14,72%;14,72%;14,72%;NA%;5,00%
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;06/2015;976.182;0;976.182;0;976.182;2.172.951;0;0;0;0;0;347.423;2.520.373;NA;38,73%;38,73%;38,73%;NA%;7,03%
MIZUHO - PRUDENCIAL;1000080697;b1;;C;3;SAO PAULO;SP;06/2015;476.145;0;476.145;0;476.145;1.925.807;5.745;0;408.227;0;413.973;65.560;2.405.339;NA;19,80%;19,80%;19,80%;NA%;1,21%
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;;C;1;ARACAJU;SE;06/2015;265.406;0;265.406;40.424;305.830;2.090.684;0;0;5.483;2;5.485;302.084;2.398.252;NA;11,07%;11,07%;12,75%;NA%;32,16%
SCANIA - PRUDENCIAL;1000080776;b2;;C;3;SAO BERNARDO DO CAMPO;SP;06/2015;244.532;0;244.532;62.427;306.959;2.126.111;0;0;0;0;0;122.796;2.248.907;NA;10,87%;10,87%;13,65%;NA%;2,03%
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;;C;2;UBERLANDIA;MG;06/2015;381.515;0;381.515;0;381.515;1.620.170;0;0;1.507;0;1.507;608.003;2.229.680;NA;17,11%;17,11%;17,11%;NA%;15,87%
BONSUCESSO - PRUDENCIAL;1000080422;b1;;I;2;BELO HORIZONTE;MG;06/2015;215.143;0;215.143;151.084;366.226;1.632.374;8.760;2;280.091;18.364;307.217;278.764;2.218.355;NA;9,70%;9,70%;16,51%;NA%;15,12%
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;06/2015;306.567;0;306.567;0;306.567;1.900.082;7.411;3.335;36.036;2.965;49.747;147.947;2.097.776;NA;14,61%;14,61%;14,61%;NA%;3,15%
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;06/2015;659.113;0;659.113;0;659.113;2.083.077;NA;NA;NA;NA;NA;NA;2.083.077;NA;31,64%;31,64%;31,64%;NA%;2,58%
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;;I;3;SAO PAULO;SP;06/2015;449.041;0;449.041;0;449.041;1.881.765;10.213;0;4.599;0;14.813;125.445;2.022.022;NA;22,21%;22,21%;22,21%;NA%;0,08%
OMNI - PRUDENCIAL;1000080460;n1;;C;2;SAO PAULO;SP;06/2015;231.390;69.724;301.113;0;301.113;1.497.101;0;0;0;0;0;340.255;1.837.356;NA;12,59%;16,39%;16,39%;NA%;1,03%
CAIXA GERAL - PRUDENCIAL;1000080927;b1;;C;3;SAO PAULO;SP;06/2015;351.990;0;351.990;0;351.990;1.609.851;2.520;0;27.818;0;30.338;180.717;1.820.906;NA;19,33%;19,33%;19,33%;NA%;1,51%
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;;I;3;SAO PAULO;SP;06/2015;430.760;0;430.760;0;430.760;1.120.559;29.725;0;459.997;0;489.722;108.994;1.719.275;NA;25,05%;25,05%;25,05%;NA%;0,56%
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;;C;2;RIO DE JANEIRO;RJ;06/2015;229.184;0;229.184;56.540;285.724;1.253.993;118.129;327;224.191;7.791;350.438;102.378;1.706.808;NA;13,43%;13,43%;16,74%;NA%;2,38%
BARCLAYS - PRUDENCIAL;1000080817;b1;;C;3;SAO PAULO;SP;06/2015;559.668;0;559.668;0;559.668;682.080;35.450;0;632.999;0;668.449;344.124;1.694.653;NA;33,03%;33,03%;33,03%;NA%;4,55%
BCO FORD S.A. - PRUDENCIAL;1000081782;b2;;I;3;SAO PAULO;SP;06/2015;255.176;0;255.176;0;255.176;1.544.356;0;0;0;0;0;147.236;1.691.592;NA;15,08%;15,08%;15,08%;NA%;0,00%
HP FINANCIAL SERVICES AM S.A - PRUDENCIAL;1000082987;n1;;I;3;BARUERI;SP;06/2015;471.914;0;471.914;0;471.914;1.543.591;19.671;0;0;0;19.671;116.719;1.679.980;NA;28,09%;28,09%;28,09%;NA%;0,00%
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;;I;3;SAO PAULO;SP;06/2015;515.021;0;515.021;0;515.021;1.109.989;458.155;0;9;0;458.165;44.427;1.612.580;NA;31,94%;31,94%;31,94%;NA%;1,64%
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;;I;3;RIO DE JANEIRO;RJ;06/2015;275.240;0;275.240;0;275.240;1.196.158;219.408;0;0;0;219.408;155.723;1.571.289;NA;17,52%;17,52%;17,52%;NA%;0,00%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;06/2015;298.830;0;298.830;2.332;301.162;1.396.160;83.013;0;0;0;83.013;84.661;1.563.834;NA;19,11%;19,11%;19,26%;NA%;6,11%
RENDIMENTO - PRUDENCIAL;1000080659;b1;;C;2;SAO PAULO;SP;06/2015;233.722;0;233.722;0;233.722;884.612;67.732;0;10.343;0;78.076;598.357;1.561.044;NA;14,97%;14,97%;14,97%;NA%;9,62%
INTERMEDIUM - PRUDENCIAL;1000080996;b1;;C;2;BELO HORIZONTE;MG;06/2015;309.827;0;309.827;0;309.827;1.220.878;0;0;0;0;0;250.458;1.471.336;NA;21,06%;21,06%;21,06%;NA%;2,25%
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;06/2015;386.082;0;386.082;0;386.082;1.306.252;NA;NA;NA;NA;NA;NA;1.306.252;NA;29,56%;29,56%;29,56%;NA%;0,29%
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;;I;1;SAO PAULO;SP;06/2015;803.928;0;803.928;0;803.928;1.148.684;0;0;0;0;0;155.886;1.304.570;NA;61,62%;61,62%;61,62%;NA%;0,16%
BMW - PRUDENCIAL;1000080635;n1;;C;3;SAO PAULO;SP;06/2015;245.198;0;245.198;0;245.198;1.162.555;0;0;0;0;0;74.254;1.236.809;NA;19,83%;19,83%;19,83%;NA%;0,55%
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;;I;2;LONDRINA;PR;06/2015;363.107;0;363.107;0;363.107;1.070.812;0;0;2.959;3.401;6.360;101.323;1.178.495;NA;30,81%;30,81%;30,81%;NA%;3,44%
