Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e) = (c) + (d);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;06/2012;NA;NA;68.124.622;28.750.520;92.602.660;602.975.182;0;18.161;1.123.924;9.508;1.151.594;32.934.418;637.061.194;NA;NA%;NA%;14,54%;NA%;29,59%
ITAU;10069;b1;;C;2;SAO PAULO;SP;06/2012;NA;NA;74.701.841;27.560.899;101.953.520;556.359.447;0;924.709;18.450.191;719.864;20.094.764;36.027.622;612.481.833;NA;NA%;NA%;16,65%;NA%;40,19%
BRADESCO;10045;b1;;C;2;OSASCO;SP;06/2012;NA;NA;62.102.009;27.890.763;89.885.720;482.326.214;0;93.408;27.292.234;1.186.468;28.572.110;23.122.342;534.020.665;NA;NA%;NA%;16,83%;NA%;43,49%
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;06/2012;NA;NA;50.955.714;43.635.635;94.041.305;455.375.219;8.969.946;0;10.573.236;0;19.543.182;8.088.257;483.006.658;NA;NA%;NA%;19,47%;NA%;36,02%
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;06/2012;NA;NA;23.673.106;21.874.251;44.343.094;323.852.175;0;0;2.108.947;0;2.108.947;17.408.915;343.370.036;NA;NA%;NA%;12,91%;NA%;14,92%
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;06/2012;NA;NA;64.940.303;6.507.138;71.383.529;285.031.820;6.637.476;16.127;17.224.834;915.618;24.794.056;16.800.749;326.626.624;NA;NA%;NA%;21,85%;NA%;33,64%
HSBC;51152;b1;;C;3;CURITIBA;PR;06/2012;NA;NA;9.153.334;2.948.025;12.101.359;76.675.232;0;0;4.314.255;59.006;4.373.261;8.848.586;89.897.079;NA;NA%;NA%;13,46%;NA%;33,80%
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;06/2012;NA;NA;8.948.314;4.675.983;13.624.297;82.817.071;0;64.309;1.997.536;114.700;2.176.545;2.908.597;87.902.213;NA;NA%;NA%;15,50%;NA%;2,59%
SAFRA;10083;b1;;C;2;SAO PAULO;SP;06/2012;NA;NA;6.278.669;2.251.257;8.529.926;61.574.593;0;72.411;1.180.724;93.032;1.346.167;2.404.945;65.325.705;NA;NA%;NA%;13,06%;NA%;24,10%
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;06/2012;NA;NA;8.923.920;4.117.296;12.156.916;36.971.474;1.274.629;1.873.895;21.213.488;1.860.183;26.222.195;1.759.853;64.953.523;NA;NA%;NA%;18,72%;NA%;35,56%
