Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;09/2017;1.397.650.527;629.359.375;1.315.075.233;1.096.171.327;82.575.294;2.876.782;129.152.387;19,15%;16,50%;4.888;1.301
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;09/2017;1.293.767.778;467.838.044;1.156.874.150;872.167.292;136.893.627;5.424.425;140.102.325;19,47%;23,47%;3.371;924
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;09/2017;1.270.973.120;712.065.394;1.240.664.077;1.070.419.021;30.309.042;2.168.451;84.736.623;15,24%;11,58%;3.415;814
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;09/2017;1.018.910.065;368.308.492;908.591.401;728.851.176;110.318.664;2.884.376;106.681.895;17,65%;38,91%;5.018;1.457
BNDES - PRUDENCIAL;1000081847;b4;S2;I;1;RIO DE JANEIRO;RJ;09/2017;868.576.125;331.060.858;809.001.239;476.285.490;59.574.886;1.857.470;140.622.675;25,90%;9,27%;4;0
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;09/2017;676.455.296;262.921.345;611.592.496;467.113.581;64.862.799;1.910.583;64.427.728;16,15%;15,58%;2.667;1.173
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;09/2017;147.959.122;53.943.699;137.970.335;119.919.726;9.988.787;488.596;13.021.111;15,32%;31,30%;111;5
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;09/2017;113.072.116;13.277.284;94.511.435;48.004.827;18.560.681;726.601;19.022.566;17,25%;25,44%;11;0
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;09/2017;98.995.704;46.999.202;90.451.572;65.541.093;8.544.132;151.788;8.807.730;14,63%;18,79%;90;0
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;09/2017;74.986.252;17.253.005;66.249.607;43.285.472;8.736.645;4.443;8.523.748;16,88%;4,12%;134;21
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;09/2017;71.376.722;30.491.997;64.645.821;55.335.987;6.730.901;220.456;6.320.563;16,54%;8,89%;535;155
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;09/2017;52.067.559;10.729.596;48.580.372;16.286.003;3.487.187;168.258;6.229.311;15,78%;2,98%;318;2
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;09/2017;44.369.637;5.423.268;42.880.731;37.756.229;1.488.906;41.327;1.480.421;16,30%;9,93%;5;0
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S2;C;3;SAO PAULO;SP;09/2017;43.952.028;4.955.435;40.075.395;24.744.403;3.876.633;114.094;5.097.141;17,87%;2,68%;6;0
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;09/2017;38.810.216;13.083.685;35.411.672;15.753.293;3.398.544;133.931;3.982.397;16,16%;1,65%;5;0
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;09/2017;38.428.068;8.042.397;37.149.366;35.369.860;1.278.702;18.641;1.434.101;24,20%;8,28%;5;0
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;09/2017;38.203.188;1.200.651;33.399.002;20.809.574;4.804.186;80.726;4.800.511;24,15%;2,37%;8;1
PAN;1000080257;b1;S3;C;2;SAO PAULO;SP;09/2017;27.249.570;18.527.760;23.727.157;19.011.361;3.522.413;111.269;2.393.343;12,20%;19,76%;3;0
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;09/2017;26.989.310;11.629.801;23.760.873;21.011.622;3.228.437;104.134;3.631.470;17,05%;0,92%;6;0
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;09/2017;23.814.013;13.310.853;20.891.068;17.391.406;2.922.945;143.635;2.918.862;15,85%;29,09%;39;0
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;09/2017;23.329.131;2.206.601;22.524.016;4.481.958;805.115;643;805.110;20,46%;0,22%;2;0
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;09/2017;23.260.475;1.983.361;21.966.897;9.396.670;1.293.579;11.001;1.293.421;25,74%;0,26%;4;0
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;09/2017;22.087.515;3.868.201;20.702.270;19.951.088;1.385.245;39.439;1.344.801;15,20%;20,29%;131;25
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;09/2017;21.992.953;15.692.946;19.628.663;16.582.887;2.364.291;69.968;2.815.843;14,65%;0,57%;17;0
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;09/2017;20.904.506;1.001.783;19.468.937;8.236.353;1.435.569;21.927;1.416.736;31,53%;3,04%;2;0
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;09/2017;20.427.455;1.097.241;18.112.416;11.799.477;2.315.038;56.982;2.315.038;20,06%;1,87%;2;0
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;09/2017;19.811.555;1.756.734;18.935.876;3.999.068;875.679;8.464;834.953;13,25%;2,62%;3;0
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;09/2017;18.390.507;7.115.655;17.635.203;14.188.594;755.305;14.997;1.039.158;14,62%;7,07%;36;0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;I;1;PORTO ALEGRE;RS;09/2017;16.834.512;13.948.573;14.312.018;13.668.231;2.522.494;38.627;2.336.863;15,11%;0,97%;3;0
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;09/2017;16.287.200;8.390.787;13.640.613;9.473.720;2.646.587;5.456;1.656.105;17,61%;18,35%;32;0
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;09/2017;16.194.159;3.217.161;14.229.344;4.653.253;1.964.814;-6.120;2.640.059;15,47%;9,44%;119;1
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;09/2017;15.150.046;12.990.129;12.187.872;8.591.385;2.962.175;100.957;3.904.883;29,13%;0,32%;1;0
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;09/2017;14.508.158;0;13.033.388;4.632.837;1.474.770;15.763;1.474.770;19,61%;1,77%;3;0
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;09/2017;14.152.697;1.087.629;11.171.948;5.815.084;2.980.749;57.523;2.675.956;29,23%;0,57%;2;0
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;09/2017;14.056.300;8.768.332;12.657.855;10.285.806;1.398.445;74.612;1.391.952;15,48%;13,46%;124;4
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;09/2017;13.056.141;7.146.323;10.724.082;9.851.833;2.332.059;30.959;2.297.704;23,22%;14,12%;40;1
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;09/2017;12.595.013;256.569;12.233.487;0;361.526;0;161.190;13,86%;3,74%;0;0
GMAC - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;09/2017;11.390.703;9.092.290;9.453.763;5.487.369;1.936.941;92.663;1.750.049;17,68%;5,16%;1;0
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;09/2017;10.126.628;5.904.288;9.320.338;7.668.021;806.290;2.558;940.155;14,13%;26,46%;158;69
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;S4;C;2;RIO DE JANEIRO;RJ;09/2017;9.921.950;1.427;8.857.255;1.372.824;1.064.695;49.203;681.724;23,04%;28,33%;4;0
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;09/2017;9.906.035;2.003.429;8.326.561;5.345.025;1.579.475;13.608;1.466.130;27,16%;0,56%;1;0
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;09/2017;9.016.648;3.988.927;8.101.302;6.506.172;915.345;-244.159;815.801;12,43%;26,86%;8;0
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;09/2017;8.245.193;7.868.198;6.687.448;6.007.102;1.557.745;33.593;1.587.992;17,78%;0,09%;2;0
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;I;2;RIO DE JANEIRO;RJ;09/2017;8.191.493;0;2.396.906;26;5.794.587;-395;5.794.587;44,49%;0,00%;1;0
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;09/2017;7.723.090;3.718.289;5.468.336;5.034.564;2.254.754;943;1.352.292;19,89%;15,89%;3;0
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;09/2017;7.469.963;6.912.541;6.128.611;5.764.209;1.341.352;71.774;1.303.448;17,95%;0,81%;1;0
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;09/2017;7.449.352;5.872.782;5.723.618;5.033.096;1.725.734;2.161;1.005.477;15,34%;11,15%;1;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;09/2017;7.142.670;130.944;6.949.318;0;193.352;0;106.414;16,14%;3,73%;0;0
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;09/2017;7.131.566;2.100.619;6.228.272;5.094.369;903.293;-1.467;1.490.346;26,05%;0,30%;1;0
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;09/2017;7.075.254;1.652.277;1.333.848;1.209.011;5.741.405;17.618;667.962;23,99%;6,43%;63;0
JOHN DEERE - PRUDENCIAL;1000080343;b1;S4;C;3;INDAIATUBA;SP;09/2017;7.016.308;6.999.094;6.013.516;5.695.037;1.002.791;18.847;1.059.418;15,60%;0,60%;2;0
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;09/2017;6.945.896;3.189.677;5.952.537;5.261.517;993.359;-17.255;552.468;11,88%;3,48%;4;0
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;09/2017;6.721.721;5.613.833;4.721.942;627.464;1.999.779;40.083;1.299.489;23,07%;15,63%;2;0
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;09/2017;6.627.641;40.336;6.307.144;3.554.718;320.496;0;226.920;15,31%;3,91%;0;0
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S4;I;1;BELEM;PA;09/2017;6.550.919;3.916.107;5.595.535;5.286.618;955.384;60.267;888.370;21,42%;9,99%;113;31
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;09/2017;6.459.496;455.161;5.888.120;5.367.204;571.376;-10.045;523.614;16,91%;4,52%;4;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;09/2017;6.319.816;4.465;5.870.954;317.343;448.862;8.071;273.944;16,22%;19,18%;0;0
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;09/2017;5.638.239;5.316.832;5.019.614;1.060.690;618.625;40.612;615.823;13,74%;0,21%;3;0
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;09/2017;5.516.001;0;5.262.351;5.112.581;253.650;4.800;157.843;14,02%;1,83%;0;0
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;09/2017;5.479.967;3.696.728;4.207.079;4.033.055;1.272.888;75.168;803.123;21,41%;27,13%;2;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;09/2017;5.448.141;2.619.470;4.090.963;3.075.011;1.357.179;42.376;1.355.869;35,72%;5,83%;0;58
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;09/2017;5.340.534;4.325.618;4.741.631;3.993.836;598.903;17.732;531.586;13,84%;2,09%;1;0
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;09/2017;5.269.639;4.719.378;4.372.359;4.091.830;897.280;25.705;897.280;20,84%;0,85%;2;0
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;09/2017;5.071.460;3.437.635;3.523.160;2.749.388;1.548.300;68.352;987.854;23,87%;0,94%;2;0
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;09/2017;5.003.468;2.898.134;4.432.884;4.227.431;570.584;-4.451;552.738;14,85%;0,72%;6;0
