Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;03/2012;14.814.266;174.111.717;91.402.188;376.141.408;-16.900.701;359.240.708;220.798;2.703.887;1.585.861;-81.651;4.428.895;122.681.617;104.008.867;31.456.519;902.144.777;1.585.861;900.558.916
ITAU;10069;b1;;C;2;SAO PAULO;SP;03/2012;10.484.803;138.738.652;131.984.545;292.988.916;-23.820.548;269.168.368;1.848.802;52.107.925;30.076.436;-1.793.057;82.240.106;129.075.595;83.053.275;42.752.864;887.498.207;30.076.436;857.421.771
BRADESCO;10045;b1;;C;2;OSASCO;SP;03/2012;24.421.639;84.561.700;169.040.384;239.515.979;-18.429.593;221.086.387;166.264;21.801.420;11.603.379;-966.454;32.604.609;69.206.228;65.752.912;37.308.373;703.982.231;11.603.379;692.378.852
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;03/2012;1.821;5.253.971;75.554.221;213.540.215;-1.904.777;211.635.438;0;0;0;0;0;12.180.392;220.573.652;92.744.646;617.944.141;0;617.944.141
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;03/2012;4.407.806;61.885.984;114.178.280;268.830.701;-16.470.060;252.360.641;0;0;0;0;0;32.153.165;85.808.573;7.592.535;558.386.985;0;558.386.985
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;03/2012;5.571.902;28.819.872;61.952.552;175.522.638;-11.115.592;164.407.046;169.958;15.102.016;8.278.894;-339.165;23.211.703;76.539.036;45.576.438;26.159.640;432.238.187;8.278.894;423.959.293
HSBC;51152;b1;;C;3;CURITIBA;PR;03/2012;1.863.106;18.475.192;23.960.196;47.554.906;-3.231.932;44.322.975;17.555;3.799.552;1.999.339;-75.979;5.740.467;32.608.169;19.198.353;4.231.247;150.399.704;1.999.339;148.400.364
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;03/2012;96.615;17.561.806;28.345.045;54.984.722;-3.778.893;51.205.829;54.491;5.629.336;2.848.934;-252.161;8.280.599;7.854.992;5.473.914;374.369;119.193.168;2.848.934;116.344.235
SAFRA;10083;b1;;C;2;SAO PAULO;SP;03/2012;432.948;18.811.627;11.609.187;41.172.650;-1.156.402;40.016.248;73.985;4.737.232;3.598.698;-88.381;8.321.534;9.081.310;4.646.782;2.016.581;94.936.218;3.598.698;91.337.520
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;03/2012;38.185;25.831.247;29.985.398;4.055.466;-91.951;3.963.515;0;0;0;0;0;6.729.486;1.083.631;4.829.716;72.461.178;0;72.461.178
