Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j);
;;;;;;;;;Depósito Total;;;;;;Obrigações por Operações Compromissadas (b);Recursos de Aceites e Emissão de Títulos;;;;;;Obrigações por Empréstimos e Repasses (d);Captações (e) = (a) + (b) + (c) + (d);;;;;;;
;;;;;;;;;Depósitos à Vista (a1);Depósitos de Poupança (a2);Depósitos Interfinanceiros (a3);Depósitos a Prazo (a4);Outros Depósitos (a5);Depósito Total (a);;Letras de Crédito Imobiliário (c1);Letras de Crédito do Agronegócio (c2);Letras Financeiras (c3);Obrigações por Títulos e Valores Mobiliários no Exterior (c4);Outros Recursos de Aceites e Emissão de Títulos (c5);Recursos de Aceites e Emissão de Títulos (c);;;;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;06/2012;59.349.250;105.585.551;13.250.086;269.684.170;8.310.433;456.179.489;180.114.213;0;15.146.424;3.657.477;16.818.979;0;35.622.880;59.948.121;731.864.703;2.502.249;148.385.206;882.752.158;314.717;62.528.364;945.595.238
ITAU;10069;b1;;C;2;SAO PAULO;SP;06/2012;33.717.937;73.055.957;9.685.424;122.572.241;515.213;239.546.773;201.950.255;16.965.528;3.889.567;35.021.051;12.973.255;240.593;69.089.994;55.172.816;565.759.837;9.954.718;184.908.960;760.623.515;744.605;76.886.624;838.254.744
BRADESCO;10045;b1;;C;2;OSASCO;SP;06/2012;32.813.520;62.308.096;471.662;121.831.453;23.239;217.447.969;227.680.615;3.195.845;3.278.002;33.306.351;12.407.949;1.175.739;53.363.887;47.887.048;546.379.518;3.568.937;108.861.817;658.810.273;560.896;64.107.300;723.478.469
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;06/2012;0;0;0;0;21.079.266;21.079.266;0;0;60.443;0;0;0;60.443;365.968.885;387.108.594;705.120;186.301.986;574.115.700;0;55.981.933;630.097.633
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;06/2012;23.968.802;161.923.833;7.299.052;80.708.476;11.366.552;285.266.715;87.370.633;20.172.529;0;9.623.172;0;549.533;30.345.234;104.042.355;507.024.937;560;67.947.195;574.972.693;0;21.397.946;596.370.638
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;06/2012;11.895.876;24.762.831;3.056.220;82.019.034;96.727;121.830.688;77.160.932;9.811.659;1.884.501;27.229.507;9.431.609;1.284.066;49.641.341;24.357.621;272.990.583;5.464.428;103.368.582;381.823.593;218.481;66.386.234;448.428.308
HSBC;51152;b1;;C;3;CURITIBA;PR;06/2012;9.373.970;5.046.548;115.866;48.406.482;174.912;63.117.778;4.404.525;3.260.238;703.874;12.060.902;1.700.375;0;17.725.389;12.763.937;98.011.629;3.672.757;37.309.652;138.994.038;0;9.415.367;148.409.405
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;06/2012;479.795;0;3.504.861;18.983.891;0;22.968.547;32.289.400;88.494;2.020.568;10.116.686;6.367.516;2.833.642;21.426.905;11.016.544;87.701.397;2.846.779;16.434.146;106.982.322;25.759;9.303.812;116.311.893
SAFRA;10083;b1;;C;2;SAO PAULO;SP;06/2012;696.052;1.165.759;3.761.695;7.829.483;1.081;13.454.071;25.741.355;169.162;2.168.580;7.991.526;3.253.715;789.538;14.372.521;13.470.790;67.038.736;4.908.219;12.154.449;84.101.405;37.312;6.367.901;90.506.617
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;06/2012;1.826.112;0;823.796;14.523.549;0;17.173.457;30.098.139;642.563;1.246.984;1.694.760;1.481.953;0;5.066.261;1.407.309;53.745.166;6.623.647;12.949.152;73.317.965;55.021;8.935.868;82.308.853
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;06/2012;4.233.469;808.687;234.604;10.185.685;139.103;15.601.548;4.491.074;100.837;283.064;180.466;0;0;564.367;7.847.389;28.504.377;2.992.236;22.961.748;54.458.361;15.694;7.580.030;62.054.085
