Instituição financeira;Código;TCB;TD;TC;Cidade;UF;Data;Instituição Sujeita à Apuração da Exposição Total;Instituição Sujeita à Apuração do Patrimônio de Referência;Instituição Utiliza Metodologia Simplificada;Exposição Total ou Ativo Total (R$ mil);Total de Ativos Consolidados no Exterior (US$ mil);Data da Última Alteração de Segmento;SR;
BRADESCO - PRUDENCIAL;1000080075;b1;C;2;OSASCO;SP;09/2017;Sim;Sim;Não;1.088.996.728;30.937.344;01/2017;S1
ITAU - PRUDENCIAL;1000080099;b1;C;2;SAO PAULO;SP;09/2017;Sim;Sim;Não;1.335.503.861;136.175.692;01/2017;S1
SANTANDER - PRUDENCIAL;1000080185;b1;C;3;SAO PAULO;SP;09/2017;Sim;Sim;Não;641.776.185;28.503.727;01/2017;S1
BB - PRUDENCIAL;1000080329;b1;C;1;BRASILIA;DF;09/2017;Sim;Sim;Não;1.115.421.391;47.361.783;01/2017;S1
BTG PACTUAL - PRUDENCIAL;1000080336;b1;C;2;RIO DE JANEIRO;RJ;09/2017;Sim;Sim;Não;123.707.859;11.246.520;01/2017;S1
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;C;1;BRASILIA;DF;09/2017;Sim;Sim;Não;1.353.105.626;NI;01/2017;S1
SAFRA - PRUDENCIAL;1000080109;b1;C;2;SAO PAULO;SP;09/2017;Sim;Sim;Não;171.483.687;4.874.509;01/2017;S2
BANRISUL - PRUDENCIAL;1000080154;b1;C;1;PORTO ALEGRE;RS;09/2017;Sim;Sim;Não;74.145.540;142.217;01/2017;S2
CITIBANK - PRUDENCIAL;1000080192;b1;C;3;SAO PAULO;SP;09/2017;Sim;Sim;Não;80.607.963;NI;01/2017;S2
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;C;3;SAO PAULO;SP;09/2017;Sim;Sim;Não;53.850.499;1.358.236;01/2017;S2
VOTORANTIM - PRUDENCIAL;1000080484;b1;C;2;SAO PAULO;SP;09/2017;Sim;Sim;Não;118.982.575;1.666.029;01/2017;S2
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;I;1;FORTALEZA;CE;09/2017;Sim;Sim;Não;74.328.311;NI;01/2017;S2
BNDES - PRUDENCIAL;1000081847;b4;I;1;RIO DE JANEIRO;RJ;09/2017;Sim;Sim;Não;934.716.967;NI;01/2017;S2
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;I;2;CURITIBA;PR;09/2017;Não;Sim;Não;7.142.670;NI;01/2017;S3
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;I;2;PORTO ALEGRE;RS;09/2017;Não;Sim;Não;12.595.013;NI;01/2017;S3
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;C;3;SAO PAULO;SP;09/2017;Sim;Sim;Não;31.350.199;NI;01/2017;S3
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;C;2;BELO HORIZONTE;MG;09/2017;Sim;Sim;Não;10.177.711;14.603;01/2017;S3
BANESTES - PRUDENCIAL;1000080147;b1;C;1;VITORIA;ES;09/2017;Sim;Sim;Não;20.100.091;NI;01/2017;S3
BMG - PRUDENCIAL;1000080178;b1;C;2;SAO PAULO;SP;09/2017;Sim;Sim;Não;15.429.390;61.974;01/2017;S3
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;C;3;SAO PAULO;SP;09/2017;Sim;Sim;Não;15.351.256;NI;01/2017;S3
PAN;1000080257;b1;C;2;SAO PAULO;SP;09/2017;Sim;Sim;Não;25.900.317;NI;01/2017;S3
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;C;3;SAO PAULO;SP;09/2017;Sim;Sim;Não;11.500.595;NI;01/2017;S3
BRB - PRUDENCIAL;1000080288;b1;C;1;BRASILIA;DF;09/2017;Sim;Sim;Não;15.346.203;NI;01/2017;S3
CCB - PRUDENCIAL;1000080295;b1;C;3;SAO PAULO;SP;09/2017;Sim;Sim;Não;14.379.468;912.668;01/2017;S3
ABC-BRASIL - PRUDENCIAL;1000080312;b1;C;3;SAO PAULO;SP;09/2017;Sim;Sim;Não;36.309.307;1.398.484;01/2017;S3
PINE - PRUDENCIAL;1000080374;b1;C;2;SAO PAULO;SP;09/2017;Sim;Sim;Não;10.032.386;103.059;01/2017;S3
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;C;3;SAO PAULO;SP;09/2017;Sim;Sim;Não;24.289.700;NI;01/2017;S3
ING - PRUDENCIAL;1000080501;b1;C;3;SAO PAULO;SP;09/2017;Sim;Sim;Não;6.853.463;NI;01/2017;S3
DEUTSCHE - PRUDENCIAL;1000080532;b1;C;3;SAO PAULO;SP;09/2017;Sim;Sim;Não;9.188.457;0;01/2017;S3
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;C;3;SAO PAULO;SP;09/2017;Sim;Sim;Não;21.048.240;NI;01/2017;S3
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;C;3;SAO PAULO;SP;09/2017;Sim;Sim;Não;8.282.678;NI;01/2017;S3
ALFA - PRUDENCIAL;1000080570;b1;C;2;SAO PAULO;SP;09/2017;Sim;Sim;Não;13.593.055;NI;01/2017;S3
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;C;3;SAO PAULO;SP;09/2017;Sim;Sim;Não;14.137.375;19.646;01/2017;S3
HAITONG - PRUDENCIAL;1000080666;b2;C;3;SAO PAULO;SP;09/2017;Sim;Sim;Não;7.438.315;130.934;01/2017;S3
BNP PARIBAS - PRUDENCIAL;1000080673;b1;C;3;SAO PAULO;SP;09/2017;Sim;Sim;Não;34.106.754;NI;01/2017;S3
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;C;3;SAO PAULO;SP;09/2017;Sim;Sim;Não;8.149.976;NI;01/2017;S3
SICREDI - PRUDENCIAL;1000080745;b1;C;2;PORTO ALEGRE;RS;09/2017;Sim;Sim;Não;38.627.540;NI;01/2017;S3
GMAC - PRUDENCIAL;1000080848;b2;C;3;SAO PAULO;SP;09/2017;Sim;Sim;Não;11.279.824;NI;01/2017;S3
BANCOOB - PRUDENCIAL;1000080879;b1;C;2;BRASILIA;DF;09/2017;Sim;Sim;Não;46.127.496;NI;01/2017;S3
ORIGINAL - PRUDENCIAL;1000080903;b1;C;2;SAO PAULO;SP;09/2017;Sim;Sim;Não;8.106.698;10.888;01/2017;S3
APE POUPEX - PRUDENCIAL;1000081184;n1;I;2;BRASILIA;DF;09/2017;Não;Sim;Não;7.075.254;NI;01/2017;S3
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;I;1;BELEM;PA;09/2017;Sim;Sim;Não;24.964.609;NI;01/2017;S3
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;I;1;PORTO ALEGRE;RS;09/2017;Sim;Sim;Não;17.832.868;NI;01/2017;S3
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;I;1;BELO HORIZONTE;MG;09/2017;Sim;Sim;Não;7.528.080;NI;01/2017;S3
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;I;3;CURITIBA;PR;09/2017;Sim;Sim;Não;7.303.219;NI;01/2017;S3
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;C;2;SAO PAULO;SP;09/2017;Sim;Sim;Não;7.292.027;212.238;01/2017;S3
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;I;3;SAO PAULO;SP;09/2017;Sim;Sim;Não;24.338.326;0;01/2017;S3
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;I;3;SAO PAULO;SP;09/2017;Sim;Sim;Não;7.730.015;NI;01/2017;S3
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;I;2;RIO DE JANEIRO;RJ;09/2017;Sim;Sim;Não;7.208.244;NI;01/2017;S3
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;I;3;SAO PAULO;SP;09/2017;Sim;Sim;Não;22.176.492;NI;01/2017;S3
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;C;3;SAO PAULO;SP;09/2017;Sim;Sim;Não;9.066.584;409.801;01/2017;S3
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;C;2;SAO PAULO;SP;09/2017;Sim;Sim;Não;22.532.015;63.423;01/2017;S3
CENTRAL DAS COOPERATIVAS DE CRÉDITO DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL;106180;b3C;I;2;CUIABA;MT;09/2017;Não;Sim;Não;223.354;NI;01/2017;S4
COOPERATIVA DE CRÉDITO UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM;184068;b3C;I;2;BELO HORIZONTE;MG;09/2017;Não;Sim;Não;1.156.271;NI;01/2017;S4
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;I;2;BELO HORIZONTE;MG;09/2017;Não;Sim;Não;4.786.149;NI;01/2017;S4
CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS UNICRED LTDA. - UNICRED DO BRASIL.;315557;b3C;I;2;SAO PAULO;SP;09/2017;Não;Sim;Não;750.956;NI;01/2017;S4
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;I;2;FLORIANOPOLIS;SC;09/2017;Não;Sim;Não;2.336.899;NI;01/2017;S4
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CRÉDITO DO PLANALTO CENTRAL LTDA - SICOOB PLANALTO CENTRAL;692214;b3C;I;2;BRASILIA;DF;09/2017;Não;Sim;Não;750.255;NI;01/2017;S4
COOPERATIVA DE CREDITO CREDICERIPA - SICOOB CREDICERIPA;966246;b3S;I;2;ITAI;SP;09/2017;Não;Sim;Não;343.177;NI;01/2017;S4
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;I;2;FRANCISCO BELTRAO;PR;09/2017;Não;Sim;Não;2.614.094;NI;01/2017;S4
CENTRAL DE COOPERATIVAS DE ECONOMIA E CRÉDITO MÚTUO DO ESTADO DO RIO GRANDE DO SUL LTDA - UNICRED CENTRAL RS;1634601;b3C;I;2;PORTO ALEGRE;RS;09/2017;Não;Sim;Não;1.685.147;NI;01/2017;S4
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;I;2;LONDRINA;PR;09/2017;Não;Sim;Não;1.884.556;NI;01/2017;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS PROFISSIONAIS MÉDICOS E DA SAÚDE DE CURITIBA E REGIÃO METROPOLITANA - SICREDI MEDICRED PR;2924977;b3S;I;2;CURITIBA;PR;09/2017;Não;Sim;Não;38.623;NI;01/2017;S4
UNIPRIME CENTRAL - CENTRAL INTERESTADUAL DE COOPERATIVAS DE CREDITO LTDA.;3046391;b3C;I;2;LONDRINA;PR;09/2017;Não;Sim;Não;1.823.151;NI;01/2017;S4
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE DO BRASIL - SICOOB NORTE;3502131;b3C;I;2;PORTO VELHO;RO;09/2017;Não;Sim;Não;758.486;NI;01/2017;S4
