Instituição financeira;Código;TCB;TD;TC;Cidade;UF;Data;Instituição Sujeita à Apuração da Exposição Total;Instituição Sujeita à Apuração do Patrimônio de Referência;Instituição Utiliza Metodologia Simplificada;Exposição Total ou Ativo Total (R$ mil);Total de Ativos Consolidados no Exterior (US$ mil);Data da Última Alteração de Segmento;SR;
BRADESCO - PRUDENCIAL;1000080075;b1;C;2;OSASCO;SP;12/2018;Sim;Sim;Não;1.153.552.286;31.744.596;01/2017;S1
ITAU - PRUDENCIAL;1000080099;b1;C;2;SAO PAULO;SP;12/2018;Sim;Sim;Não;1.458.731.726;136.613.994;01/2017;S1
SANTANDER - PRUDENCIAL;1000080185;b1;C;3;SAO PAULO;SP;12/2018;Sim;Sim;Não;706.682.609;27.781.376;01/2017;S1
BB - PRUDENCIAL;1000080329;b1;C;1;BRASILIA;DF;12/2018;Sim;Sim;Não;1.159.264.623;44.876.268;01/2017;S1
BTG PACTUAL - PRUDENCIAL;1000080336;b1;C;2;RIO DE JANEIRO;RJ;12/2018;Sim;Sim;Não;140.122.724;12.423.398;01/2017;S1
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;C;1;BRASILIA;DF;12/2018;Sim;Sim;Não;1.302.894.275;NI;01/2017;S1
SAFRA - PRUDENCIAL;1000080109;b1;C;2;SAO PAULO;SP;12/2018;Sim;Sim;Não;192.117.809;5.692.474;01/2017;S2
BANRISUL - PRUDENCIAL;1000080154;b1;C;1;PORTO ALEGRE;RS;12/2018;Sim;Sim;Não;80.105.649;143.537;01/2017;S2
CITIBANK - PRUDENCIAL;1000080192;b1;C;3;SAO PAULO;SP;12/2018;Sim;Sim;Não;78.362.128;NI;01/2017;S2
VOTORANTIM - PRUDENCIAL;1000080484;b1;C;2;SAO PAULO;SP;12/2018;Sim;Sim;Não;128.107.959;1.569.829;01/2017;S2
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;I;1;FORTALEZA;CE;12/2018;Sim;Sim;Não;90.347.459;NI;01/2017;S2
BNDES - PRUDENCIAL;1000081847;b4;C;1;RIO DE JANEIRO;RJ;12/2018;Sim;Sim;Não;875.871.247;NI;01/2017;S2
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;I;2;CURITIBA;PR;12/2018;Sim;Sim;Não;7.513.623;NI;01/2017;S3
