Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BB - PRUDENCIAL;1000080329;b1;;C;1;BRASILIA;DF;03/2014;10.545.132;292.134.275;116.826.899;591.658.539;-23.072.991;568.585.548;262.861;2.002.702;1.116.519;-56.321;3.325.761;167.088.930;99.270.710;26.693.723;1.284.470.977;1.116.519;1.283.354.458
ITAU - PRUDENCIAL;1000080099;b1;;C;2;SAO PAULO;SP;03/2014;15.872.421;184.728.000;166.367.111;350.446.518;-23.166.827;327.279.692;1.338.965;19.449.879;12.105.005;-621.340;32.272.509;183.050.029;88.369.904;45.793.545;1.043.733.211;12.105.005;1.031.628.206
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;;C;1;BRASILIA;DF;03/2014;10.130.860;81.877.702;150.897.072;511.504.839;-24.041.804;487.463.035;0;0;0;0;0;54.055.995;115.900.585;9.990.377;910.315.627;0;910.315.627
BRADESCO - PRUDENCIAL;1000080075;b1;;C;2;OSASCO;SP;03/2014;11.908.888;127.013.905;161.635.690;296.619.284;-19.750.013;276.869.271;97.694;10.135.146;5.101.985;-424.439;14.910.385;91.636.930;65.072.974;40.427.052;789.475.093;5.101.985;784.373.109
BNDES - PRUDENCIAL;1000081847;b4;;C;1;RIO DE JANEIRO;RJ;03/2014;260.559;3.569.901;138.923.564;292.224.047;-2.038.157;290.185.890;0;0;0;0;0;41.376.118;288.888.039;16.045.280;779.249.352;0;779.249.352
SANTANDER - PRUDENCIAL;1000080185;b1;;C;3;SAO PAULO;SP;03/2014;5.163.951;31.446.438;102.346.645;193.493.752;-14.426.260;179.067.492;67.798;7.806.886;4.233.462;-122.835;11.985.311;115.133.377;44.680.202;20.599.956;510.423.372;4.233.462;506.189.909
HSBC - PRUDENCIAL;1000080525;b1;;C;3;CURITIBA;PR;03/2014;2.539.638;17.045.652;34.243.089;54.664.145;-3.647.989;51.016.157;17.056;1.344.397;585.033;-45.797;1.900.690;41.817.734;14.405.303;3.963.237;166.931.499;585.033;166.346.466
SAFRA - PRUDENCIAL;1000080109;b1;;C;2;SAO PAULO;SP;03/2014;601.528;38.928.873;29.324.464;46.297.315;-1.471.167;44.826.148;34.005;1.273.016;907.348;-14.502;2.199.868;12.307.187;2.235.773;2.216.875;132.640.716;907.348;131.733.368
BTG PACTUAL - PRUDENCIAL;1000080336;b1;;C;2;RIO DE JANEIRO;RJ;03/2014;441.665;32.434.330;42.724.227;15.201.403;-1.181.727;14.019.676;0;0;0;0;0;29.748.318;449.449;7.079.908;126.897.572;0;126.897.572
VOTORANTIM - PRUDENCIAL;1000080484;b1;;C;2;SAO PAULO;SP;03/2014;90.419;12.018.096;28.802.666;53.042.497;-3.779.962;49.262.536;27.807;1.995.807;1.270.365;-63.794;3.230.185;13.890.379;1.118.570;867.292;109.280.142;1.270.365;108.009.777
