Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;03/2010;7.116.688;145.928.145;86.601.285;264.549.229;-16.736.337;247.812.892;41.350;5.145.685;2.347.610;-200.555;7.334.091;91.722.017;54.142.962;25.185.932;665.844.012;2.347.610;663.496.402
ITAU;10069;b1;;C;2;SAO PAULO;SP;03/2010;9.284.245;128.878.340;72.446.067;185.040.243;-19.727.380;165.312.863;2.777.312;83.843.772;40.999.414;-2.655.902;124.964.596;85.579.093;40.305.437;25.713.936;652.484.577;40.999.414;611.485.163
BRADESCO;10045;b1;;C;2;OSASCO;SP;03/2010;8.632.592;97.087.237;64.422.368;161.261.416;-13.386.545;147.874.871;216.351;35.029.434;15.096.641;-1.680.997;48.661.428;52.880.126;40.201.453;26.800.496;486.560.570;15.096.641;471.463.929
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;03/2010;3.306;1.431.439;38.493.383;159.973.500;-3.299.739;156.673.761;0;0;0;0;0;5.609.316;137.080.149;44.124.687;383.416.042;0;383.416.042
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;03/2010;2.898.005;38.505.349;105.075.332;134.579.819;-9.085.357;125.494.462;0;0;0;0;0;18.134.406;68.893.174;5.314.578;364.315.306;0;364.315.306
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;03/2010;3.977.933;22.918.572;54.738.137;120.124.857;-8.267.284;111.857.573;304.811;23.080.985;10.303.530;-680.749;33.008.578;64.803.775;21.970.551;31.196.360;344.471.478;10.303.530;334.167.948
HSBC;51152;b1;;C;3;CURITIBA;PR;03/2010;1.482.386;22.157.402;20.258.056;32.794.571;-2.325.614;30.468.957;31.438;6.313.277;2.666.905;-160.736;8.850.884;18.613.834;9.171.737;3.569.424;114.572.679;2.666.905;111.905.774
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;03/2010;104.203;14.169.713;29.338.536;40.539.871;-1.337.168;39.202.703;14.048;6.310.483;2.415.155;-64.469;8.675.217;5.657.676;2.288.628;166.725;99.603.400;2.415.155;97.188.245
SAFRA;10083;b1;;C;2;SAO PAULO;SP;03/2010;463.359;18.132.957;10.464.204;21.259.792;-540.557;20.719.235;704.918;11.657.968;6.626.052;-270.959;18.717.980;3.543.864;1.041.195;1.581.898;74.664.692;6.626.052;68.038.640
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;03/2010;198.777;8.307.111;13.737.775;9.515.644;-1.560.950;7.954.694;9.586;86.106;24.223;-7.540;112.375;16.033.808;1.611.793;991.294;48.947.627;24.223;48.923.405
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;03/2010;133.194;15.932.266;10.220.956;2.121.214;-60.441;2.060.773;0;0;0;0;0;6.846.003;61.137;140.781;35.395.109;0;35.395.109
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;03/2010;357.121;4.073.664;7.758.327;14.246.048;-1.030.177;13.215.871;267;137.073;48.568;-8.503;177.404;1.661.611;2.279.558;586.567;30.110.123;48.568;30.061.555
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;03/2010;1.224.368;10.712.714;5.103.365;3.588.498;-233.673;3.354.825;0;0;0;0;0;4.082.491;53.896;478.035;25.009.695;0;25.009.695
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;03/2010;72.105;3.593.713;5.134.991;9.323.451;-494.450;8.829.001;0;0;0;0;0;1.115.406;320.332;193.107;19.258.656;0;19.258.656
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;03/2010;238.902;1.994.368;4.039.302;5.382.552;-246.995;5.135.557;8.170;186.385;132;0;194.688;7.044.797;142.245;359.389;19.149.248;132;19.149.116
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;03/2010;6.314;51.398;0;12.922.542;-517.739;12.404.804;12.835;3.759.399;1.865.621;-138.551;5.499.303;945.918;180.854;145.255;19.233.846;1.865.621;17.368.225
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;03/2010;30.927;3.384.015;2.787.778;875.672;-23.850;851.823;0;0;0;0;0;7.153.993;149.204;89.510;14.447.250;0;14.447.250
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;03/2010;10.129;62.208;10.020.852;149.294;-58;149.236;0;-87;0;0;-87;3.029.658;1.771;54.654;13.328.422;0;13.328.422
