Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e) = (c) + (d);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;12/2012;NA;NA;77.099.943;36.024.829;109.285.842;688.456.770;0;36.868;1.842.860;5.515;1.885.244;31.798.663;722.140.678;NA;NA%;NA%;15,13%;NA%;25,85%
ITAU;10069;b1;;C;2;SAO PAULO;SP;12/2012;NA;NA;79.710.633;40.654.275;119.945.380;599.670.172;0;820.627;25.097.364;1.597.736;27.515.727;34.610.632;661.796.532;NA;NA%;NA%;18,12%;NA%;43,40%
BRADESCO;10045;b1;;C;2;OSASCO;SP;12/2012;NA;NA;65.887.034;32.104.442;97.863.323;508.590.459;7.338.222;115.553;57.918.044;435.646;65.807.465;23.120.659;597.518.584;NA;NA%;NA%;16,38%;NA%;44,07%
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;12/2012;NA;NA;48.650.994;41.179.016;89.619.093;521.133.401;7.338.627;0;16.836.441;0;24.175.069;8.982.085;554.290.554;NA;NA%;NA%;16,17%;NA%;44,42%
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;12/2012;NA;NA;28.689.489;28.689.489;56.328.756;410.363.711;0;0;5.126.370;0;5.126.370;18.201.163;433.691.245;NA;NA%;NA%;12,99%;NA%;12,58%
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;12/2012;NA;NA;65.313.894;5.069.813;70.283.114;294.994.264;0;8.655;26.352.512;468.273;26.829.440;16.092.998;337.916.701;NA;NA%;NA%;20,80%;NA%;32,53%
HSBC;51152;b1;;C;3;CURITIBA;PR;12/2012;NA;NA;9.716.687;2.638.422;12.355.109;78.628.907;0;0;6.142.422;33.341;6.175.763;9.173.642;93.978.312;NA;NA%;NA%;13,15%;NA%;32,94%
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;12/2012;NA;NA;7.874.507;4.236.132;12.110.639;79.279.476;0;76.636;2.425.200;172.518;2.674.355;2.686.768;84.640.599;NA;NA%;NA%;14,31%;NA%;3,13%
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;12/2012;NA;NA;10.057.460;5.028.730;14.305.079;49.705.793;0;2.743.911;22.989.024;2.960.683;28.693.617;1.759.853;80.159.264;NA;NA%;NA%;17,85%;NA%;37,42%
SAFRA;10083;b1;;C;2;SAO PAULO;SP;12/2012;NA;NA;6.823.590;2.805.330;9.628.920;62.603.039;1.524.943;97.683;2.836.179;742.866;5.201.671;2.685.874;70.490.583;NA;NA%;NA%;13,66%;NA%;21,95%
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;12/2012;NA;NA;7.811.691;-231.795;7.579.896;38.178.459;0;38.841;6.008.004;18.309;6.065.154;4.335.716;48.579.328;NA;NA%;NA%;15,60%;NA%;14,74%
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;12/2012;NA;NA;4.874.515;1.786.940;6.509.321;27.354.016;539.011;0;33.150;22.373;594.533;4.280.600;32.229.150;NA;NA%;NA%;20,20%;NA%;7,99%
BMG;30290;b1;;C;2;BELO HORIZONTE;MG;12/2012;NA;NA;2.507.503;1.185.360;3.692.864;30.168.549;436.229;0;0;4.891;441.120;566.112;31.175.781;NA;NA%;NA%;11,85%;NA%;4,49%
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;12/2012;NA;NA;2.611.406;2.572.865;5.184.271;26.112.664;0;3.184;33.704;0;36.888;4.451.573;30.601.125;NA;NA%;NA%;16,94%;NA%;3,87%
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;12/2012;NA;NA;3.416.365;1.024.886;4.339.125;11.151.638;8.814.473;0;4.674.973;270.390;13.759.836;2.337.016;27.248.489;NA;NA%;NA%;15,92%;NA%;29,08%
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;12/2012;NA;NA;2.045.549;966.244;3.011.794;21.889.217;0;0;0;0;0;654.871;22.544.088;NA;NA%;NA%;13,36%;NA%;5,82%
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;12/2012;NA;NA;3.493.498;0;3.493.498;6.456.904;1.245.912;116.417;11.594.413;505.346;13.462.087;1.052.893;20.971.885;NA;NA%;NA%;16,66%;NA%;2,07%
BIC;32119;b1;;C;2;SAO PAULO;SP;12/2012;NA;NA;1.959.030;955.918;2.914.948;15.584.712;0;0;1.738.188;19.949;1.758.137;1.067.560;18.410.410;NA;NA%;NA%;15,83%;NA%;5,55%
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;12/2012;NA;NA;2.552.160;191.128;2.743.287;12.545.677;277.237;1.628;2.765.806;39.642;3.084.312;1.727.909;17.357.898;NA;NA%;NA%;15,80%;NA%;3,73%
PANAMERICANO;31323;b1;;C;2;SAO PAULO;SP;12/2012;NA;NA;1.582.342;790.547;2.353.112;14.137.449;173.316;0;479.257;0;652.573;1.866.004;16.656.026;NA;NA%;NA%;14,13%;NA%;50,83%
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;12/2012;NA;NA;1.674.893;832.389;2.507.282;14.915.885;0;70.900;159.518;7.127;237.545;690.410;15.843.840;NA;NA%;NA%;15,82%;NA%;3,33%
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;12/2012;NA;NA;1.946.078;64.936;2.011.014;11.708.247;0;0;809;0;809;1.423.252;13.132.308;NA;NA%;NA%;15,31%;NA%;5,77%
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;12/2012;NA;NA;2.197.500;6.007;2.203.507;9.230.248;642.628;0;1.278.142;256.635;2.177.404;1.257.052;12.664.703;NA;NA%;NA%;17,40%;NA%;8,39%
ALFA;51293;b1;;C;2;SAO PAULO;SP;12/2012;NA;NA;1.879.179;0;1.879.179;11.087.222;0;0;119.221;3.590;122.811;729.977;11.940.010;NA;NA%;NA%;15,74%;NA%;11,75%
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;12/2012;NA;NA;1.498.628;0;1.498.628;7.109.099;0;241.936;3.372.009;0;3.613.945;689.476;11.412.520;NA;NA%;NA%;13,13%;NA%;2,66%
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;12/2012;NA;NA;1.248.145;146.913;1.395.058;10.396.689;0;0;0;0;0;531.922;10.928.610;NA;NA%;NA%;12,77%;NA%;0,28%
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;12/2012;NA;NA;1.051.462;534.000;1.585.462;8.471.311;460.091;29.745;877.700;0;1.367.536;489.776;10.328.623;NA;NA%;NA%;15,35%;NA%;0,94%
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;12/2012;NA;NA;838.555;419.546;1.258.101;9.661.506;0;0;3.176;1.286;4.462;496.954;10.162.923;NA;NA%;NA%;12,38%;NA%;14,12%
BANCO CLASSICO S.A.;31597552;b1;;I;2;RIO DE JANEIRO;RJ;12/2012;NA;NA;2.302.716;2.042.276;4.344.992;3.360.315;0;0;1.846;6.583.493;6.585.339;156.698;10.102.352;NA;NA%;NA%;43,01%;NA%;0,00%
FIBRA;49951;b1;;C;2;SAO PAULO;SP;12/2012;NA;NA;1.006.246;239.494;1.245.740;8.332.482;0;0;853.464;26.727;880.191;198.380;9.411.053;NA;NA%;NA%;13,24%;NA%;12,77%
