Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BB - PRUDENCIAL;1000080329;b1;;C;1;BRASILIA;DF;12/2016;1.403.675.567;653.992.388;1.326.972.590;1.092.255.825;76.702.977;3.327.172;130.453.208;18,48%;15,52%;5.445;1.370
ITAU - PRUDENCIAL;1000080099;b1;;C;2;SAO PAULO;SP;12/2016;1.276.702.843;491.219.735;1.146.767.905;868.065.689;129.934.938;9.743.077;139.477.673;19,07%;25,41%;3.519;985
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;;C;1;BRASILIA;DF;12/2016;1.256.345.823;709.288.732;1.229.165.879;1.071.182.902;27.179.943;1.710.519;77.719.299;13,54%;14,45%;3.413;839
BRADESCO - PRUDENCIAL;1000080075;b1;;C;2;OSASCO;SP;12/2016;998.124.138;392.145.339;897.665.061;713.600.630;100.459.077;6.829.675;101.126.836;15,33%;44,76%;5.332;1.496
BNDES - PRUDENCIAL;1000081847;b4;;C;1;RIO DE JANEIRO;RJ;12/2016;876.136.583;358.883.265;820.960.538;494.172.447;55.176.045;8.565.585;135.619.905;21,70%;8,84%;4;0
SANTANDER - PRUDENCIAL;1000080185;b1;;C;3;SAO PAULO;SP;12/2016;701.600.569;256.881.711;641.402.475;459.515.145;60.198.094;3.141.508;60.544.831;16,30%;17,89%;2.763;1.188
SAFRA - PRUDENCIAL;1000080109;b1;;C;2;SAO PAULO;SP;12/2016;149.280.946;52.289.582;139.773.241;123.225.042;9.507.705;867.987;12.567.405;15,41%;28,31%;112;5
BTG PACTUAL - PRUDENCIAL;1000080336;b1;;C;2;RIO DE JANEIRO;RJ;12/2016;111.615.906;10.585.650;93.937.539;46.389.949;17.678.367;1.396.865;19.637.415;21,54%;38,55%;11;0
VOTORANTIM - PRUDENCIAL;1000080484;b1;;C;2;SAO PAULO;SP;12/2016;102.827.281;47.267.184;94.580.157;67.256.239;8.247.124;52.637;9.218.435;15,06%;16,52%;95;0
CITIBANK - PRUDENCIAL;1000080192;b1;;C;3;SAO PAULO;SP;12/2016;71.852.763;19.750.986;63.441.503;38.789.483;8.411.261;596.446;8.210.245;16,58%;4,76%;134;14
