Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento;
BB - PRUDENCIAL;1000080329;b1;;C;1;BRASILIA;DF;06/2014;1.305.960.804;649.557.527;1.236.309.606;1.031.755.035;69.651.198;5.647.025;5.492;1.547
ITAU - PRUDENCIAL;1000080099;b1;;C;2;SAO PAULO;SP;06/2014;1.026.770.060;411.006.385;934.077.476;710.445.383;92.692.583;8.211.338;3.978;891
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;;C;1;BRASILIA;DF;06/2014;963.375.376;552.108.104;935.130.857;826.323.004;28.244.519;3.389.467;3.343;771
BNDES - PRUDENCIAL;1000081847;b4;;C;1;RIO DE JANEIRO;RJ;06/2014;814.363.953;301.503.972;770.771.962;514.701.028;43.591.992;5.471.485;4;0
BRADESCO - PRUDENCIAL;1000080075;b1;;C;2;OSASCO;SP;06/2014;778.950.374;328.458.018;702.048.172;585.839.775;76.902.203;7.226.603;4.698;1.279
SANTANDER - PRUDENCIAL;1000080185;b1;;C;3;SAO PAULO;SP;06/2014;505.919.235;226.178.675;436.705.140;324.619.609;69.214.095;1.603.565;2.736;1.214
HSBC - PRUDENCIAL;1000080525;b1;;C;3;CURITIBA;PR;06/2014;162.131.026;64.681.799;152.115.067;102.963.559;10.015.960;-16.296;856;429
SAFRA - PRUDENCIAL;1000080109;b1;;C;2;SAO PAULO;SP;06/2014;133.054.491;54.141.772;124.944.754;105.483.995;8.109.737;716.952;106;8
BTG PACTUAL - PRUDENCIAL;1000080336;b1;;C;2;RIO DE JANEIRO;RJ;06/2014;116.640.123;16.727.964;103.215.006;74.109.991;13.425.118;1.806.774;13;0
VOTORANTIM - PRUDENCIAL;1000080484;b1;;C;2;SAO PAULO;SP;06/2014;98.597.384;53.773.124;91.010.807;60.829.670;7.586.576;292.437;114;0
