Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e) = (c) + (d);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;06/2017;1.450.227;0;1.450.227;0;1.450.227;4.289.127;130.134;0;1.076.808;0;1.206.942;908.542;6.404.611;7.700.326;22,64%;22,64%;22,64%;18,83%;0,67%
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;06/2017;1.461.485;0;1.461.485;0;1.461.485;3.550.069;26.519;0;1.748.237;62.404;1.837.160;1.011.676;6.398.905;8.340.087;22,84%;22,84%;22,84%;17,52%;1,87%
JOHN DEERE - PRUDENCIAL;1000080343;b1;S4;C;3;INDAIATUBA;SP;06/2017;984.648;0;984.648;57.354;1.042.003;5.783.307;131.199;0;0;0;131.199;321.131;6.235.636;6.665.080;15,79%;15,79%;16,71%;14,77%;0,57%
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;I;3;SAO PAULO;SP;06/2017;874.842;0;874.842;638.505;1.513.346;4.754.432;83.706;0;284.854;0;368.560;336.860;5.459.853;8.926.178;16,02%;16,02%;27,72%;9,80%;0,31%
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;06/2017;1.258.124;149.940;1.408.064;0;1.408.064;4.289.728;11.315;0;20.713;0;32.028;1.125.023;5.446.779;38.824.914;23,10%;25,85%;25,85%;3,63%;8,27%
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;06/2017;826.395;0;826.395;0;826.395;4.205.855;29.803;0;745.200;0;775.003;308.463;5.289.321;15.191.676;15,62%;15,62%;15,62%;5,44%;2,64%
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;06/2017;1.251.691;0;1.251.691;0;1.251.691;4.849.743;6.482;0;0;0;6.482;273.217;5.129.442;7.369.935;24,40%;24,40%;24,40%;16,98%;15,86%
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;06/2017;528.463;0;528.463;0;528.463;4.104.846;8.329;176.508;175.665;0;360.502;323.202;4.788.549;7.259.808;11,04%;11,04%;11,04%;7,28%;3,93%
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;06/2017;1.280.670;0;1.280.670;0;1.280.670;3.255.064;100.182;0;1.011.686;281;1.112.149;317.800;4.685.013;7.758.205;27,34%;27,34%;27,34%;16,51%;3,67%
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;06/2017;1.396.239;0;1.396.239;0;1.396.239;2.979.880;119.643;0;868.124;0;987.767;607.919;4.575.567;21.019.146;30,52%;30,52%;30,52%;6,64%;3,30%
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;06/2017;575.213;0;575.213;0;575.213;3.962.187;0;0;88.568;0;88.568;306.169;4.356.924;0;13,20%;13,20%;13,20%;NI%;0,32%
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;06/2017;870.461;0;870.461;0;870.461;4.102.672;1.859;0;0;0;1.859;158.646;4.263.177;5.255.522;20,42%;20,42%;20,42%;16,56%;0,82%
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;S4;C;2;SAO PAULO;SP;06/2017;481.687;0;481.687;0;481.687;3.704.926;487;0;175.276;0;175.763;335.206;4.215.895;0;11,43%;11,43%;11,43%;NI%;3,84%
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;06/2017;915.258;0;915.258;0;915.258;3.850.337;0;0;0;0;0;254.997;4.105.333;5.821.707;22,29%;22,29%;22,29%;15,72%;1,08%
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S4;I;1;BELEM;PA;06/2017;842.226;0;842.226;0;842.226;3.660.623;4.655;0;4.927;0;9.582;401.003;4.071.208;6.660.046;20,69%;20,69%;20,69%;12,65%;10,16%
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;06/2017;1.313.572;0;1.313.572;0;1.313.572;3.203.377;0;0;0;0;0;563.853;3.767.230;5.517.819;34,87%;34,87%;34,87%;23,81%;6,09%
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;06/2017;795.633;0;795.633;0;795.633;2.899.215;217;12;8.108;10;8.346;830.673;3.738.234;4.889.204;21,28%;21,28%;21,28%;16,27%;27,01%
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;06/2017;517.646;0;517.646;0;517.646;3.669.049;0;0;0;0;0;20.882;3.689.931;5.141.613;14,03%;14,03%;14,03%;10,07%;2,28%
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;06/2017;1.012.497;0;1.012.497;0;1.012.497;2.784.344;0;0;0;0;0;816.622;3.600.965;2.587.339;28,12%;28,12%;28,12%;39,13%;27,19%
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;06/2017;745.518;0;745.518;0;745.518;3.141.379;0;0;0;0;0;422.548;3.563.927;3.723.194;20,92%;20,92%;20,92%;20,02%;1,57%
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;06/2017;652.462;0;652.462;0;652.462;2.686.242;259.701;1.016;211.575;4.760;477.052;269.187;3.432.481;4.163.691;19,01%;19,01%;19,01%;15,67%;12,05%
RICO CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;13434335;n2;S4;I;2;RIO DE JANEIRO;RJ;06/2017;856.372;0;856.372;0;856.372;1.825.206;86.998;14.022;324.119;25.709;450.847;1.083.646;3.359.699;0;25,49%;25,49%;25,49%;NI%;6,94%
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;S4;C;2;RIO DE JANEIRO;RJ;06/2017;856.372;0;856.372;0;856.372;1.825.206;86.998;14.022;324.119;25.709;450.847;1.083.646;3.359.699;0;25,49%;25,49%;25,49%;NI%;6,94%
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;06/2017;840.097;0;840.097;38.112;878.209;3.013.687;56.070;0;0;0;56.070;250.710;3.320.467;3.099.805;25,30%;25,30%;26,45%;27,10%;0,62%
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;06/2017;480.843;0;480.843;0;480.843;2.880.258;7.745;0;0;0;7.745;394.741;3.282.744;0;14,65%;14,65%;14,65%;NI%;6,25%
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;06/2017;997.375;0;997.375;0;997.375;3.262.075;NA;NA;NA;NA;NA;NA;3.262.075;0;30,57%;30,57%;30,57%;NI%;1,66%
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;06/2017;503.368;0;503.368;0;503.368;2.562.065;165.651;0;243.358;0;409.009;250.151;3.221.225;3.174.631;15,63%;15,63%;15,63%;15,86%;7,38%
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;06/2017;620.838;0;620.838;0;620.838;2.859.682;0;0;0;0;0;298.047;3.157.729;4.370.220;19,66%;19,66%;19,66%;14,21%;0,81%
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;06/2017;550.340;0;550.340;0;550.340;2.604.286;20.929;0;221.535;0;242.464;232.863;3.079.614;5.347.759;17,87%;17,87%;17,87%;10,29%;0,71%
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;06/2017;750.074;0;750.074;0;750.074;2.616.087;0;0;0;0;0;455.129;3.071.216;0;24,42%;24,42%;24,42%;NI%;0,16%
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;06/2017;804.009;0;804.009;0;804.009;2.023.858;18.002;0;537.691;0;555.693;280.428;2.859.979;5.443.354;28,11%;28,11%;28,11%;14,77%;0,23%
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;06/2017;622.560;0;622.560;0;622.560;2.302.000;0;0;78.144;0;78.144;466.393;2.846.537;0;21,87%;21,87%;21,87%;NI%;7,21%
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;06/2017;523.115;0;523.115;0;523.115;1.834.050;9.028;0;715.510;5.713;730.250;275.679;2.839.979;6.687.684;18,42%;18,42%;18,42%;7,82%;4,56%
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;06/2017;307.560;0;307.560;91.120;398.680;2.275.501;192;86;13.663;87;14.028;358.849;2.648.379;4.899.123;11,61%;11,61%;15,05%;6,28%;22,02%
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;06/2017;275.022;98.340;373.361;0;373.361;1.889.390;116;0;0;0;116;671.404;2.560.910;2.783.707;10,74%;14,58%;14,58%;13,41%;0,65%
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;06/2017;353.196;0;353.196;0;353.196;1.713.945;194.614;11;430.800;11.470;636.895;195.845;2.546.686;2.916.645;13,87%;13,87%;13,87%;12,11%;2,81%
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;06/2017;472.961;0;472.961;0;472.961;1.968.216;75.139;0;192.541;0;267.680;251.975;2.487.872;3.556.642;19,01%;19,01%;19,01%;13,30%;0,09%
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;06/2017;330.664;0;330.664;0;330.664;2.212.139;5.136;2.165;23.533;1.924;32.758;230.859;2.475.756;2.854.087;13,36%;13,36%;13,36%;11,59%;3,54%
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;06/2017;432.595;0;432.595;0;432.595;1.591.058;0;0;0;0;0;835.518;2.426.576;2.198.888;17,83%;17,83%;17,83%;19,67%;15,62%
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;06/2017;279.014;0;279.014;50.345;329.359;1.920.679;0;0;0;0;0;264.871;2.185.550;2.026.814;12,77%;12,77%;15,07%;13,77%;1,27%
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;06/2017;491.690;0;491.690;0;491.690;1.340.011;47.598;0;503.962;0;551.560;227.940;2.119.511;3.088.852;23,20%;23,20%;23,20%;15,92%;0,69%
INTERMEDIUM - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;06/2017;360.356;0;360.356;0;360.356;1.708.156;16.540;0;3.192;0;19.732;340.590;2.068.478;3.509.814;17,42%;17,42%;17,42%;10,27%;2,12%
INDUSVAL - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;06/2017;182.516;0;182.516;0;182.516;1.774.078;3.566;30.320;9.191;5;43.081;169.785;1.986.945;3.538.239;9,19%;9,19%;9,19%;5,16%;36,58%
BONSUCESSO - PRUDENCIAL;1000080422;b1;S4;I;2;BELO HORIZONTE;MG;06/2017;178.680;0;178.680;100.780;279.460;1.119.594;54.932;15.584;199.706;38.367;308.589;555.168;1.983.350;2.430.043;9,01%;9,01%;14,09%;7,35%;24,56%
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;I;3;RIO DE JANEIRO;RJ;06/2017;493.500;0;493.500;0;493.500;1.495.276;47.473;0;0;0;47.473;277.668;1.820.417;1.625.816;27,11%;27,11%;27,11%;30,35%;0,00%
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;06/2017;552.263;0;552.263;0;552.263;1.238.312;19.552;0;240.090;0;259.642;202.068;1.700.021;3.795.055;32,49%;32,49%;32,49%;14,55%;0,76%
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;06/2017;246.263;0;246.263;0;246.263;1.064.124;46.249;0;49.632;0;95.881;520.426;1.680.431;1.987.039;14,65%;14,65%;14,65%;12,39%;5,18%
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;06/2017;478.374;0;478.374;0;478.374;1.659.549;NA;NA;NA;NA;NA;NA;1.659.549;0;28,83%;28,83%;28,83%;NI%;1,20%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;06/2017;274.424;0;274.424;0;274.424;1.528.477;0;0;0;0;0;119.483;1.647.961;2.491.269;16,65%;16,65%;16,65%;11,02%;19,47%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;06/2017;467.283;0;467.283;1.854;469.137;1.389.589;23.568;0;0;0;23.568;224.726;1.637.883;2.366.916;28,53%;28,53%;28,64%;19,74%;5,27%
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;06/2017;256.080;0;256.080;0;256.080;1.426.515;0;0;3.881;0;3.881;96.271;1.526.666;5.727.010;16,77%;16,77%;16,77%;4,47%;20,63%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;06/2017;296.505;0;296.505;4.634;301.139;1.419.535;0;0;0;0;0;96.545;1.516.080;2.328.370;19,56%;19,56%;19,86%;12,73%;16,77%
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;S4;I;1;SAO PAULO;SP;06/2017;705.781;0;705.781;0;705.781;1.203.024;0;0;0;0;0;248.964;1.451.988;0;48,61%;48,61%;48,61%;NI%;4,65%
