Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e) = (c) + (d);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;06/2017;113.816.116;49.446;113.865.562;19.788.491;133.654.053;642.616.355;4.359.664;965.072;19.163.882;2.960.974;27.449.593;54.417.146;724.483.094;1.324.764.495;15,71%;15,72%;18,45%;8,60%;23,98%
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;06/2017;64.733.761;22.909.285;87.643.046;39.404.571;127.047.617;633.781.384;12.105.186;3.669;4.527.303;8.613;16.644.771;54.986.312;705.412.467;1.149.921.941;9,18%;12,42%;18,01%;7,62%;16,56%
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;06/2017;71.948.742;5.373.689;77.322.431;25.727.605;103.050.036;550.858.207;5.388.425;63.858;14.664.842;413.220;20.530.346;47.222.493;618.611.046;1.076.310.183;11,63%;12,50%;16,66%;7,18%;39,57%
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;06/2017;51.765.739;0;51.765.739;31.428.054;83.193.794;508.485.712;1.608.324;1.836.557;7.433.079;0;10.877.960;57.488.105;576.851.777;1.371.032.489;8,97%;8,97%;14,42%;3,78%;11,62%
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;06/2017;84.395.903;0;84.395.903;42.197.951;126.593.854;504.029.279;12.121.252;0;4.919.484;0;17.040.736;35.416.564;556.486.579;860.403.881;15,17%;15,17%;22,75%;9,81%;9,87%
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;06/2017;53.608.791;4.188.367;57.797.157;4.249.894;62.047.052;316.141.341;4.160.048;0;23.675.924;387.341;28.223.312;31.914.296;376.278.950;638.812.423;14,25%;15,36%;16,49%;9,05%;16,35%
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;06/2017;11.353.733;4.356.427;15.710.160;2.855.188;18.565.348;53.157.140;1.518.681;3.703.535;25.135.859;7.045.330;37.403.405;7.080.091;97.640.636;135.909.145;11,63%;16,09%;19,01%;11,56%;26,30%
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;06/2017;9.525.977;995.572;10.521.549;1.942.384;12.463.933;72.782.321;904.017;0;912.984;84.346;1.901.347;6.137.422;80.821.090;175.807.831;11,79%;13,02%;15,42%;5,98%;31,26%
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;06/2017;6.255.309;0;6.255.309;1.922.739;8.178.049;53.575.358;744.255;0;908.628;66.350;1.719.233;5.150.939;60.445.530;124.788.693;10,35%;10,35%;13,53%;5,01%;20,26%
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;06/2017;8.467.661;0;8.467.661;0;8.467.661;34.074.615;1.266.230;81.144;9.861.031;322.782;11.531.188;5.834.992;51.440.795;81.669.911;16,46%;16,46%;16,46%;10,37%;4,05%
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;06/2017;5.281.643;0;5.281.643;888.288;6.169.931;29.417.996;2.101.722;0;1.278;35.024;2.138.024;7.810.214;39.366.235;73.365.566;13,42%;13,42%;15,67%;7,20%;9,00%
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;06/2017;3.861.358;0;3.861.358;2.096.778;5.958.135;30.167.509;444.809;5.622;101.103;0;551.533;8.012.099;38.731.141;72.295.672;9,97%;9,97%;15,38%;5,34%;3,28%
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S2;C;3;SAO PAULO;SP;06/2017;3.405.239;0;3.405.239;1.660.709;5.065.948;17.057.819;3.241.335;0;5.155.123;898.691;9.295.148;3.073.705;29.426.673;56.149.040;11,57%;11,57%;17,22%;6,06%;4,09%
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;06/2017;2.997.060;0;2.997.060;831.657;3.828.717;17.126.479;178.798;0;4.321.557;2.259;4.502.614;2.964.763;24.593.856;31.182.379;12,19%;12,19%;15,57%;9,61%;1,58%
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;06/2017;3.077.901;0;3.077.901;371.968;3.449.869;19.236.390;237.293;133.546;622.995;3.330;997.163;1.094.143;21.327.696;36.849.147;14,43%;14,43%;16,18%;8,35%;0,98%
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;06/2017;4.720.295;0;4.720.295;0;4.720.295;9.889.142;895.436;0;7.071.276;239.389;8.206.102;2.582.624;20.677.868;26.187.921;22,83%;22,83%;22,83%;18,02%;2,36%
PAN;1000080257;b1;S3;C;2;SAO PAULO;SP;06/2017;1.693.256;0;1.693.256;630.042;2.323.298;17.966.496;8.678;0;256.867;0;265.545;1.774.463;20.006.504;26.228.745;8,46%;8,46%;11,61%;6,46%;20,46%
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;06/2017;2.287.239;0;2.287.239;764.301;3.051.540;16.254.824;238.453;208.072;1.561.305;0;2.007.831;1.434.989;19.697.644;23.790.074;11,61%;11,61%;15,49%;9,61%;0,51%
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;06/2017;2.822.821;0;2.822.821;0;2.822.821;12.442.761;1.339.799;0;1.336.413;72.302;2.748.514;2.058.404;17.249.678;22.460.619;16,36%;16,36%;16,36%;12,57%;9,12%
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;06/2017;2.672.103;0;2.672.103;0;2.672.103;14.130.212;506;0;61.265;0;61.771;2.950.680;17.142.663;24.807.552;15,59%;15,59%;15,59%;10,77%;9,46%
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;06/2017;2.299.433;0;2.299.433;0;2.299.433;14.596.942;59.468;0;0;6.607;66.075;1.031.108;15.694.125;18.143.856;14,65%;14,65%;14,65%;12,67%;1,01%
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;06/2017;2.848.086;0;2.848.086;956.918;3.805.004;12.771.822;0;0;0;0;0;1.295.333;14.067.155;15.988.017;20,25%;20,25%;27,05%;17,81%;0,37%
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;06/2017;5.296.284;0;5.296.284;0;5.296.284;801.142;0;0;967.444;9.985.478;10.952.922;353.729;12.107.793;7.245.548;43,74%;43,74%;43,74%;73,10%;0,24%
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;06/2017;2.258.057;0;2.258.057;0;2.258.057;6.127.942;309.840;0;3.920.383;0;4.230.223;1.724.613;12.082.777;21.483.284;18,69%;18,69%;18,69%;10,51%;1,91%
GMAC - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;06/2017;1.699.441;0;1.699.441;0;1.699.441;7.964.867;66;0;0;0;66;1.515.147;9.480.081;11.169.863;17,93%;17,93%;17,93%;15,21%;4,95%
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;06/2017;1.033.588;0;1.033.588;361.099;1.394.687;8.138.469;62.613;525;88.889;36.302;188.328;903.306;9.230.103;14.656.559;11,20%;11,20%;15,11%;7,05%;12,36%
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;06/2017;2.282.532;0;2.282.532;0;2.282.532;7.756.551;46.513;9.667;251.305;53.438;360.922;1.045.314;9.162.787;13.708.488;24,91%;24,91%;24,91%;16,65%;14,03%
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;06/2017;1.521.123;0;1.521.123;32.511;1.553.634;7.766.705;0;0;0;0;0;987.280;8.753.984;8.242.052;17,38%;17,38%;17,75%;18,46%;0,10%
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;06/2017;1.439.544;0;1.439.544;0;1.439.544;7.304.212;8.722;0;111.523;0;120.244;1.037.883;8.462.340;42.339.066;17,01%;17,01%;17,01%;3,40%;6,87%
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;06/2017;1.050.964;0;1.050.964;592.441;1.643.405;8.250.986;13.703;0;67.373;3.846;84.923;69.901;8.405.810;14.517.760;12,50%;12,50%;19,55%;7,24%;18,81%
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;06/2017;4.201.441;0;4.201.441;0;4.201.441;3.207.977;1.129;0;0;0;1.129;4.341.989;7.551.096;4.619.211;55,64%;55,64%;55,64%;90,96%;0,93%
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;06/2017;-2.716;240.888;238.172;814.800;1.052.972;6.446.423;68.951;0;1.714;0;70.665;741.133;7.258.221;19.926.371;-0,04%;3,28%;14,51%;1,20%;8,61%
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;06/2017;1.320.063;0;1.320.063;0;1.320.063;5.325.005;12.561;0;469.440;0;482.001;1.402.328;7.209.334;18.513.274;18,31%;18,31%;18,31%;7,13%;20,42%
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;06/2017;1.021.140;0;1.021.140;30.287;1.051.428;6.131.639;25.349;122.292;467.805;0;615.446;442.486;7.189.572;10.174.835;14,20%;14,20%;14,62%;10,04%;19,56%
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;06/2017;1.243.011;0;1.243.011;0;1.243.011;6.278.002;0;0;0;0;0;685.539;6.963.542;7.105.567;17,85%;17,85%;17,85%;17,49%;0,73%
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;06/2017;593.945;1.218;595.163;404.256;999.419;5.853.200;1.609;0;806;0;2.415;1.086.395;6.942.010;10.120.880;8,56%;8,57%;14,40%;5,88%;24,52%
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;06/2017;2.454.244;0;2.454.244;0;2.454.244;2.986.616;442.599;5.708;1.236.724;966.151;2.651.183;1.291.816;6.929.615;9.656.443;35,42%;35,42%;35,42%;25,42%;0,73%
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;06/2017;1.297.005;0;1.297.005;0;1.297.005;5.714.519;10.105;2.145;288.057;59.233;359.539;620.293;6.694.351;8.377.901;19,37%;19,37%;19,37%;15,48%;16,82%
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;06/2017;988.938;0;988.938;0;988.938;5.799.052;88.802;0;114.983;0;203.785;499.130;6.501.967;7.410.456;15,21%;15,21%;15,21%;13,35%;11,33%
