Instituição financeira;Código;TCB;TD;TC;Cidade;UF;Data;Instituição Sujeita à Apuração da Exposição Total;Instituição Sujeita à Apuração do Patrimônio de Referência;Instituição Utiliza Metodologia Simplificada;Exposição Total ou Ativo Total (R$ mil);Total de Ativos Consolidados no Exterior (US$ mil);Data da Última Alteração de Segmento;SR;
BRADESCO - PRUDENCIAL;1000080075;b1;C;2;OSASCO;SP;03/2017;Sim;Sim;Não;1.083.956.147;32.599.528;01/2017;S1
ITAU - PRUDENCIAL;1000080099;b1;C;2;SAO PAULO;SP;03/2017;Sim;Sim;Não;1.302.425.229;135.574.502;01/2017;S1
SANTANDER - PRUDENCIAL;1000080185;b1;C;3;SAO PAULO;SP;03/2017;Sim;Sim;Não;619.863.093;28.483.441;01/2017;S1
BB - PRUDENCIAL;1000080329;b1;C;1;BRASILIA;DF;03/2017;Sim;Sim;Não;1.132.202.129;48.563.981;01/2017;S1
BTG PACTUAL - PRUDENCIAL;1000080336;b1;C;2;RIO DE JANEIRO;RJ;03/2017;Sim;Sim;Não;126.324.730;11.370.368;01/2017;S1
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;C;1;BRASILIA;DF;03/2017;Sim;Sim;Não;1.374.513.248;NI;01/2017;S1
SAFRA - PRUDENCIAL;1000080109;b1;C;2;SAO PAULO;SP;03/2017;Sim;Sim;Não;169.754.678;5.324.013;01/2017;S2
BANRISUL - PRUDENCIAL;1000080154;b1;C;1;PORTO ALEGRE;RS;03/2017;Sim;Sim;Não;71.881.763;251.044;01/2017;S2
CITIBANK - PRUDENCIAL;1000080192;b1;C;3;SAO PAULO;SP;03/2017;Sim;Sim;Não;78.399.214;NI;01/2017;S2
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;C;3;SAO PAULO;SP;03/2017;Sim;Sim;Não;65.245.641;2.357.553;01/2017;S2
VOTORANTIM - PRUDENCIAL;1000080484;b1;C;2;SAO PAULO;SP;03/2017;Sim;Sim;Não;131.134.623;1.648.201;01/2017;S2
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;I;1;FORTALEZA;CE;03/2017;Sim;Sim;Não;69.825.304;NI;01/2017;S2
BNDES - PRUDENCIAL;1000081847;b4;C;1;RIO DE JANEIRO;RJ;03/2017;Sim;Sim;Não;865.339.525;NI;01/2017;S2
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;I;2;CURITIBA;PR;03/2017;Não;Sim;Não;7.007.793;NI;01/2017;S3
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;I;2;PORTO ALEGRE;RS;03/2017;Não;Sim;Não;11.189.709;NI;01/2017;S3
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;C;3;SAO PAULO;SP;03/2017;Sim;Sim;Não;27.341.143;NI;01/2017;S3
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;C;2;BELO HORIZONTE;MG;03/2017;Sim;Sim;Não;10.387.237;36.582;01/2017;S3
BANESTES - PRUDENCIAL;1000080147;b1;C;1;VITORIA;ES;03/2017;Sim;Sim;Não;19.072.557;NI;01/2017;S3
BMG - PRUDENCIAL;1000080178;b1;C;2;SAO PAULO;SP;03/2017;Sim;Sim;Não;14.415.980;57.778;01/2017;S3
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;C;3;SAO PAULO;SP;03/2017;Sim;Sim;Não;16.524.148;NI;01/2017;S3
PAN;1000080257;b1;C;2;SAO PAULO;SP;03/2017;Sim;Sim;Não;26.558.706;NI;01/2017;S3
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;C;3;SAO PAULO;SP;03/2017;Sim;Sim;Não;7.367.034;NI;01/2017;S3
BRB - PRUDENCIAL;1000080288;b1;C;1;BRASILIA;DF;03/2017;Sim;Sim;Não;14.689.210;NI;01/2017;S3
CCB - PRUDENCIAL;1000080295;b1;C;3;SAO PAULO;SP;03/2017;Sim;Sim;Não;13.675.966;1.102.562;01/2017;S3
ABC-BRASIL - PRUDENCIAL;1000080312;b1;C;3;SAO PAULO;SP;03/2017;Sim;Sim;Não;36.768.957;1.411.072;01/2017;S3
PINE - PRUDENCIAL;1000080374;b1;C;2;SAO PAULO;SP;03/2017;Sim;Sim;Não;9.831.773;100.723;01/2017;S3
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;C;3;SAO PAULO;SP;03/2017;Sim;Sim;Não;15.264.915;NI;01/2017;S3
ING - PRUDENCIAL;1000080501;b1;C;3;SAO PAULO;SP;03/2017;Sim;Sim;Não;8.579.172;NI;01/2017;S3
DEUTSCHE - PRUDENCIAL;1000080532;b1;C;3;SAO PAULO;SP;03/2017;Sim;Sim;Não;8.053.995;20.882;01/2017;S3
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;C;3;SAO PAULO;SP;03/2017;Sim;Sim;Não;18.378.406;NI;01/2017;S3
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;C;3;SAO PAULO;SP;03/2017;Sim;Sim;Não;8.184.803;NI;01/2017;S3
ALFA - PRUDENCIAL;1000080570;b1;C;2;SAO PAULO;SP;03/2017;Sim;Sim;Não;14.270.634;NI;01/2017;S3
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;C;3;SAO PAULO;SP;03/2017;Sim;Sim;Não;12.734.490;19.498;01/2017;S3
HAITONG - PRUDENCIAL;1000080666;b2;C;3;SAO PAULO;SP;03/2017;Sim;Sim;Não;11.413.962;156.108;01/2017;S3
BNP PARIBAS - PRUDENCIAL;1000080673;b1;C;3;SAO PAULO;SP;03/2017;Sim;Sim;Não;28.744.906;NI;01/2017;S3
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;C;3;SAO PAULO;SP;03/2017;Sim;Sim;Não;6.724.749;NI;01/2017;S3
SICREDI - PRUDENCIAL;1000080745;b1;C;2;PORTO ALEGRE;RS;03/2017;Sim;Sim;Não;37.099.372;NI;01/2017;S3
GMAC - PRUDENCIAL;1000080848;b2;C;3;SAO PAULO;SP;03/2017;Sim;Sim;Não;10.762.365;NI;01/2017;S3
BANCOOB - PRUDENCIAL;1000080879;b1;C;2;BRASILIA;DF;03/2017;Sim;Sim;Não;39.463.234;NI;01/2017;S3
ORIGINAL - PRUDENCIAL;1000080903;b1;C;2;SAO PAULO;SP;03/2017;Sim;Sim;Não;8.081.583;67.354;01/2017;S3
APE POUPEX - PRUDENCIAL;1000081184;n1;I;2;BRASILIA;DF;03/2017;Não;Sim;Não;6.345.827;NI;01/2017;S3
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;I;1;BELEM;PA;03/2017;Sim;Sim;Não;24.205.213;NI;01/2017;S3
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;C;1;PORTO ALEGRE;RS;03/2017;Sim;Sim;Não;17.672.878;NI;01/2017;S3
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;I;1;BELO HORIZONTE;MG;03/2017;Sim;Sim;Não;7.392.111;NI;01/2017;S3
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;I;3;CURITIBA;PR;03/2017;Sim;Sim;Não;7.550.234;NI;01/2017;S3
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;C;2;SAO PAULO;SP;03/2017;Sim;Sim;Não;6.780.214;199.857;01/2017;S3
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;I;3;SAO PAULO;SP;03/2017;Sim;Sim;Não;23.962.113;0;01/2017;S3
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;I;3;SAO PAULO;SP;03/2017;Sim;Sim;Não;7.146.480;NI;01/2017;S3
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;C;2;RIO DE JANEIRO;RJ;03/2017;Sim;Sim;Não;8.852.738;NI;01/2017;S3
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;I;3;SAO PAULO;SP;03/2017;Sim;Sim;Não;22.571.304;NI;01/2017;S3
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;I;3;SAO PAULO;SP;03/2017;Sim;Sim;Não;10.010.342;373.243;01/2017;S3
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;C;2;SAO PAULO;SP;03/2017;Sim;Sim;Não;21.231.423;91.474;01/2017;S3
CENTRAL DAS COOPERATIVAS DE CRÉDITO DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL;106180;b3C;I;2;CUIABA;MT;03/2017;Não;Sim;Não;166.137;NI;01/2017;S4
COOPERATIVA DE CRÉDITO UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM;184068;b3C;I;2;BELO HORIZONTE;MG;03/2017;Não;Sim;Não;880.104;NI;01/2017;S4
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;I;2;BELO HORIZONTE;MG;03/2017;Não;Sim;Não;4.252.295;NI;01/2017;S4
CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS UNICRED LTDA. - UNICRED DO BRASIL.;315557;b3C;I;2;SAO PAULO;SP;03/2017;Não;Sim;Não;566.598;NI;01/2017;S4
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;I;2;FLORIANOPOLIS;SC;03/2017;Não;Sim;Não;1.902.231;NI;01/2017;S4
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CRÉDITO DO PLANALTO CENTRAL LTDA - SICOOB PLANALTO CENTRAL;692214;b3C;I;2;BRASILIA;DF;03/2017;Não;Sim;Não;618.327;NI;01/2017;S4
COOPERATIVA DE CREDITO CREDICERIPA - SICOOB CREDICERIPA;966246;b3S;I;2;ITAI;SP;03/2017;Não;Sim;Não;324.716;NI;01/2017;S4
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;I;2;FRANCISCO BELTRAO;PR;03/2017;Não;Sim;Não;2.384.968;NI;01/2017;S4
CENTRAL DE COOPERATIVAS DE ECONOMIA E CRÉDITO MÚTUO DO ESTADO DO RIO GRANDE DO SUL LTDA - UNICRED CENTRAL RS;1634601;b3C;I;2;PORTO ALEGRE;RS;03/2017;Não;Sim;Não;1.393.871;NI;01/2017;S4
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;I;2;LONDRINA;PR;03/2017;Não;Sim;Não;1.650.203;NI;01/2017;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS PROFISSIONAIS MÉDICOS E DA SAÚDE DE CURITIBA E REGIÃO METROPOLITANA - SICREDI MEDICRED PR;2924977;b3S;I;2;CURITIBA;PR;03/2017;Não;Sim;Não;35.027;NI;01/2017;S4
UNIPRIME CENTRAL - CENTRAL INTERESTADUAL DE COOPERATIVAS DE CREDITO LTDA.;3046391;b3C;I;2;LONDRINA;PR;03/2017;Não;Sim;Não;1.509.202;NI;01/2017;S4
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE DO BRASIL - SICOOB NORTE;3502131;b3C;I;2;PORTO VELHO;RO;03/2017;Não;Sim;Não;681.442;NI;01/2017;S4
