Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e) = (c) + (d);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
ITAU;10069;b1;;C;2;SAO PAULO;SP;09/2011;NA;NA;67.976.901;20.186.538;88.138.085;543.604.128;0;868.882;7.487.164;273.164;8.629.209;31.456.539;583.689.876;NA;NA%;NA%;15,10%;NA%;49,78%
BB;49906;b1;;C;1;BRASILIA;DF;09/2011;NA;NA;58.887.504;23.754.826;78.699.820;512.116.961;0;168.403;785.607;6.249;960.259;28.888.311;541.965.531;NA;NA%;NA%;14,52%;NA%;25,75%
BRADESCO;10045;b1;;C;2;OSASCO;SP;09/2011;NA;NA;56.522.012;12.063.283;68.486.026;426.881.305;0;181.511;11.242.816;1.300.370;12.724.696;18.222.006;457.828.008;NA;NA%;NA%;14,96%;NA%;44,11%
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;09/2011;NA;NA;51.006.653;43.737.757;94.136.728;427.134.722;0;0;698.419;0;698.419;7.807.763;435.640.904;NA;NA%;NA%;21,61%;NA%;0,31%
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;09/2011;NA;NA;64.985.512;6.775.303;71.716.508;268.363.118;0;46.755;12.116.040;741.445;12.904.240;15.643.069;296.910.428;NA;NA%;NA%;24,15%;NA%;37,89%
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;09/2011;NA;NA;19.855.069;18.562.561;37.795.810;263.952.493;0;0;462.607;0;462.607;16.636.879;281.051.979;NA;NA%;NA%;13,45%;NA%;14,47%
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;09/2011;NA;NA;8.741.394;4.315.676;13.057.070;97.433.592;0;60.618;2.504.218;234.682;2.799.518;2.444.665;102.677.775;NA;NA%;NA%;12,72%;NA%;1,62%
HSBC;51152;b1;;C;3;CURITIBA;PR;09/2011;NA;NA;8.592.240;3.015.519;11.607.759;75.887.341;0;0;2.289.222;30.796;2.320.018;8.299.434;86.506.793;NA;NA%;NA%;13,42%;NA%;40,80%
SAFRA;10083;b1;;C;2;SAO PAULO;SP;09/2011;NA;NA;5.551.969;2.055.563;7.607.531;56.629.383;0;1.369;1.578.383;62.496;1.642.248;1.652.487;59.924.117;NA;NA%;NA%;12,70%;NA%;26,73%
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;09/2011;NA;NA;7.308.821;93.283;7.402.104;36.487.675;0;74.591;1.724.642;223.742;2.022.974;3.804.288;42.314.937;NA;NA%;NA%;17,49%;NA%;12,56%
