Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;06/2012;17.062.349;183.560.913;99.010.329;401.316.324;-17.476.470;383.839.855;235.659;2.425.646;1.429.471;-69.913;4.020.864;128.381.641;98.789.749;32.359.009;947.024.709;1.429.471;945.595.238
ITAU;10069;b1;;C;2;SAO PAULO;SP;06/2012;13.562.795;113.845.445;140.928.771;303.074.556;-24.957.717;278.116.839;1.806.218;47.518.633;27.994.047;-1.721.984;75.596.915;121.652.520;80.825.038;41.720.468;866.248.791;27.994.047;838.254.744
BRADESCO;10045;b1;;C;2;OSASCO;SP;06/2012;13.335.276;92.733.095;185.340.114;248.458.758;-19.032.068;229.426.691;173.231;19.969.058;10.703.427;-883.616;29.962.101;76.315.850;66.662.482;40.406.288;734.181.896;10.703.427;723.478.469
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;06/2012;1.283;7.142.746;81.967.998;223.945.365;-1.737.075;222.208.290;0;0;0;0;0;11.540.839;221.126.593;86.109.883;630.097.633;0;630.097.633
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;06/2012;4.371.999;52.407.223;127.715.267;297.600.834;-17.570.043;280.030.792;0;0;0;0;0;34.329.871;89.493.703;8.021.784;596.370.638;0;596.370.638
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;06/2012;4.763.133;29.150.487;73.570.726;180.987.322;-12.870.257;168.117.064;161.842;14.157.324;7.876.632;-322.613;21.873.186;90.303.877;42.489.004;26.037.464;456.304.941;7.876.632;448.428.308
HSBC;51152;b1;;C;3;CURITIBA;PR;06/2012;1.931.002;16.312.350;25.988.091;47.190.546;-3.373.668;43.816.878;18.633;3.390.704;1.822.134;-74.895;5.156.576;35.717.619;16.933.118;4.375.905;150.231.539;1.822.134;148.409.405
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;06/2012;162.873;14.684.711;31.004.444;55.267.477;-4.205.071;51.062.406;40.616;5.100.674;2.701.426;-187.282;7.655.434;9.505.557;4.541.652;396.243;119.013.319;2.701.426;116.311.893
SAFRA;10083;b1;;C;2;SAO PAULO;SP;06/2012;503.111;11.341.176;20.928.767;41.964.373;-1.290.735;40.673.638;65.919;4.046.410;3.174.710;-86.761;7.200.277;7.426.614;3.516.435;2.091.309;93.681.328;3.174.710;90.506.617
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;06/2012;280.267;28.235.833;34.351.775;4.591.951;-108.260;4.483.691;0;0;0;0;0;8.810.831;939.233;5.207.223;82.308.853;0;82.308.853
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;06/2012;143.694;11.845.972;12.318.640;13.423.543;-1.759.588;11.663.955;3.465;178.091;34.746;-3.198;213.104;20.692.953;4.173.468;1.037.044;62.088.831;34.746;62.054.085
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;06/2012;505.714;4.394.997;10.269.548;21.833.600;-1.398.719;20.434.881;427;136.463;60.086;-8.824;188.152;2.609.782;4.055.764;576.540;43.035.378;60.086;42.975.291
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;06/2012;225.120;10.439.175;14.032.879;847.457;-16.645;830.812;0;0;0;0;0;13.093.604;2.536;84.996;38.709.122;0;38.709.122
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;06/2012;1.306.413;18.876.701;5.289.005;4.401.105;-294.347;4.106.759;0;0;0;0;0;3.652.116;62.708;1.515.974;34.809.676;0;34.809.676
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;06/2012;634.719;4.631.968;4.091.465;2.086.405;-9.161;2.077.244;0;0;0;0;0;21.100.299;263.004;32.831;32.831.529;0;32.831.529
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;06/2012;111.359;5.674.805;10.746.344;10.966.390;-614.330;10.352.060;0;0;0;0;0;2.183.999;387.054;197.077;29.652.698;0;29.652.698
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;06/2012;2.132;839.589;145.043;20.314.036;-895.934;19.418.102;13.762;1.945.939;1.257.858;-122.933;3.094.625;1.401.896;344.964;88.726;25.335.077;1.257.858;24.077.219
BMG;30290;b1;;C;2;BELO HORIZONTE;MG;06/2012;65.111;1.572.849;1.382.486;14.300.378;-747.299;13.553.079;1.459;97.849;58.343;-11.428;146.223;2.691.981;918.333;1.585.613;21.915.675;58.343;21.857.333
