Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e) = (c) + (d);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
ITAU;10069;b1;;C;2;SAO PAULO;SP;03/2012;NA;NA;72.112.875;21.123.890;93.203.871;541.672.167;0;1.021.182;16.958.448;1.006.655;18.986.284;36.027.622;596.686.073;NA;NA%;NA%;15,62%;NA%;45,00%
BB;49906;b1;;C;1;BRASILIA;DF;03/2012;NA;NA;65.409.081;24.597.563;86.672.098;556.182.547;0;44.180;1.579.399;9.932;1.633.512;32.934.418;590.750.477;NA;NA%;NA%;14,67%;NA%;31,48%
BRADESCO;10045;b1;;C;2;OSASCO;SP;03/2012;NA;NA;60.220.224;15.230.737;75.344.326;450.887.081;0;142.504;32.139.962;646.331;32.928.796;23.122.342;506.938.219;NA;NA%;NA%;14,86%;NA%;47,72%
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;03/2012;NA;NA;49.481.069;49.481.069;98.116.139;454.742.278;0;0;6.224.222;0;6.224.222;8.088.257;469.054.757;NA;NA%;NA%;20,92%;NA%;0,39%
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;03/2012;NA;NA;22.550.622;18.967.127;40.446.316;297.684.039;0;0;1.410.551;0;1.410.551;17.408.915;316.503.505;NA;NA%;NA%;12,78%;NA%;15,54%
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;03/2012;NA;NA;65.349.359;6.628.731;71.937.261;268.473.917;0;19.936;13.791.165;850.409;14.661.510;16.800.749;299.936.176;NA;NA%;NA%;23,98%;NA%;34,18%
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;03/2012;NA;NA;7.491.230;3.791.035;11.282.265;81.395.662;0;38.055;2.148.800;51.982;2.238.836;2.908.597;86.543.095;NA;NA%;NA%;13,04%;NA%;3,00%
HSBC;51152;b1;;C;3;CURITIBA;PR;03/2012;NA;NA;8.864.379;2.721.420;11.585.799;73.979.341;0;0;3.375.342;43.446;3.418.788;8.848.586;86.246.715;NA;NA%;NA%;13,43%;NA%;33,90%
SAFRA;10083;b1;;C;2;SAO PAULO;SP;03/2012;NA;NA;6.217.401;1.878.931;8.096.332;60.418.200;0;89.532;1.432.112;143.345;1.664.988;2.404.945;64.488.133;NA;NA%;NA%;12,55%;NA%;24,50%
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;03/2012;NA;NA;6.732.374;3.366.187;9.196.672;32.517.175;2.757.315;1.645.771;13.290.280;2.132.986;19.826.352;2.351.879;54.695.406;NA;NA%;NA%;16,81%;NA%;42,63%
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;03/2012;NA;NA;6.890.556;70.535;6.961.091;34.908.150;3.041.184;40.128;3.291.573;93.119;6.466.004;3.986.117;45.360.271;NA;NA%;NA%;15,35%;NA%;13,69%
BMG;30290;b1;;C;2;BELO HORIZONTE;MG;03/2012;NA;NA;3.299.687;1.075.184;4.374.871;29.700.098;0;0;3.035.670;0;3.035.670;544.455;33.280.223;NA;NA%;NA%;13,15%;NA%;3,61%
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;03/2012;NA;NA;2.342.104;2.342.104;4.684.209;23.596.359;0;3.161;10.921;0;14.082;4.211.627;27.822.068;NA;NA%;NA%;16,84%;NA%;4,16%
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;03/2012;NA;NA;4.547.037;-5.910;4.396.109;23.731.648;0;0;16.548;22.502;39.050;4.018.613;27.789.311;NA;NA%;NA%;15,82%;NA%;11,15%
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;03/2012;NA;NA;2.809.195;12.778;2.799.826;8.622.096;897.656;24.474;11.689.987;386.711;12.998.829;861.585;22.482.509;NA;NA%;NA%;12,45%;NA%;2,70%
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;03/2012;NA;NA;1.966.173;983.087;2.949.260;20.599.630;0;0;0;0;0;640.947;21.240.577;NA;NA%;NA%;13,89%;NA%;2,13%
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;03/2012;NA;NA;3.106.013;730.372;3.616.063;10.145.810;3.499.903;0;1.216.890;322.653;5.039.445;2.307.567;17.492.822;NA;NA%;NA%;20,67%;NA%;7,87%
BIC;32119;b1;;C;2;SAO PAULO;SP;03/2012;NA;NA;2.010.900;880.708;2.891.609;14.900.861;0;0;789.252;44.828;834.080;863.662;16.598.603;NA;NA%;NA%;17,42%;NA%;4,16%
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;03/2012;NA;NA;2.449.780;172.125;2.621.905;11.807.816;0;0;2.585.112;0;2.585.112;1.692.271;16.085.200;NA;NA%;NA%;16,30%;NA%;17,32%
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;03/2012;NA;NA;1.532.130;559.893;2.092.023;13.087.003;0;10.464;110.211;0;120.675;659.320;13.866.998;NA;NA%;NA%;15,09%;NA%;3,83%
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;03/2012;NA;NA;1.738.502;200.925;1.939.427;10.423.600;0;0;1.930;0;1.930;1.332.482;11.758.012;NA;NA%;NA%;16,49%;NA%;5,95%
CRUZEIRO DO SUL;50720;b1;;C;2;SAO PAULO;SP;03/2012;NA;NA;1.095.474;594.342;1.689.816;9.740.773;0;0;9.638;536.483;546.121;1.123.561;11.410.455;NA;NA%;NA%;14,81%;NA%;8,58%
PANAMERICANO;31323;b1;;C;2;SAO PAULO;SP;03/2012;NA;NA;1.070.082;535.559;1.605.641;9.608.645;0;0;257.850;0;257.850;1.493.855;11.360.350;NA;NA%;NA%;14,13%;NA%;10,16%
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;03/2012;NA;NA;2.019.943;4.153;2.024.096;8.775.306;0;0;550.824;229.355;780.180;1.108.777;10.664.263;NA;NA%;NA%;18,98%;NA%;8,84%
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;03/2012;NA;NA;1.235.620;178.802;1.414.422;10.170.521;0;0;0;0;0;475.118;10.645.639;NA;NA%;NA%;13,29%;NA%;0,29%
ALFA;51293;b1;;C;2;SAO PAULO;SP;03/2012;NA;NA;1.905.003;0;1.905.003;9.399.454;0;0;24.075;4.416;28.491;682.858;10.110.803;NA;NA%;NA%;18,84%;NA%;11,22%
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;03/2012;NA;NA;736.177;371.720;1.107.897;9.092.759;0;0;284;0;284;441.286;9.534.329;NA;NA%;NA%;11,62%;NA%;15,94%
FIBRA;49951;b1;;C;2;SAO PAULO;SP;03/2012;NA;NA;1.018.050;249.853;1.267.903;8.571.673;0;0;535.532;26.091;561.623;297.181;9.430.477;NA;NA%;NA%;13,44%;NA%;12,56%
