Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BB - PRUDENCIAL;1000080329;b1;;C;1;BRASILIA;DF;09/2016;1.449.721.368;671.550.386;1.374.681.879;1.131.748.772;75.039.488;2.301.250;127.060.689;17,59%;15,64%;5.452;1.401
ITAU - PRUDENCIAL;1000080099;b1;;C;2;SAO PAULO;SP;09/2016;1.255.731.476;495.322.749;1.124.972.521;842.752.791;130.758.955;4.959.768;139.557.136;18,96%;23,60%;3.601;933
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;;C;1;BRASILIA;DF;09/2016;1.231.970.946;699.587.617;1.205.045.288;1.051.564.922;26.925.658;837.546;76.742.155;13,46%;14,61%;3.412;836
BRADESCO - PRUDENCIAL;1000080075;b1;;C;2;OSASCO;SP;09/2016;1.003.067.017;399.406.661;904.500.472;723.744.679;98.566.545;3.237.338;95.055.592;14,46%;44,40%;5.352;1.604
BNDES - PRUDENCIAL;1000081847;b4;;C;1;RIO DE JANEIRO;RJ;09/2016;959.699.344;377.359.279;908.679.880;590.889.031;51.019.464;6.413.521;129.880.851;19,38%;9,49%;4;0
SANTANDER - PRUDENCIAL;1000080185;b1;;C;3;SAO PAULO;SP;09/2016;660.941.862;247.317.232;597.231.269;443.793.967;63.710.593;1.506.906;63.302.201;17,60%;16,78%;2.763;1.176
BTG PACTUAL - PRUDENCIAL;1000080336;b1;;C;2;RIO DE JANEIRO;RJ;09/2016;198.514.173;40.957.071;177.247.188;94.557.882;21.266.984;717.080;26.296.006;15,99%;31,53%;11;0
SAFRA - PRUDENCIAL;1000080109;b1;;C;2;SAO PAULO;SP;09/2016;143.590.975;46.882.725;133.879.952;116.167.652;9.711.023;409.187;12.749.838;15,50%;26,49%;113;5
VOTORANTIM - PRUDENCIAL;1000080484;b1;;C;2;SAO PAULO;SP;09/2016;103.675.389;46.642.962;95.421.278;67.490.075;8.254.110;-50.209;9.736.671;15,55%;15,06%;93;0
CITIBANK - PRUDENCIAL;1000080192;b1;;C;3;SAO PAULO;SP;09/2016;81.273.213;20.550.670;72.789.823;44.278.238;8.483.390;199.942;8.273.594;15,65%;5,96%;134;14
BANRISUL - PRUDENCIAL;1000080154;b1;;C;1;PORTO ALEGRE;RS;09/2016;67.940.221;30.146.654;61.468.320;51.700.425;6.471.901;105.020;6.655.282;17,09%;11,85%;537;202
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;;C;3;SAO PAULO;SP;09/2016;45.185.852;6.799.215;41.418.824;27.578.741;3.767.028;80.488;5.032.142;15,56%;6,53%;10;0
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;;I;1;FORTALEZA;CE;09/2016;43.567.609;12.992.825;40.541.731;15.640.250;3.025.878;-52.797;4.739.928;12,73%;4,55%;319;2
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;;C;3;SAO PAULO;SP;09/2016;41.641.678;1.446.086;37.200.368;21.437.360;4.441.309;77.295;4.401.654;19,04%;2,48%;8;1
SICREDI - PRUDENCIAL;1000080745;b1;;C;2;PORTO ALEGRE;RS;09/2016;40.494.910;14.778.031;39.210.264;37.793.811;1.284.647;33.236;1.429.720;20,39%;7,98%;5;0
BNP PARIBAS - PRUDENCIAL;1000080673;b1;;C;3;SAO PAULO;SP;09/2016;37.771.196;11.645.803;34.965.768;17.392.935;2.805.428;49.037;3.424.732;13,53%;1,85%;9;0
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;09/2016;32.941.544;10.974.901;31.799.968;28.226.421;1.141.576;45.138;1.134.476;14,57%;8,53%;4;0
