Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BB - PRUDENCIAL;1000080329;b1;;C;1;BRASILIA;DF;03/2016;22.382.180;362.785.028;120.480.186;644.588.141;-34.281.877;610.306.264;308.038;760.404;313.223;-59.053;1.322.612;190.887.102;70.969.013;28.026.841;1.407.159.226;313.223;1.406.846.003
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;;C;1;BRASILIA;DF;03/2016;10.917.308;190.250.938;179.706.231;672.513.474;-34.265.907;638.247.567;0;0;0;0;0;71.276.825;138.774.695;13.031.404;1.242.204.968;0;1.242.204.968
ITAU - PRUDENCIAL;1000080099;b1;;C;2;SAO PAULO;SP;03/2016;18.165.907;234.365.377;201.067.139;388.934.552;-32.274.939;356.659.612;1.410.875;6.902.228;4.372.729;-169.041;12.516.791;224.525.278;73.860.796;40.042.810;1.161.203.710;4.372.729;1.156.830.982
BNDES - PRUDENCIAL;1000081847;b4;;C;1;RIO DE JANEIRO;RJ;03/2016;520.031;52.298.063;151.142.216;391.690.457;-4.648.752;387.041.705;0;0;0;0;0;34.983.730;285.009.481;14.178.263;925.173.490;0;925.173.490
BRADESCO - PRUDENCIAL;1000080075;b1;;C;2;OSASCO;SP;03/2016;18.507.288;165.410.092;163.222.352;317.674.622;-27.331.127;290.343.495;92.913;5.322.777;2.810.141;-160.139;8.065.692;133.688.488;55.087.561;43.620.851;877.945.819;2.810.141;875.135.677
SANTANDER - PRUDENCIAL;1000080185;b1;;C;3;SAO PAULO;SP;03/2016;5.461.302;51.411.943;147.770.247;212.221.267;-15.592.399;196.628.868;22.484;5.416.046;2.708.886;-58.992;8.088.423;187.088.898;59.527.171;16.418.531;672.395.382;2.708.886;669.686.496
BTG PACTUAL - PRUDENCIAL;1000080336;b1;;C;2;RIO DE JANEIRO;RJ;03/2016;19.368.792;28.815.915;64.850.868;52.170.003;-1.857.768;50.312.235;0;0;0;0;0;46.734.343;2.130.429;11.261.858;223.474.441;0;223.474.441
HSBC - PRUDENCIAL;1000080525;b1;;C;3;CURITIBA;PR;03/2016;2.659.907;21.425.127;31.084.923;55.621.505;-5.045.596;50.575.909;8.598;793.109;101.674;-94.669;808.712;48.827.927;14.785.775;3.014.562;173.182.842;101.674;173.081.168
SAFRA - PRUDENCIAL;1000080109;b1;;C;2;SAO PAULO;SP;03/2016;1.477.174;41.122.970;45.681.478;38.554.323;-2.500.166;36.054.156;55.729;2.908.686;1.467.479;-49.703;4.382.190;8.372.369;2.160.237;2.975.972;142.226.546;1.467.479;140.759.068
VOTORANTIM - PRUDENCIAL;1000080484;b1;;C;2;SAO PAULO;SP;03/2016;209.869;17.030.634;34.046.356;46.202.953;-2.897.664;43.305.289;4.232;165.713;39.941;-17.779;192.108;13.171.894;1.036.897;445.678;109.438.724;39.941;109.398.783
CITIBANK - PRUDENCIAL;1000080192;b1;;C;3;SAO PAULO;SP;03/2016;678.935;11.609.498;29.259.285;16.008.417;-872.914;15.135.504;847;240.316;22.336;-4.600;258.900;21.274.946;3.021.615;669.638;81.908.320;22.336;81.885.984
BANRISUL - PRUDENCIAL;1000080154;b1;;C;1;PORTO ALEGRE;RS;03/2016;851.571;701.632;19.940.414;29.807.995;-2.214.393;27.593.602;193;114.365;57.118;-6.756;164.920;6.806.722;9.540.538;319.353;65.918.751;57.118;65.861.633
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;;C;3;SAO PAULO;SP;03/2016;1.860.794;20.762.947;14.352.397;6.465.885;-327.598;6.138.287;0;0;0;0;0;7.371.183;11.201;699.897;51.196.707;0;51.196.707
BNP PARIBAS - PRUDENCIAL;1000080673;b1;;C;3;SAO PAULO;SP;03/2016;38.634;4.452.971;6.277.608;7.333.195;-458.957;6.874.238;0;0;0;0;0;26.210.888;426.668;105.533;44.386.540;0;44.386.540
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;;I;1;FORTALEZA;CE;03/2016;213.554;9.646.723;16.583.709;12.678.428;-999.676;11.678.752;0;0;0;0;0;3.317.031;318.926;236.206;41.994.900;0;41.994.900
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;;C;3;SAO PAULO;SP;03/2016;105.444;12.698.679;13.496.157;1.262.591;-2.605;1.259.986;0;0;0;0;0;12.145.735;39.455;119.240;39.864.696;0;39.864.696
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;03/2016;5.832;8.686.773;2.369.493;544.188;-50.834;493.354;12.404;953.423;78.779;-23.165;1.021.441;22.567.227;7.041;95.033;35.246.193;78.779;35.167.414
SICREDI - PRUDENCIAL;1000080745;b1;;C;2;PORTO ALEGRE;RS;03/2016;70.721;10.570.284;5.047.521;14.442.009;-9.559;14.432.450;0;0;0;0;0;866.397;588.808;107.328;31.683.508;0;31.683.508
PAN;1000080257;b1;;C;2;SAO PAULO;SP;03/2016;51.713;2.479.821;2.534.909;16.229.934;-1.060.267;15.169.667;310;28.325;22.232;-1.179;49.688;5.884.901;741.844;615.145;27.527.689;22.232;27.505.456
