Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;03/2018;1.420.524.994;624.380.486;1.330.255.804;1.111.773.128;90.269.190;2.733.969;126.583.489;18,44%;14,46%;4.766;1.268
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;03/2018;1.340.911.345;495.483.885;1.209.099.175;899.052.845;131.812.171;5.767.427;126.278.223;16,61%;23,84%;3.384;1.046
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;03/2018;1.272.481.881;700.193.160;1.234.870.546;1.060.911.353;37.611.335;2.804.497;97.835.956;18,32%;10,13%;3.391;804
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;03/2018;1.029.894.947;371.238.489;916.029.707;730.142.402;113.865.240;4.470.971;100.169.721;15,87%;43,13%;4.786;1.496
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;03/2018;860.114.268;311.629.733;785.930.599;443.402.289;74.183.669;2.063.569;163.127.758;30,12%;7,70%;5;0
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;03/2018;723.133.580;280.398.103;658.372.399;485.155.978;64.761.181;2.891.133;61.996.870;15,30%;13,21%;2.683;1.240
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;03/2018;154.825.308;61.041.565;144.696.246;124.509.130;10.129.063;517.308;12.995.660;13,37%;32,10%;115;5
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;03/2018;146.087.476;15.702.413;127.428.442;76.911.881;18.659.033;600.710;15.958.966;16,47%;30,16%;15;0
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;03/2018;93.929.592;47.717.161;85.080.958;62.329.177;8.848.634;278.355;9.467.247;16,57%;18,33%;92;0
CIELO - PRUDENCIAL;1000084710;n4;;C;2;BARUERI;SP;03/2018;81.229.247;0;67.635.348;7.718.182;13.593.899;1.045.318;NA;NA%;NA%;0;0
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;03/2018;71.839.739;31.780.113;64.641.654;55.075.519;7.198.085;243.964;6.166.467;15,63%;5,10%;541;148
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;03/2018;68.138.527;10.404.534;59.897.207;32.990.840;8.241.320;197.481;7.991.335;15,54%;1,71%;134;22
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;03/2018;56.587.671;10.607.363;52.945.551;16.909.460;3.642.120;94.264;6.348.772;15,69%;2,49%;316;2
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;03/2018;44.927.318;6.008.847;43.298.695;37.594.805;1.628.623;71.031;1.618.921;19,70%;10,19%;7;0
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;03/2018;44.287.658;9.011.301;43.046.524;40.822.158;1.241.134;30.573;1.393.606;21,45%;8,78%;7;0
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;03/2018;40.323.460;1.764.683;35.690.084;23.889.436;4.633.376;-9.173;4.443.632;20,44%;2,34%;11;1
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;03/2018;39.411.020;14.471.371;35.923.014;18.975.717;3.488.007;64.877;3.973.488;15,90%;1,34%;7;0
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;03/2018;38.036.399;1.621.293;36.592.836;7.796.058;1.443.563;-9.658;1.409.107;31,31%;1,90%;3;0
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;03/2018;36.690.125;4.436.598;33.156.075;16.907.527;3.534.050;87.225;4.645.149;18,05%;1,36%;10;0
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;03/2018;28.363.135;11.925.568;24.943.274;20.891.461;3.419.861;108.548;3.952.790;16,12%;0,67%;8;0
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;03/2018;26.533.159;18.819.498;22.542.949;17.163.064;3.990.210;56.551;2.545.372;14,22%;15,82%;6;0
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;03/2018;24.765.478;14.733.175;21.638.011;18.250.150;3.127.467;165.350;3.124.429;16,07%;27,64%;41;0
