Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Social de Cooperativas (k);
;;;;;;;;;Receitas de Intermediação Financeira;;;;;;;Despesas de Intermediação Financeira;;;;;;Resultado de Intermediação Financeira (c) = (a) + (b);Rendas de Prestação de Serviços (d1);Rendas de Tarifas Bancárias (d2);Despesas de Pessoal (d3);Despesas Administrativas (d4);Despesas Tributárias (d5);Resultado de Participações (d6);Outras Receitas Operacionais (d7);Outras Despesas Operacionais (d8);Outras Receitas/Despesas  Operacionais (d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8);;;;;;;;
;;;;;;;;;Rendas de Operações de Crédito (a1);Rendas de Operações de Arrendamento Mercantil (a2);Rendas de Operações com TVM (a3);Rendas de Operações com Instrumentos Financeiros Derivativos (a4);Resultado de Operações de Câmbio (a5);Rendas de Aplicações Compulsórias (a6);Receitas de Intermediação Financeira (a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6);Despesas de Captação (b1);Despesas de Obrigações por Empréstimos e Repasses (b2);Despesas de Operações de Arrendamento Mercantil (b3);Resultado de Operações de Câmbio (b4);Resultado de Provisão para Créditos de Difícil Liquidação (b5);Despesas de Intermediação Financeira (b) = (b1) + (b2) + (b3) + (b4) + (b5);;;;;;;;;;;;;;;;;;
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;09/2019;24.759.685;218.885;11.261.988;-651.872;1.891.401;1.185.017;38.665.104;-17.555.414;-7.691.043;-74.002;0;-5.635.005;-30.955.463;7.709.640;6.987.566;3.121.651;-5.948.558;-5.573.959;-1.613.336;1.667.986;8.864.243;-8.580.518;-1.074.925;6.634.716;50.257;6.684.973;1.164.980;-2.194.754;5.655.200;0
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;09/2019;22.523.383;28.674;12.004.959;1.175.996;577.227;641.483;36.951.722;-16.550.252;-9.790.354;-18.341;0;-5.152.248;-31.511.196;5.440.526;3.727.033;2.839.478;-5.433.397;-4.129.307;-748.534;3.764.610;2.673.772;-4.733.858;-2.040.202;3.400.324;-8.320;3.392.004;1.394.322;-550.725;4.235.601;0
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;09/2019;17.708.435;0;14.797.923;-804.619;143.863;1.627.456;33.473.058;-9.826.058;-4.668.000;0;0;-2.931.526;-17.425.584;16.047.474;5.232.072;1.747.761;-5.169.583;-2.347.107;-1.246.189;702.992;2.517.235;-7.170.229;-5.733.049;10.314.425;-30.519;10.283.905;-2.495.309;-451.685;7.336.912;0
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;09/2019;17.820.982;344.260;7.940.008;-3.264.558;1.603.073;1.110.043;25.553.809;-10.956.953;-8.520.028;-279.865;0;-2.852.717;-22.609.563;2.944.246;3.875.944;2.855.625;-5.073.325;-5.588.505;-1.123.902;7.300.010;2.209.749;-4.330.264;125.334;3.069.579;-82.703;2.986.877;2.854.635;0;5.841.512;0
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;09/2019;13.865.425;396.800;5.800.410;-89.853;0;1.029.876;21.002.659;-9.839.979;-4.307.740;-325.981;-1.422.206;-2.449.161;-18.345.067;2.657.592;3.263.062;1.272.291;-1.828.240;-2.805.596;-812.907;70.039;8.181.388;-7.268.559;71.477;2.729.069;25.477;2.754.546;1.392.528;-446.341;3.700.733;0
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;09/2019;11.969.877;0;3.975.297;859.436;57.703;0;16.862.313;-425.910;-12.432.889;0;0;-1.096.248;-13.955.048;2.907.265;49.830;0;-487.148;-106.749;-226.255;634.916;317.061;-450.323;-268.667;2.638.598;204.510;2.843.108;-141.005;-65;2.702.037;0
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;09/2019;992.769;0;1.600.709;2.117.005;0;26.038;4.736.522;-1.434.257;-1.814.270;0;-340.106;-160.949;-3.749.582;986.940;728.200;12.119;-152.787;-364.707;-93.773;415.327;247.191;-364.197;427.374;1.414.314;2.717;1.417.031;-179.844;-234.629;1.002.558;0
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;09/2019;2.314.327;151.894;1.683.743;-240.031;119.336;117.133;4.146.402;-2.643.015;-312.552;-128.314;0;-208.431;-3.292.312;854.090;270.313;150.244;-717.560;-623.758;-93.593;554.966;760.786;-722.154;-420.756;433.335;4.397;437.732;105.744;0;543.475;0
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;09/2019;2.794.866;65.827;723.135;-249.978;112.941;18.353;3.465.145;-1.631.721;-242.810;-55.505;0;-628.876;-2.558.911;906.233;121.116;215.545;-419.707;-374.091;-101.758;100.646;612.472;-596.516;-442.293;463.940;6.903;470.843;-72.478;-43.428;354.938;0
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;09/2019;1.730.964;6.023;410.499;171.642;75.248;189.321;2.583.697;-990.633;-143.610;-4.744;0;10.041;-1.128.947;1.454.750;201.664;283.865;-500.293;-432.776;-118.760;3.224;176.431;-638.539;-1.025.185;429.565;-1.883;427.682;-103.221;-32.545;291.916;0
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;09/2019;340.858;12.519;985.504;919.596;0;33.099;2.291.575;-428.501;-538.434;-10.741;-649.682;-132.364;-1.759.722;531.852;271.191;15.197;-225.906;-184.060;-48.845;0;230.038;-97.225;-39.610;492.243;2.113;494.356;-73.466;-27.157;393.733;0
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;09/2019;1.457.177;0;140.554;143.051;350.655;0;2.091.437;-50.880;-1.668.538;0;0;-124.986;-1.844.404;247.033;27.671;2.712;-54.186;-42.255;-18.399;0;2.689;-4.495;-86.263;160.771;-20;160.750;-61.812;-6.316;92.622;0
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;09/2019;1.861.094;133;25.327;72.265;229;6.328;1.965.377;-938.594;-4;-133;0;-310.388;-1.249.118;716.259;39.170;65.130;-130.778;-517.592;-57.304;6.780;324.789;-259.714;-529.519;186.740;-2.396;184.344;-49.792;0;134.552;0
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;09/2019;728.631;0;197.406;570.558;80.657;0;1.577.252;-245.521;-750.060;0;0;-86.911;-1.082.491;494.761;91.001;30.002;-126.694;-217.764;-31.934;1.704;118.046;-271.423;-407.063;87.698;-916;86.782;-24.926;-9.596;52.260;0
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;09/2019;671.671;0;693.857;0;111.227;6.361;1.483.116;-203.562;-553.026;0;0;-94.331;-850.920;632.196;668.527;26.109;-498.009;-331.257;-89.744;0;471.119;-350.018;-103.274;528.922;-2.336;526.587;-156.647;-20.702;349.238;0
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;09/2019;23.411;0;506.824;572.268;355.182;1.422;1.459.108;-206.701;-1.017.804;0;0;511;-1.223.994;235.114;261.677;227;-195.902;-72.455;-40.913;0;91.120;-7.217;36.537;271.650;0;271.650;-116.669;-5.621;149.360;0
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;09/2019;728.725;0;574.743;19.132;99.351;0;1.421.951;-323.273;-945.391;0;0;-21.600;-1.290.263;131.688;75.509;6.870;-53.456;-36.860;-10.682;0;254.071;-281.901;-46.448;85.240;-1.401;83.839;84.797;-38.115;130.521;0
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;09/2019;1.100.153;0;86.841;106.651;84.334;0;1.377.979;-566.085;-12.948;-17;0;-166.313;-745.363;632.616;9.126;3.056;-45.915;-340.281;-28.123;-7.512;120.548;-256.659;-545.760;86.856;-492;86.363;-15.370;-5.000;65.993;0
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;09/2019;840.029;121.356;113.796;2.898;71.588;0;1.149.669;-328.401;-103.231;-82.594;0;-35.310;-549.537;600.132;20.458;33.019;-101.262;-158.970;-50.096;15.597;137.156;-71.215;-175.312;424.820;-1.791;423.029;-128.325;-26.388;268.316;0
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;09/2019;483.547;6.313;363.020;109.054;177.159;2;1.139.094;-344.604;-496.672;-4.581;0;-91.515;-937.372;201.722;8.664;319;-44.780;-26.747;-3.055;-238;66.687;-67.824;-66.975;134.748;1.267;136.015;23.248;0;159.263;0
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;09/2019;127.279;0;395.193;462.564;0;0;985.036;-428.348;-495.482;0;-138.045;-29.480;-1.091.355;-106.319;274.295;0;-111.020;-45.630;-30.425;18.750;142.762;-98.302;150.430;44.111;122;44.233;-27.879;0;16.354;0
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;09/2019;456.561;0;344.993;-28.039;21.413;31.250;826.178;-451.469;-143.512;0;0;89;-594.892;231.286;86.615;313;-26.251;-249.257;-16.340;2.098;50.773;-42.604;-194.653;36.634;-7;36.626;-12.869;-1.700;22.058;0
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;09/2019;16.433;91.510;157.917;559.204;0;0;825.063;-23.543;-607.387;-75.339;-60.433;3.858;-762.845;62.218;1.988;23;-28.257;-40.654;-4.014;0;48.139;-11.668;-34.443;27.775;1.197;28.973;-16.639;0;12.333;0
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;09/2019;723.057;0;55.985;0;0;0;779.042;-31;-2;0;-54;-279.086;-279.173;499.869;1.288;6.991;-8.516;-315.750;-39.431;0;119.717;-10.029;-245.729;254.140;-40;254.101;-44.083;-274;209.744;0
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;09/2019;283.729;0;464.272;-1.267;2.087;13.224;762.046;-578.645;-27.598;0;0;-18.928;-625.171;136.875;222.601;13;-38.455;-50.239;-36.259;6.196;160.949;-347.054;-82.247;54.628;-795;53.833;-17.175;-2.763;33.895;0
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;09/2019;696.244;37.870;18.754;1.231;0;0;754.099;-198.617;-48.805;-32.722;0;-63.437;-343.581;410.518;48.461;26.167;-954;-77.855;-32.742;0;66.849;-207.868;-177.943;232.576;-3.354;229.222;-84.244;0;144.978;0
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;09/2019;69.831;0;119.279;287.088;188.928;0;665.126;-26.670;-603.644;0;0;36;-630.278;34.849;18.337;0;-13.930;-13.095;-4.850;0;6.480;-997;-8.054;26.795;0;26.795;-9.983;-464;16.348;0
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;09/2019;660.382;0;4.369;0;0;0;664.751;-22.232;0;0;0;-322.730;-344.962;319.789;161.990;127.871;-39.087;-238.184;-52.772;-136;15.689;-83.343;-107.972;211.817;10;211.827;-74.234;0;137.593;0
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;09/2019;586.502;0;68.437;0;771;7.176;662.886;-152.837;-824;0;0;-20.844;-174.505;488.381;20.753;45.323;-240.833;-113.287;-29.926;16.375;40.699;-67.011;-327.907;160.474;399;160.873;-30.544;-16.626;113.702;0
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;09/2019;508.174;0;51.417;28.062;8.734;1.733;598.120;-108.007;-2.202;0;0;-79.372;-189.581;408.539;10.926;51.294;-105.656;-152.229;-25.261;3.058;15.306;-150.255;-352.816;55.723;-12.724;42.999;-14.350;-110;28.538;0
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;09/2019;330.846;0;442.056;-210.815;27.627;0;589.715;-162.017;-3.821;0;0;-103.973;-269.811;319.904;13.131;6.292;-78.668;-136.742;-22.719;-5.037;35.061;-21.032;-209.716;110.188;-2.713;107.475;-52.535;-42.712;12.228;0
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;09/2019;3.570;0;630.894;-90.318;12.037;0;556.184;-164.760;-13.887;0;0;0;-178.647;377.537;96.736;0;-101.119;-62.510;-19.639;0;4.229;-171.678;-253.981;123.556;0;123.556;-49.424;0;74.132;0
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;09/2019;13.110;0;216.438;175.138;150.839;0;555.525;-73.302;-167.532;0;0;-97;-240.931;314.594;253.355;2.575;-148.530;-56.378;-29.875;0;11.248;-172.262;-139.866;174.727;0;174.727;-68.623;0;106.105;0
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;09/2019;222.466;1.127;320.994;0;1.127;8.224;553.937;-330.815;-2.447;-926;0;-42.041;-376.230;177.707;36.757;55.760;-85.011;-71.335;-18.509;4.677;14.470;-26.474;-89.665;88.042;3;88.045;-23.678;-6.209;58.158;0
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;09/2019;534.112;0;17.658;0;6;0;551.776;-31.729;0;0;0;-292.528;-324.257;227.520;85.201;28.253;-13.475;-149.022;-34.157;0;7.256;-75.869;-151.813;75.707;341;76.048;-29.994;-174;45.881;0
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;S4;I;2;RIO DE JANEIRO;RJ;09/2019;0;0;530.109;-11.235;10.998;0;529.873;-331.045;-1.219;0;0;-3.663;-335.927;193.946;603.100;192.652;-100.030;-604.992;-63.261;35;40.205;-27.433;40.276;234.222;191;234.413;-47.785;-101.169;85.458;0
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;09/2019;83.698;0;120.080;214.882;85.572;0;504.232;-32.049;-329.740;0;0;2.388;-359.401;144.831;7.620;208;-31.366;-22.303;-4.503;0;48.101;-126.921;-129.165;15.666;3;15.670;-8.900;0;6.770;0
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S3;I;1;BELEM;PA;09/2019;399.050;0;38.392;0;840;4.177;442.459;-82.712;-136;0;0;-32.403;-115.251;327.208;5.362;27.096;-114.858;-94.752;-19.177;0;30.830;-23.155;-188.655;138.553;2.274;140.827;-45.649;-9.266;85.912;0
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;09/2019;245.918;13.018;10.537;172.291;0;0;441.763;-51.561;-247.403;-11.181;0;-11.213;-321.357;120.406;0;17.728;-20.358;-49.799;-11.140;0;12.763;-4.676;-55.483;64.923;-4.127;60.796;-23.168;-3.302;34.327;0
GMAC - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;09/2019;405.460;9.648;11.367;0;0;0;426.475;-138.443;0;-8.447;0;-39.346;-186.236;240.240;59.665;20.375;-39.828;-128.058;-23.419;8.329;31.800;-18.231;-89.367;150.872;684;151.556;-25.195;-6.360;120.002;0
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;09/2019;277.511;41.556;113.495;-42.678;6.515;0;396.399;-163.956;-74.337;-32.947;0;-5.821;-277.061;119.338;18.038;9.976;-56.097;-34.256;-10.173;3.074;25.851;-24.120;-67.707;51.632;6.941;58.573;-21.125;-2.180;35.268;0
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;09/2019;377.708;3.274;7.840;-4.900;0;0;383.922;-58.600;-2.328;-1.620;0;-70.719;-133.268;250.654;23.895;16.368;-13.793;-126.903;-14.352;2.730;16.833;-150.662;-245.883;4.771;57;4.828;15.134;0;19.963;0
AGIBANK - PRUDENCIAL;1000083694;b1;S4;C;2;PORTO ALEGRE;RS;09/2019;365.920;0;15.238;-1;54;0;381.210;-34.157;0;0;0;-145.073;-179.230;201.981;2.988;5.146;-22.984;-138.061;-17.221;3.946;549;-6.618;-172.255;29.725;0;29.725;-11.267;0;18.458;0
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;09/2019;130.130;0;246.248;0;4.750;0;381.128;-55.461;-145.292;0;0;-40.096;-240.849;140.279;146.466;37.097;-139.054;-73.550;-26.566;0;196.856;-195.355;-54.105;86.174;634;86.808;-85.011;0;1.797;0
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;09/2019;80.372;0;81.403;103.049;83.707;0;348.530;-6.876;-338.015;0;0;-506;-345.397;3.133;22.302;57;-23.624;-14.187;-4.917;154;3.605;-3.760;-20.370;-17.236;0;-17.236;5.940;0;-11.296;0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;09/2019;281.173;0;49.520;15;0;0;330.708;0;-162.670;0;0;-5.181;-167.851;162.857;11.823;0;-47.898;-12.487;-8.217;0;5.466;-10.105;-61.418;101.439;-62;101.377;-42.034;0;59.342;0
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;09/2019;44.676;0;99.671;117.503;67.506;0;329.355;-27.666;-258.822;0;0;753;-285.736;43.619;7.026;12;-16.288;-9.827;-3.020;0;6.708;-6.695;-22.085;21.534;-4;21.531;-7.881;-735;12.915;0
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;09/2019;316.809;0;5.827;0;34;0;322.670;-14.669;0;0;0;-258.248;-272.917;49.753;22.189;45.701;-8.220;-67.504;-16.736;0;22.218;-25.337;-27.689;22.064;2;22.066;-8.772;0;13.294;0
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;09/2019;108.564;0;79.080;70.965;49.044;0;307.653;-12.863;-199.730;0;0;-6.868;-219.461;88.192;3.962;0;-17.392;-5.951;-3.768;0;1.096;-34.652;-56.706;31.487;-6;31.481;-12.555;0;18.926;0
