Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BB - PRUDENCIAL;1000080329;b1;;C;1;BRASILIA;DF;06/2015;1.372.861.145;686.244.262;1.300.326.671;1.090.398.385;72.534.473;8.803.411;127.991.067;16,18%;16,06%;5.550;1.491
ITAU - PRUDENCIAL;1000080099;b1;;C;2;SAO PAULO;SP;06/2015;1.120.897.723;453.278.512;1.015.009.643;736.184.777;105.888.081;10.981.144;126.424.280;17,16%;30,10%;3.865;911
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;;C;1;BRASILIA;DF;06/2015;1.119.160.905;648.093.147;1.092.723.984;965.484.356;26.436.921;2.796.606;77.543.601;13,99%;14,25%;3.404;844
BNDES - PRUDENCIAL;1000081847;b4;;C;1;RIO DE JANEIRO;RJ;06/2015;911.452.831;368.812.063;873.424.225;593.159.388;38.028.606;3.514.568;110.896.503;16,99%;9,74%;4;0
BRADESCO - PRUDENCIAL;1000080075;b1;;C;2;OSASCO;SP;06/2015;844.769.114;355.018.731;757.783.836;628.495.781;86.985.278;8.718.254;97.014.965;15,98%;39,62%;4.673;1.266
SANTANDER - PRUDENCIAL;1000080185;b1;;C;3;SAO PAULO;SP;06/2015;606.370.373;254.239.250;543.258.887;406.803.458;63.111.486;4.746.702;66.983.676;18,05%;18,03%;2.750;1.182
BTG PACTUAL - PRUDENCIAL;1000080336;b1;;C;2;RIO DE JANEIRO;RJ;06/2015;179.348.322;19.758.199;163.051.341;96.527.623;16.296.981;2.231.478;22.549.234;17,10%;37,32%;13;0
HSBC - PRUDENCIAL;1000080525;b1;;C;3;CURITIBA;PR;06/2015;176.792.355;68.457.180;167.111.628;112.057.663;9.680.727;4.024;14.806.674;13,24%;18,88%;854;463
SAFRA - PRUDENCIAL;1000080109;b1;;C;2;SAO PAULO;SP;06/2015;142.603.383;54.670.339;133.276.995;114.824.583;9.326.388;886.970;12.284.948;14,07%;21,76%;108;6
VOTORANTIM - PRUDENCIAL;1000080484;b1;;C;2;SAO PAULO;SP;06/2015;103.507.357;51.878.720;95.660.290;63.482.060;7.847.067;267.776;10.967.143;14,86%;3,30%;112;0
CITIBANK - PRUDENCIAL;1000080192;b1;;C;3;SAO PAULO;SP;06/2015;70.992.997;17.494.452;63.967.683;32.765.597;7.025.314;363.391;6.762.640;12,62%;13,00%;134;18
BANRISUL - PRUDENCIAL;1000080154;b1;;C;1;PORTO ALEGRE;RS;06/2015;63.824.901;31.091.241;57.973.800;48.181.356;5.851.102;339.932;7.033.776;17,71%;3,80%;532;206
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;;I;1;FORTALEZA;CE;06/2015;40.573.015;13.854.279;37.706.307;19.197.422;2.866.708;158.128;5.294.087;14,20%;4,26%;299;3
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;;C;3;SAO PAULO;SP;06/2015;40.270.171;6.647.067;36.864.501;21.610.213;3.405.669;9.254;4.509.821;17,19%;12,93%;10;0
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;06/2015;38.016.072;3.784.782;36.887.722;6.700.605;1.128.350;-165.915;1.106.143;16,44%;8,66%;5;0
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;;C;3;SAO PAULO;SP;06/2015;38.003.611;1.965.720;34.094.061;10.191.517;3.909.550;153.216;3.807.605;17,11%;1,13%;8;0
BNP PARIBAS - PRUDENCIAL;1000080673;b1;;C;3;SAO PAULO;SP;06/2015;32.855.751;10.596.349;29.977.751;13.243.606;2.878.000;177.412;3.355.227;15,77%;2,03%;10;0
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;06/2015;31.982.785;3.840.662;30.240.371;6.973.968;1.742.414;86.497;1.723.175;13,45%;1,85%;3;0
SICREDI - PRUDENCIAL;1000080745;b1;;C;2;PORTO ALEGRE;RS;06/2015;28.826.796;12.820.941;27.678.412;26.609.398;1.148.384;65.038;1.274.142;20,82%;7,68%;5;0
PAN;1000080257;b1;;C;2;SAO PAULO;SP;06/2015;26.172.126;18.148.927;22.611.202;18.391.547;3.560.923;-69.919;3.290.401;16,48%;17,10%;4;0
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;06/2015;25.410.021;9.918.824;24.563.495;22.583.782;846.526;56.634;839.300;15,88%;9,64%;4;0
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;06/2015;23.607.097;20.715.347;20.823.729;17.026.500;2.783.368;161.998;3.797.866;19,65%;0,96%;1;0
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;06/2015;23.091.987;11.639.134;20.756.785;16.875.211;2.335.202;170.356;3.045.327;14,80%;1,34%;6;0
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;I;2;SAO PAULO;SP;06/2015;20.489.218;11.763.007;17.842.969;15.491.765;2.646.249;188.412;2.638.754;18,25%;8,74%;37;0
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;C;3;SAO PAULO;SP;06/2015;18.653.818;13.557.562;17.133.563;14.597.299;1.520.255;77.573;2.082.360;13,12%;1,33%;17;0
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;06/2015;17.265.004;7.871.516;14.097.826;9.208.108;3.167.177;69.419;2.039.954;18,19%;33,83%;23;0
BANESTES - PRUDENCIAL;1000080147;b1;;C;1;VITORIA;ES;06/2015;16.119.488;4.229.019;15.003.024;14.252.738;1.116.463;82.373;1.109.531;17,92%;19,39%;136;27
CCB - PRUDENCIAL;1000080295;b1;;C;3;SAO PAULO;SP;06/2015;15.431.746;8.630.755;14.487.480;12.117.674;944.265;-267.988;1.511.414;12,50%;10,34%;36;0
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;06/2015;15.039.243;418.902;13.583.087;2.226.390;1.456.156;106.595;1.467.802;15,02%;3,22%;2;0
