Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;06/2017;14.329.748;448.395.796;129.812.467;593.386.059;-36.602.307;556.783.752;298.383;459.594;243.801;-30.467;971.312;184.772.508;74.162.803;34.383.832;1.443.612.218;243.801;1.443.368.417
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;06/2017;22.575.276;283.787.482;218.032.871;419.875.806;-34.090.495;385.785.311;6.579.961;3.827.983;2.471.954;-344.140;12.535.758;223.442.289;95.688.403;45.256.860;1.287.104.250;2.471.954;1.284.632.297
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;06/2017;9.237.141;154.173.080;184.657.821;703.710.351;-35.144.113;668.566.238;0;0;0;0;0;81.975.953;165.542.430;12.847.991;1.277.000.654;0;1.277.000.654
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;06/2017;13.267.198;177.295.743;222.072.889;331.431.424;-35.386.731;296.044.692;42.007;4.084.545;1.762.056;-163.405;5.725.202;148.986.507;73.353.643;64.308.386;1.001.054.260;1.762.056;999.292.204
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;06/2017;26.429;86.642.975;160.339.069;345.859.837;-16.079.041;329.780.796;0;0;0;0;0;38.578.670;254.834.151;13.437.934;883.640.023;0;883.640.023
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;06/2017;8.254.596;51.426.863;164.467.720;215.067.349;-16.286.398;198.780.951;15.958;4.920.947;2.231.976;-65.454;7.103.428;140.219.800;70.682.578;14.218.210;655.154.146;2.231.976;652.922.170
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;06/2017;695.247;65.855.181;26.711.636;44.547.933;-2.576.293;41.971.639;25.259;2.122.792;1.061.022;-52.396;3.156.677;10.205.843;2.839.441;3.980.730;155.416.394;1.061.022;154.355.372
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;06/2017;988.631;29.720.032;38.010.947;12.136.481;-1.041.217;11.095.264;0;1.240;0;0;1.240;27.369.117;2.021.039;9.096.937;118.303.207;0;118.303.207
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;06/2017;134.903;17.366.302;28.741.945;44.054.272;-3.074.410;40.979.861;379;133.593;6.113;-4.638;135.447;12.173.674;736.689;1.764.098;102.032.920;6.113;102.026.806
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;06/2017;781.214;15.488.730;22.533.569;13.173.746;-987.309;12.186.437;534;79.921;19.929;-2.630;97.754;21.860.761;5.981.446;476.646;79.406.556;19.929;79.386.626
