Instituição financeira;Código;TCB;TD;TC;Cidade;UF;Data;Instituição Sujeita à Apuração da Exposição Total;Instituição Sujeita à Apuração do Patrimônio de Referência;Instituição Utiliza Metodologia Simplificada;Exposição Total ou Ativo Total (R$ mil);Total de Ativos Consolidados no Exterior (US$ mil);Data da Última Alteração de Segmento;SR;
BRADESCO - PRUDENCIAL;1000080075;b1;C;2;OSASCO;SP;06/2019;Sim;Sim;Não;1.220.473.085;31.612.079;01/2017;S1
ITAU - PRUDENCIAL;1000080099;b1;C;2;SAO PAULO;SP;06/2019;Sim;Sim;Não;1.509.171.735;155.520.469;01/2017;S1
SANTANDER - PRUDENCIAL;1000080185;b1;C;3;SAO PAULO;SP;06/2019;Sim;Sim;Não;770.468.009;32.539.126;01/2017;S1
BB - PRUDENCIAL;1000080329;b1;C;1;BRASILIA;DF;06/2019;Sim;Sim;Não;1.137.616.323;44.068.232;01/2017;S1
BTG PACTUAL - PRUDENCIAL;1000080336;b1;C;2;RIO DE JANEIRO;RJ;06/2019;Sim;Sim;Não;163.678.921;14.257.032;01/2017;S1
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;C;1;BRASILIA;DF;06/2019;Sim;Sim;Não;1.416.419.612;NI;01/2017;S1
SAFRA - PRUDENCIAL;1000080109;b1;C;2;SAO PAULO;SP;06/2019;Sim;Sim;Não;210.147.410;6.692.870;01/2017;S2
BANRISUL - PRUDENCIAL;1000080154;b1;C;1;PORTO ALEGRE;RS;06/2019;Sim;Sim;Não;83.394.285;148.435;01/2017;S2
CITIBANK - PRUDENCIAL;1000080192;b1;C;3;SAO PAULO;SP;06/2019;Sim;Sim;Não;86.010.774;NI;01/2017;S2
VOTORANTIM - PRUDENCIAL;1000080484;b1;C;2;SAO PAULO;SP;06/2019;Sim;Sim;Não;117.557.546;1.549.398;01/2017;S2
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;I;1;FORTALEZA;CE;06/2019;Sim;Sim;Não;95.875.995;NI;01/2017;S2
BNDES - PRUDENCIAL;1000081847;b4;C;1;RIO DE JANEIRO;RJ;06/2019;Sim;Sim;Não;823.861.445;NI;01/2017;S2
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;I;2;CURITIBA;PR;06/2019;Sim;Sim;Não;8.894.272;NI;01/2017;S3
