Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j);
;;;;;;;;;Depósito Total;;;;;;Obrigações por Operações Compromissadas (b);Recursos de Aceites e Emissão de Títulos;;;;;;Obrigações por Empréstimos e Repasses (d);Captações (e) = (a) + (b) + (c) + (d);;;;;;;
;;;;;;;;;Depósitos à Vista (a1);Depósitos de Poupança (a2);Depósitos Interfinanceiros (a3);Depósitos a Prazo (a4);Outros Depósitos (a5);Depósito Total (a);;Letras de Crédito Imobiliário (c1);Letras de Crédito do Agronegócio (c2);Letras Financeiras (c3);Obrigações por Títulos e Valores Mobiliários no Exterior (c4);Outros Recursos de Aceites e Emissão de Títulos (c5);Recursos de Aceites e Emissão de Títulos (c);;;;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;06/2013;71.540.188;129.003.316;18.666.717;248.123.619;6.749.727;474.083.567;221.817.172;350.397;47.003.307;2.948.232;23.892.072;0;74.194.008;80.455.047;850.549.794;2.971.790;174.438.292;1.027.959.876;375.939;63.182.901;1.091.518.716
ITAU;10069;b1;;C;2;SAO PAULO;SP;06/2013;45.279.417;92.324.244;7.067.256;107.529.427;463.034;252.663.377;295.224.261;9.644.014;7.253.902;36.552.275;17.723.278;201.675;71.375.144;68.665.761;687.928.543;12.430.892;204.660.072;905.019.507;1.033.388;84.244.330;990.297.225
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;06/2013;25.237.342;189.699.809;277.949;113.617.276;13.616.979;342.449.356;136.321.463;39.554.275;0;19.971.445;3.338.514;2.055.516;64.919.749;140.849.877;684.540.444;524;104.333.697;788.874.665;0;25.612.551;814.487.216
BRADESCO;10045;b1;;C;2;OSASCO;SP;06/2013;36.786.301;72.627.265;703.387;99.237.110;65.001;209.419.065;270.694.370;4.789.419;4.349.457;37.610.691;12.139.712;682.676;59.571.956;49.110.363;588.795.753;3.142.043;112.053.713;703.991.508;584.382;66.216.739;770.792.629
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;06/2013;0;0;0;0;20.508.922;20.508.922;14.351.492;0;127.065;0;0;0;127.065;414.897.363;449.884.843;608.054;219.360.767;669.853.664;0;40.171.948;710.025.612
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;06/2013;13.315.720;29.293.118;3.603.722;80.224.699;95.476;126.532.735;85.876.977;12.934.136;1.522.332;30.353.215;16.738.237;1.127.857;62.675.777;26.363.931;301.449.420;5.650.649;106.163.440;413.263.509;251.678;64.609.419;478.124.605
HSBC;51152;b1;;C;3;CURITIBA;PR;06/2013;11.040.516;6.315.133;277.135;33.716.958;240.843;51.590.585;6.038.850;3.266.235;1.426.462;16.155.187;1.784.529;0;22.632.414;10.645.662;90.907.511;4.722.954;38.035.948;133.666.413;0;10.137.826;143.804.238
SAFRA;10083;b1;;C;2;SAO PAULO;SP;06/2013;696.244;1.317.566;3.034.823;3.908.987;260;8.957.881;56.622.057;1.576.584;2.037.233;12.316.377;2.731.055;307.062;18.968.311;14.333.489;98.881.739;5.330.205;19.769.492;123.981.436;26.617;7.076.854;131.084.907
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;06/2013;221.580;0;458.851;18.845.170;0;19.525.601;48.874.603;578.545;1.490.544;5.510.753;6.693.659;0;14.273.502;3.260.439;85.934.144;9.773.771;18.132.328;113.840.244;122.674;10.977.826;124.940.744
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;06/2013;277.237;0;2.496.090;6.901.400;0;9.674.727;36.433.170;195.682;2.357.107;11.707.691;7.489.461;1.499.376;23.249.317;8.507.310;77.864.524;2.507.875;26.331.357;106.703.756;29.271;7.130.386;113.863.414
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;06/2013;4.866.515;1.150.256;254.590;8.833.932;159.746;15.265.038;4.020.935;38.907;876.960;256.600;0;0;1.172.466;6.663.474;27.121.914;3.664.035;22.943.349;53.729.298;18.170;7.718.688;61.466.156
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;06/2013;2.841.217;6.352.499;291.518;19.262.626;2.712;28.750.572;8.013.110;444.643;0;68.486;0;0;513.129;3.102.703;40.379.513;36.981;7.456.103;47.872.597;9.192;4.888.538;52.770.327
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;06/2013;204.632;0;0;2.373.800;0;2.578.432;1.845.518;0;0;0;0;0;0;18.219.652;22.643.603;2.044.815;15.423.364;40.111.782;1.252;3.524.651;43.637.685
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;06/2013;58.439;0;0;2.537.718;0;2.596.157;18.133.066;13.557;15.970;146.781;0;0;176.307;8.309.608;29.215.138;166.825;6.703.181;36.085.144;24.526;3.117.507;39.227.176
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;06/2013;142.099;1.622.124;1.032.391;7.381.486;1.203.206;11.381.306;971.950;0;25.769;0;1.392.638;0;1.418.407;3.225.873;16.997.537;2.599;14.275.783;31.275.919;0;2.518.314;33.794.233
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;06/2013;431.124;0;201.882;2.868.335;0;3.501.341;1.722.113;0;0;0;0;0;0;2.094.878;7.318.332;2.179.864;21.372.449;30.870.645;2.272;1.533.714;32.406.631
BMG;30290;b1;;C;2;BELO HORIZONTE;MG;06/2013;42.516;0;22.797;6.931.094;0;6.996.407;160.033;951;4.692;511.561;2.148.752;0;2.665.955;52.310;9.874.705;56.241;14.525.107;24.456.053;0;3.381.178;27.837.231
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;06/2013;0;0;3.796.297;3.729.732;0;7.526.029;0;0;0;1.474.035;0;0;1.474.035;9.908.863;18.908.927;2.034;4.695.513;23.606.474;178.994;2.147.949;25.933.417
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;06/2013;49.503;3.298.974;6.048.635;16.884;0;9.413.997;8.678.691;0;5.559;0;0;0;5.559;3.900.090;21.998.337;77;406.290;22.404.704;0;678.671;23.083.375
PANAMERICANO;31323;b1;;C;2;SAO PAULO;SP;06/2013;125.739;0;5.198.942;3.121.585;0;8.446.266;1.450.075;1.460.607;673.782;2.034.264;652.832;0;4.821.486;153.826;14.871.653;11.320;3.865.849;18.748.822;2.825;2.783.948;21.535.595
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;06/2013;174.204;0;43.681;4.022.992;74.421;4.315.298;3.007.451;0;25.182;757.256;0;0;782.438;918.999;9.024.187;1.375.455;6.337.741;16.737.383;17.094;2.683.921;19.438.398
BANCOOB;51750;b1;;C;2;BRASILIA;DF;06/2013;16.631;1.666.097;11.245.071;80.162;0;13.007.961;1.747.748;0;3.500;0;0;0;3.500;1.117.651;15.876.859;0;999.096;16.875.956;50;561.100;17.437.106
BIC;32119;b1;;C;2;SAO PAULO;SP;06/2013;239.696;14.407;554.712;7.001.996;0;7.810.811;78.417;39.613;434.814;224.923;987.057;104.207;1.790.614;3.034.259;12.714.102;21.682;2.201.384;14.937.168;23.409;1.925.353;16.885.930
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;06/2013;71.787;0;505.358;3.082.410;0;3.659.556;124.597;256.372;976.563;1.695.987;256.206;0;3.185.129;4.058.463;11.027.745;236.456;3.306.000;14.570.200;24.788;1.794.199;16.389.187
ALFA;51293;b1;;C;2;SAO PAULO;SP;06/2013;30.436;0;1.571.191;573.247;0;2.174.873;1.916.494;814;118.391;4.461.754;0;1.254.418;5.835.378;1.510.570;11.437.316;179.223;795.532;12.412.070;13.000;1.972.232;14.397.302
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;06/2013;23.795;0;1.251.138;178.279;0;1.453.212;301.463;0;1.372.424;0;0;0;1.372.424;7.313.214;10.440.314;109.721;2.416.631;12.966.665;0;1.097.499;14.064.164
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;06/2013;559.028;264.208;87.710;7.230.266;0;8.141.212;1.312.730;0;199.357;207.685;48.758;0;455.800;44.837;9.954.580;1.329;3.039.008;12.994.917;1.270;876.372;13.872.558
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;06/2013;303.428;0;217.766;2.926.506;3.322;3.451.022;1.319.981;195.068;194.058;2.292.146;1.363.477;0;4.044.749;1.014.568;9.830.320;13.704;1.366.192;11.210.216;10.440;2.423.218;13.643.875
BANESTES;30159;b1;;C;1;VITORIA;ES;06/2013;1.150.243;2.010.544;8.851;4.266.729;0;7.436.367;3.922.539;26.606;0;152.983;0;0;179.589;517.583;12.056.079;0;724.297;12.780.376;1.466;854.016;13.635.859
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;06/2013;4.449;0;8.856;830.886;0;844.192;162.881;0;0;101.263;0;0;101.263;3.360.662;4.468.997;1.231.244;6.782.059;12.482.300;49.968;950.283;13.482.551
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;06/2013;522.683;516.280;1.525;1.017.330;816.698;2.874.515;0;0;0;0;0;0;0;532.572;3.407.087;0;6.160.619;9.567.706;0;1.541.847;11.109.553
BRB;31976;b1;;C;1;BRASILIA;DF;06/2013;776.460;1.370.561;113.969;5.401.229;3.551;7.665.771;441.080;0;0;175.824;0;111;175.935;94.696;8.377.481;0;1.430.258;9.807.739;129;972.881;10.780.749
BANCO GMAC S.A.;59274605;b2;;I;3;SAO PAULO;SP;06/2013;0;0;2.537.471;1.077.245;0;3.614.716;0;0;0;535.754;0;0;535.754;0;4.150.470;0;4.884.874;9.035.345;119.443;1.389.720;10.544.507
PINE;50304;b1;;C;2;SAO PAULO;SP;06/2013;18.839;0;110.159;3.253.217;0;3.382.215;1.245.310;29.595;315.337;638.144;247.018;0;1.230.094;2.018.151;7.875.770;273.832;1.029.431;9.179.033;60.496;1.258.542;10.498.071
BOFA MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;06/2013;60.976;0;970;2.008.049;0;2.069.995;230.454;0;0;0;0;0;0;157.524;2.457.973;2.607.294;4.083.185;9.148.452;196;1.317.187;10.465.835
FIBRA;49951;b1;;C;2;SAO PAULO;SP;06/2013;119.755;0;301.997;4.118.732;0;4.540.484;830.128;4.606;235.431;1.164.158;900.822;0;2.305.017;796.081;8.471.710;55.704;921.480;9.448.895;3.991;972.135;10.425.021
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;06/2013;0;0;0;0;0;0;0;0;0;0;0;0;0;8.471.373;8.471.373;0;367.904;8.839.277;1.331;1.558.887;10.399.495
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;06/2013;0;0;757.427;69.432;0;826.859;0;0;0;335.394;0;0;335.394;6.867.511;8.029.764;0;835.593;8.865.356;88.145;1.131.035;10.084.536
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;06/2013;0;0;0;3.563.717;0;3.563.717;1.741.694;0;0;0;0;0;0;0;5.305.411;1.324.639;1.649.312;8.279.362;0;1.703.143;9.982.505
BES;51482;b2;;C;3;SAO PAULO;SP;06/2013;0;0;275.310;2.440.631;0;2.715.941;2.362.701;10.516;191.159;146.857;911.795;0;1.260.326;341.585;6.680.553;576.876;366.409;7.623.838;513;649.330;8.273.682
BARCLAYS;51705;b1;;C;3;SAO PAULO;SP;06/2013;86;0;29.148;476.002;0;505.236;2.254.563;0;0;0;118.826;0;118.826;0;2.878.626;399.003;4.126.570;7.404.199;138;732.640;8.136.977
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;06/2013;216.743;0;0;1.716.753;0;1.933.496;252.575;0;0;0;0;0;0;1.240.272;3.426.343;165.407;3.060.031;6.651.780;303;1.111.678;7.763.761
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;06/2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.063.025;6.063.025;0;306.570;6.369.595
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;06/2013;0;0;273.088;0;0;273.088;0;0;0;0;0;0;0;4.652.422;4.925.510;0;404.064;5.329.575;11.518;691.041;6.032.134
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;06/2013;0;0;562.350;2.225.326;0;2.787.676;69.999;0;0;1.142.629;0;0;1.142.629;1.269.365;5.269.669;7.802;81.865;5.359.336;13.745;510.590;5.883.671
BANCO CLASSICO S.A.;31597552;b1;;I;2;RIO DE JANEIRO;RJ;06/2013;2;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;1.245.595;1.245.596;0;4.387.558;5.633.154
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;06/2013;0;0;97.116;198.656;0;295.771;1.024.529;0;0;0;0;0;0;836.246;2.156.546;995.886;1.537.364;4.689.796;0;726.524;5.416.320
BANCO CNH CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;06/2013;0;0;240.449;912.987;0;1.153.437;0;0;0;50.841;0;0;50.841;2.562.278;3.766.555;1.566;232.902;4.001.023;138.314;1.085.887;5.225.224
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;06/2013;0;0;0;0;436.156;436.156;0;0;0;0;0;0;0;0;436.156;0;87.091;523.247;0;4.070.839;4.594.086
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;06/2013;1.416;0;0;3.764.152;0;3.765.567;0;0;0;0;0;0;0;289.945;4.055.513;0;195.512;4.251.025;0;303.393;4.554.418
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;06/2013;695.357;534.535;92.494;2.087.794;0;3.410.181;84.990;0;0;172.396;0;0;172.396;0;3.667.566;0;204.787;3.872.353;0;456.203;4.328.556
TOYOTA;51334;b2;;C;3;SAO PAULO;SP;06/2013;0;0;410.318;165.632;0;575.950;2.500;0;0;852.356;0;0;852.356;1.912.682;3.343.488;9.498;552.597;3.905.583;14.592;387.949;4.308.124
SOFISA;31873;b1;;C;2;SAO PAULO;SP;06/2013;125.559;0;27.606;1.843.454;0;1.996.618;145.535;90.885;53.086;58.593;0;0;202.565;402.308;2.747.026;2.205;780.595;3.529.826;621;683.767;4.214.214
