Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento;
BB - PRUDENCIAL;1000080329;b1;;C;1;BRASILIA;DF;09/2014;1.329.812.437;662.461.275;1.258.678.353;1.053.452.093;71.134.084;2.860.686;5.495;1.528
ITAU - PRUDENCIAL;1000080099;b1;;C;2;SAO PAULO;SP;09/2014;1.066.499.552;424.873.585;969.019.865;730.605.355;97.479.687;5.025.925;3.914;948
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;;C;1;BRASILIA;DF;09/2014;1.018.934.594;576.423.587;990.412.659;877.917.087;28.521.935;1.897.979;3.368;783
BNDES - PRUDENCIAL;1000081847;b4;;C;1;RIO DE JANEIRO;RJ;09/2014;834.756.107;318.964.527;793.534.267;534.798.966;41.221.840;1.927.963;4;0
BRADESCO - PRUDENCIAL;1000080075;b1;;C;2;OSASCO;SP;09/2014;818.890.064;335.599.815;739.542.996;623.432.265;79.347.068;3.878.356;4.677;1.281
SANTANDER - PRUDENCIAL;1000080185;b1;;C;3;SAO PAULO;SP;09/2014;517.023.895;234.381.201;457.676.521;348.415.410;59.347.374;590.063;2.726;1.186
HSBC - PRUDENCIAL;1000080525;b1;;C;3;CURITIBA;PR;09/2014;148.536.541;65.705.555;138.558.444;104.527.929;9.978.097;-404.458;856;438
SAFRA - PRUDENCIAL;1000080109;b1;;C;2;SAO PAULO;SP;09/2014;135.592.704;53.630.128;127.130.666;106.780.634;8.462.038;447.168;109;6
BTG PACTUAL - PRUDENCIAL;1000080336;b1;;C;2;RIO DE JANEIRO;RJ;09/2014;134.048.383;17.247.505;119.827.555;77.938.141;14.220.828;803.740;13;0
VOTORANTIM - PRUDENCIAL;1000080484;b1;;C;2;SAO PAULO;SP;09/2014;99.931.560;53.379.558;92.248.606;59.878.399;7.682.955;135.112;119;0
CITIBANK - PRUDENCIAL;1000080192;b1;;C;3;SAO PAULO;SP;09/2014;61.382.185;16.242.615;54.470.190;28.656.915;6.911.994;-158.047;134;19
BANRISUL - PRUDENCIAL;1000080154;b1;;C;1;PORTO ALEGRE;RS;09/2014;59.149.576;29.950.778;53.729.030;45.391.422;5.420.546;215.435;525;210
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;;I;1;FORTALEZA;CE;09/2014;38.060.615;12.339.936;34.660.601;18.011.945;3.400.014;103.039;283;4
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;;C;3;SAO PAULO;SP;09/2014;36.404.957;1.622.655;32.682.529;13.321.874;3.722.428;10.515;8;0
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;;C;3;SAO PAULO;SP;09/2014;33.348.512;6.256.971;30.026.750;18.536.957;3.321.762;-49.198;10;0
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;09/2014;29.970.228;2.547.752;28.300.062;5.023.212;1.670.166;37.495;3;0
SICREDI - PRUDENCIAL;1000080745;b1;;C;2;PORTO ALEGRE;RS;09/2014;25.932.115;12.475.283;24.873.174;23.930.357;1.058.941;28.521;5;0
PAN;1000080257;b1;;C;2;SAO PAULO;SP;09/2014;25.595.776;16.386.676;22.173.033;18.152.317;3.422.743;-69.803;4;0
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;09/2014;24.892.141;22.005.266;22.485.791;17.304.793;2.406.350;61.192;1;0
BNP PARIBAS - PRUDENCIAL;1000080673;b1;;C;3;SAO PAULO;SP;09/2014;24.237.261;8.330.883;21.418.415;11.006.348;2.818.846;45.971;10;0
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;09/2014;22.909.596;8.698.313;22.188.883;20.593.181;720.714;14.228;4;0
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;09/2014;19.749.222;3.189.260;18.701.665;4.990.288;1.047.557;12.475;5;0
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;09/2014;19.218.713;10.699.534;17.090.972;14.236.341;2.127.742;77.946;6;0
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;09/2014;18.656.358;11.713.663;15.095.357;8.450.339;3.561.002;97.157;22;0
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;I;2;SAO PAULO;SP;09/2014;17.851.392;9.895.763;15.370.697;13.709.405;2.480.695;51.809;39;0
