Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;12/2011;9.878.968;158.430.758;107.974.879;369.963.440;-16.758.793;353.204.648;235.042;3.024.346;1.765.645;-97.583;4.927.450;119.563.252;97.846.835;31.810.522;883.637.311;1.765.645;881.871.666
ITAU;10069;b1;;C;2;SAO PAULO;SP;12/2011;10.534.897;108.063.098;122.841.268;287.306.055;-23.610.662;263.695.393;1.901.328;56.260.587;31.692.569;-1.803.033;88.051.451;105.946.429;101.857.490;45.922.749;846.912.775;31.692.569;815.220.206
BRADESCO;10045;b1;;C;2;OSASCO;SP;12/2011;21.984.707;82.180.017;144.250.437;237.008.549;-17.753.027;219.255.522;194.278;23.466.848;12.263.971;-1.027.016;34.898.080;64.862.663;75.326.070;35.826.554;678.584.050;12.263.971;666.320.079
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;12/2011;1.179;5.365.874;68.719.080;213.399.981;-1.824.634;211.575.347;0;0;0;0;0;11.670.623;217.525.390;88.840.832;603.698.324;0;603.698.324
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;12/2011;4.942.335;29.746.966;119.404.875;249.548.776;-15.701.122;233.847.655;0;0;0;0;0;33.497.910;82.113.140;7.478.167;511.031.048;0;511.031.048
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;12/2011;4.458.506;25.484.876;73.607.714;172.713.683;-11.089.518;161.624.165;183.045;15.970.450;8.599.595;-373.932;24.379.159;78.402.269;46.454.099;25.948.395;440.359.183;8.599.595;431.759.588
HSBC;51152;b1;;C;3;CURITIBA;PR;12/2011;1.801.863;15.543.402;22.529.491;47.824.238;-2.994.748;44.829.490;25.032;4.177.913;2.151.464;-71.463;6.282.945;28.126.646;24.596.762;5.034.160;148.744.760;2.151.464;146.593.297
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;12/2011;187.543;16.306.572;26.732.611;54.630.926;-2.926.388;51.704.538;38.175;5.993.669;2.928.389;-231.240;8.728.994;6.848.920;7.542.029;250.275;118.301.481;2.928.389;115.373.092
SAFRA;10083;b1;;C;2;SAO PAULO;SP;12/2011;379.612;21.534.769;5.754.063;40.483.112;-1.159.524;39.323.587;87.807;5.299.689;3.829.977;-120.647;9.096.825;7.683.677;5.740.560;2.045.243;91.558.336;3.829.977;87.728.360
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;12/2011;435.351;16.842.722;25.961.666;4.515.443;-82.348;4.433.094;0;0;0;0;0;5.297.161;901.854;4.287.855;58.159.704;0;58.159.704
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;12/2011;846.540;12.142.183;9.760.617;12.815.279;-1.755.901;11.059.378;1.228;183.240;39.098;-2.275;221.291;16.158.155;6.586.323;1.031.044;57.805.532;39.098;57.766.434
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;12/2011;624.207;2.667.197;9.716.140;19.751.542;-1.273.859;18.477.683;-11;138.649;58.142;-10.399;186.381;2.033.315;3.620.851;559.305;37.885.079;58.142;37.826.937
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;12/2011;985.669;19.111.390;3.546.913;3.535.766;-336.333;3.199.433;0;0;0;0;0;3.161.553;58.112;297.902;30.360.972;0;30.360.972
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;12/2011;110.610;5.871.834;16.837.362;187.137;-12.825;174.312;0;0;0;0;0;6.348.839;2.261;81.730;29.426.948;0;29.426.948
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;12/2011;97.086;3.240.283;10.107.787;11.212.168;-621.838;10.590.330;0;0;0;0;0;1.890.004;321.257;188.840;26.435.588;0;26.435.588
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;12/2011;148.341;3.995.910;1.984.406;1.279.751;-6.759;1.272.992;0;0;0;0;0;17.681.172;191.866;26.146;25.300.834;0;25.300.834
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;12/2011;14.492;713.086;45.865;19.683.908;-704.248;18.979.660;12.080;2.399.367;1.461.986;-105.472;3.767.961;1.319.645;283.417;81.392;25.205.518;1.461.986;23.743.532
BMG;30290;b1;;C;2;BELO HORIZONTE;MG;12/2011;34.079;1.486.230;1.018.979;11.019.838;-817.475;10.202.363;1.809;123.770;64.497;-6.464;183.612;2.167.548;758.714;1.656.967;17.508.492;64.497;17.443.995
BIC;32119;b1;;C;2;SAO PAULO;SP;12/2011;235.808;3.574.797;993.715;9.850.179;-500.892;9.349.287;2.215;580.204;120.403;-16.566;686.256;1.914.045;340.131;219.176;17.313.216;120.403;17.192.813
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;12/2011;64.282;6.056.321;3.004.652;7.093.337;-4.694;7.088.643;0;0;0;0;0;145.787;380.315;82.246;16.822.247;0;16.822.247
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;12/2011;56.386;453.995;2.279.741;5.927.941;-209.549;5.718.392;11.744;375.867;80;0;387.691;5.758.112;200.189;458.248;15.312.754;80;15.312.674
PANAMERICANO;31323;b1;;C;2;SAO PAULO;SP;12/2011;25.724;909.026;1.956.886;5.550.248;-655.896;4.894.351;14.183;1.348.990;674.376;-88.642;1.948.906;3.435.505;278.855;155.830;13.605.083;674.376;12.930.707
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;12/2011;7.820;290.414;1.989.002;3.149.036;-186.179;2.962.857;8.523;341.057;48.260;-2.936;394.904;6.364.146;119.044;401.988;12.530.175;48.260;12.481.916
ALFA;51293;b1;;C;2;SAO PAULO;SP;12/2011;9.743;555.628;3.882.407;6.287.359;-89.128;6.198.231;8.880;598.407;236.094;-6.898;836.483;704.298;110.786;264.337;12.561.914;236.094;12.325.820
BANCOOB;51750;b1;;C;2;BRASILIA;DF;12/2011;4.437;3.328.624;3.888.727;4.332.254;-26.337;4.305.917;0;0;0;0;0;243.656;299.248;67.090;12.137.701;0;12.137.701
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;12/2011;25.899;2.132.788;663.243;7.184.249;-198.304;6.985.945;0;0;0;0;0;1.787.348;289.401;183.426;12.068.049;0;12.068.049
