Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BB - PRUDENCIAL;1000080329;b1;;C;1;BRASILIA;DF;03/2016;1.406.846.003;702.258.266;1.333.222.675;1.103.651.578;73.623.328;2.407.111;128.443.802;16,24%;15,79%;5.434;1.468
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;;C;1;BRASILIA;DF;03/2016;1.242.204.968;684.162.065;1.215.336.819;1.081.541.801;26.868.149;554.794;75.440.876;13,70%;14,48%;3.411;840
ITAU - PRUDENCIAL;1000080099;b1;;C;2;SAO PAULO;SP;03/2016;1.156.830.982;441.394.805;1.045.869.041;760.982.936;110.961.941;4.428.356;122.871.620;17,68%;27,36%;3.700;944
BNDES - PRUDENCIAL;1000081847;b4;;C;1;RIO DE JANEIRO;RJ;03/2016;925.173.490;393.120.661;888.141.067;588.333.634;37.032.422;1.598.148;105.227.825;15,51%;13,46%;4;0
BRADESCO - PRUDENCIAL;1000080075;b1;;C;2;OSASCO;SP;03/2016;875.135.677;353.718.025;781.791.241;618.785.252;93.344.437;4.121.720;100.452.488;16,86%;33,99%;4.526;1.170
SANTANDER - PRUDENCIAL;1000080185;b1;;C;3;SAO PAULO;SP;03/2016;669.686.496;248.532.775;609.398.768;431.412.678;60.287.729;1.239.371;58.671.691;16,44%;18,86%;2.759;1.181
BTG PACTUAL - PRUDENCIAL;1000080336;b1;;C;2;RIO DE JANEIRO;RJ;03/2016;223.474.441;53.260.561;203.121.203;118.402.145;20.353.238;1.008.510;25.254.560;15,20%;40,34%;11;0
HSBC - PRUDENCIAL;1000080525;b1;;C;3;CURITIBA;PR;03/2016;173.081.168;67.120.148;162.919.016;109.896.292;10.162.152;-287.207;14.742.216;13,83%;14,09%;853;433
SAFRA - PRUDENCIAL;1000080109;b1;;C;2;SAO PAULO;SP;03/2016;140.759.068;45.225.042;131.505.471;112.757.828;9.253.597;461.505;12.206.161;15,40%;24,17%;112;5
VOTORANTIM - PRUDENCIAL;1000080484;b1;;C;2;SAO PAULO;SP;03/2016;109.398.783;48.506.858;101.318.780;69.034.929;8.080.003;86.211;9.741.968;14,39%;3,92%;94;0
CITIBANK - PRUDENCIAL;1000080192;b1;;C;3;SAO PAULO;SP;03/2016;81.885.984;21.226.970;73.955.512;41.920.612;7.930.472;105.950;7.697.191;13,14%;6,68%;134;17
BANRISUL - PRUDENCIAL;1000080154;b1;;C;1;PORTO ALEGRE;RS;03/2016;65.861.633;31.373.523;59.538.981;50.568.066;6.322.653;188.077;7.313.620;18,26%;4,27%;536;206
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;;C;3;SAO PAULO;SP;03/2016;51.196.707;7.138.331;47.549.297;28.465.054;3.647.410;51.071;4.971.807;13,62%;7,84%;10;0
BNP PARIBAS - PRUDENCIAL;1000080673;b1;;C;3;SAO PAULO;SP;03/2016;44.386.540;12.032.008;41.563.039;16.401.482;2.823.501;-4.799;3.465.485;12,70%;2,30%;10;0
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;;I;1;FORTALEZA;CE;03/2016;41.994.900;13.326.366;39.025.130;16.981.766;2.969.770;77.808;4.523.276;12,09%;5,10%;315;2
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;;C;3;SAO PAULO;SP;03/2016;39.864.696;2.307.035;35.592.121;15.633.895;4.272.574;136.167;4.245.875;16,21%;2,81%;8;1
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;03/2016;35.167.414;3.466.386;33.788.967;11.452.518;1.378.447;7.037;1.377.616;23,08%;6,84%;5;0
SICREDI - PRUDENCIAL;1000080745;b1;;C;2;PORTO ALEGRE;RS;03/2016;31.683.508;14.596.647;30.465.056;29.220.483;1.218.452;18.232;1.351.528;18,82%;7,93%;5;0
PAN;1000080257;b1;;C;2;SAO PAULO;SP;03/2016;27.505.456;17.179.522;23.955.396;19.451.968;3.550.060;-96.103;2.920.089;14,48%;16,82%;4;0
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;03/2016;27.197.170;10.688.128;26.142.141;23.665.427;1.055.029;33.380;1.047.254;15,66%;9,18%;4;0
