Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j);
;;;;;;;;;Depósito Total;;;;;;Obrigações por Operações Compromissadas (b);Recursos de Aceites e Emissão de Títulos;;;;;;Obrigações por Empréstimos e Repasses (d);Captações (e) = (a) + (b) + (c) + (d);;;;;;;
;;;;;;;;;Depósitos à Vista (a1);Depósitos de Poupança (a2);Depósitos Interfinanceiros (a3);Depósitos a Prazo (a4);Outros Depósitos (a5);Depósito Total (a);;Letras de Crédito Imobiliário (c1);Letras de Crédito do Agronegócio (c2);Letras Financeiras (c3);Obrigações por Títulos e Valores Mobiliários no Exterior (c4);Outros Recursos de Aceites e Emissão de Títulos (c5);Recursos de Aceites e Emissão de Títulos (c);;;;;;;;;
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;06/2017;62.043.866;150.982.353;18.961.724;204.301.916;6.535.511;442.825.369;455.352.283;20.131.501;100.665.142;2.886.114;19.132.283;201.499;143.016.539;99.193.743;1.140.387.934;1.969.959;220.379.339;1.362.737.233;431.202;80.199.982;1.443.368.417
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;06/2017;64.938.537;109.656.933;2.686.391;176.892.785;405.993;354.580.640;341.558.258;18.871.894;16.139.363;27.157.017;41.695.183;4.218.725;108.082.182;67.940.898;872.161.978;20.727.037;257.479.124;1.150.368.139;1.988.674;132.275.484;1.284.632.297
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;06/2017;30.227.888;261.251.049;1.022.926;222.214.715;14.217.565;528.934.145;146.151.255;93.928.824;247.624;36.967.674;13.473.502;701.524;145.319.147;256.990.598;1.077.395.145;1.006.414;169.697.956;1.248.099.515;0;28.901.138;1.277.000.654
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;06/2017;30.359.952;95.736.763;530.374;134.532.530;526.957;261.686.576;256.470.543;25.885.306;7.338.033;107.005.786;3.005.379;399.738;143.634.242;56.542.387;718.333.748;14.025.374;159.701.302;892.060.424;406.567;106.825.214;999.292.204
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;06/2017;0;0;0;0;12.235.658;12.235.658;768.466;0;4.326.226;0;22.684.358;0;27.010.584;465.974.280;505.988.988;1.516.836;325.964.557;833.470.381;0;50.169.642;883.640.023
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;06/2017;15.932.343;37.063.761;2.530.132;123.260.941;265.037;179.052.214;150.102.068;26.257.625;7.783.113;45.305.014;3.392.518;2.401.026;85.139.295;44.481.260;458.774.837;16.818.791;113.531.256;589.124.884;519.396;63.277.890;652.922.170
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;06/2017;465.842;1.532.738;1.603.519;12.751.498;150;16.353.748;67.364.079;1.235.902;6.396.786;16.453.537;412.698;7.891.007;32.389.930;10.883.817;126.991.573;3.265.734;14.420.202;144.677.509;46.772;9.631.090;154.355.372
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;06/2017;168.581;0;326.150;8.614.774;0;9.109.505;32.880.751;641.206;635.570;5.071.203;1.911.884;83.324;8.343.187;3.766.713;54.100.156;15.131.605;30.926.860;100.158.622;114.130;18.030.456;118.303.207
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;06/2017;66.894;0;1.754.444;8.433.180;0;10.254.518;31.017.295;647.078;2.016.596;20.431.658;949.731;9.085;24.054.149;4.459.070;69.785.033;2.729.755;21.193.239;93.708.027;31.033;8.287.747;102.026.806
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;06/2017;3.888.663;864.858;0;15.782.872;145.127;20.681.520;7.586.020;542.229;0;2.135.126;0;553.621;3.230.976;11.898.828;43.397.344;3.619.941;23.651.222;70.668.506;32.576;8.685.544;79.386.626
