Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e) = (c) + (d);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;06/2013;NA;NA;74.607.192;45.125.190;116.351.017;695.439.137;0;6.181;1.870.291;3.437;1.879.909;33.436.225;730.755.270;NA;NA%;NA%;15,92%;NA%;22,79%
ITAU;10069;b1;;C;2;SAO PAULO;SP;06/2013;NA;NA;83.191.281;39.094.890;121.819.213;601.048.754;0;1.541.145;23.072.327;2.761.855;27.375.327;36.720.329;665.144.410;NA;NA%;NA%;18,31%;NA%;47,35%
BRADESCO;10045;b1;;C;2;OSASCO;SP;06/2013;NA;NA;69.701.869;22.761.289;92.333.301;485.781.230;8.481.459;60.906;80.787.485;4.500.687;93.830.536;21.792.200;601.403.967;NA;NA%;NA%;15,35%;NA%;44,29%
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;06/2013;NA;NA;60.853.569;35.370.937;96.035.243;530.982.947;34.137.739;0;18.430.657;0;52.568.396;10.062.016;593.613.359;NA;NA%;NA%;16,18%;NA%;44,47%
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;06/2013;NA;NA;29.605.199;29.605.199;58.173.320;375.372.472;0;0;1.160.167;0;1.160.167;19.188.863;395.721.502;NA;NA%;NA%;14,70%;NA%;13,03%
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;06/2013;NA;NA;64.571.293;3.945.342;68.481.850;286.546.669;0;0;14.987.614;941.582;15.929.196;15.720.333;318.196.198;NA;NA%;NA%;21,52%;NA%;32,32%
HSBC;51152;b1;;C;3;CURITIBA;PR;06/2013;NA;NA;10.215.845;2.336.206;12.552.051;75.405.709;0;0;7.710.269;53.163;7.763.432;9.579.193;92.748.334;NA;NA%;NA%;13,53%;NA%;33,44%
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;06/2013;NA;NA;10.967.658;5.483.829;15.674.102;55.266.840;1.738.908;2.929.519;17.754.480;3.815.377;26.238.285;2.865.213;84.370.337;NA;NA%;NA%;18,58%;NA%;33,35%
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;06/2013;NA;NA;7.400.053;3.393.006;10.793.059;72.653.939;0;72.809;2.171.900;189.836;2.434.545;2.564.749;77.653.233;NA;NA%;NA%;13,90%;NA%;2,88%
SAFRA;10083;b1;;C;2;SAO PAULO;SP;06/2013;NA;NA;7.103.361;2.248.403;9.351.764;59.338.951;0;30.482;1.818.850;95.423;1.944.754;3.132.448;64.416.153;NA;NA%;NA%;14,52%;NA%;23,27%
