Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e) = (c) + (d);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
BB - PRUDENCIAL;1000080329;b1;;C;1;BRASILIA;DF;09/2015;68.070.868;29.890.805;97.961.673;38.672.019;136.633.692;782.969.960;19.575.784;572;4.654.927;0;24.231.284;36.389.090;843.590.334;NA;8,07%;11,61%;16,20%;NA%;15,27%
ITAU - PRUDENCIAL;1000080099;b1;;C;2;SAO PAULO;SP;09/2015;95.317.563;46.298;95.363.861;29.399.029;124.762.890;728.976.178;3.435.015;573.836;11.844.064;1.209.482;17.062.396;28.622.953;774.661.528;NA;12,30%;12,31%;16,11%;NA%;29,72%
BNDES - PRUDENCIAL;1000081847;b4;;C;1;RIO DE JANEIRO;RJ;09/2015;65.848.669;0;65.848.669;32.924.334;98.773.003;608.756.017;29.733.557;0;7.352.297;0;37.085.854;25.729.517;671.571.388;NA;9,81%;9,81%;14,71%;NA%;16,50%
BRADESCO - PRUDENCIAL;1000080075;b1;;C;2;OSASCO;SP;09/2015;73.577.076;0;73.577.076;19.513.015;93.090.091;585.507.055;12.416.543;504.076;8.323.956;65.455;21.310.030;37.106.557;643.923.641;NA;11,43%;11,43%;14,46%;NA%;38,62%
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;;C;1;BRASILIA;DF;09/2015;57.017.875;0;57.017.875;23.321.123;80.338.997;521.661.558;1.250.336;0;1.625.387;0;2.875.724;40.349.756;564.887.037;NA;10,09%;10,09%;14,22%;NA%;13,42%
SANTANDER - PRUDENCIAL;1000080185;b1;;C;3;SAO PAULO;SP;09/2015;50.925.617;5.029.914;55.955.531;5.612.072;61.567.603;336.166.757;8.984.942;0;26.545.736;287.436;35.818.115;17.039.349;389.024.220;NA;13,09%;14,38%;15,83%;NA%;19,61%
BTG PACTUAL - PRUDENCIAL;1000080336;b1;;C;2;RIO DE JANEIRO;RJ;09/2015;15.370.712;5.120.722;20.491.434;3.977.264;24.468.698;132.213.006;1.764.764;11.451.845;27.235.909;3.646.518;44.099.036;758.546;177.070.588;NA;8,68%;11,57%;13,82%;NA%;44,82%
HSBC - PRUDENCIAL;1000080525;b1;;C;3;CURITIBA;PR;09/2015;8.738.721;0;8.738.721;6.938.717;15.677.438;98.959.965;359.980;0;6.282.705;140.488;6.783.174;12.569.554;118.312.693;NA;7,39%;7,39%;13,25%;NA%;16,99%
SAFRA - PRUDENCIAL;1000080109;b1;;C;2;SAO PAULO;SP;09/2015;8.594.685;1.209.521;9.804.206;2.062.216;11.866.422;81.626.738;3.265.636;0;332.745;98.436;3.696.818;3.763.544;89.087.101;NA;9,65%;11,01%;13,32%;NA%;23,50%
VOTORANTIM - PRUDENCIAL;1000080484;b1;;C;2;SAO PAULO;SP;09/2015;6.828.289;0;6.828.289;4.037.630;10.865.919;67.386.325;718.607;0;2.551.436;23.791;3.293.835;4.779.884;75.460.044;NA;9,05%;9,05%;14,40%;NA%;4,19%
CITIBANK - PRUDENCIAL;1000080192;b1;;C;3;SAO PAULO;SP;09/2015;7.037.253;0;7.037.253;0;7.037.253;37.887.582;1.275.404;62.633;7.964.648;558.789;9.861.474;5.260.614;53.009.671;NA;13,28%;13,28%;13,28%;NA%;12,74%
BANRISUL - PRUDENCIAL;1000080154;b1;;C;1;PORTO ALEGRE;RS;09/2015;6.056.877;0;6.056.877;1.243.603;7.300.480;34.109.233;924.374;0;1.465;17.045;942.884;5.835.041;40.887.158;NA;14,81%;14,81%;17,86%;NA%;3,97%
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;;I;1;FORTALEZA;CE;09/2015;2.641.518;0;2.641.518;2.529.832;5.171.350;31.179.676;915.073;7.618;100.918;0;1.023.609;6.266.595;38.469.881;NA;6,87%;6,87%;13,44%;NA%;4,38%
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;;C;3;SAO PAULO;SP;09/2015;3.022.194;0;3.022.194;1.986.450;5.008.644;24.071.657;2.720.643;3.114;5.671.028;1.390.703;9.785.488;1.998.893;35.856.038;NA;8,43%;8,43%;13,97%;NA%;10,21%
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;;C;3;SAO PAULO;SP;09/2015;3.784.558;0;3.784.558;0;3.784.558;18.793.777;354.177;618;6.018.311;1.252.777;7.625.883;1.919.257;28.338.918;NA;13,35%;13,35%;13,35%;NA%;3,21%
BNP PARIBAS - PRUDENCIAL;1000080673;b1;;C;3;SAO PAULO;SP;09/2015;2.871.974;0;2.871.974;658.928;3.530.901;18.002.011;169.764;0;3.245.118;0;3.414.883;2.058.884;23.475.777;NA;12,23%;12,23%;15,04%;NA%;1,69%
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;09/2015;2.370.388;0;2.370.388;719.487;3.089.875;19.968.626;1.498;46.327;415.200;0;463.025;774.932;21.206.583;NA;11,18%;11,18%;14,57%;NA%;1,33%
PAN;1000080257;b1;;C;2;SAO PAULO;SP;09/2015;2.385.119;0;2.385.119;916.469;3.301.588;18.884.602;53.982;0;318.887;0;372.869;971.467;20.228.938;NA;11,79%;11,79%;16,32%;NA%;17,93%
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;09/2015;2.950.050;0;2.950.050;1.034.596;3.984.646;18.480.859;0;0;0;0;0;1.199.733;19.680.592;NA;14,99%;14,99%;20,25%;NA%;0,89%
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;C;3;SAO PAULO;SP;09/2015;1.571.935;0;1.571.935;569.334;2.141.269;16.308.114;750.753;171.564;411.009;0;1.333.325;982.311;18.623.750;NA;8,44%;8,44%;11,50%;NA%;1,21%
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;09/2015;2.789.886;0;2.789.886;0;2.789.886;15.397.068;2.251;0;51.709;0;53.960;1.253.983;16.705.011;NA;16,70%;16,70%;16,70%;NA%;9,08%
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;I;2;SAO PAULO;SP;09/2015;2.657.108;0;2.657.108;0;2.657.108;11.872.759;400.422;0;1.276.112;2.062;1.678.597;1.423.015;14.974.370;NA;17,74%;17,74%;17,74%;NA%;9,06%
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;09/2015;1.856.163;0;1.856.163;0;1.856.163;9.975.758;149.491;0;2.997.695;0;3.147.186;841.786;13.964.730;NA;13,29%;13,29%;13,29%;NA%;1,66%
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;C;1;PORTO ALEGRE;RS;09/2015;2.205.363;0;2.205.363;0;2.205.363;12.684.663;22.401;0;0;6.716;29.117;711.980;13.425.759;NA;16,43%;16,43%;16,43%;NA%;1,54%
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;09/2015;2.325.891;0;2.325.891;0;2.325.891;9.502.317;309.284;126.100;1.177.927;443.436;2.056.747;912.365;12.471.429;NA;18,65%;18,65%;18,65%;NA%;0,67%
CCB - PRUDENCIAL;1000080295;b1;;C;3;SAO PAULO;SP;09/2015;648.102;0;648.102;669.142;1.317.244;10.271.067;94.335;0;47.924;2.632;144.890;1.461.538;11.877.495;NA;5,46%;5,46%;11,09%;NA%;11,58%
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;09/2015;1.137.222;0;1.137.222;829.417;1.966.639;10.583.378;803.474;0;7.882;0;811.356;102.389;11.497.123;NA;9,89%;9,89%;17,11%;NA%;33,74%
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;09/2015;1.515.116;0;1.515.116;0;1.515.116;10.209.795;89;0;0;0;89;1.252.051;11.461.935;NA;13,22%;13,22%;13,22%;NA%;2,68%
